Field ID,Longitude,Latitude,Elevation (ft),Date,tmin (degrees F),tmean (degrees F),tmax (degrees F)
MIL_ERIE,-78.9286,42.4823,892,4/4/25,37.8,53.2,68.7
MIL_ERIE,-78.9286,42.4823,892,4/5/25,38.3,46.4,54.6
MIL_ERIE,-78.9286,42.4823,892,4/6/25,33.3,47.7,62.1
MIL_ERIE,-78.9286,42.4823,892,4/7/25,29.8,33.8,37.8
MIL_ERIE,-78.9286,42.4823,892,4/8/25,22.2,35.6,49.1
MIL_ERIE,-78.9286,42.4823,892,4/9/25,19.4,27.4,35.5
MIL_ERIE,-78.9286,42.4823,892,4/10/25,23.4,32.3,41.2
MIL_ERIE,-78.9286,42.4823,892,4/11/25,30.8,36.3,41.8
MIL_ERIE,-78.9286,42.4823,892,4/12/25,33.3,36.2,39
MIL_ERIE,-78.9286,42.4823,892,4/13/25,31.3,35.6,39.8
MIL_ERIE,-78.9286,42.4823,892,4/14/25,33.4,45.9,58.3
MIL_ERIE,-78.9286,42.4823,892,4/15/25,43,57.3,71.7
MIL_ERIE,-78.9286,42.4823,892,4/16/25,31.2,42.5,53.9
MIL_ERIE,-78.9286,42.4823,892,4/17/25,25.9,32.7,39.5
MIL_ERIE,-78.9286,42.4823,892,4/18/25,28.4,43.5,58.6
MIL_ERIE,-78.9286,42.4823,892,4/19/25,45.3,60,74.8
MIL_ERIE,-78.9286,42.4823,892,4/20/25,34.9,53.3,71.7
MIL_ERIE,-78.9286,42.4823,892,4/21/25,36.9,47.5,58.1
MIL_ERIE,-78.9286,42.4823,892,4/22/25,43.4,57.8,72.2
MIL_ERIE,-78.9286,42.4823,892,4/23/25,38.3,50.1,61.9
MIL_ERIE,-78.9286,42.4823,892,4/24/25,42.3,56.6,70.8
MIL_ERIE,-78.9286,42.4823,892,4/25/25,52.1,67,81.9
MIL_ERIE,-78.9286,42.4823,892,4/26/25,51.1,60.2,69.3
MIL_ERIE,-78.9286,42.4823,892,4/27/25,37.2,44.9,52.5
MIL_ERIE,-78.9286,42.4823,892,4/28/25,35.4,47.6,59.7
MIL_ERIE,-78.9286,42.4823,892,4/29/25,43.3,59.3,75.3
MIL_ERIE,-78.9286,42.4823,892,4/30/25,35.2,59.9,84.7
MIL_ERIE,-78.9286,42.4823,892,5/1/25,37,47.8,58.7
MIL_ERIE,-78.9286,42.4823,892,5/2/25,45.1,64.5,84
MIL_ERIE,-78.9286,42.4823,892,5/3/25,44,57.3,70.6
MIL_ERIE,-78.9286,42.4823,892,5/4/25,45.2,48.2,51.2
MIL_ERIE,-78.9286,42.4823,892,5/5/25,49,53.5,58
MIL_ERIE,-78.9286,42.4823,892,5/6/25,50,61.5,73
MIL_ERIE,-78.9286,42.4823,892,5/7/25,50,58.7,67.4
MIL_ERIE,-78.9286,42.4823,892,5/8/25,44.6,56.3,68
MIL_ERIE,-78.9286,42.4823,892,5/9/25,33.4,41.6,49.7
MIL_ERIE,-78.9286,42.4823,892,5/10/25,35.4,47.3,59.1
MIL_ERIE,-78.9286,42.4823,892,5/11/25,40.3,55.3,70.3
MIL_ERIE,-78.9286,42.4823,892,5/12/25,43.5,56.2,68.9
MIL_ERIE,-78.9286,42.4823,892,5/13/25,53.9,68.5,83
MIL_ERIE,-78.9286,42.4823,892,5/14/25,59.7,66.3,72.9
MIL_ERIE,-78.9286,42.4823,892,5/15/25,56.7,64.1,71.5
MIL_ERIE,-78.9286,42.4823,892,5/16/25,58.9,69,79
MIL_ERIE,-78.9286,42.4823,892,5/17/25,58.4,69.3,80.2
MIL_ERIE,-78.9286,42.4823,892,5/18/25,51.5,63.1,74.7
MIL_ERIE,-78.9286,42.4823,892,5/19/25,45.3,51.1,56.8
MIL_ERIE,-78.9286,42.4823,892,5/20/25,34.5,45.2,55.9
MIL_ERIE,-78.9286,42.4823,892,5/21/25,37.5,49.7,61.8
MIL_ERIE,-78.9286,42.4823,892,5/22/25,47.2,52.5,57.8
MIL_ERIE,-78.9286,42.4823,892,5/23/25,43.7,49.7,55.8
MIL_ERIE,-78.9286,42.4823,892,5/24/25,43.9,49.1,54.3
MIL_ERIE,-78.9286,42.4823,892,5/25/25,41.7,44.9,48
MIL_ERIE,-78.9286,42.4823,892,5/26/25,41,51.8,62.7
MIL_ERIE,-78.9286,42.4823,892,5/27/25,43.1,54.8,66.5
MIL_ERIE,-78.9286,42.4823,892,5/28/25,49.4,60.9,72.3
MIL_ERIE,-78.9286,42.4823,892,5/29/25,51.2,54.3,57.4
MIL_ERIE,-78.9286,42.4823,892,5/30/25,51.6,59.6,67.7
MIL_ERIE,-78.9286,42.4823,892,5/31/25,48.5,58.8,69.1
MIL_ERIE,-78.9286,42.4823,892,6/1/25,42.1,46.4,50.8
MIL_ERIE,-78.9286,42.4823,892,6/2/25,38.8,50.6,62.4
MIL_ERIE,-78.9286,42.4823,892,6/3/25,45.7,58.3,70.9
MIL_ERIE,-78.9286,42.4823,892,6/4/25,59,70.2,81.3
MIL_ERIE,-78.9286,42.4823,892,6/5/25,60.5,73.8,87.2
MIL_ERIE,-78.9286,42.4823,892,6/6/25,59.7,70.1,80.4
MIL_ERIE,-78.9286,42.4823,892,6/7/25,58.8,66.3,73.8
MIL_ERIE,-78.9286,42.4823,892,6/8/25,51.6,64.4,77.2
MIL_ERIE,-78.9286,42.4823,892,6/9/25,55.6,64.7,73.7
MIL_ERIE,-78.9286,42.4823,892,6/10/25,58.8,65.7,72.5
MIL_ERIE,-78.9286,42.4823,892,6/11/25,56.4,63.4,70.4
MIL_ERIE,-78.9286,42.4823,892,6/12/25,56.9,67.6,78.3
MIL_ERIE,-78.9286,42.4823,892,6/13/25,52.8,63.1,73.3
MIL_ERIE,-78.9286,42.4823,892,6/14/25,55.1,65.3,75.5
MIL_ERIE,-78.9286,42.4823,892,6/15/25,56.1,63.4,70.7
MIL_ERIE,-78.9286,42.4823,892,6/16/25,57.5,67.3,77.2
MIL_ERIE,-78.9286,42.4823,892,6/17/25,60.3,69.5,78.8
MIL_ERIE,-78.9286,42.4823,892,6/18/25,64,72.5,81
MIL_ERIE,-78.9286,42.4823,892,6/19/25,62.5,71.8,81.1
MIL_ERIE,-78.9286,42.4823,892,6/20/25,59.1,68.5,77.9
MIL_ERIE,-78.9286,42.4823,892,6/21/25,59.7,67.6,75.4
MIL_ERIE,-78.9286,42.4823,892,6/22/25,66,74.8,83.5
MIL_ERIE,-78.9286,42.4823,892,6/23/25,71.3,79.5,87.7
MIL_ERIE,-78.9286,42.4823,892,6/24/25,69.4,79.6,89.8
MIL_ERIE,-78.9286,42.4823,892,6/25/25,66.8,78.5,90.2
MIL_ERIE,-78.9286,42.4823,892,6/26/25,66.9,75.9,85
MIL_ERIE,-78.9286,42.4823,892,6/27/25,65.8,73.9,81.9
MIL_ERIE,-78.9286,42.4823,892,6/28/25,67.1,77.9,88.7
MIL_ERIE,-78.9286,42.4823,892,6/29/25,55,68.8,82.6
MIL_ERIE,-78.9286,42.4823,892,6/30/25,59.8,69.9,79.9
MIL_ERIE,-78.9286,42.4823,892,7/1/25,69.4,76.2,83
MIL_ERIE,-78.9286,42.4823,892,7/2/25,60.2,70.4,80.6
MIL_ERIE,-78.9286,42.4823,892,7/3/25,61,71,80.9
MIL_ERIE,-78.9286,42.4823,892,7/4/25,50.8,65.1,79.4
MIL_ERIE,-78.9286,42.4823,892,7/5/25,54.3,66.8,79.3
MIL_ERIE,-78.9286,42.4823,892,7/6/25,64.5,76.2,87.9
MIL_ERIE,-78.9286,42.4823,892,7/7/25,70.6,80.6,90.6
MIL_ERIE,-78.9286,42.4823,892,7/8/25,66.8,76.2,85.7
MIL_ERIE,-78.9286,42.4823,892,7/9/25,59.2,66.5,73.9
MIL_ERIE,-78.9286,42.4823,892,7/10/25,61.5,69.7,77.8
MIL_ERIE,-78.9286,42.4823,892,7/11/25,65.6,74.7,83.8
MIL_ERIE,-78.9286,42.4823,892,7/12/25,66.1,76.4,86.7
MIL_ERIE,-78.9286,42.4823,892,7/13/25,68.3,79.9,91.5
MIL_ERIE,-78.9286,42.4823,892,7/14/25,67.3,77,86.6
MIL_ERIE,-78.9286,42.4823,892,7/15/25,63.7,73.2,82.7
MIL_ERIE,-78.9286,42.4823,892,7/16/25,63.7,75.5,87.3
MIL_ERIE,-78.9286,42.4823,892,7/17/25,70.2,79.1,88.1
MIL_ERIE,-78.9286,42.4823,892,7/18/25,56.9,67.5,78.1
MIL_ERIE,-78.9286,42.4823,892,7/19/25,54.1,65,76
MIL_ERIE,-78.9286,42.4823,892,7/20/25,59.2,70,80.9
MIL_ERIE,-78.9286,42.4823,892,7/21/25,57.1,67.8,78.5
MIL_ERIE,-78.9286,42.4823,892,7/22/25,49.3,61.4,73.4
MIL_ERIE,-78.9286,42.4823,892,7/23/25,53.4,65.5,77.7
MIL_ERIE,-78.9286,42.4823,892,7/24/25,58.3,72.1,86
MIL_ERIE,-78.9286,42.4823,892,7/25/25,69.3,79.3,89.4
MIL_ERIE,-78.9286,42.4823,892,7/26/25,65.6,74.6,83.6
MIL_ERIE,-78.9286,42.4823,892,7/27/25,67.8,76.2,84.6
MIL_ERIE,-78.9286,42.4823,892,7/28/25,65,73.9,82.8
MIL_ERIE,-78.9286,42.4823,892,7/29/25,64.4,76.2,88
MIL_ERIE,-78.9286,42.4823,892,7/30/25,64.7,76.6,88.5
MIL_ERIE,-78.9286,42.4823,892,7/31/25,58.4,72.3,86.2
MIL_ERIE,-78.9286,42.4823,892,8/1/25,49.1,57.1,65
MIL_ERIE,-78.9286,42.4823,892,8/2/25,48.2,61.2,74.3
MIL_ERIE,-78.9286,42.4823,892,8/3/25,50.5,63.2,75.8
MIL_ERIE,-78.9286,42.4823,892,8/4/25,55,66.9,78.9
MIL_ERIE,-78.9286,42.4823,892,8/5/25,60.2,70.2,80.1
MIL_ERIE,-78.9286,42.4823,892,8/6/25,63.1,73.2,83.3
MIL_ERIE,-78.9286,42.4823,892,8/7/25,63.1,73.8,84.5
MIL_ERIE,-78.9286,42.4823,892,8/8/25,63.4,73.1,82.7
MIL_ERIE,-78.9286,42.4823,892,8/9/25,64.8,75.2,85.6
MIL_ERIE,-78.9286,42.4823,892,8/10/25,65,76.5,88
MIL_ERIE,-78.9286,42.4823,892,8/11/25,65,76.7,88.4
MIL_ERIE,-78.9286,42.4823,892,8/12/25,67,78.4,89.8
MIL_ERIE,-78.9286,42.4823,892,8/13/25,67.3,78.2,89.1
MIL_ERIE,-78.9286,42.4823,892,8/14/25,63.7,73,82.3
MIL_ERIE,-78.9286,42.4823,892,8/15/25,59.4,71.5,83.6
MIL_ERIE,-78.9286,42.4823,892,8/16/25,61.2,73.2,85.2
MIL_ERIE,-78.9286,42.4823,892,8/17/25,64.5,75.8,87.2
MIL_ERIE,-78.9286,42.4823,892,8/18/25,53.3,65.7,78.1
MIL_ERIE,-78.9286,42.4823,892,8/19/25,53.1,64,74.9
MIL_ERIE,-78.9286,42.4823,892,8/20/25,60.6,69.6,78.6
MIL_ERIE,-78.9286,42.4823,892,8/21/25,57.8,63.6,69.4
MIL_ERIE,-78.9286,42.4823,892,8/22/25,52.8,60.1,67.4
MIL_ERIE,-78.9286,42.4823,892,8/23/25,56.9,68.6,80.2
MIL_ERIE,-78.9286,42.4823,892,8/24/25,59.9,70.3,80.7
MIL_ERIE,-78.9286,42.4823,892,8/25/25,55.3,66.8,78.3
MIL_ERIE,-78.9286,42.4823,892,8/26/25,52.1,61.7,71.3
MIL_ERIE,-78.9286,42.4823,892,8/27/25,48.1,58.3,68.4
MIL_ERIE,-78.9286,42.4823,892,8/28/25,48.3,58.7,69.1
MIL_ERIE,-78.9286,42.4823,892,8/29/25,50.7,62,73.3
MIL_ERIE,-78.9286,42.4823,892,8/30/25,43.7,52.7,61.8
MIL_ERIE,-78.9286,42.4823,892,8/31/25,44.2,56.2,68.1
MIL_ERIE,-78.9286,42.4823,892,9/1/25,47.4,59.9,72.4
MIL_ERIE,-78.9286,42.4823,892,9/2/25,51.1,64,76.9
MIL_ERIE,-78.9286,42.4823,892,9/3/25,54.4,66,77.7
MIL_ERIE,-78.9286,42.4823,892,9/4/25,56.6,68.6,80.6
MIL_ERIE,-78.9286,42.4823,892,9/5/25,50,57.7,65.4
MIL_ERIE,-78.9286,42.4823,892,9/6/25,52,63.6,75.2
MIL_ERIE,-78.9286,42.4823,892,9/7/25,50.3,58.6,66.9
MIL_ERIE,-78.9286,42.4823,892,9/8/25,43.2,53.6,64
MIL_ERIE,-78.9286,42.4823,892,9/9/25,44.2,55.1,66.1
MIL_ERIE,-78.9286,42.4823,892,9/10/25,47.1,60,73
MIL_ERIE,-78.9286,42.4823,892,9/11/25,48.2,61.8,75.5
MIL_ERIE,-78.9286,42.4823,892,9/12/25,48.5,62.5,76.6
MIL_ERIE,-78.9286,42.4823,892,9/13/25,50.3,63.7,77.1
MIL_ERIE,-78.9286,42.4823,892,9/14/25,51.7,63,74.3
MIL_ERIE,-78.9286,42.4823,892,9/15/25,52.5,65.3,78.2
MIL_ERIE,-78.9286,42.4823,892,9/16/25,52.1,65.9,79.7
MIL_ERIE,-78.9286,42.4823,892,9/17/25,53.3,67.5,81.7
MIL_ERIE,-78.9286,42.4823,892,9/18/25,52.7,66,79.3
MIL_ERIE,-78.9286,42.4823,892,9/19/25,53.6,66.3,79.1
MIL_ERIE,-78.9286,42.4823,892,9/20/25,45.1,58.6,72.1
MIL_ERIE,-78.9286,42.4823,892,9/21/25,47.1,62,76.8
MIL_ERIE,-78.9286,42.4823,892,9/22/25,60.1,72.3,84.4
MIL_ERIE,-78.9286,42.4823,892,9/23/25,61.4,69.4,77.5
MIL_ERIE,-78.9286,42.4823,892,9/24/25,58.2,66.2,74.2
MIL_ERIE,-78.9286,42.4823,892,9/25/25,56.8,67.4,77.9
MIL_ERIE,-78.9286,42.4823,892,9/26/25,58.7,64.5,70.4
MIL_ERIE,-78.9286,42.4823,892,9/27/25,53.2,64,74.8
MIL_ERIE,-78.9286,42.4823,892,9/28/25,55,65.4,75.8
MIL_ERIE,-78.9286,42.4823,892,9/29/25,47.8,62.7,77.5
MIL_ERIE,-78.9286,42.4823,892,9/30/25,48.4,63.5,78.6
MIL_ERIE,-78.9286,42.4823,892,10/1/25,42.3,59.7,77.1
MIL_ERIE,-78.9286,42.4823,892,10/2/25,40,53.8,67.6
MIL_ERIE,-78.9286,42.4823,892,10/3/25,41.3,57.4,73.5
MIL_ERIE,-78.9286,42.4823,892,10/4/25,49.9,63.5,77
MIL_ERIE,-78.9286,42.4823,892,10/5/25,53.2,67.4,81.7
MIL_ERIE,-78.9286,42.4823,892,10/6/25,55.1,68.9,82.8
MIL_ERIE,-78.9286,42.4823,892,10/7/25,57.9,70.2,82.4
MIL_ERIE,-78.9286,42.4823,892,10/8/25,48.3,57.7,67.1
MIL_ERIE,-78.9286,42.4823,892,10/9/25,36.6,48.1,59.7
MIL_ERIE,-78.9286,42.4823,892,10/10/25,36.2,45.9,55.6
MIL_ERIE,-78.9286,42.4823,892,10/11/25,39.2,52.6,65.9
MIL_ERIE,-78.9286,42.4823,892,10/12/25,44.2,50.9,57.7
MIL_ERIE,-78.9286,42.4823,892,10/13/25,43.2,57.9,72.6
MIL_ERIE,-78.9286,42.4823,892,10/14/25,44.9,53.7,62.4
MIL_ERIE,-78.9286,42.4823,892,10/15/25,48.8,56.8,64.7
MIL_ERIE,-78.9286,42.4823,892,10/16/25,34.7,46.3,57.8
MIL_ERIE,-78.9286,42.4823,892,10/17/25,33.9,44.5,55
MIL_ERIE,-78.9286,42.4823,892,10/18/25,37.1,47.8,58.4
MIL_ERIE,-78.9286,42.4823,892,10/19/25,49,62.2,75.5
MIL_ERIE,-78.9286,42.4823,892,10/20/25,46.5,62.1,77.7
MIL_ERIE,-78.9286,42.4823,892,10/21/25,41.2,48.4,55.6
MIL_ERIE,-78.9286,42.4823,892,10/22/25,40.8,50.6,60.5
MIL_ERIE,-78.9286,42.4823,892,10/23/25,40.8,44.5,48.1
MIL_ERIE,-78.9286,42.4823,892,10/24/25,39.2,44.1,49
MIL_ERIE,-78.9286,42.4823,892,10/25/25,37.4,44.5,51.7
MIL_ERIE,-78.9286,42.4823,892,10/26/25,33.1,43.7,54.3
MIL_ERIE,-78.9286,42.4823,892,10/27/25,28.7,40,51.3
MIL_ERIE,-78.9286,42.4823,892,10/28/25,29.5,42,54.5
MIL_ERIE,-78.9286,42.4823,892,10/29/25,30.5,42.9,55.3
MIL_ERIE,-78.9286,42.4823,892,10/30/25,32,44.6,57.1
MIL_ERIE,-78.9286,42.4823,892,10/31/25,39.9,44.3,48.7
MIL_ERIE,-78.9286,42.4823,892,11/1/25,40.9,45.7,50.5
MIL_ERIE,-78.9286,42.4823,892,11/2/25,34.2,43.1,52
MIL_ERIE,-78.9286,42.4823,892,11/3/25,34.9,44.9,54.8
MIL_ERIE,-78.9286,42.4823,892,11/4/25,40.2,45.9,51.7
MIL_ERIE,-78.9286,42.4823,892,11/5/25,40.9,48.5,56.1
MIL_ERIE,-78.9286,42.4823,892,11/6/25,38.9,48.7,58.5
MIL_ERIE,-78.9286,42.4823,892,11/7/25,33.5,39.8,46.1
MIL_ERIE,-78.9286,42.4823,892,11/8/25,39.5,47.7,55.9
MIL_ERIE,-78.9286,42.4823,892,11/9/25,35.4,39.4,43.4
MIL_ERIE,-78.9286,42.4823,892,11/10/25,26.5,32.8,39.1
MIL_ERIE,-78.9286,42.4823,892,11/11/25,25.8,28.8,31.7
MIL_ERIE,-78.9286,42.4823,892,11/12/25,28.7,33.2,37.8
MIL_ERIE,-78.9286,42.4823,892,11/13/25,32.2,38.4,44.6
MIL_ERIE,-78.9286,42.4823,892,11/14/25,34.9,39.9,45
MIL_ERIE,-78.9286,42.4823,892,11/15/25,31.2,39.7,48.2
MIL_ERIE,-78.9286,42.4823,892,11/16/25,33.8,46.4,59.1
MIL_ERIE,-78.9286,42.4823,892,11/17/25,31.3,36,40.8
MIL_ERIE,-78.9286,42.4823,892,11/18/25,32.1,35,37.9
MIL_ERIE,-78.9286,42.4823,892,11/19/25,24.7,34.2,43.6
MIL_ERIE,-78.9286,42.4823,892,11/20/25,23.9,33.3,42.6
MIL_ERIE,-78.9286,42.4823,892,11/21/25,24.8,35.1,45.5
MIL_ERIE,-78.9286,42.4823,892,11/22/25,34.9,40.7,46.5
MIL_ERIE,-78.9286,42.4823,892,11/23/25,31.1,37.2,43.3
MIL_ERIE,-78.9286,42.4823,892,11/24/25,31,38.8,46.6
MIL_ERIE,-78.9286,42.4823,892,11/25/25,30.3,38.9,47.6
MIL_ERIE,-78.9286,42.4823,892,11/26/25,40.2,46.9,53.6
MIL_ERIE,-78.9286,42.4823,892,11/27/25,28.6,42.1,55.7
MIL_ERIE,-78.9286,42.4823,892,11/28/25,29.4,32.2,35
MIL_ERIE,-78.9286,42.4823,892,11/29/25,27.9,30.5,33.1
MIL_ERIE,-78.9286,42.4823,892,11/30/25,27.3,30.5,33.6
MIL_ERIE,-78.9286,42.4823,892,12/1/25,20,30.1,40.2
MIL_ERIE,-78.9286,42.4823,892,12/2/25,19.8,24.9,30.1
MIL_ERIE,-78.9286,42.4823,892,12/3/25,22.1,26.6,31.2
MIL_ERIE,-78.9286,42.4823,892,12/4/25,25,29.4,33.9
MIL_ERIE,-78.9286,42.4823,892,12/5/25,2.5,15.2,27.8
MIL_ERIE,-78.9286,42.4823,892,12/6/25,2.7,16.2,29.7
MIL_ERIE,-78.9286,42.4823,892,12/7/25,21.9,27.3,32.7
MIL_ERIE,-78.9286,42.4823,892,12/8/25,4.1,18.2,32.3
MIL_ERIE,-78.9286,42.4823,892,12/9/25,1.1,11,21
MIL_ERIE,-78.9286,42.4823,892,12/10/25,5.3,20,34.7
MIL_ERIE,-78.9286,42.4823,892,12/11/25,18.7,27.6,36.5
MIL_ERIE,-78.9286,42.4823,892,12/12/25,11.6,18.9,26.2
MIL_ERIE,-78.9286,42.4823,892,12/13/25,14.7,21.5,28.3
MIL_ERIE,-78.9286,42.4823,892,12/14/25,11.7,21.1,30.5
MIL_ERIE,-78.9286,42.4823,892,12/15/25,8.2,15.8,23.5
MIL_ERIE,-78.9286,42.4823,892,12/16/25,13.6,18.7,23.8
MIL_ERIE,-78.9286,42.4823,892,12/17/25,16.2,28.5,40.8
MIL_ERIE,-78.9286,42.4823,892,12/18/25,24.6,33,41.5
