Field ID,Longitude,Latitude,Elevation (ft),Date,ppt (inches)
MIL_ERIE,-78.9286,42.4823,892,2/7/25,0.06
MIL_ERIE,-78.9286,42.4823,892,2/8/25,0
MIL_ERIE,-78.9286,42.4823,892,2/9/25,0.07
MIL_ERIE,-78.9286,42.4823,892,2/10/25,0.06
MIL_ERIE,-78.9286,42.4823,892,2/11/25,0.01
MIL_ERIE,-78.9286,42.4823,892,2/12/25,0
MIL_ERIE,-78.9286,42.4823,892,2/13/25,0.17
MIL_ERIE,-78.9286,42.4823,892,2/14/25,0.18
MIL_ERIE,-78.9286,42.4823,892,2/15/25,0.05
MIL_ERIE,-78.9286,42.4823,892,2/16/25,0.48
MIL_ERIE,-78.9286,42.4823,892,2/17/25,0.39
MIL_ERIE,-78.9286,42.4823,892,2/18/25,0.21
MIL_ERIE,-78.9286,42.4823,892,2/19/25,0
MIL_ERIE,-78.9286,42.4823,892,2/20/25,0
MIL_ERIE,-78.9286,42.4823,892,2/21/25,0.36
MIL_ERIE,-78.9286,42.4823,892,2/22/25,0
MIL_ERIE,-78.9286,42.4823,892,2/23/25,0
MIL_ERIE,-78.9286,42.4823,892,2/24/25,0
MIL_ERIE,-78.9286,42.4823,892,2/25/25,0.01
MIL_ERIE,-78.9286,42.4823,892,2/26/25,0.04
MIL_ERIE,-78.9286,42.4823,892,2/27/25,0.04
MIL_ERIE,-78.9286,42.4823,892,2/28/25,0.13
MIL_ERIE,-78.9286,42.4823,892,3/1/25,0.09
MIL_ERIE,-78.9286,42.4823,892,3/2/25,0.02
MIL_ERIE,-78.9286,42.4823,892,3/3/25,0
MIL_ERIE,-78.9286,42.4823,892,3/4/25,0
MIL_ERIE,-78.9286,42.4823,892,3/5/25,0.14
MIL_ERIE,-78.9286,42.4823,892,3/6/25,0.3
MIL_ERIE,-78.9286,42.4823,892,3/7/25,0.1
MIL_ERIE,-78.9286,42.4823,892,3/8/25,0
MIL_ERIE,-78.9286,42.4823,892,3/9/25,0
MIL_ERIE,-78.9286,42.4823,892,3/10/25,0
MIL_ERIE,-78.9286,42.4823,892,3/11/25,0
MIL_ERIE,-78.9286,42.4823,892,3/12/25,0
MIL_ERIE,-78.9286,42.4823,892,3/13/25,0
MIL_ERIE,-78.9286,42.4823,892,3/14/25,0
MIL_ERIE,-78.9286,42.4823,892,3/15/25,0
MIL_ERIE,-78.9286,42.4823,892,3/16/25,0.05
MIL_ERIE,-78.9286,42.4823,892,3/17/25,0.28
MIL_ERIE,-78.9286,42.4823,892,3/18/25,0
MIL_ERIE,-78.9286,42.4823,892,3/19/25,0
MIL_ERIE,-78.9286,42.4823,892,3/20/25,0
MIL_ERIE,-78.9286,42.4823,892,3/21/25,0.04
MIL_ERIE,-78.9286,42.4823,892,3/22/25,0
MIL_ERIE,-78.9286,42.4823,892,3/23/25,0.12
MIL_ERIE,-78.9286,42.4823,892,3/24/25,0.1
MIL_ERIE,-78.9286,42.4823,892,3/25/25,0
MIL_ERIE,-78.9286,42.4823,892,3/26/25,0.05
MIL_ERIE,-78.9286,42.4823,892,3/27/25,0.03
MIL_ERIE,-78.9286,42.4823,892,3/28/25,0
MIL_ERIE,-78.9286,42.4823,892,3/29/25,0.26
MIL_ERIE,-78.9286,42.4823,892,3/30/25,0.21
MIL_ERIE,-78.9286,42.4823,892,3/31/25,0.3
MIL_ERIE,-78.9286,42.4823,892,4/1/25,0.01
MIL_ERIE,-78.9286,42.4823,892,4/2/25,0
MIL_ERIE,-78.9286,42.4823,892,4/3/25,0.92
MIL_ERIE,-78.9286,42.4823,892,4/4/25,0
MIL_ERIE,-78.9286,42.4823,892,4/5/25,0.17
MIL_ERIE,-78.9286,42.4823,892,4/6/25,0.25
MIL_ERIE,-78.9286,42.4823,892,4/7/25,0
MIL_ERIE,-78.9286,42.4823,892,4/8/25,0.02
MIL_ERIE,-78.9286,42.4823,892,4/9/25,0.01
MIL_ERIE,-78.9286,42.4823,892,4/10/25,0
MIL_ERIE,-78.9286,42.4823,892,4/11/25,0.32
MIL_ERIE,-78.9286,42.4823,892,4/12/25,0
MIL_ERIE,-78.9286,42.4823,892,4/13/25,0
MIL_ERIE,-78.9286,42.4823,892,4/14/25,0.02
MIL_ERIE,-78.9286,42.4823,892,4/15/25,0
MIL_ERIE,-78.9286,42.4823,892,4/16/25,0.17
MIL_ERIE,-78.9286,42.4823,892,4/17/25,0
MIL_ERIE,-78.9286,42.4823,892,4/18/25,0
MIL_ERIE,-78.9286,42.4823,892,4/19/25,0.45
MIL_ERIE,-78.9286,42.4823,892,4/20/25,0.21
MIL_ERIE,-78.9286,42.4823,892,4/21/25,0
MIL_ERIE,-78.9286,42.4823,892,4/22/25,0.48
MIL_ERIE,-78.9286,42.4823,892,4/23/25,0
MIL_ERIE,-78.9286,42.4823,892,4/24/25,0
MIL_ERIE,-78.9286,42.4823,892,4/25/25,0.01
MIL_ERIE,-78.9286,42.4823,892,4/26/25,0.56
MIL_ERIE,-78.9286,42.4823,892,4/27/25,0.02
MIL_ERIE,-78.9286,42.4823,892,4/28/25,0
MIL_ERIE,-78.9286,42.4823,892,4/29/25,0
MIL_ERIE,-78.9286,42.4823,892,4/30/25,0.4
MIL_ERIE,-78.9286,42.4823,892,5/1/25,0
MIL_ERIE,-78.9286,42.4823,892,5/2/25,0.46
MIL_ERIE,-78.9286,42.4823,892,5/3/25,0.4
MIL_ERIE,-78.9286,42.4823,892,5/4/25,0.28
MIL_ERIE,-78.9286,42.4823,892,5/5/25,0.07
MIL_ERIE,-78.9286,42.4823,892,5/6/25,0.32
MIL_ERIE,-78.9286,42.4823,892,5/7/25,0
MIL_ERIE,-78.9286,42.4823,892,5/8/25,0
MIL_ERIE,-78.9286,42.4823,892,5/9/25,0
MIL_ERIE,-78.9286,42.4823,892,5/10/25,0
MIL_ERIE,-78.9286,42.4823,892,5/11/25,0
MIL_ERIE,-78.9286,42.4823,892,5/12/25,0
MIL_ERIE,-78.9286,42.4823,892,5/13/25,0.01
MIL_ERIE,-78.9286,42.4823,892,5/14/25,0.08
MIL_ERIE,-78.9286,42.4823,892,5/15/25,0
MIL_ERIE,-78.9286,42.4823,892,5/16/25,0.68
MIL_ERIE,-78.9286,42.4823,892,5/17/25,0.03
MIL_ERIE,-78.9286,42.4823,892,5/18/25,0.16
MIL_ERIE,-78.9286,42.4823,892,5/19/25,0
MIL_ERIE,-78.9286,42.4823,892,5/20/25,0
MIL_ERIE,-78.9286,42.4823,892,5/21/25,0.31
MIL_ERIE,-78.9286,42.4823,892,5/22/25,0.78
MIL_ERIE,-78.9286,42.4823,892,5/23/25,0.43
MIL_ERIE,-78.9286,42.4823,892,5/24/25,0.09
MIL_ERIE,-78.9286,42.4823,892,5/25/25,0
MIL_ERIE,-78.9286,42.4823,892,5/26/25,0
MIL_ERIE,-78.9286,42.4823,892,5/27/25,0
MIL_ERIE,-78.9286,42.4823,892,5/28/25,0
MIL_ERIE,-78.9286,42.4823,892,5/29/25,0.25
MIL_ERIE,-78.9286,42.4823,892,5/30/25,0
MIL_ERIE,-78.9286,42.4823,892,5/31/25,0.06
MIL_ERIE,-78.9286,42.4823,892,6/1/25,0.08
MIL_ERIE,-78.9286,42.4823,892,6/2/25,0
MIL_ERIE,-78.9286,42.4823,892,6/3/25,0
MIL_ERIE,-78.9286,42.4823,892,6/4/25,0
MIL_ERIE,-78.9286,42.4823,892,6/5/25,0
MIL_ERIE,-78.9286,42.4823,892,6/6/25,1.69
MIL_ERIE,-78.9286,42.4823,892,6/7/25,0
MIL_ERIE,-78.9286,42.4823,892,6/8/25,0
MIL_ERIE,-78.9286,42.4823,892,6/9/25,0.01
MIL_ERIE,-78.9286,42.4823,892,6/10/25,1.22
MIL_ERIE,-78.9286,42.4823,892,6/11/25,0
MIL_ERIE,-78.9286,42.4823,892,6/12/25,0
MIL_ERIE,-78.9286,42.4823,892,6/13/25,0
MIL_ERIE,-78.9286,42.4823,892,6/14/25,0.15
MIL_ERIE,-78.9286,42.4823,892,6/15/25,0
MIL_ERIE,-78.9286,42.4823,892,6/16/25,0
MIL_ERIE,-78.9286,42.4823,892,6/17/25,0
MIL_ERIE,-78.9286,42.4823,892,6/18/25,0
MIL_ERIE,-78.9286,42.4823,892,6/19/25,1.02
MIL_ERIE,-78.9286,42.4823,892,6/20/25,0.52
MIL_ERIE,-78.9286,42.4823,892,6/21/25,0
MIL_ERIE,-78.9286,42.4823,892,6/22/25,0
MIL_ERIE,-78.9286,42.4823,892,6/23/25,0
MIL_ERIE,-78.9286,42.4823,892,6/24/25,0
MIL_ERIE,-78.9286,42.4823,892,6/25/25,0
MIL_ERIE,-78.9286,42.4823,892,6/26/25,0
MIL_ERIE,-78.9286,42.4823,892,6/27/25,0.12
MIL_ERIE,-78.9286,42.4823,892,6/28/25,0.19
MIL_ERIE,-78.9286,42.4823,892,6/29/25,0
MIL_ERIE,-78.9286,42.4823,892,6/30/25,0
MIL_ERIE,-78.9286,42.4823,892,7/1/25,0.34
MIL_ERIE,-78.9286,42.4823,892,7/2/25,0
MIL_ERIE,-78.9286,42.4823,892,7/3/25,0.23
MIL_ERIE,-78.9286,42.4823,892,7/4/25,0
MIL_ERIE,-78.9286,42.4823,892,7/5/25,0
MIL_ERIE,-78.9286,42.4823,892,7/6/25,0
MIL_ERIE,-78.9286,42.4823,892,7/7/25,0
MIL_ERIE,-78.9286,42.4823,892,7/8/25,0.06
MIL_ERIE,-78.9286,42.4823,892,7/9/25,0.07
MIL_ERIE,-78.9286,42.4823,892,7/10/25,0.13
MIL_ERIE,-78.9286,42.4823,892,7/11/25,0.03
MIL_ERIE,-78.9286,42.4823,892,7/12/25,0.36
MIL_ERIE,-78.9286,42.4823,892,7/13/25,0
MIL_ERIE,-78.9286,42.4823,892,7/14/25,0.18
MIL_ERIE,-78.9286,42.4823,892,7/15/25,0.17
MIL_ERIE,-78.9286,42.4823,892,7/16/25,0
MIL_ERIE,-78.9286,42.4823,892,7/17/25,0.41
MIL_ERIE,-78.9286,42.4823,892,7/18/25,0.03
MIL_ERIE,-78.9286,42.4823,892,7/19/25,0
MIL_ERIE,-78.9286,42.4823,892,7/20/25,0
MIL_ERIE,-78.9286,42.4823,892,7/21/25,0.49
MIL_ERIE,-78.9286,42.4823,892,7/22/25,0
MIL_ERIE,-78.9286,42.4823,892,7/23/25,0
MIL_ERIE,-78.9286,42.4823,892,7/24/25,0
MIL_ERIE,-78.9286,42.4823,892,7/25/25,0.02
MIL_ERIE,-78.9286,42.4823,892,7/26/25,0
MIL_ERIE,-78.9286,42.4823,892,7/27/25,0.14
MIL_ERIE,-78.9286,42.4823,892,7/28/25,0.04
MIL_ERIE,-78.9286,42.4823,892,7/29/25,0
MIL_ERIE,-78.9286,42.4823,892,7/30/25,0
MIL_ERIE,-78.9286,42.4823,892,7/31/25,0.48
MIL_ERIE,-78.9286,42.4823,892,8/1/25,0.31
MIL_ERIE,-78.9286,42.4823,892,8/2/25,0
MIL_ERIE,-78.9286,42.4823,892,8/3/25,0
MIL_ERIE,-78.9286,42.4823,892,8/4/25,0
MIL_ERIE,-78.9286,42.4823,892,8/5/25,0
MIL_ERIE,-78.9286,42.4823,892,8/6/25,0
MIL_ERIE,-78.9286,42.4823,892,8/7/25,0
MIL_ERIE,-78.9286,42.4823,892,8/8/25,0
MIL_ERIE,-78.9286,42.4823,892,8/9/25,0
MIL_ERIE,-78.9286,42.4823,892,8/10/25,0
MIL_ERIE,-78.9286,42.4823,892,8/11/25,0
MIL_ERIE,-78.9286,42.4823,892,8/12/25,0
MIL_ERIE,-78.9286,42.4823,892,8/13/25,0.15
MIL_ERIE,-78.9286,42.4823,892,8/14/25,0
MIL_ERIE,-78.9286,42.4823,892,8/15/25,0
MIL_ERIE,-78.9286,42.4823,892,8/16/25,0
MIL_ERIE,-78.9286,42.4823,892,8/17/25,0.09
MIL_ERIE,-78.9286,42.4823,892,8/18/25,0.4
MIL_ERIE,-78.9286,42.4823,892,8/19/25,0
MIL_ERIE,-78.9286,42.4823,892,8/20/25,0.21
MIL_ERIE,-78.9286,42.4823,892,8/21/25,0.02
MIL_ERIE,-78.9286,42.4823,892,8/22/25,0
MIL_ERIE,-78.9286,42.4823,892,8/23/25,0
MIL_ERIE,-78.9286,42.4823,892,8/24/25,0
MIL_ERIE,-78.9286,42.4823,892,8/25/25,0.08
MIL_ERIE,-78.9286,42.4823,892,8/26/25,0.09
MIL_ERIE,-78.9286,42.4823,892,8/27/25,0.08
MIL_ERIE,-78.9286,42.4823,892,8/28/25,0
MIL_ERIE,-78.9286,42.4823,892,8/29/25,1.03
MIL_ERIE,-78.9286,42.4823,892,8/30/25,0
MIL_ERIE,-78.9286,42.4823,892,8/31/25,0
MIL_ERIE,-78.9286,42.4823,892,9/1/25,0
MIL_ERIE,-78.9286,42.4823,892,9/2/25,0
MIL_ERIE,-78.9286,42.4823,892,9/3/25,0
MIL_ERIE,-78.9286,42.4823,892,9/4/25,0.09
MIL_ERIE,-78.9286,42.4823,892,9/5/25,0.57
MIL_ERIE,-78.9286,42.4823,892,9/6/25,0.03
MIL_ERIE,-78.9286,42.4823,892,9/7/25,0.06
MIL_ERIE,-78.9286,42.4823,892,9/8/25,0
MIL_ERIE,-78.9286,42.4823,892,9/9/25,0
MIL_ERIE,-78.9286,42.4823,892,9/10/25,0
MIL_ERIE,-78.9286,42.4823,892,9/11/25,0
MIL_ERIE,-78.9286,42.4823,892,9/12/25,0
MIL_ERIE,-78.9286,42.4823,892,9/13/25,0
MIL_ERIE,-78.9286,42.4823,892,9/14/25,0
MIL_ERIE,-78.9286,42.4823,892,9/15/25,0
MIL_ERIE,-78.9286,42.4823,892,9/16/25,0
MIL_ERIE,-78.9286,42.4823,892,9/17/25,0
MIL_ERIE,-78.9286,42.4823,892,9/18/25,0
MIL_ERIE,-78.9286,42.4823,892,9/19/25,0
MIL_ERIE,-78.9286,42.4823,892,9/20/25,0
MIL_ERIE,-78.9286,42.4823,892,9/21/25,0
MIL_ERIE,-78.9286,42.4823,892,9/22/25,0.14
MIL_ERIE,-78.9286,42.4823,892,9/23/25,0.18
MIL_ERIE,-78.9286,42.4823,892,9/24/25,0
MIL_ERIE,-78.9286,42.4823,892,9/25/25,0.13
MIL_ERIE,-78.9286,42.4823,892,9/26/25,0.11
MIL_ERIE,-78.9286,42.4823,892,9/27/25,0
MIL_ERIE,-78.9286,42.4823,892,9/28/25,0
MIL_ERIE,-78.9286,42.4823,892,9/29/25,0
MIL_ERIE,-78.9286,42.4823,892,9/30/25,0
MIL_ERIE,-78.9286,42.4823,892,10/1/25,0
MIL_ERIE,-78.9286,42.4823,892,10/2/25,0
MIL_ERIE,-78.9286,42.4823,892,10/3/25,0
MIL_ERIE,-78.9286,42.4823,892,10/4/25,0
MIL_ERIE,-78.9286,42.4823,892,10/5/25,0
MIL_ERIE,-78.9286,42.4823,892,10/6/25,0
MIL_ERIE,-78.9286,42.4823,892,10/7/25,0
MIL_ERIE,-78.9286,42.4823,892,10/8/25,2.14
MIL_ERIE,-78.9286,42.4823,892,10/9/25,0
MIL_ERIE,-78.9286,42.4823,892,10/10/25,0
MIL_ERIE,-78.9286,42.4823,892,10/11/25,0.03
MIL_ERIE,-78.9286,42.4823,892,10/12/25,0.08
MIL_ERIE,-78.9286,42.4823,892,10/13/25,0
MIL_ERIE,-78.9286,42.4823,892,10/14/25,0
MIL_ERIE,-78.9286,42.4823,892,10/15/25,0
MIL_ERIE,-78.9286,42.4823,892,10/16/25,0
MIL_ERIE,-78.9286,42.4823,892,10/17/25,0
MIL_ERIE,-78.9286,42.4823,892,10/18/25,0.26
MIL_ERIE,-78.9286,42.4823,892,10/19/25,0
MIL_ERIE,-78.9286,42.4823,892,10/20/25,1.39
MIL_ERIE,-78.9286,42.4823,892,10/21/25,0.11
MIL_ERIE,-78.9286,42.4823,892,10/22/25,0.32
MIL_ERIE,-78.9286,42.4823,892,10/23/25,1.26
MIL_ERIE,-78.9286,42.4823,892,10/24/25,0.98
MIL_ERIE,-78.9286,42.4823,892,10/25/25,0.25
MIL_ERIE,-78.9286,42.4823,892,10/26/25,0.13
MIL_ERIE,-78.9286,42.4823,892,10/27/25,0
MIL_ERIE,-78.9286,42.4823,892,10/28/25,0
MIL_ERIE,-78.9286,42.4823,892,10/29/25,0
MIL_ERIE,-78.9286,42.4823,892,10/30/25,0.32
MIL_ERIE,-78.9286,42.4823,892,10/31/25,0.88
MIL_ERIE,-78.9286,42.4823,892,11/1/25,0.09
MIL_ERIE,-78.9286,42.4823,892,11/2/25,0.03
MIL_ERIE,-78.9286,42.4823,892,11/3/25,0
MIL_ERIE,-78.9286,42.4823,892,11/4/25,0.04
MIL_ERIE,-78.9286,42.4823,892,11/5/25,0
MIL_ERIE,-78.9286,42.4823,892,11/6/25,0.47
MIL_ERIE,-78.9286,42.4823,892,11/7/25,0
MIL_ERIE,-78.9286,42.4823,892,11/8/25,0.15
MIL_ERIE,-78.9286,42.4823,892,11/9/25,0.04
MIL_ERIE,-78.9286,42.4823,892,11/10/25,0.25
MIL_ERIE,-78.9286,42.4823,892,11/11/25,0.17
MIL_ERIE,-78.9286,42.4823,892,11/12/25,0.16
MIL_ERIE,-78.9286,42.4823,892,11/13/25,0.3
MIL_ERIE,-78.9286,42.4823,892,11/14/25,0.01
MIL_ERIE,-78.9286,42.4823,892,11/15/25,0
MIL_ERIE,-78.9286,42.4823,892,11/16/25,0.66
MIL_ERIE,-78.9286,42.4823,892,11/17/25,0.08
MIL_ERIE,-78.9286,42.4823,892,11/18/25,0.02
MIL_ERIE,-78.9286,42.4823,892,11/19/25,0
MIL_ERIE,-78.9286,42.4823,892,11/20/25,0
MIL_ERIE,-78.9286,42.4823,892,11/21/25,0
MIL_ERIE,-78.9286,42.4823,892,11/22/25,0
MIL_ERIE,-78.9286,42.4823,892,11/23/25,0
MIL_ERIE,-78.9286,42.4823,892,11/24/25,0.01
MIL_ERIE,-78.9286,42.4823,892,11/25/25,0
MIL_ERIE,-78.9286,42.4823,892,11/26/25,0.33
MIL_ERIE,-78.9286,42.4823,892,11/27/25,0.29
MIL_ERIE,-78.9286,42.4823,892,11/28/25,0.42
MIL_ERIE,-78.9286,42.4823,892,11/29/25,0.12
MIL_ERIE,-78.9286,42.4823,892,11/30/25,0.11
MIL_ERIE,-78.9286,42.4823,892,12/1/25,0.27
MIL_ERIE,-78.9286,42.4823,892,12/2/25,0.11
MIL_ERIE,-78.9286,42.4823,892,12/3/25,0.11
MIL_ERIE,-78.9286,42.4823,892,12/4/25,0.33
MIL_ERIE,-78.9286,42.4823,892,12/5/25,0.03
MIL_ERIE,-78.9286,42.4823,892,12/6/25,0
MIL_ERIE,-78.9286,42.4823,892,12/7/25,0
MIL_ERIE,-78.9286,42.4823,892,12/8/25,0.16
MIL_ERIE,-78.9286,42.4823,892,12/9/25,0
MIL_ERIE,-78.9286,42.4823,892,12/10/25,0.17
MIL_ERIE,-78.9286,42.4823,892,12/11/25,0.65
MIL_ERIE,-78.9286,42.4823,892,12/12/25,0.12
MIL_ERIE,-78.9286,42.4823,892,12/13/25,0
MIL_ERIE,-78.9286,42.4823,892,12/14/25,0.58
MIL_ERIE,-78.9286,42.4823,892,12/15/25,0.09
MIL_ERIE,-78.9286,42.4823,892,12/16/25,0.14
MIL_ERIE,-78.9286,42.4823,892,12/17/25,0
MIL_ERIE,-78.9286,42.4823,892,12/18/25,0.01
MIL_ERIE,-78.9286,42.4823,892,12/19/25,0.57
MIL_ERIE,-78.9286,42.4823,892,12/20/25,0.13
MIL_ERIE,-78.9286,42.4823,892,12/21/25,0
MIL_ERIE,-78.9286,42.4823,892,12/22/25,0.01
MIL_ERIE,-78.9286,42.4823,892,12/23/25,0.1
MIL_ERIE,-78.9286,42.4823,892,12/24/25,0.04
MIL_ERIE,-78.9286,42.4823,892,12/25/25,0
MIL_ERIE,-78.9286,42.4823,892,12/26/25,0
MIL_ERIE,-78.9286,42.4823,892,12/27/25,0.53
MIL_ERIE,-78.9286,42.4823,892,12/28/25,0
MIL_ERIE,-78.9286,42.4823,892,12/29/25,0.79
MIL_ERIE,-78.9286,42.4823,892,12/30/25,0.42
MIL_ERIE,-78.9286,42.4823,892,12/31/25,0.14
,,,,,
UVEGES,-76.9971,42.9922,489,1/1/25,0
UVEGES,-76.9971,42.9922,489,1/2/25,0.02
UVEGES,-76.9971,42.9922,489,1/3/25,0
UVEGES,-76.9971,42.9922,489,1/4/25,0.02
UVEGES,-76.9971,42.9922,489,1/5/25,0
UVEGES,-76.9971,42.9922,489,1/6/25,0
UVEGES,-76.9971,42.9922,489,1/7/25,0.07
UVEGES,-76.9971,42.9922,489,1/8/25,0.02
UVEGES,-76.9971,42.9922,489,1/9/25,0.02
UVEGES,-76.9971,42.9922,489,1/10/25,0
UVEGES,-76.9971,42.9922,489,1/11/25,0.04
UVEGES,-76.9971,42.9922,489,1/12/25,0
UVEGES,-76.9971,42.9922,489,1/13/25,0
UVEGES,-76.9971,42.9922,489,1/14/25,0
UVEGES,-76.9971,42.9922,489,1/15/25,0.04
UVEGES,-76.9971,42.9922,489,1/16/25,0
UVEGES,-76.9971,42.9922,489,1/17/25,0.01
UVEGES,-76.9971,42.9922,489,1/18/25,0
UVEGES,-76.9971,42.9922,489,1/19/25,0.13
UVEGES,-76.9971,42.9922,489,1/20/25,0
UVEGES,-76.9971,42.9922,489,1/21/25,0.04
UVEGES,-76.9971,42.9922,489,1/22/25,0
UVEGES,-76.9971,42.9922,489,1/23/25,0
UVEGES,-76.9971,42.9922,489,1/24/25,0
UVEGES,-76.9971,42.9922,489,1/25/25,0
UVEGES,-76.9971,42.9922,489,1/26/25,0
UVEGES,-76.9971,42.9922,489,1/27/25,0
UVEGES,-76.9971,42.9922,489,1/28/25,0.09
UVEGES,-76.9971,42.9922,489,1/29/25,0.12
UVEGES,-76.9971,42.9922,489,1/30/25,0.05
UVEGES,-76.9971,42.9922,489,1/31/25,0
UVEGES,-76.9971,42.9922,489,2/1/25,0.49
UVEGES,-76.9971,42.9922,489,2/2/25,0
UVEGES,-76.9971,42.9922,489,2/3/25,0.04
UVEGES,-76.9971,42.9922,489,2/4/25,0.12
UVEGES,-76.9971,42.9922,489,2/5/25,0
UVEGES,-76.9971,42.9922,489,2/6/25,0.01
UVEGES,-76.9971,42.9922,489,2/7/25,0.08
UVEGES,-76.9971,42.9922,489,2/8/25,0
UVEGES,-76.9971,42.9922,489,2/9/25,0.27
UVEGES,-76.9971,42.9922,489,2/10/25,0
UVEGES,-76.9971,42.9922,489,2/11/25,0
UVEGES,-76.9971,42.9922,489,2/12/25,0
UVEGES,-76.9971,42.9922,489,2/13/25,0.11
UVEGES,-76.9971,42.9922,489,2/14/25,0.06
UVEGES,-76.9971,42.9922,489,2/15/25,0
UVEGES,-76.9971,42.9922,489,2/16/25,0.42
UVEGES,-76.9971,42.9922,489,2/17/25,0.57
UVEGES,-76.9971,42.9922,489,2/18/25,0
UVEGES,-76.9971,42.9922,489,2/19/25,0
UVEGES,-76.9971,42.9922,489,2/20/25,0
UVEGES,-76.9971,42.9922,489,2/21/25,0.06
UVEGES,-76.9971,42.9922,489,2/22/25,0
UVEGES,-76.9971,42.9922,489,2/23/25,0
UVEGES,-76.9971,42.9922,489,2/24/25,0
UVEGES,-76.9971,42.9922,489,2/25/25,0
UVEGES,-76.9971,42.9922,489,2/26/25,0.04
UVEGES,-76.9971,42.9922,489,2/27/25,0.04
UVEGES,-76.9971,42.9922,489,2/28/25,0.11
UVEGES,-76.9971,42.9922,489,3/1/25,0.01
UVEGES,-76.9971,42.9922,489,3/2/25,0
UVEGES,-76.9971,42.9922,489,3/3/25,0
UVEGES,-76.9971,42.9922,489,3/4/25,0
UVEGES,-76.9971,42.9922,489,3/5/25,0
UVEGES,-76.9971,42.9922,489,3/6/25,0.37
UVEGES,-76.9971,42.9922,489,3/7/25,0
UVEGES,-76.9971,42.9922,489,3/8/25,0
UVEGES,-76.9971,42.9922,489,3/9/25,0
UVEGES,-76.9971,42.9922,489,3/10/25,0
UVEGES,-76.9971,42.9922,489,3/11/25,0
UVEGES,-76.9971,42.9922,489,3/12/25,0
UVEGES,-76.9971,42.9922,489,3/13/25,0
UVEGES,-76.9971,42.9922,489,3/14/25,0
UVEGES,-76.9971,42.9922,489,3/15/25,0
UVEGES,-76.9971,42.9922,489,3/16/25,0.02
UVEGES,-76.9971,42.9922,489,3/17/25,0.13
UVEGES,-76.9971,42.9922,489,3/18/25,0
UVEGES,-76.9971,42.9922,489,3/19/25,0
UVEGES,-76.9971,42.9922,489,3/20/25,0
UVEGES,-76.9971,42.9922,489,3/21/25,0.17
UVEGES,-76.9971,42.9922,489,3/22/25,0
UVEGES,-76.9971,42.9922,489,3/23/25,0
UVEGES,-76.9971,42.9922,489,3/24/25,0.02
UVEGES,-76.9971,42.9922,489,3/25/25,0
UVEGES,-76.9971,42.9922,489,3/26/25,0
UVEGES,-76.9971,42.9922,489,3/27/25,0.02
UVEGES,-76.9971,42.9922,489,3/28/25,0
UVEGES,-76.9971,42.9922,489,3/29/25,0.04
UVEGES,-76.9971,42.9922,489,3/30/25,0.18
UVEGES,-76.9971,42.9922,489,3/31/25,0.1
UVEGES,-76.9971,42.9922,489,4/1/25,0
UVEGES,-76.9971,42.9922,489,4/2/25,0
UVEGES,-76.9971,42.9922,489,4/3/25,0.81
