recordId,date,tempMaxF,tempMinF,tempMeanF,gddFahrenheitSimple,gddFahrenheitSimpleCumsum
DIP_CUR,3/4/23,38,25,31.5,0,34.5
DIP_CUR,3/5/23,35,28,31.5,0,34.5
DIP_CUR,3/6/23,36,29,32.5,0,34.5
DIP_CUR,3/7/23,38,26,32,0,34.5
DIP_CUR,3/8/23,28,24,26,0,34.5
DIP_CUR,3/9/23,26,23,24.5,0,34.5
DIP_CUR,3/10/23,28,18,23,0,34.5
DIP_CUR,3/11/23,35,21,28,0,34.5
DIP_CUR,3/12/23,25,8,16.5,0,34.5
DIP_CUR,3/13/23,35,10,22.5,0,34.5
DIP_CUR,3/14/23,35,27,31,0,34.5
DIP_CUR,3/15/23,25,23,24,0,34.5
DIP_CUR,3/16/23,30,12,21,0,34.5
DIP_CUR,3/17/23,49,18,33.5,0,34.5
DIP_CUR,3/18/23,43,31,37,0,34.5
DIP_CUR,3/19/23,36,19,27.5,0,34.5
DIP_CUR,3/20/23,28,16,22,0,34.5
DIP_CUR,3/21/23,46,20,33,0,34.5
DIP_CUR,3/22/23,54,28,41,2,36.5
DIP_CUR,3/23/23,57,34,45.5,6.5,43
DIP_CUR,3/24/23,54,31,42.5,3.5,46.5
DIP_CUR,3/25/23,40,27,33.5,0,46.5
DIP_CUR,3/26/23,42,33,37.5,0,46.5
DIP_CUR,3/27/23,50,26,38,0,46.5
DIP_CUR,3/28/23,47,29,38,0,46.5
DIP_CUR,3/29/23,40,24,32,0,46.5
DIP_CUR,3/30/23,49,20,34.5,0,46.5
DIP_CUR,3/31/23,32,21,26.5,0,46.5
DIP_CUR,4/1/23,52,31,41.5,2.5,49
DIP_CUR,4/2/23,66,24,45,6,55
DIP_CUR,4/3/23,34,24,29,0,55
DIP_CUR,4/4/23,60,33,46.5,7.5,62.5
DIP_CUR,4/5/23,62,41,51.5,12.5,75
DIP_CUR,4/6/23,67,49,58,19,94
DIP_CUR,4/7/23,60,35,47.5,8.5,102.5
DIP_CUR,4/8/23,39,24,31.5,0,102.5
DIP_CUR,4/9/23,44,23,33.5,0,102.5
DIP_CUR,4/10/23,50,26,38,0,102.5
DIP_CUR,4/11/23,61,32,46.5,7.5,110
DIP_CUR,4/12/23,67,40,53.5,14.5,124.5
DIP_CUR,4/13/23,74,47,60.5,21.5,146
DIP_CUR,4/14/23,81,45,63,24,170
DIP_CUR,4/15/23,80,51,65.5,26.5,196.5
DIP_CUR,4/16/23,76,52,64,25,221.5
DIP_CUR,4/17/23,74,43,58.5,19.5,241
DIP_CUR,4/18/23,52,37,44.5,5.5,246.5
DIP_CUR,4/19/23,42,34,38,0,246.5
DIP_CUR,4/20/23,45,34,39.5,0.5,247
DIP_CUR,4/21/23,63,38,50.5,11.5,258.5
DIP_CUR,4/22/23,81,51,66,27,285.5
DIP_CUR,4/23/23,70,43,56.5,17.5,303
DIP_CUR,4/24/23,50,31,40.5,1.5,304.5
DIP_CUR,4/25/23,46,29,37.5,0,304.5
DIP_CUR,4/26/23,47,30,38.5,0,304.5
DIP_CUR,4/27/23,48,34,41,2,306.5
DIP_CUR,4/28/23,56,38,47,8,314.5
DIP_CUR,4/29/23,56,41,48.5,9.5,324
DIP_CUR,4/30/23,50,42,46,7,331
DIP_CUR,5/1/23,53,42,47.5,8.5,339.5
DIP_CUR,5/2/23,50,37,43.5,4.5,344
DIP_CUR,5/3/23,48,37,42.5,3.5,347.5
DIP_CUR,5/4/23,46,38,42,3,350.5
DIP_CUR,5/5/23,52,38,45,6,356.5
DIP_CUR,5/6/23,56,35,45.5,6.5,363
DIP_CUR,5/7/23,62,36,49,10,373
DIP_CUR,5/8/23,69,45,57,18,391
DIP_CUR,5/9/23,62,37,49.5,10.5,401.5
DIP_CUR,5/10/23,58,33,45.5,6.5,408
DIP_CUR,5/11/23,64,39,51.5,12.5,420.5
DIP_CUR,5/12/23,72,48,60,21,441.5
DIP_CUR,5/13/23,77,49,63,24,465.5
DIP_CUR,5/14/23,68,40,54,15,480.5
DIP_CUR,5/15/23,56,33,44.5,5.5,486
DIP_CUR,5/16/23,67,38,52.5,13.5,499.5
DIP_CUR,5/17/23,72,37,54.5,15.5,515
DIP_CUR,5/18/23,46,26,36,0,515
DIP_CUR,5/19/23,63,36,49.5,10.5,525.5
DIP_CUR,5/20/23,70,52,61,22,547.5
DIP_CUR,5/21/23,67,47,57,18,565.5
DIP_CUR,5/22/23,67,41,54,15,580.5
DIP_CUR,5/23/23,68,43,55.5,16.5,597
DIP_CUR,5/24/23,74,52,63,24,621
DIP_CUR,5/25/23,68,34,51,12,633
DIP_CUR,5/26/23,57,33,45,6,639
DIP_CUR,5/27/23,66,36,51,12,651
DIP_CUR,5/28/23,75,44,59.5,20.5,671.5
DIP_CUR,5/29/23,80,44,62,23,694.5
DIP_CUR,5/30/23,83,53,68,29,723.5
DIP_CUR,5/31/23,79,52,65.5,26.5,750
DIP_CUR,6/1/23,82,52,67,28,778
DIP_CUR,6/2/23,84,54,69,30,808
DIP_CUR,6/3/23,86,56,71,32,840
DIP_CUR,6/4/23,76,40,58,19,859
DIP_CUR,6/5/23,66,43,54.5,15.5,874.5
DIP_CUR,6/6/23,68,46,57,18,892.5
DIP_CUR,6/7/23,63,41,52,13,905.5
DIP_CUR,6/8/23,60,47,53.5,14.5,920
DIP_CUR,6/9/23,56,44,50,11,931
DIP_CUR,6/10/23,61,45,53,14,945
DIP_CUR,6/11/23,72,49,60.5,21.5,966.5
DIP_CUR,6/12/23,79,60,69.5,30.5,997
DIP_CUR,6/13/23,72,54,63,24,1021
DIP_CUR,6/14/23,68,53,60.5,21.5,1042.5
DIP_CUR,6/15/23,62,55,58.5,19.5,1062
DIP_CUR,6/16/23,71,56,63.5,24.5,1086.5
DIP_CUR,6/17/23,60,56,58,19,1105.5
DIP_CUR,6/18/23,68,51,59.5,20.5,1126
DIP_CUR,6/19/23,70,50,60,21,1147
DIP_CUR,6/20/23,77,58,67.5,28.5,1175.5
DIP_CUR,6/21/23,77,55,66,27,1202.5
DIP_CUR,6/22/23,75,50,62.5,23.5,1226
DIP_CUR,6/23/23,76,61,68.5,29.5,1255.5
DIP_CUR,6/24/23,72,66,69,30,1285.5
DIP_CUR,6/25/23,77,64,70.5,31.5,1317
DIP_CUR,6/26/23,80,65,72.5,33.5,1350.5
DIP_CUR,6/27/23,76,62,69,30,1380.5
DIP_CUR,6/28/23,77,62,69.5,30.5,1411
DIP_CUR,6/29/23,61,58,59.5,20.5,1431.5
DIP_CUR,6/30/23,73,56,64.5,25.5,1457
DIP_FLE,1/1/23,52,37,44.5,5.5,5.5
DIP_FLE,1/2/23,42,37,39.5,0.5,6
DIP_FLE,1/3/23,48,31,39.5,0.5,6.5
DIP_FLE,1/4/23,51,38,44.5,5.5,12
DIP_FLE,1/5/23,56,37,46.5,7.5,19.5
DIP_FLE,1/6/23,49,33,41,2,21.5
DIP_FLE,1/7/23,37,33,35,0,21.5
DIP_FLE,1/8/23,35,25,30,0,21.5
DIP_FLE,1/9/23,35,24,29.5,0,21.5
DIP_FLE,1/10/23,38,27,32.5,0,21.5
DIP_FLE,1/11/23,31,23,27,0,21.5
DIP_FLE,1/12/23,38,24,31,0,21.5
DIP_FLE,1/13/23,44,32,38,0,21.5
DIP_FLE,1/14/23,32,19,25.5,0,21.5
DIP_FLE,1/15/23,21,17,19,0,21.5
DIP_FLE,1/16/23,24,18,21,0,21.5
DIP_FLE,1/17/23,34,18,26,0,21.5
DIP_FLE,1/18/23,41,28,34.5,0,21.5
DIP_FLE,1/19/23,40,33,36.5,0,21.5
DIP_FLE,1/20/23,40,33,36.5,0,21.5
DIP_FLE,1/21/23,37,28,32.5,0,21.5
DIP_FLE,1/22/23,31,28,29.5,0,21.5
DIP_FLE,1/23/23,35,29,32,0,21.5
DIP_FLE,1/24/23,31,27,29,0,21.5
DIP_FLE,1/25/23,32,22,27,0,21.5
DIP_FLE,1/26/23,38,26,32,0,21.5
DIP_FLE,1/27/23,35,23,29,0,21.5
DIP_FLE,1/28/23,36,26,31,0,21.5
DIP_FLE,1/29/23,42,26,34,0,21.5
DIP_FLE,1/30/23,43,26,34.5,0,21.5
DIP_FLE,1/31/23,30,20,25,0,21.5
DIP_FLE,2/1/23,23,10,16.5,0,21.5
DIP_FLE,2/2/23,26,11,18.5,0,21.5
DIP_FLE,2/3/23,36,6,21,0,21.5
DIP_FLE,2/4/23,9,-9,0,0,21.5
DIP_FLE,2/5/23,26,-7,9.5,0,21.5
DIP_FLE,2/6/23,44,27,35.5,0,21.5
DIP_FLE,2/7/23,35,20,27.5,0,21.5
DIP_FLE,2/8/23,43,23,33,0,21.5
DIP_FLE,2/9/23,44,28,36,0,21.5
DIP_FLE,2/10/23,51,35,43,4,25.5
DIP_FLE,2/11/23,42,26,34,0,25.5
DIP_FLE,2/12/23,35,24,29.5,0,25.5
DIP_FLE,2/13/23,49,23,36,0,25.5
DIP_FLE,2/14/23,52,24,38,0,25.5
DIP_FLE,2/15/23,50,28,39,0,25.5
DIP_FLE,2/16/23,67,36,51.5,12.5,38
DIP_FLE,2/17/23,54,34,44,5,43
DIP_FLE,2/18/23,40,16,28,0,43
DIP_FLE,2/19/23,43,17,30,0,43
DIP_FLE,2/20/23,48,32,40,1,44
DIP_FLE,2/21/23,48,25,36.5,0,44
DIP_FLE,2/22/23,45,26,35.5,0,44
DIP_FLE,2/23/23,35,28,31.5,0,44
DIP_FLE,2/24/23,38,24,31,0,44
DIP_FLE,2/25/23,24,13,18.5,0,44
DIP_FLE,2/26/23,28,15,21.5,0,44
DIP_FLE,2/27/23,42,23,32.5,0,44
DIP_FLE,2/28/23,39,23,31,0,44
DIP_FLE,3/1/23,36,24,30,0,44
DIP_FLE,3/2/23,43,27,35,0,44
DIP_FLE,3/3/23,39,25,32,0,44
DIP_FLE,3/4/23,41,27,34,0,44
DIP_FLE,3/5/23,37,30,33.5,0,44
DIP_FLE,3/6/23,39,29,34,0,44
DIP_FLE,3/7/23,40,27,33.5,0,44
DIP_FLE,3/8/23,32,25,28.5,0,44
DIP_FLE,3/9/23,30,23,26.5,0,44
DIP_FLE,3/10/23,32,21,26.5,0,44
DIP_FLE,3/11/23,36,23,29.5,0,44
DIP_FLE,3/12/23,29,18,23.5,0,44
DIP_FLE,3/13/23,37,21,29,0,44
DIP_FLE,3/14/23,37,27,32,0,44
DIP_FLE,3/15/23,28,24,26,0,44
DIP_FLE,3/16/23,34,20,27,0,44
DIP_FLE,3/17/23,52,29,40.5,1.5,45.5
DIP_FLE,3/18/23,46,32,39,0,45.5
DIP_FLE,3/19/23,39,20,29.5,0,45.5
DIP_FLE,3/20/23,31,20,25.5,0,45.5
DIP_FLE,3/21/23,49,26,37.5,0,45.5
DIP_FLE,3/22/23,56,30,43,4,49.5
DIP_FLE,3/23/23,59,34,46.5,7.5,57
DIP_FLE,3/24/23,56,31,43.5,4.5,61.5
DIP_FLE,3/25/23,44,28,36,0,61.5
DIP_FLE,3/26/23,44,34,39,0,61.5
DIP_FLE,3/27/23,52,28,40,1,62.5
DIP_FLE,3/28/23,47,31,39,0,62.5
DIP_FLE,3/29/23,44,26,35,0,62.5
DIP_FLE,3/30/23,51,22,36.5,0,62.5
DIP_FLE,3/31/23,36,23,29.5,0,62.5
DIP_FLE,4/1/23,53,34,43.5,4.5,67
DIP_FLE,4/2/23,69,24,46.5,7.5,74.5
DIP_FLE,4/3/23,36,25,30.5,0,74.5
DIP_FLE,4/4/23,63,35,49,10,84.5
DIP_FLE,4/5/23,62,40,51,12,96.5
DIP_FLE,4/6/23,71,48,59.5,20.5,117
DIP_FLE,4/7/23,60,36,48,9,126
DIP_FLE,4/8/23,41,25,33,0,126
DIP_FLE,4/9/23,46,25,35.5,0,126
DIP_FLE,4/10/23,52,28,40,1,127
DIP_FLE,4/11/23,64,38,51,12,139
DIP_FLE,4/12/23,69,46,57.5,18.5,157.5
DIP_FLE,4/13/23,77,52,64.5,25.5,183
DIP_FLE,4/14/23,84,49,66.5,27.5,210.5
DIP_FLE,4/15/23,84,52,68,29,239.5
DIP_FLE,4/16/23,81,54,67.5,28.5,268
DIP_FLE,4/17/23,78,44,61,22,290
DIP_FLE,4/18/23,54,38,46,7,297
DIP_FLE,4/19/23,43,34,38.5,0,297
DIP_FLE,4/20/23,47,34,40.5,1.5,298.5
DIP_FLE,4/21/23,64,38,51,12,310.5
DIP_FLE,4/22/23,84,51,67.5,28.5,339
DIP_FLE,4/23/23,72,43,57.5,18.5,357.5
DIP_FLE,4/24/23,53,34,43.5,4.5,362
DIP_FLE,4/25/23,49,31,40,1,363
DIP_FLE,4/26/23,50,33,41.5,2.5,365.5
DIP_FLE,4/27/23,51,34,42.5,3.5,369
DIP_FLE,4/28/23,59,41,50,11,380
DIP_FLE,4/29/23,59,43,51,12,392
DIP_FLE,4/30/23,53,43,48,9,401
DIP_FLE,5/1/23,55,42,48.5,9.5,410.5
DIP_FLE,5/2/23,52,38,45,6,416.5
DIP_FLE,5/3/23,50,37,43.5,4.5,421
DIP_FLE,5/4/23,46,38,42,3,424
DIP_FLE,5/5/23,53,40,46.5,7.5,431.5
DIP_FLE,5/6/23,58,36,47,8,439.5
DIP_FLE,5/7/23,65,40,52.5,13.5,453
DIP_FLE,5/8/23,72,45,58.5,19.5,472.5
DIP_FLE,5/9/23,64,39,51.5,12.5,485
DIP_FLE,5/10/23,59,36,47.5,8.5,493.5
DIP_FLE,5/11/23,67,42,54.5,15.5,509
DIP_FLE,5/12/23,75,50,62.5,23.5,532.5
DIP_FLE,5/13/23,80,53,66.5,27.5,560
DIP_FLE,5/14/23,71,41,56,17,577
DIP_FLE,5/15/23,57,36,46.5,7.5,584.5
DIP_FLE,5/16/23,70,42,56,17,601.5
DIP_FLE,5/17/23,74,37,55.5,16.5,618
DIP_FLE,5/18/23,47,28,37.5,0,618
DIP_FLE,5/19/23,65,38,51.5,12.5,630.5
DIP_FLE,5/20/23,72,53,62.5,23.5,654
DIP_FLE,5/21/23,68,48,58,19,673
DIP_FLE,5/22/23,70,44,57,18,691
DIP_FLE,5/23/23,68,43,55.5,16.5,707.5
DIP_FLE,5/24/23,76,51,63.5,24.5,732
DIP_FLE,5/25/23,69,36,52.5,13.5,745.5
DIP_FLE,5/26/23,57,35,46,7,752.5
DIP_FLE,5/27/23,67,39,53,14,766.5
DIP_FLE,5/28/23,76,46,61,22,788.5
DIP_FLE,5/29/23,81,47,64,25,813.5
DIP_FLE,5/30/23,85,56,70.5,31.5,845
DIP_FLE,5/31/23,82,57,69.5,30.5,875.5
DIP_FLE,6/1/23,85,55,70,31,906.5
DIP_FLE,6/2/23,86,56,71,32,938.5
DIP_FLE,6/3/23,88,59,73.5,34.5,973
DIP_FLE,6/4/23,75,42,58.5,19.5,992.5
DIP_FLE,6/5/23,66,45,55.5,16.5,1009
DIP_FLE,6/6/23,71,48,59.5,20.5,1029.5
DIP_FLE,6/7/23,65,45,55,16,1045.5
DIP_FLE,6/8/23,62,48,55,16,1061.5
DIP_FLE,6/9/23,59,46,52.5,13.5,1075
DIP_FLE,6/10/23,63,48,55.5,16.5,1091.5
DIP_FLE,6/11/23,74,52,63,24,1115.5
DIP_FLE,6/12/23,82,62,72,33,1148.5
DIP_FLE,6/13/23,74,54,64,25,1173.5
DIP_FLE,6/14/23,71,54,62.5,23.5,1197
DIP_FLE,6/15/23,64,55,59.5,20.5,1217.5
DIP_FLE,6/16/23,73,57,65,26,1243.5
DIP_FLE,6/17/23,61,55,58,19,1262.5
DIP_FLE,6/18/23,71,53,62,23,1285.5
DIP_FLE,6/19/23,72,53,62.5,23.5,1309
DIP_FLE,6/20/23,79,59,69,30,1339
DIP_FLE,6/21/23,80,58,69,30,1369
DIP_FLE,6/22/23,78,53,65.5,26.5,1395.5
DIP_FLE,6/23/23,78,61,69.5,30.5,1426
DIP_FLE,6/24/23,75,66,70.5,31.5,1457.5
DIP_FLE,6/25/23,78,64,71,32,1489.5
DIP_FLE,6/26/23,83,66,74.5,35.5,1525
DIP_FLE,6/27/23,80,63,71.5,32.5,1557.5
DIP_FLE,6/28/23,80,61,70.5,31.5,1589
DIP_FLE,6/29/23,63,57,60,21,1610
DIP_FLE,6/30/23,76,58,67,28,1638
GAB_STE,1/1/23,53,39,46,7,7
GAB_STE,1/2/23,44,35,39.5,0.5,7.5
GAB_STE,1/3/23,47,27,37,0,7.5
GAB_STE,1/4/23,40,32,36,0,7.5
GAB_STE,1/5/23,45,38,41.5,2.5,10
GAB_STE,1/6/23,48,37,42.5,3.5,13.5
GAB_STE,1/7/23,40,32,36,0,13.5
GAB_STE,1/8/23,43,20,31.5,0,13.5
GAB_STE,1/9/23,34,17,25.5,0,13.5
GAB_STE,1/10/23,35,22,28.5,0,13.5
GAB_STE,1/11/23,36,15,25.5,0,13.5
GAB_STE,1/12/23,33,14,23.5,0,13.5
GAB_STE,1/13/23,45,31,38,0,13.5
GAB_STE,1/14/23,44,24,34,0,13.5
GAB_STE,1/15/23,26,22,24,0,13.5
GAB_STE,1/16/23,29,18,23.5,0,13.5
GAB_STE,1/17/23,30,17,23.5,0,13.5
GAB_STE,1/18/23,37,18,27.5,0,13.5
GAB_STE,1/19/23,43,30,36.5,0,13.5
GAB_STE,1/20/23,35,30,32.5,0,13.5
GAB_STE,1/21/23,36,28,32,0,13.5
GAB_STE,1/22/23,30,27,28.5,0,13.5
GAB_STE,1/23/23,34,29,31.5,0,13.5
GAB_STE,1/24/23,34,28,31,0,13.5
GAB_STE,1/25/23,35,25,30,0,13.5
GAB_STE,1/26/23,38,26,32,0,13.5
GAB_STE,1/27/23,39,24,31.5,0,13.5
GAB_STE,1/28/23,37,24,30.5,0,13.5
GAB_STE,1/29/23,45,20,32.5,0,13.5
GAB_STE,1/30/23,46,25,35.5,0,13.5
GAB_STE,1/31/23,33,25,29,0,13.5
GAB_STE,2/1/23,29,7,18,0,13.5
GAB_STE,2/2/23,29,7,18,0,13.5
GAB_STE,2/3/23,35,7,21,0,13.5
GAB_STE,2/4/23,10,-18,-4,0,13.5
GAB_STE,2/5/23,21,-16,2.5,0,13.5
GAB_STE,2/6/23,46,18,32,0,13.5
GAB_STE,2/7/23,38,8,23,0,13.5
GAB_STE,2/8/23,42,10,26,0,13.5
GAB_STE,2/9/23,46,22,34,0,13.5
GAB_STE,2/10/23,49,26,37.5,0,13.5
GAB_STE,2/11/23,48,30,39,0,13.5
GAB_STE,2/12/23,39,20,29.5,0,13.5
GAB_STE,2/13/23,46,21,33.5,0,13.5
GAB_STE,2/14/23,51,25,38,0,13.5
GAB_STE,2/15/23,50,28,39,0,13.5
GAB_STE,2/16/23,64,41,52.5,13.5,27
GAB_STE,2/17/23,52,41,46.5,7.5,34.5
GAB_STE,2/18/23,55,15,35,0,34.5
GAB_STE,2/19/23,38,18,28,0,34.5
GAB_STE,2/20/23,47,27,37,0,34.5
GAB_STE,2/21/23,55,26,40.5,1.5,36
GAB_STE,2/22/23,45,26,35.5,0,36
GAB_STE,2/23/23,37,25,31,0,36
GAB_STE,2/24/23,37,27,32,0,36
GAB_STE,2/25/23,30,6,18,0,36
GAB_STE,2/26/23,21,9,15,0,36
GAB_STE,2/27/23,36,18,27,0,36
GAB_STE,2/28/23,35,21,28,0,36
GAB_STE,3/1/23,35,21,28,0,36
GAB_STE,3/2/23,41,24,32.5,0,36
GAB_STE,3/3/23,41,26,33.5,0,36
GAB_STE,3/4/23,41,29,35,0,36
GAB_STE,3/5/23,39,31,35,0,36
GAB_STE,3/6/23,41,30,35.5,0,36
GAB_STE,3/7/23,45,26,35.5,0,36
GAB_STE,3/8/23,34,25,29.5,0,36
GAB_STE,3/9/23,36,25,30.5,0,36
GAB_STE,3/10/23,40,19,29.5,0,36
GAB_STE,3/11/23,44,23,33.5,0,36
GAB_STE,3/12/23,41,19,30,0,36
GAB_STE,3/13/23,46,23,34.5,0,36
GAB_STE,3/14/23,42,32,37,0,36
GAB_STE,3/15/23,35,30,32.5,0,36
GAB_STE,3/16/23,40,22,31,0,36
GAB_STE,3/17/23,48,27,37.5,0,36
GAB_STE,3/18/23,51,34,42.5,3.5,39.5
GAB_STE,3/19/23,44,22,33,0,39.5
GAB_STE,3/20/23,33,19,26,0,39.5
GAB_STE,3/21/23,50,21,35.5,0,39.5
GAB_STE,3/22/23,56,26,41,2,41.5
GAB_STE,3/23/23,61,32,46.5,7.5,49
GAB_STE,3/24/23,54,35,44.5,5.5,54.5
GAB_STE,3/25/23,50,27,38.5,0,54.5
GAB_STE,3/26/23,41,34,37.5,0,54.5
GAB_STE,3/27/23,53,25,39,0,54.5
GAB_STE,3/28/23,52,34,43,4,58.5
GAB_STE,3/29/23,49,24,36.5,0,58.5
GAB_STE,3/30/23,54,24,39,0,58.5
GAB_STE,3/31/23,40,20,30,0,58.5
GAB_STE,4/1/23,48,31,39.5,0.5,59
GAB_STE,4/2/23,72,33,52.5,13.5,72.5
GAB_STE,4/3/23,42,22,32,0,72.5
GAB_STE,4/4/23,61,35,48,9,81.5
GAB_STE,4/5/23,53,43,48,9,90.5
GAB_STE,4/6/23,53,44,48.5,9.5,100
GAB_STE,4/7/23,64,38,51,12,112
GAB_STE,4/8/23,49,25,37,0,112
GAB_STE,4/9/23,51,26,38.5,0,112
GAB_STE,4/10/23,55,26,40.5,1.5,113.5
GAB_STE,4/11/23,66,35,50.5,11.5,125
GAB_STE,4/12/23,72,47,59.5,20.5,145.5
GAB_STE,4/13/23,76,48,62,23,168.5
GAB_STE,4/14/23,88,51,69.5,30.5,199
GAB_STE,4/15/23,89,53,71,32,231
GAB_STE,4/16/23,85,57,71,32,263
GAB_STE,4/17/23,79,59,69,30,293
GAB_STE,4/18/23,60,41,50.5,11.5,304.5
GAB_STE,4/19/23,50,35,42.5,3.5,308
GAB_STE,4/20/23,47,34,40.5,1.5,309.5
GAB_STE,4/21/23,62,42,52,13,322.5
GAB_STE,4/22/23,80,47,63.5,24.5,347
GAB_STE,4/23/23,65,49,57,18,365
GAB_STE,4/24/23,51,41,46,7,372
GAB_STE,4/25/23,52,32,42,3,375
GAB_STE,4/26/23,55,29,42,3,378
GAB_STE,4/27/23,62,35,48.5,9.5,387.5
GAB_STE,4/28/23,62,34,48,9,396.5
GAB_STE,4/29/23,68,47,57.5,18.5,415
GAB_STE,4/30/23,55,44,49.5,10.5,425.5
GAB_STE,5/1/23,57,44,50.5,11.5,437
GAB_STE,5/2/23,59,41,50,11,448
GAB_STE,5/3/23,56,43,49.5,10.5,458.5
GAB_STE,5/4/23,54,42,48,9,467.5
GAB_STE,5/5/23,55,41,48,9,476.5
GAB_STE,5/6/23,64,37,50.5,11.5,488
GAB_STE,5/7/23,72,38,55,16,504
GAB_STE,5/8/23,76,48,62,23,527
GAB_STE,5/9/23,71,37,54,15,542
GAB_STE,5/10/23,65,33,49,10,552
GAB_STE,5/11/23,73,38,55.5,16.5,568.5
GAB_STE,5/12/23,80,47,63.5,24.5,593
GAB_STE,5/13/23,84,54,69,30,623
GAB_STE,5/14/23,78,44,61,22,645
GAB_STE,5/15/23,66,35,50.5,11.5,656.5
GAB_STE,5/16/23,71,51,61,22,678.5
GAB_STE,5/17/23,78,43,60.5,21.5,700
GAB_STE,5/18/23,53,28,40.5,1.5,701.5
GAB_STE,5/19/23,64,38,51,12,713.5
GAB_STE,5/20/23,72,51,61.5,22.5,736
GAB_STE,5/21/23,69,49,59,20,756
GAB_STE,5/22/23,71,46,58.5,19.5,775.5
GAB_STE,5/23/23,74,44,59,20,795.5
GAB_STE,5/24/23,78,50,64,25,820.5
GAB_STE,5/25/23,75,38,56.5,17.5,838
GAB_STE,5/26/23,65,35,50,11,849
GAB_STE,5/27/23,72,40,56,17,866
GAB_STE,5/28/23,81,47,64,25,891
GAB_STE,5/29/23,88,50,69,30,921
GAB_STE,5/30/23,85,48,66.5,27.5,948.5
GAB_STE,5/31/23,82,50,66,27,975.5
GAB_STE,6/1/23,88,52,70,31,1006.5
GAB_STE,6/2/23,92,57,74.5,35.5,1042
GAB_STE,6/3/23,92,58,75,36,1078
GAB_STE,6/4/23,66,43,54.5,15.5,1093.5
GAB_STE,6/5/23,62,45,53.5,14.5,1108
GAB_STE,6/6/23,74,46,60,21,1129
GAB_STE,6/7/23,71,47,59,20,1149
GAB_STE,6/8/23,62,51,56.5,17.5,1166.5
GAB_STE,6/9/23,65,47,56,17,1183.5
GAB_STE,6/10/23,66,49,57.5,18.5,1202
GAB_STE,6/11/23,72,48,60,21,1223
GAB_STE,6/12/23,84,60,72,33,1256
