Data Collector,Field ID,Date,Sampling period,Crop,Treatment,Section number,Plant growth stage,Number of plants,Total weight (g),Notes,Untared weight (g)
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Neonic,3,V5,15,102.1,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Neonic,4,V4,15,99.2,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Neonic,5,V4,15,82.2,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Neonic,6,V4,15,70.1,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Neonic,7,V4,15,65.2,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Neonic,8,V4,15,85,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Neonic,9,V4,15,62.4,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,1,V4,15,76.5,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,2,V3,15,45.4,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,3,V4,15,51,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,4,V4,15,65.2,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,5,V3,15,79.4,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,6,V4,15,51,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,7,V4,15,76.5,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,8,V4,15,70.9,,
Natika Walters,KUH_COL,6/24/2025,V3/V4,Field corn,Fung,9,V4,15,68,,
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,1,V3/V4,15,40.7,Corrected for 42.3 g bag,83
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,2,V3/V4,15,48.7,Corrected for 42.3 g bag,91
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,3,V3/V4,15,46.7,Corrected for 42.3 g bag,89
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,4,V3/V4,15,80.7,Corrected for 42.3 g bag,123
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,5,V3/V4,15,84.7,Corrected for 42.3 g bag,127
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,6,V3/V4,15,68.7,Corrected for 42.3 g bag,111
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,7,V3/V4,15,41.7,Corrected for 42.3 g bag,84
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,8,V3/V4,15,65.7,Corrected for 42.3 g bag,108
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Neonic,9,V3/V4,15,58.7,Corrected for 42.3 g bag,101
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,1,V3/V4,15,59.7,Corrected for 42.3 g bag,102
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,2,V3/V4,15,74.7,Corrected for 42.3 g bag,117
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,3,V3/V4,15,57.7,Corrected for 42.3 g bag,100
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,4,V3/V4,15,34.7,Corrected for 42.3 g bag,77
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,5,V3/V4,15,41.7,Corrected for 42.3 g bag,84
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,6,V3/V4,15,44.7,Corrected for 42.3 g bag,87
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,7,V3/V4,15,31.7,Corrected for 42.3 g bag,74
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,8,V3/V4,15,61.7,Corrected for 42.3 g bag,104
Katelyn Miller,MIL_COB,6/20/2025,V3/V4,Soybean,Fung,9,V3/V4,15,21.7,Corrected for 42.3 g bag,64
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,1,V4,15,191.7,Corrected for 42.3 g bag,234
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,2,V4,15,188.7,Corrected for 42.3 g bag,231
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,3,V4,15,191.7,Corrected for 42.3 g bag,234
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,4,V4,15,107.7,Corrected for 42.3 g bag,150
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,5,V4,15,204.7,Corrected for 42.3 g bag,247
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,6,V4,15,142.7,Corrected for 42.3 g bag,185
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,7,V4,15,191.7,Corrected for 42.3 g bag,234
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,8,V4,15,146.7,Corrected for 42.3 g bag,189
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Neonic,9,V4,15,154.7,Corrected for 42.3 g bag,197
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,1,V4,15,192.7,Corrected for 42.3 g bag,235
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,2,V4,15,389.7,Corrected for 42.3 g bag,432
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,3,V4,15,184.7,Corrected for 42.3 g bag,227
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,4,V4,15,162.7,Corrected for 42.3 g bag,205
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,5,V4,15,436.7,Corrected for 42.3 g bag,479
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,6,V4,15,358.7,Corrected for 42.3 g bag,401
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,7,V4,15,190.7,Corrected for 42.3 g bag,233
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,8,V4,15,275.7,Corrected for 42.3 g bag,318
Katelyn Miller,MIL_CRO_1,6/27/2025,V3/V4,Field corn,Fung,9,V4,15,239.7,Corrected for 42.3 g bag,282
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,1,V4,15,205.7,Corrected for 42.3 g bag,248
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,2,V4,15,256.7,Corrected for 42.3 g bag,299
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,3,V4,15,296.7,Corrected for 42.3 g bag,339
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,4,V4,15,123.7,Corrected for 42.3 g bag,166
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,5,V4,15,157.7,Corrected for 42.3 g bag,200
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,6,V4,15,180.7,Corrected for 42.3 g bag,223
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,7,V4,15,255.7,Corrected for 42.3 g bag,298
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,8,V4,15,456.7,Corrected for 42.3 g bag,499
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Neonic,9,V4,15,300.7,Corrected for 42.3 g bag,343
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,1,V4,15,442.7,Corrected for 42.3 g bag,485
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,2,V4,15,313.7,Corrected for 42.3 g bag,356
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,3,V4,15,488.7,Corrected for 42.3 g bag,531
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,4,V4,15,396.7,Corrected for 42.3 g bag,439
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,5,V4,15,409.7,Corrected for 42.3 g bag,452
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,6,V4,15,416.7,Corrected for 42.3 g bag,459
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,7,V4,15,296.7,Corrected for 42.3 g bag,339
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,8,V4,15,332.7,Corrected for 42.3 g bag,375
Katelyn Miller,MIL_CRO_2,6/27/2025,V3/V4,Field corn,Fung,9,V4,15,430.7,Corrected for 42.3 g bag,473
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,1,V4,15,97.7,Corrected for 42.3 g bag,140
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,2,V4,15,169.7,Corrected for 42.3 g bag,212
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,3,V4,15,94.7,Corrected for 42.3 g bag,137
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,4,V4,15,86.7,Corrected for 42.3 g bag,129
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,5,V4,15,112.7,Corrected for 42.3 g bag,155
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,6,V4,15,104.7,Corrected for 42.3 g bag,147
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,7,V4,15,95.7,Corrected for 42.3 g bag,138
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,8,V4,15,118.7,Corrected for 42.3 g bag,161
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Neonic,9,V4,15,105.7,Corrected for 42.3 g bag,148
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,1,V4,15,95.7,Corrected for 42.3 g bag,138
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,2,V4,15,76.7,Corrected for 42.3 g bag,119
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,3,V4,15,53.7,Corrected for 42.3 g bag,96
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,4,V4,15,103.7,Corrected for 42.3 g bag,146
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,5,V4,15,116.7,Corrected for 42.3 g bag,159
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,6,V4,15,113.7,Corrected for 42.3 g bag,156
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,7,V4,15,72.7,Corrected for 42.3 g bag,115
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,8,V4,15,104.7,Corrected for 42.3 g bag,147
Katelyn Miller,MIL_BAR_1,7/1/2025,V3/V4,Soybean,Fung,9,V4,15,128.7,Corrected for 42.3 g bag,171
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,1,V5,15,585.7,Corrected for 42.3 g bag,628
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,2,V5,15,555.7,Corrected for 42.3 g bag,598
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,3,V5,15,527.7,Corrected for 42.3 g bag,570
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,4,V5,15,464.7,Corrected for 42.3 g bag,507
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,5,V5,15,404.7,Corrected for 42.3 g bag,447
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,6,V5,15,468.7,Corrected for 42.3 g bag,511
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,7,V5,15,442.7,Corrected for 42.3 g bag,485
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,8,V5,15,399.7,Corrected for 42.3 g bag,442
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Neonic,9,V5,15,542.7,Corrected for 42.3 g bag,585
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,1,V5,15,536.7,Corrected for 42.3 g bag,579
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,2,V5,15,490.7,Corrected for 42.3 g bag,533
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,3,V5,15,541.7,Corrected for 42.3 g bag,584
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,4,V5,15,477.7,Corrected for 42.3 g bag,520
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,5,V5,15,503.7,Corrected for 42.3 g bag,546
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,6,V5,15,395.7,Corrected for 42.3 g bag,438
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,7,V5,15,597.7,Corrected for 42.3 g bag,640
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,8,V5,15,478.7,Corrected for 42.3 g bag,521
Katelyn Miller,MIL_TEL,7/2/2025,V3/V4,Field corn,Fung,9,V5,15,522.7,Corrected for 42.3 g bag,565
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,1,V4,15,156.65,Corrected for 42.3 g bag,198.95
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,2,V4,15,117.39,Corrected for 42.3 g bag,159.69
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,3,V4,15,109.24,Corrected for 42.3 g bag,151.54
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,4,V4,15,165.7,Corrected for 42.3 g bag,208
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,5,V4,15,184.7,Corrected for 42.3 g bag,227
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,6,V4,15,194.7,Corrected for 42.3 g bag,237
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,7,V4,15,110.1,Corrected for 42.3 g bag,152.4
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,8,V4,15,166.08,Corrected for 42.3 g bag,208.38
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Neonic,9,V4,15,69.23,Corrected for 42.3 g bag,111.53
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,1,V4,15,127.7,Corrected for 42.3 g bag,170
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,2,V4,15,193.11,Corrected for 42.3 g bag,235.41
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,3,V4,15,240.24,Corrected for 42.3 g bag,282.54
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,4,V4,15,143.33,Corrected for 42.3 g bag,185.63
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,5,V4,15,191.48,Corrected for 42.3 g bag,233.78
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,6,V4,15,307.58,Corrected for 42.3 g bag,349.88
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,7,V4,15,128.1,Corrected for 42.3 g bag,170.4
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,8,V4,15,185.35,Corrected for 42.3 g bag,227.65
Katelyn Miller,MIL_ZIT_2,6/25/2025,V3/V4,Field corn,Fung,9,V4,15,234.13,Corrected for 42.3 g bag,276.43
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,1,V3/V4,15,67,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,2,V3/V4,15,71,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,3,V3/V4,15,74,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,4,V3/V4,15,52,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,5,V3/V4,15,67,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,6,V3/V4,15,65,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,7,V3/V4,15,83,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,8,V3/V4,15,67,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Neonic,9,V3/V4,15,73,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,1,V3/V4,15,65,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,2,V3/V4,15,45,Deer damaged,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,3,V3/V4,15,44,Deer damaged,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,4,V3/V4,15,73,Deer damaged,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,5,V3/V4,15,64,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,6,V3/V4,15,75,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,7,V3/V4,15,73,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,8,V3/V4,15,60,,
Mike Stanyard,STA_REE_2,6/30/2025,V3/V4,Soybean,Fung,9,V3/V4,15,83,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,1,V3/V4,15,73,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,2,V3/V4,15,51,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,3,V3/V4,15,67,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,4,V3/V4,15,74,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,5,V3/V4,15,55,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,6,V3/V4,15,55,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,7,V3/V4,15,77,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,8,V3/V4,15,30,"Many V2s, wet area",
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Neonic,9,V3/V4,15,85,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,1,V3/V4,15,55,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,2,V3/V4,15,77,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,3,V3/V4,15,57,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,4,V3/V4,15,70,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,5,V3/V4,15,69,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,6,V3/V4,15,102,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,7,V3/V4,15,60,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,8,V3/V4,15,75,,
Mike Stanyard,STA_REE_1,6/30/2025,V3/V4,Soybean,Fung,9,V3/V4,15,88,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,1,V2/V3,15,36,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,2,V2/V3,15,19,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,3,V2/V3,15,24,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,4,V2/V3,15,29,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,5,V2/V3,15,33,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,6,V2/V3,15,47,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,7,V2/V3,15,42,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,8,V2/V3,15,27,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Neonic,9,V2/V3,15,28,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,1,V2/V3,15,36,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,2,V2/V3,15,44,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,3,V2/V3,15,77,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,4,V2/V3,15,69,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,5,V2/V3,15,54,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,6,V2/V3,15,48,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,7,V2/V3,15,26,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,8,V2/V3,15,50,,
Mike Stanyard,STA_FRE,6/30/2025,V3/V4,Soybean,Fung,9,V2/V3,15,52,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,1,V3,15,58,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,2,V3,15,68,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,3,V3,15,46,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,4,V3,15,40,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,5,V3,15,50,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,6,V3,15,45,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,7,V3,15,45,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,8,V3,15,46,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Neonic,9,V3,15,42,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,1,V3,15,59,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,2,V3,15,40,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,3,V3,15,79,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,4,V3,15,38,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,5,V3,15,63,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,6,V3,15,61,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,7,V3,15,72,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,8,V3,15,45,,
Mike Stanyard,STA_WOO,6/13/2025,V3/V4,Field corn,Fung,9,V3,15,77,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,1,V3,15,63,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,2,V3,15,79,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,3,V3,15,53,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,4,V3,15,79,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,5,V3,15,71,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,6,V3,15,53,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,7,V3,15,46,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,8,V3,15,54,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Neonic,9,V4,15,109,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,1,V3,15,49,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,2,V3,15,39,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,3,V3,15,34,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,4,V3,15,48,,
Mike Stanyard,STA_MAC,7/3/2025,V3/V4,Field corn,Fung,5,V3,15,75,,
