record_id,collection_date,min_temp_f_1_week,ave_temp_f_1_week,max_temp_f_1_week,mean_dew_point_1_week,vpd_min_1_week,vpd_max_1_week,rain_inches_1_week
SMI_COB,4/17/23,41.725,57.3375,72.9,38.075,1.3075,20.6975,0.38
SMI_COB,5/1/23,36.125,44.725,53.3125,37.5,0.27875,6.3975,1.81
SMI_COB,5/15/23,40.0625,54.9875,69.9375,37.8125,0.90625,18.15,0.14
SMI_COB,5/30/23,42.2125,58.225,74.2375,42.8,0.93625,19.6025,0.32
SMI_CRO,4/17/23,42.9625,58.375,73.75,38.675,1.56625,21.46,0.34
SMI_CRO,5/1/23,36.5625,45.3375,54.1,37.7375,0.31375,6.84125,3.68
SMI_CRO,5/15/23,40.825,55.575,70.3125,38.4625,0.96875,18.41125,0.18
SMI_CRO,5/30/23,43.15,58.95,74.725,42.975,1.16125,20.1625,0.02
SMI_DOU,4/17/23,43.2875,58.325,73.35,38.75,1.87625,21.05,0.22
SMI_DOU,5/1/23,35.9375,44.6625,53.4,37.3375,0.325,6.5225,2.16
SMI_DOU,5/15/23,40.95,55.6625,70.375,38.7,0.95625,18.35,0.14
SMI_DOU,5/30/23,43.55,59.05,74.5375,42.75,1.36375,20.23,0.02
SMI_DUR,4/18/23,48.1125,61.85,75.6375,41.8875,2.9,22.37,0.98
SMI_DUR,5/2/23,39.4,47.125,54.85,38.1375,0.80375,7.15625,9.88
SMI_DUR,5/15/23,44.9,57.175,69.45,39.6875,2.23625,17.60125,0.24
SMI_DUR,5/31/23,48.2375,61.75,75.325,43.55,2.8325,21.1975,0.22
SMI_HOF,4/18/23,43.0625,58.6,74.125,40.7625,1.4375,21.02125,1.02
SMI_HOF,5/2/23,36.725,45.35,53.9875,37.6125,0.32125,6.68875,7.94
SMI_HOF,5/15/23,39.0875,54.3875,69.6875,38.65,0.76375,17.6675,0.32
SMI_HOF,5/31/23,42.825,59.45,76.0625,42.25,1.27875,22.07875,0
SMI_HOF,6/14/23,48.5125,58.9,69.3,48.425,0.71625,13.9225,2.72
SMI_HOL,4/17/23,47.2,61.4125,75.6,38.8125,2.94625,23.435,0.14
SMI_HOL,5/1/23,38.525,47.425,56.3125,38.2125,0.41625,8.23375,3.2
SMI_HOL,5/15/23,43.475,57.975,72.5,38.725,1.53625,20.44125,0.06
SMI_HOL,5/30/23,45.0125,60.525,76.0375,43.975,1.43125,21.19625,0.04
SMI_HOL,6/12/23,48.8125,59.0875,69.35,48.175,1.01125,13.99375,0.64
SMI_JOH,4/18/23,45.4,59.625,73.8875,41.55,1.94,20.7125,0.37
SMI_JOH,5/1/23,37.7875,45.5875,53.3875,37.5875,0.525,6.35375,4.78
SMI_JOH,5/15/23,42.3875,55.4625,68.5375,39.0625,1.42125,16.7775,0.2
SMI_JOH,5/31/23,46.05,60.425,74.825,43.025,2.05125,20.69625,0.14
SMI_JOH_2,4/18/23,46.2375,60.4875,74.725,41.65,2.22375,21.58625,1.11
SMI_JOH_2,5/15/23,43.1,56.0375,68.9625,39.2625,1.64125,17.12625,0.24
SMI_JOH_2,5/31/23,46.7375,60.8875,75.025,43.1875,2.2875,20.90875,0.22
SMI_JOH_2,6/13/23,50.7625,60.375,69.975,49.0875,1.26875,14.25375,3.16
SMI_KEL,4/17/23,44.5375,59.5375,74.5625,38.8875,2.04,22.19875,0.1
SMI_KEL,5/1/23,37.3,46.0375,54.775,37.8375,0.36625,7.25375,4.52
SMI_KEL,5/15/23,42.125,56.875,71.6375,38.7125,1.2375,19.59625,0.14
SMI_KEL,5/30/23,44.25,59.95,75.6125,43.175,1.42625,21.18625,0
SMI_KEL,6/12/23,48.1375,58.625,69.15,47.225,0.91375,14.42625,0.46
SMI_LAT,4/18/23,41.2125,57.9625,74.675,42.2625,0.50375,21.46625,1.35
SMI_LAT,5/2/23,36.075,45.1375,54.225,38.8625,0.0975,6.5375,6.18
SMI_LAT,5/15/23,37.15,53.6625,70.1625,39.8,0.06625,18.13375,0.22
SMI_LAT,5/26/23,40.6375,55.2125,69.825,44.3875,0.795,14.36625,0.18
SMI_LAT,5/31/23,41.2875,58.925,76.5875,44.0125,0.675,22.18625,0.04
SMI_MCC,4/17/23,41.4125,56.1,70.7625,37.475,1.69125,18.8775,0.16
SMI_MCC,5/1/23,34.025,42.6125,51.175,36.1625,0.265,5.64875,4.38
SMI_MCC,5/15/23,38.825,53.275,67.75,37.4375,0.795,16.2025,0.1
SMI_MCC,5/30/23,41.3125,56.5875,71.875,41.4625,1.01875,18.0675,0.04
STA_COL,4/20/23,46.3125,57.2625,68.2375,40.1,2.8425,17.58625,0.56
STA_COL,5/3/23,38.8125,46.575,54.2625,38.9125,0.56625,6.33125,3.04
STA_COL,5/16/23,45.4625,56.625,67.8125,38.2625,2.67625,16.1675,0
STA_COL,6/13/23,53.25,61.5125,69.75,49.025,1.74875,13.6275,0.94
STA_HEM,4/20/23,45.6375,57.025,68.4,41.25,2.41875,17.50875,0.8
STA_HEM,5/3/23,38.5375,45.8875,53.1875,39.5125,0.41875,5.59625,3.4
STA_HEM,5/15/23,45.425,56.975,68.5,40.45,2.5575,16.6575,0.46
STA_HEM,5/31/23,46.9125,59.9625,73.025,44.0375,2.23375,18.5925,0.06
STA_HEM_2,4/20/23,45.725,57.05,68.325,41.25,2.48,17.47625,0.78
STA_HEM_2,5/3/23,38.5625,45.8,52.9875,39.575,0.41625,5.50875,3.84
STA_HEM_2,5/15/23,45.525,56.875,68.2375,40.4125,2.655,16.4775,0.42
STA_HEM_2,5/31/23,47.1,60.0125,72.9375,43.9625,2.3675,18.57,0.06
STA_SWE,4/20/23,44.2875,55.6,66.925,39.3375,2.58625,16.985,1.48
STA_SWE,5/3/23,35.925,44.3875,52.85,37.975,0.27125,5.81625,2.1
STA_SWE,5/12/23,41.9625,52.4625,62.975,39.6375,1.35375,12.16875,0.74
STA_SWE,5/26/23,43.7125,55.0875,66.45,43.45,1.24375,12.36875,1.52
STA_WIL,4/20/23,45.4,57.175,68.9625,41.4625,2.145,17.91375,0.86
STA_WIL,5/3/23,38.675,46.35,54.0125,39.5625,0.43375,5.97875,3
STA_WIL,5/15/23,45.575,57.4,69.2125,40.6,2.30125,17.17625,0.31
STA_WIL,5/16/23,45.85,57.425,68.975,38.85,2.885,17.3225,0
STA_WIL,6/13/23,53.875,62.0375,70.175,49.2,2.1675,14.3425,4.88
WIS_COO,4/19/23,48.4,60.15,71.85,41.55,2.63875,19.295,0.46
WIS_COO,4/27/23,37.65,47.775,57.9125,36.5,0.7175,9.26125,3.46
WIS_COO,5/3/23,38.5,46.55,54.6,38.3875,0.47375,7.05125,4.22
WIS_COO,5/17/23,42.85,57.675,72.525,36.375,1.7875,21.045,0
WIS_COO,5/31/23,43.0875,58.275,73.4625,41.8125,1.19,19.07625,0.08
WIS_COO_2,4/19/23,48.525,60.4,72.3125,41.6375,2.62,19.72,0.46
WIS_COO_2,4/27/23,37.9,48.175,58.425,36.6125,0.72875,9.5275,3.32
WIS_COO_2,5/3/23,38.4125,46.65,54.8875,38.4875,0.465,7.18125,4.02
WIS_COO_2,5/17/23,42.9625,57.9625,73,36.325,1.82875,21.575,0
WIS_COO_2,5/31/23,43,58.275,73.575,41.775,1.16375,19.1825,0.14
WIS_HIG,4/21/23,47.3875,59.2375,71.0625,42.925,1.585,18.79125,2.14
WIS_HIG,5/5/23,42.65,49.6375,56.6375,42.2125,0.47625,6.98125,7.34
WIS_HIG,5/19/23,44.35,59.4875,74.4625,37.6375,1.935,23.27125,0
WIS_KEN,4/21/23,48.15,59.575,71.0125,43.5125,1.59375,18.41375,1.08
WIS_KEN,5/5/23,43.6,50.1375,56.6625,42.8875,0.5075,6.7,6.18
WIS_KEN,5/19/23,45.125,59.875,74.475,38.8125,1.84125,22.8475,0
WIS_KEN,5/31/23,45.025,60.9375,76.725,44.525,0.90125,21.39875,0
WIS_KEN,6/2/23,47.1625,63.2375,79.1875,45.6375,0.89,24.88,0
WIS_MEG,4/21/23,46.775,58.625,70.4625,42.375,1.6575,18.59,0.66
WIS_MEG,5/5/23,41.65,49.275,56.8875,41.3125,0.46,7.50125,6.84
WIS_MEG,5/17/23,44.3875,60.35,76.2875,37.575,1.95875,24.9825,0
WIS_MEG,6/2/23,46.45,62.95,79.45,44.2875,1.12,25.64375,0
ZUE_REE,4/26/23,38.75,47.7625,56.8,37.375,0.835,10.20625,1.15
ZUE_REE,5/9/23,40.1875,48.9,57.5875,40.15,0.61375,8.965,1.5
ZUE_REE,5/25/23,44.875,55.875,66.8625,42.925,1.95125,13.20125,1.48
