record_id,collection_date,min_temp_f_1_week,ave_temp_f_1_week,max_temp_f_1_week,rain_inches_1_week
MIL_MCC,4/27/23,35.8625,46.0875,56.3,3.08
MIL_MCC,5/11/23,37.6875,48.95,60.2,0.98
MIL_MCC,5/26/23,42.5375,55.1375,67.775,0.4
MIL_MCC,6/9/23,45.5375,58.8125,72.1,1.24
MIL_YOD,4/27/23,35.4625,45.575,55.7,3.12
MIL_YOD,5/11/23,37.55,48.5625,59.575,0.8
MIL_YOD,5/26/23,41.8375,54.6,67.3375,0.52
MIL_YOD,6/9/23,46.525,58.925,71.2875,0.66
POV_DUN,4/18/23,43.675,58.3125,72.95,1.3
POV_DUN,5/2/23,36.8375,44.7875,52.7125,2.76
POV_DUN,5/16/23,38.8125,53.0875,67.35,0
SEA_HOO,5/17/23,45.8875,58.075,70.2625,0
SEA_HOO,5/31/23,47.7,60.975,74.25,0.02
SMI_CAN,4/17/23,39.5875,55.4625,71.3,0.38
SMI_CAN,5/1/23,34.55,43.025,51.5,4.18
SMI_CAN,5/15/23,37.1125,52.0625,67.0375,0.18
SMI_CAN,5/31/23,40.4875,56.875,73.225,0.04
SMI_CAN,6/12/23,44,54.325,64.6625,0.86
SMI_COB,4/17/23,41.9875,57.6,73.225,0.38
SMI_COB,5/1/23,36.275,44.9375,53.6125,1.8
SMI_COB,5/15/23,40.25,55.2125,70.2125,0.14
SMI_COB,5/30/23,42.3375,58.45,74.525,0.32
SMI_CRO,4/17/23,43.0625,58.4875,73.9,0.34
SMI_CRO,5/1/23,36.6625,45.4375,54.2375,3.66
SMI_CRO,5/15/23,40.95,55.7125,70.4125,0.18
SMI_CRO,5/30/23,43.275,59.0625,74.825,0.04
SMI_DOU,4/17/23,43.775,58.8125,73.825,0.22
SMI_DOU,5/1/23,36.35,45.075,53.7875,2.19
SMI_DOU,5/15/23,41.3875,56.15,70.9,0.14
SMI_DOU,5/30/23,44.0375,59.55,75.05,0.02
SMI_DUR,4/18/23,47.9625,61.9625,76.025,1.02
SMI_DUR,5/2/23,39.3375,47.225,55.1375,10.04
SMI_DUR,5/15/23,44.85,57.35,69.8375,0.22
SMI_DUR,5/31/23,48.175,61.925,75.675,0.24
SMI_HOF,4/18/23,43.0375,58.7125,74.4,0.92
SMI_HOF,5/2/23,36.6875,45.4625,54.2125,8.12
SMI_HOF,5/15/23,39.025,54.45,69.875,0.3
SMI_HOF,5/31/23,42.7625,59.5,76.2625,0
SMI_HOF,6/14/23,48.3375,58.925,69.55,2.76
SMI_HOL,4/17/23,48.3875,62.3625,76.35,0.1
SMI_HOL,5/1/23,39.2125,48.1125,57.0125,3.18
SMI_HOL,5/15/23,44.4625,58.8,73.1875,0.04
SMI_HOL,5/30/23,45.8375,61.2375,76.65,0.04
SMI_HOL,6/12/23,49.65,59.825,70,0.66
SMI_JOH,4/18/23,45.4125,59.6625,73.9125,0.37
SMI_JOH,5/1/23,37.8375,45.625,53.4125,4.76
SMI_JOH,5/15/23,42.4125,55.4625,68.55,0.2
SMI_JOH,5/31/23,46.05,60.45,74.85,0.14
SMI_JOH_2,4/18/23,46.8125,61.1,75.3875,1.14
SMI_JOH_2,5/15/23,43.5125,56.55,69.5625,0.24
SMI_JOH_2,5/31/23,47.25,61.3875,75.5125,0.22
SMI_JOH_2,6/13/23,51.2625,60.95,70.575,3.02
SMI_KEL,4/17/23,44.4375,59.475,74.55,0.1
SMI_KEL,5/1/23,37.2625,46.0375,54.775,4.52
SMI_KEL,5/15/23,42.0875,56.8375,71.55,0.14
SMI_KEL,5/30/23,44.2375,59.9125,75.6125,0
SMI_KEL,6/12/23,48.075,58.5875,69.0875,0.48
SMI_LAT,4/18/23,41.4375,58.2875,75.1125,1.41
SMI_LAT,5/2/23,36.225,45.4125,54.6125,6.28
SMI_LAT,5/15/23,37.4375,54.0125,70.575,0.22
SMI_LAT,5/26/23,40.9,55.5375,70.225,0.18
SMI_LAT,5/31/23,41.5375,59.2375,76.975,0.04
SMI_MCC,4/17/23,41.3875,56.0375,70.7125,0.14
SMI_MCC,5/1/23,34.0125,42.55,51.125,4.42
SMI_MCC,5/15/23,38.75,53.2125,67.7125,0.1
SMI_MCC,5/30/23,41.2625,56.5625,71.8375,0.04
STA_COL,4/20/23,46.2125,57.225,68.225,0.56
STA_COL,5/3/23,38.7625,46.475,54.2125,3.06
STA_COL,5/16/23,45.4875,56.7125,67.95,0
STA_COL,6/13/23,53.125,61.4375,69.7375,0.94
STA_HEM,4/20/23,45.475,56.9125,68.35,0.8
STA_HEM,5/3/23,38.35,45.7625,53.1625,3.26
STA_HEM,5/15/23,45.1875,56.85,68.525,0.46
STA_HEM,5/31/23,46.65,59.8125,72.975,0.06
STA_HEM_2,4/20/23,45.75,57.025,68.325,0.78
STA_HEM_2,5/3/23,38.575,45.7875,52.9875,3.78
STA_HEM_2,5/15/23,45.525,56.8625,68.2125,0.42
STA_HEM_2,5/31/23,47.1,60.0125,72.925,0.06
STA_SWE,4/20/23,44.225,55.6,66.975,1.6
STA_SWE,5/3/23,35.9625,44.45,52.9375,2.1
STA_SWE,5/12/23,41.8625,52.5125,63.1375,0.72
STA_SWE,5/26/23,43.7375,55.1875,66.6375,1.54
STA_WIL,4/20/23,45.5,57.225,68.9375,0.86
STA_WIL,5/3/23,38.8125,46.375,53.9625,3.02
STA_WIL,5/15/23,45.725,57.475,69.1875,0.31
STA_WIL,5/16/23,45.975,57.4875,68.975,0
STA_WIL,6/13/23,53.9,62.0625,70.2125,4.74
WIS_COO,4/19/23,48.4,60.1125,71.8625,0.46
WIS_COO,4/27/23,37.675,47.8,57.925,3.44
WIS_COO,5/3/23,38.4875,46.525,54.6125,4.18
WIS_COO,5/17/23,42.8125,57.6625,72.5125,0
WIS_COO,5/31/23,43.05,58.25,73.4625,0.06
WIS_COO_2,4/19/23,48.575,60.5,72.4375,0.42
WIS_COO_2,4/27/23,38.175,48.3875,58.65,3.3
WIS_COO_2,5/3/23,38.45,46.725,55.0125,3.94
WIS_COO_2,5/17/23,42.7625,57.925,73.1125,0
WIS_COO_2,5/31/23,42.7875,58.1875,73.6,0.12
WIS_HIG,4/21/23,47.4375,59.25,71.1,2.02
WIS_HIG,5/5/23,42.6625,49.6625,56.7,7.28
WIS_HIG,5/19/23,44.3625,59.425,74.5375,0
WIS_KEN,4/21/23,48.15,59.575,71.0125,1.08
WIS_KEN,5/5/23,43.6,50.125,56.6625,6.18
WIS_KEN,5/19/23,45.125,59.825,74.475,0
WIS_KEN,5/31/23,45.025,60.8625,76.725,0
WIS_KEN,6/2/23,47.125,63.15,79.1875,0
WIS_MEG,4/21/23,46.8125,58.6375,70.4875,0.68
WIS_MEG,5/5/23,41.675,49.3,56.925,6.9
WIS_MEG,5/17/23,44.4,60.3625,76.35,0
WIS_MEG,6/2/23,46.4375,62.9375,79.4875,0
ZUE_REE,4/26/23,38.575,47.5625,56.5125,1.15
ZUE_REE,5/9/23,40.1125,48.725,57.325,1.52
ZUE_REE,5/25/23,44.825,55.725,66.6125,1.52
