record_id,collection_date,min_temp_f_1_week,ave_temp_f_1_week,max_temp_f_1_week,mean_dew_point_1_week,vpd_min_1_week,vpd_max_1_week,rain_inches_1_week
DEG_VIL,5/25/23,40.675,53.175,65.625,41.3625,1.14,12.79125,0.22
DEG_VIL,6/1/23,43.3125,58.6625,74.0125,42.15,1.2925,20.41125,0.03
DIP_CUR,3/13/23,19.925,25.8,31.6625,21.825,0.455,2.085,0.94
DIP_CUR,3/21/23,20.725,28.7625,36.8375,19.125,0.5725,3.96125,2.06
DIP_CUR,3/28/23,28.325,38.6625,49,26.1,0.775,7.16125,1.64
DIP_CUR,4/6/23,30.1125,41.6,53.075,29.95,0.845,8.69375,1.69
DIP_CUR,4/11/23,32.675,44.225,55.8125,29.1875,1.1325,9.52875,1.1
DIP_CUR,4/18/23,43.0875,57.075,71.0625,39.1625,1.9175,18.53875,0.7
DIP_CUR,4/25/23,37.0875,46.75,56.45,35.275,1.1775,10.11875,0.63
DIP_CUR,5/2/23,36.6625,43.875,51.1,36.9375,0.54,5.22875,3.16
DIP_CUR,5/16/23,38.95,52.35,65.7375,36.475,1.28125,14.7875,0
DIP_CUR,5/23/23,39.625,52.4625,65.275,37,1.65625,14.05875,0.1
DIP_CUR,5/30/23,41.975,56.725,71.4875,41,1.63625,17.955,0
DIP_CUR,6/6/23,49.3875,63.85,78.3375,45.7625,2.215,23.70875,0
DIP_FLE,3/13/23,23.525,28.925,34.3375,23.9,0.365,2.41,0.7
DIP_FLE,3/21/23,24.7625,32.2125,39.7,21.7125,0.60125,4.495,2.06
DIP_FLE,3/28/23,30.3875,40.7,51.025,28.2125,0.7325,7.72375,1.54
DIP_FLE,4/4/23,27.55,38.85,50.175,27.5125,0.4725,8.26,1.15
DIP_FLE,4/11/23,34.425,46,57.5875,31.7625,0.9475,9.945,1.11
DIP_FLE,4/18/23,46.5125,60.3125,74.1375,41.625,2.3275,20.94625,0.57
DIP_FLE,4/25/23,37.875,48.1125,58.325,37.5875,0.715,10.9525,0.68
DIP_FLE,5/2/23,38.075,45.85,53.6,38.6625,0.41375,6.0625,1.95
DIP_FLE,5/16/23,42.2125,55.0375,67.825,39.1375,1.4,16.045,0
DIP_FLE,5/23/23,41.8,54.325,66.8625,39.9,1.49875,14.4725,0.25
DIP_FLE,5/30/23,44.15,58.275,72.3875,43.5375,1.405,18.025,0
DIP_PAT,4/11/23,34.3625,45.9,57.4375,32.1875,0.89625,9.82,2.14
DIP_PAT,4/18/23,47.475,61.6875,75.925,42.0625,2.49375,22.76,0.45
DIP_PAT,4/25/23,38.0375,48.25,58.4625,38,0.60875,11.25875,1.05
DIP_PAT,5/2/23,38.25,46.5875,54.9125,39.0625,0.405,6.8325,1.96
DIP_PAT,5/9/23,39.4875,49.0375,58.5875,40.45,0.3975,9.6425,0.83
DIP_PAT,5/16/23,43.7875,56.5875,69.3625,39.025,2.01375,17.68,0
DIP_PAT,5/23/23,43.2125,55.6125,67.975,39.9,1.8,15.67,0.31
DIP_PAT,5/30/23,44.925,58.825,72.7,43.4875,1.55625,18.515,0.03
DIP_PAT,6/6/23,53.525,67.1125,80.6375,48.9375,2.26375,25.175,0
GAB_ALL,4/10/23,34.1875,44.3375,54.4875,26.1125,1.22,9.2175,0.49
GAB_ALL,4/17/23,48.3875,62.5875,76.7625,39.45,2.9,24.62125,0.07
GAB_ALL,4/24/23,44.9125,53.4875,62.0875,40.9625,1.63,10.83625,2.01
GAB_ALL,5/1/23,39.6625,48.975,58.3,39.3,0.58,9.18625,2.17
GAB_ALL,5/8/23,43.775,52.9125,62.0625,42.4,0.71,11.0425,1.6
GAB_ALL,5/15/23,45.0375,59.675,74.325,39.125,1.82125,22.29625,0
GAB_ALL,5/22/23,45.1875,56.875,68.5375,38.6875,2.14,16.19125,0.28
GAB_ALL,5/26/23,46.375,58.75,71.1375,45.075,1.3975,15.30875,0.45
GAB_ALL,7/11/23,67.6375,77.4,87.15,68.2375,1.23125,21.37125,3.66
GAB_STE,3/28/23,29.125,40.55,52.0125,27.2375,0.615,8.69875,0.52
GAB_STE,4/3/23,26.4125,38.8125,51.1875,23.3875,0.55375,9.7875,0.95
GAB_STE,4/10/23,32.1375,42.8125,53.45,25.3,0.875,8.87625,0.58
GAB_STE,4/17/23,46.8875,61.4625,76.0125,38.975,2.54875,24.02375,0.02
GAB_STE,4/24/23,43.125,52.375,61.625,40.3375,1.34,10.70625,1.62
GAB_STE,5/1/23,38.075,47.8,57.575,38.575,0.52125,8.9275,2.39
GAB_STE,5/8/23,41.775,51.675,61.55,41.875,0.41875,10.8425,2.25
GAB_STE,5/15/23,41.625,57.7,73.75,38.65,0.94375,21.9525,0.07
GAB_STE,5/22/23,42.2375,55,67.7625,37.8875,1.57125,15.65875,0.28
GAB_STE,5/26/23,43.725,57.275,70.8125,44.2625,0.85625,15.27,0.4
KAT_BAR,4/10/23,29.775,44.2625,58.7375,29.5625,0.4875,11.625,0.28
KAT_BAR,4/17/23,41.0875,58.7125,76.35,38.8375,1.35375,24.32875,0.22
KAT_BAR,4/24/23,38.4625,51.5875,64.775,39.2375,0.735,14.995,1.13
KAT_BAR,4/30/23,36.3,46.4375,56.5625,38.45,0.27,8.1325,1.28
KAT_BAR,5/15/23,39.8875,56.25,72.6125,41.0625,0.46625,19.47125,0.25
KAT_BAR,5/22/23,38.0125,53.3875,68.775,38.2125,0.79875,16.66625,0.17
KAT_BAR,5/31/23,42,59.5625,77.1125,43.6125,0.43625,23.0575,0
KAT_BAR,6/5/23,49.25,66.3375,83.4125,48.7125,0.785,28.76125,0
KAT_BAR,6/12/23,46.3875,58.675,70.975,45.4625,0.5625,17.24875,0.33
KAT_HAB,4/10/23,33.0125,45.025,57.0375,30.4125,0.94625,10.89625,1.7
KAT_HAB,4/17/23,45.9875,59.4375,72.85,37.925,3.41375,20.28,0.64
KAT_HAB,4/25/23,37.125,46.4625,55.825,35.6,0.67,9.4025,0.88
KAT_HAB,4/30/23,37.6625,46.6875,55.75,36.8375,0.7125,7.51625,0.54
KAT_HAB,5/8/23,39.075,48.0125,56.9625,40.3875,0.5225,7.5425,1.38
KAT_HAB,5/15/23,44.875,58.35,71.7875,40.525,2.195,18.07625,0.14
KAT_HAB,5/22/23,41.0875,53.7875,66.45,38.65,1.245,14.55125,0.71
KAT_HAB,5/31/23,46.9375,62.0375,77.1125,43.075,2.3775,22.46,0
KAT_HAB,6/5/23,53.975,68.4875,82.9875,48.4,3.365,27.005,0
KAT_HAB,6/12/23,49.325,60.3,71.2625,45.3875,1.8875,17.4625,0.23
KAT_HAB_2,4/10/23,32.275,44.0375,55.825,29.7,0.8975,10.29,1.8
KAT_HAB_2,4/17/23,44.2875,58.3125,72.325,37.4375,3.1425,20.055,0.67
KAT_HAB_2,4/25/23,36.5,45.85,55.1625,35.15,0.64875,9.20125,0.87
KAT_HAB_2,4/30/23,36.475,45.5875,54.7375,36.325,0.56875,7.175,0.58
KAT_HAB_2,5/8/23,38.0125,46.9875,55.9125,40.1625,0.385,7.2225,1.53
KAT_HAB_2,5/15/23,43.575,57.05,70.55,40.075,1.9325,17.4225,0.13
KAT_HAB_2,5/22/23,39.975,52.6875,65.4125,38.3125,1.08875,13.955,0.75
KAT_HAB_2,5/31/23,46.2,60.9875,75.725,42.675,2.2975,21.41,0
KAT_HAB_2,6/5/23,53.2625,67.475,81.675,48.1125,3.165,26.02625,0
KAT_HAB_2,6/12/23,48.35,59.2125,70.025,45.1875,1.59875,16.65125,0.23
KAT_JEF,4/10/23,31.7625,44.1875,56.6375,29.6,1.045,10.83625,0.79
KAT_JEF,4/17/23,41.35,57.4375,73.55,36.7125,2.39875,21.49625,0.95
KAT_JEF,4/24/23,37.35,48.65,59.9375,37.2625,0.73125,12.1475,1.84
KAT_JEF,4/30/23,34.95,44.0625,53.225,35.9625,0.4225,6.74125,0.57
KAT_JEF,5/15/23,41.4625,56.0125,70.6,40.375,1.0675,17.37125,0.12
KAT_JEF,5/22/23,38.1125,51.9625,65.8125,37.875,0.7975,14.3,0.6
KAT_JEF,5/31/23,44.2875,59.9875,75.6875,42.625,1.395,21.6225,0
KAT_JEF,6/5/23,50.7875,66.325,81.875,47.875,1.9375,26.2125,0
KAT_JEF,6/12/23,45.4,57.6,69.775,44.575,0.795,16.54125,0.23
KAT_JEF_2,4/10/23,31.8125,43.9875,56.1125,29.575,1.045,10.51625,0.93
KAT_JEF_2,4/17/23,41.7375,57.25,72.775,36.7125,2.5675,20.83625,1.22
KAT_JEF_2,4/24/23,37.325,48.3625,59.3875,37.225,0.7275,11.7025,2.3
KAT_JEF_2,4/30/23,35.075,43.9125,52.7875,35.975,0.4375,6.50625,0.62
KAT_JEF_2,5/15/23,41.7125,55.9125,70.1625,40.325,1.13875,17,0.14
KAT_JEF_2,5/22/23,38.25,51.8125,65.375,37.825,0.79125,13.97625,0.58
KAT_JEF_2,5/31/23,44.5125,59.825,75.1875,42.6125,1.44875,21.08625,0
KAT_JEF_2,6/5/23,51,66.1375,81.3125,47.8625,2.01375,25.55375,0
KAT_JEF_2,6/12/23,45.6,57.475,69.3,44.6125,0.835,16.14125,0.25
KAT_SAU,4/10/23,31.2125,44.0375,56.8625,27.6125,0.9975,11.0575,0.28
KAT_SAU,4/17/23,41.45,57.425,73.425,35.85,3.285,22.0425,0.25
KAT_SAU,4/24/23,37.8875,49.275,60.675,36.8125,0.86375,12.7475,0.62
KAT_SAU,4/30/23,35.6375,44.2,52.8,35.425,0.6175,6.84,0.64
KAT_SAU,5/8/23,36.7375,45.35,53.9125,38.3625,0.43,6.85,1.3
KAT_SAU,5/15/23,41.85,55.6125,69.35,38.325,1.52125,17.22125,0.06
KAT_SAU,5/22/23,38.75,52.325,65.8625,35.7875,1.33375,14.8775,0.32
KAT_SAU,5/31/23,43.3875,58.85,74.3375,41.25,1.50625,20.53,0
KAT_SAU,6/5/23,49.575,64.775,79.95,46.175,1.9375,24.74,0
KAT_SAU,6/12/23,45.4125,56.5875,67.75,42.7625,0.88,15.3025,0.05
KAT_SAU_2,4/10/23,31.3875,44.1125,56.8625,27.625,1.035,11.10625,0.29
KAT_SAU_2,4/17/23,41.625,57.4875,73.375,35.8,3.39875,22.04375,0.29
KAT_SAU_2,4/24/23,38.05,49.3375,60.625,36.75,0.88625,12.7325,0.64
KAT_SAU_2,4/30/23,35.7625,44.2625,52.7625,35.35,0.66125,6.84625,0.62
KAT_SAU_2,5/8/23,36.8,45.325,53.8125,38.225,0.45125,6.83125,1.33
KAT_SAU_2,5/15/23,41.975,55.625,69.2625,38.2375,1.56625,17.19125,0.07
KAT_SAU_2,5/22/23,38.9,52.3375,65.7875,35.7125,1.3675,14.84625,0.36
KAT_SAU_2,5/31/23,43.6,58.925,74.2625,41.1625,1.58875,20.5075,0
KAT_SAU_2,6/5/23,49.7375,64.8125,79.9,46.075,2.01375,24.71125,0
KAT_SAU_2,6/12/23,45.5625,56.625,67.7125,42.65,0.93625,15.3175,0.06
KAT_TEE,4/10/23,31.0875,43.3125,55.5125,28.825,0.9275,10.3725,1.17
KAT_TEE,4/17/23,39.925,56.2625,72.5875,36.3375,2.38375,20.91625,0.69
KAT_TEE,4/24/23,36.7125,47.9625,59.1875,36.925,0.7325,11.845,1.19
KAT_TEE,4/30/23,34.45,43.5875,52.7125,35.7,0.41,6.59875,0.37
KAT_TEE,5/8/23,36.325,45.2875,54.1,39.375,0.2475,6.77375,1.33
KAT_TEE,5/15/23,40.1125,54.825,69.5625,39.8,0.7125,16.9875,0.07
KAT_TEE,5/22/23,37.025,51.025,65.05,37.45,0.77125,13.81875,0.71
KAT_TEE,5/31/23,43.55,59.1125,74.6625,42.225,1.3025,20.8175,0
KAT_TEE,6/5/23,49.8375,65.2375,80.65,47.3,1.71625,25.41,0
KAT_TEE,6/12/23,44.4875,56.4875,68.45,44.1375,0.61,15.755,0.13
KAT_TEE_2,4/10/23,31.1375,43.1375,55.1125,28.65,0.96375,10.15625,1.19
KAT_TEE_2,4/17/23,39.9875,56.0875,72.1375,36.175,2.47,20.57625,0.76
KAT_TEE_2,4/24/23,36.7625,47.7875,58.7875,36.8125,0.74875,11.55875,1.28
KAT_TEE_2,4/30/23,34.5,43.425,52.3375,35.5875,0.4225,6.4475,0.36
KAT_TEE_2,5/8/23,36.3875,45.175,53.8,39.2625,0.26375,6.65125,1.33
KAT_TEE_2,5/15/23,40.3125,54.75,69.1875,39.6625,0.78375,16.74125,0.08
KAT_TEE_2,5/22/23,37.2375,50.975,64.7,37.3,0.82,13.61625,0.72
KAT_TEE_2,5/31/23,43.6625,59,74.2625,42.125,1.365,20.465,0
KAT_TEE_2,6/5/23,49.9125,65.0875,80.2125,47.15,1.7875,25.02375,0
KAT_TEE_2,6/12/23,44.6,56.3375,68.05,44,0.64375,15.46875,0.12
LET_NOB,4/17/23,46.9625,60.05,73.125,39.0375,3.3575,20.4475,0.34
LET_NOB,4/24/23,38.3625,49.1625,59.9625,38.1,0.73875,11.8475,0.68
LET_NOB,5/1/23,36.1125,44.725,53.325,37.775,0.345,6.1125,0.84
LET_NOB,5/8/23,37.9,46.6375,55.375,40.8,0.23375,6.9025,1.22
LET_NOB,5/16/23,44.625,56.45,68.25,38.2125,2.42625,16.4925,0
LET_NOB,6/1/23,46.875,60.6875,74.5,43.975,1.78125,19.86,0
LET_TAB,4/17/23,45.65,59.35,73.0625,37.2375,3.48375,21.09,0.6
LET_TAB,4/24/23,37.925,48.9,59.925,37.2125,0.865,12.39,0.96
LET_TAB,5/1/23,35.4125,44.125,52.8375,36.3375,0.475,6.28625,0.59
LET_TAB,5/8/23,37.2875,46.1375,54.9625,39.75,0.3475,6.9775,1.34
LET_TAB,5/16/23,43.275,55.7875,68.375,37.4625,2.1975,16.7875,0
LET_TAB,5/23/23,41.6,53.775,65.9875,38.725,1.56875,14.21625,0.68
LET_TAB,6/1/23,46.0625,60.5,74.8875,42.975,1.91,20.81125,0
LET_TAB,6/6/23,51.95,65.125,78.3,47.4875,2.29375,23.34125,0
MIL_CHA,4/10/23,30.9375,41.175,51.425,27.7,0.68625,7.5925,1.89
MIL_CHA,4/18/23,43.95,58.3125,72.6625,41.225,1.58625,19.57125,0.38
MIL_CHA,4/27/23,36.5625,46.3,56.05,36.4875,0.68125,9.43875,1.71
MIL_CHA,5/4/23,38.7875,45.5375,52.325,38.925,0.42375,5.46625,2.53
MIL_CHA,5/11/23,38.875,49.575,60.275,38.6625,0.53125,10.79125,0.39
MIL_CHA,5/18/23,39.7,53.375,67.025,36.5125,1.35375,16.2775,0
MIL_CHA,5/26/23,43.9375,55.9375,67.9625,43.2875,1.51375,13.365,0.26
MIL_MCC,4/10/23,29.8125,40.725,51.6,27.1625,0.59625,7.72375,0.74
MIL_MCC,4/18/23,42.575,57.4,72.2125,40.6375,1.28875,19.2875,0.36
MIL_MCC,4/27/23,35.7125,45.8125,55.9,36.2,0.5525,9.3675,1.51
MIL_MCC,5/4/23,38.0125,45.025,52.0625,38.525,0.34625,5.47875,2.58
MIL_MCC,5/11/23,37.65,48.7625,59.85,37.95,0.41625,10.6975,0.51
MIL_MCC,5/18/23,38.1375,52.3875,66.5875,35.6875,1.07875,16.14375,0
MIL_MCC,5/26/23,42.4125,54.9125,67.4125,42.6,1.255,13.12375,0.2
MIL_YOD,4/10/23,30.175,40.8,51.4,26.7125,0.69125,7.7775,1.57
MIL_YOD,4/18/23,43.2125,57.8125,72.3875,40.2125,1.605,19.66125,0.38
MIL_YOD,4/27/23,35.725,45.8,55.9125,35.8125,0.62625,9.615,1.56
MIL_YOD,5/4/23,37.7125,44.9125,52.125,38.05,0.375,5.69875,2.62
MIL_YOD,5/11/23,37.825,48.8125,59.7875,37.45,0.57125,10.84,0.41
MIL_YOD,5/18/23,38.55,52.5625,66.5625,35.1625,1.32375,16.31875,0
MIL_YOD,5/26/23,42.25,54.9125,67.6,42.075,1.345,13.56,0.25
POV_DUN,3/13/23,21.7125,27.45,33.175,22.7625,0.39625,2.33125,0.88
POV_DUN,3/21/23,22.0875,30.225,38.3375,20.2875,0.51875,4.31,2.08
POV_DUN,3/28/23,29.175,39.6375,50.1,26.8875,0.74125,7.53625,0.76
POV_DUN,4/4/23,26.0625,37.5875,49.1125,26.2375,0.48875,7.97625,0.95
POV_DUN,4/11/23,32.5375,44.6625,56.7875,30.3125,0.77875,9.855,0.85
POV_DUN,4/18/23,43.675,58.1625,72.625,40.25,1.7325,19.825,0.7
POV_DUN,4/25/23,37.175,47.3,57.4375,36.2875,0.86,10.62125,0.73
POV_DUN,5/2/23,36.95,44.7,52.475,37.5625,0.40625,5.785,2.73
POV_DUN,5/9/23,37.5875,47.1875,56.825,38.375,0.45125,8.945,0.53
POV_DUN,5/16/23,38.925,52.9875,67.0875,37.5875,0.82125,15.69625,0
POV_DUN,5/23/23,39.5625,52.85,66.1125,38.325,1.275,14.28125,0.16
POV_DUN,5/30/23,41.6875,56.8875,72.1125,42.0625,1.14125,18.13125,0
POV_DUN,6/6/23,49.825,64.4375,79.0875,47.15,1.66375,24.03125,0.06
SEA_HOO,4/21/23,44.0625,55.5875,67.15,41.0125,1.59,16.2425,0.28
SEA_HOO,4/28/23,38.75,48.8875,59.05,38.85,0.55875,10.58625,1.03
SEA_HOO,5/5/23,39.9125,46.625,53.3375,41.1875,0.3325,4.89125,1.93
SEA_HOO,5/17/23,45.925,58.1125,70.3,38.2125,3.12125,18.3825,0
SEA_HOO,5/24/23,45.325,56.5875,67.85,41.9,2.11375,14.77875,0.6
SEA_HOO,5/31/23,47.725,60.9875,74.2625,43.9125,2.425,19.72875,0.01
SMI_CAN,4/12/23,30.15,42.7,55.2625,27.7,0.7525,9.5375,0.47
SMI_CAN,4/17/23,39.65,55.3875,71.1625,37.4875,1.03875,19.17,0.19
SMI_CAN,4/24/23,37.125,47.65,58.1625,38.0375,0.6025,9.8775,1.51
SMI_CAN,5/1/23,34.55,42.9375,51.35,36.3625,0.255,5.63375,2.09
SMI_CAN,5/9/23,36.8875,46.3375,55.7875,37.9875,0.31625,8.3675,0.77
SMI_CAN,5/15/23,37.275,52.1,66.9,36.85,0.57,15.77875,0.09
SMI_CAN,5/22/23,36.0375,49.6125,63.2,35.5875,0.8425,12.72,0.09
SMI_CAN,5/31/23,40.7,56.875,73.075,41.1125,0.92375,19.34625,0.02
SMI_COB,4/12/23,32.125,44.5375,56.925,27.5125,0.9875,10.44125,0.4
SMI_COB,4/17/23,41.725,57.3375,72.9,38.075,1.3075,20.6975,0.19
SMI_COB,4/24/23,39.0625,49.15,59.2375,39.4125,0.65375,9.74875,1.95
SMI_COB,5/1/23,36.125,44.725,53.3125,37.5,0.27875,6.3975,1.81
SMI_COB,5/9/23,38.6625,48.3875,58.1125,39.075,0.38875,9.54375,0.66
SMI_COB,5/15/23,40.0625,54.9875,69.9375,37.8125,0.90625,18.15,0.07
SMI_COB,5/23/23,40.825,53.55,66.275,38.65,1.17875,14.05625,0.02
SMI_COB,5/30/23,42.2125,58.225,74.2375,42.8,0.93625,19.6025,0.16
SMI_CRO,4/12/23,32.925,45.1875,57.4375,28.5375,1.01375,10.6025,0.91
SMI_CRO,4/17/23,42.9625,58.375,73.75,38.675,1.56625,21.46,0.17
SMI_CRO,4/24/23,39.675,49.8625,60.05,39.5875,0.72125,10.61625,1.84
SMI_CRO,5/1/23,36.5625,45.3375,54.1,37.7375,0.31375,6.84125,1.84
SMI_CRO,5/9/23,39.1875,49.0375,58.8875,39.425,0.43125,9.89875,0.97
SMI_CRO,5/15/23,40.825,55.575,70.3125,38.4625,0.96875,18.41125,0.09
SMI_CRO,5/24/23,42.325,55.0375,67.725,40.7875,1.26125,14.705,0.07
SMI_CRO,5/30/23,43.15,58.95,74.725,42.975,1.16125,20.1625,0.01
SMI_DOU,4/12/23,33.1,44.525,55.925,28.7,1.13875,9.82875,1.11
SMI_DOU,4/17/23,43.2875,58.325,73.35,38.75,1.87625,21.05,0.11
SMI_DOU,4/24/23,39.675,49.5875,59.4875,39.2875,0.8425,10.5925,2.35
SMI_DOU,5/1/23,35.9375,44.6625,53.4,37.3375,0.325,6.5225,2.16
SMI_DOU,5/9/23,39.5125,49.275,59.0625,39.6125,0.45875,9.9125,0.69
SMI_DOU,5/15/23,40.95,55.6625,70.375,38.7,0.95625,18.35,0.07
SMI_DOU,5/23/23,41.55,54.2875,67.0375,38.9375,1.36875,14.70125,0.14
SMI_DOU,5/30/23,43.55,59.05,74.5375,42.75,1.36375,20.23,0.01
SMI_DUR,4/13/23,38.1625,49.4125,60.6625,31.625,2.28375,12.55875,1.45
SMI_DUR,4/18/23,48.1125,61.85,75.6375,41.8875,2.9,22.37,0.49
SMI_DUR,4/25/23,39.15,48.7,58.275,37.1875,1.03375,11.19,1.25
SMI_DUR,5/2/23,39.4,47.125,54.85,38.1375,0.80375,7.15625,2.47
SMI_DUR,5/8/23,41.1625,49.375,57.5625,41.175,0.64125,8.33875,2.5
SMI_DUR,5/15/23,44.9,57.175,69.45,39.6875,2.23625,17.60125,0.12
SMI_DUR,5/22/23,43.55,55.2375,66.9125,38.2625,2.32875,15.43875,0.25
SMI_DUR,5/31/23,48.2375,61.75,75.325,43.55,2.8325,21.1975,0.11
SMI_HOF,4/13/23,33.3875,47.1625,60.8875,29.9375,1.23125,12.74625,0.17
SMI_HOF,4/18/23,43.0625,58.6,74.125,40.7625,1.4375,21.02125,0.51
SMI_HOF,4/25/23,36.8625,47.9125,58.9625,36.7375,0.61625,11.26625,1.39
SMI_HOF,5/2/23,36.725,45.35,53.9875,37.6125,0.32125,6.68875,3.97
SMI_HOF,5/8/23,38.6875,48.025,57.35,39.9125,0.385,8.51875,3.7
SMI_HOF,5/15/23,39.0875,54.3875,69.6875,38.65,0.76375,17.6675,0.16
SMI_HOF,5/22/23,37.7375,51.85,65.975,36.8125,1.015,14.71,0.05
SMI_HOF,5/31/23,42.825,59.45,76.0625,42.25,1.27875,22.07875,0
SMI_HOL,4/12/23,35.575,46.6,57.6125,27.975,1.52875,11.05625,1.02
SMI_HOL,4/17/23,47.2,61.4125,75.6,38.8125,2.94625,23.435,0.07
SMI_HOL,4/24/23,42.15,51.5375,60.9375,40.2875,0.96875,10.77875,1.91
SMI_HOL,5/1/23,38.525,47.425,56.3125,38.2125,0.41625,8.23375,1.6
SMI_HOL,5/9/23,41.325,51.2875,61.2625,40.3,0.6025,11.26625,0.62
SMI_HOL,5/15/23,43.475,57.975,72.5,38.725,1.53625,20.44125,0.03
SMI_HOL,5/23/23,44.2125,56.2375,68.2625,39.7125,1.73625,15.42125,0.05
SMI_HOL,5/30/23,45.0125,60.525,76.0375,43.975,1.43125,21.19625,0.02
SMI_JOH,4/12/23,34.8375,45.7875,56.75,30.5,1.255,9.90375,1.45
SMI_JOH,4/18/23,45.4,59.625,73.8875,41.55,1.94,20.7125,0.37
SMI_JOH,4/25/23,38.325,47.5875,56.8375,37.075,0.85,9.93125,1.53
SMI_JOH,5/1/23,37.7875,45.5875,53.3875,37.5875,0.525,6.35375,2.39
SMI_JOH,5/8/23,40.25,48.4625,56.7,40.7875,0.4625,7.80375,2.17
SMI_JOH,5/15/23,42.3875,55.4625,68.5375,39.0625,1.42125,16.7775,0.1
SMI_JOH,5/22/23,41.425,53.4625,65.525,37.6375,1.755,14.1975,0.2
SMI_JOH,5/31/23,46.05,60.425,74.825,43.025,2.05125,20.69625,0.07
SMI_JOH_2,4/12/23,35.275,46.1375,57.025,30.6875,1.3925,10.07625,1.36
SMI_JOH_2,4/18/23,46.2375,60.4875,74.725,41.65,2.22375,21.58625,0.37
SMI_JOH_2,4/25/23,38.5375,47.975,57.4,37.0375,0.89625,10.41375,1.42
SMI_JOH_2,5/2/23,38.325,46.15,53.9875,37.7625,0.595,6.81,2.4
SMI_JOH_2,5/8/23,40.5875,48.825,57.0625,40.9125,0.5125,8.02125,2.18
SMI_JOH_2,5/15/23,43.1,56.0375,68.9625,39.2625,1.64125,17.12625,0.12
SMI_JOH_2,5/22/23,42.125,54.125,66.1625,37.875,1.90875,14.74,0.22
SMI_JOH_2,5/31/23,46.7375,60.8875,75.025,43.1875,2.2875,20.90875,0.11
SMI_KEL,4/12/23,34.15,45.9125,57.6875,28.7625,1.2125,10.73625,0.56
SMI_KEL,4/17/23,44.5375,59.5375,74.5625,38.8875,2.04,22.19875,0.05
SMI_KEL,4/24/23,40.8375,50.7125,60.5625,39.7375,0.87125,11.03,2.1
SMI_KEL,5/1/23,37.3,46.0375,54.775,37.8375,0.36625,7.25375,2.26
