record_id,collection_date,min_temp_f_1_week,ave_temp_f_1_week,max_temp_f_1_week,rain_inches_1_week
DIP_PAT,5/16/23,43.7875,56.625,69.4875,0
DIP_PAT,5/23/23,43.2,55.65,68.0625,0.32
DIP_PAT,5/30/23,44.8875,58.825,72.75,0.03
DIP_PAT,6/6/23,53.425,67.075,80.725,0
GAB_ALL,4/10/23,34.3625,44.475,54.575,0.46
GAB_ALL,4/17/23,48.5,62.6875,76.9,0.08
GAB_ALL,4/24/23,45.1,53.625,62.1875,1.97
GAB_ALL,5/1/23,39.775,49.1125,58.425,2.17
GAB_ALL,5/8/23,43.9125,53.0375,62.1625,1.56
GAB_ALL,5/15/23,45.2125,59.8125,74.425,0
GAB_ALL,5/22/23,45.325,56.9625,68.6,0.3
GAB_ALL,5/26/23,46.4625,58.85,71.2,0.49
GAB_STE,3/28/23,29.3,40.7625,52.2125,0.5
GAB_STE,4/3/23,26.6,39.0125,51.4125,0.96
GAB_STE,4/10/23,32.325,42.975,53.6375,0.57
GAB_STE,4/17/23,47.025,61.65,76.2875,0.02
GAB_STE,4/24/23,43.3625,52.6125,61.8375,1.64
GAB_STE,5/1/23,38.225,48,57.7375,2.4
GAB_STE,5/8/23,42.0125,51.8875,61.7625,2.23
GAB_STE,5/15/23,41.975,57.9625,74,0.07
GAB_STE,5/22/23,42.475,55.225,68.0125,0.25
GAB_STE,5/26/23,43.9375,57.5,71.05,0.37
KAT_BAR,4/10/23,29.6875,44.2625,58.85,0.28
KAT_BAR,4/17/23,40.9875,58.7125,76.425,0.22
KAT_BAR,4/24/23,38.35,51.65,64.9375,1.15
KAT_BAR,4/30/23,36.225,46.45,56.6875,1.31
KAT_BAR,5/15/23,39.7875,56.25,72.7,0.25
KAT_BAR,5/22/23,37.9125,53.3875,68.8625,0.17
KAT_BAR,5/31/23,41.975,59.5875,77.1875,0
KAT_BAR,6/5/23,49.225,66.3875,83.5375,0
KAT_BAR,6/12/23,46.3375,58.7375,71.1125,0.35
KAT_HAB,4/10/23,33.125,45.125,57.125,1.69
KAT_HAB,4/17/23,46.2625,59.575,72.8625,0.64
KAT_HAB,4/25/23,37.2,46.5375,55.8625,0.89
KAT_HAB,4/30/23,37.8125,46.8375,55.8625,0.54
KAT_HAB,5/8/23,39.25,48.175,57.05,1.35
KAT_HAB,5/15/23,45.1,58.5,71.9125,0.14
KAT_HAB,5/22/23,41.2375,53.925,66.575,0.71
KAT_HAB,5/31/23,47.0625,62.1625,77.2375,0
KAT_HAB,6/5/23,54.0875,68.6125,83.1125,0
KAT_HAB,6/12/23,49.475,60.425,71.4,0.23
KAT_HAB_2,4/10/23,32.075,43.95,55.8625,1.8
KAT_HAB_2,4/17/23,43.875,58.1,72.3125,0.68
KAT_HAB_2,4/25/23,36.2875,45.7125,55.15,0.82
KAT_HAB_2,4/30/23,36.175,45.4125,54.6375,0.58
KAT_HAB_2,5/8/23,37.7875,46.8375,55.825,1.53
KAT_HAB_2,5/15/23,43.25,56.9125,70.5625,0.13
KAT_HAB_2,5/22/23,39.65,52.5375,65.4125,0.77
KAT_HAB_2,5/31/23,45.9375,60.85,75.725,0
KAT_HAB_2,6/5/23,53.05,67.35,81.65,0
KAT_HAB_2,6/12/23,48.05,59.0125,69.975,0.23
KAT_JEF,4/10/23,31.7,44.05,56.3875,0.83
KAT_JEF,4/17/23,41.275,57.2125,73.2,1.06
KAT_JEF,4/24/23,37.3,48.4875,59.6625,2.02
KAT_JEF,4/30/23,34.9,43.95,52.975,0.58
KAT_JEF,5/15/23,41.4,55.8875,70.3625,0.13
KAT_JEF,5/22/23,38.0625,51.8125,65.6,0.59
KAT_JEF,5/31/23,44.2125,59.8125,75.45,0
KAT_JEF,6/5/23,50.7,66.15,81.6125,0
KAT_JEF,6/12/23,45.3375,57.4625,69.5375,0.24
KAT_JEF_2,4/10/23,31.7,44.05,56.3875,0.83
KAT_JEF_2,4/17/23,41.275,57.2125,73.2,1.06
KAT_JEF_2,4/24/23,37.3,48.4875,59.6625,2.02
KAT_JEF_2,4/30/23,34.9,43.95,52.975,0.58
KAT_JEF_2,5/15/23,41.4,55.8875,70.3625,0.13
KAT_JEF_2,5/22/23,38.0625,51.8125,65.6,0.59
KAT_JEF_2,5/31/23,44.2125,59.8125,75.45,0
KAT_JEF_2,6/5/23,50.7,66.15,81.6125,0
KAT_JEF_2,6/12/23,45.3375,57.4625,69.5375,0.24
KAT_SAU,4/10/23,30.95,43.9875,57.0125,0.26
KAT_SAU,4/17/23,40.975,57.3,73.6375,0.25
KAT_SAU,4/24/23,37.5,49.1875,60.8625,0.57
KAT_SAU,4/30/23,35.3625,44.1625,52.9625,0.59
KAT_SAU,5/8/23,36.575,45.2875,54.0125,1.29
KAT_SAU,5/15/23,41.375,55.425,69.475,0.03
KAT_SAU,5/22/23,38.3125,52.125,65.9625,0.32
KAT_SAU,5/31/23,42.9,58.675,74.475,0
KAT_SAU,6/5/23,49.2125,64.675,80.15,0
KAT_SAU,6/12/23,45.075,56.5125,67.9625,0.05
KAT_SAU_2,4/10/23,30.95,43.9875,57.0125,0.26
KAT_SAU_2,4/17/23,40.975,57.3,73.6375,0.25
KAT_SAU_2,4/24/23,37.5,49.1875,60.8625,0.57
KAT_SAU_2,4/30/23,35.3625,44.1625,52.9625,0.59
KAT_SAU_2,5/8/23,36.575,45.2875,54.0125,1.29
KAT_SAU_2,5/15/23,41.375,55.425,69.475,0.03
KAT_SAU_2,5/22/23,38.3125,52.125,65.9625,0.32
KAT_SAU_2,5/31/23,42.9,58.675,74.475,0
KAT_SAU_2,6/5/23,49.2125,64.675,80.15,0
KAT_SAU_2,6/12/23,45.075,56.5125,67.9625,0.05
KAT_TEE,4/10/23,31.0875,43.3625,55.625,1.14
KAT_TEE,4/17/23,39.775,56.2625,72.7125,0.7
KAT_TEE,4/24/23,36.725,48,59.3125,1.21
KAT_TEE,4/30/23,34.4,43.6,52.775,0.38
KAT_TEE,5/8/23,36.2,45.2,54.175,1.34
KAT_TEE,5/15/23,39.8875,54.7875,69.65,0.08
KAT_TEE,5/22/23,36.8875,51.025,65.1375,0.71
KAT_TEE,5/31/23,43.4125,59.0875,74.7625,0
KAT_TEE,6/5/23,49.7,65.225,80.75,0
KAT_TEE,6/12/23,44.425,56.475,68.5375,0.12
KAT_TEE_2,4/10/23,31.0875,43.3625,55.625,1.14
KAT_TEE_2,4/17/23,39.775,56.2625,72.7125,0.7
KAT_TEE_2,4/24/23,36.725,48,59.3125,1.21
KAT_TEE_2,4/30/23,34.4,43.6,52.775,0.38
KAT_TEE_2,5/8/23,36.2,45.2,54.175,1.34
KAT_TEE_2,5/15/23,39.8875,54.7875,69.65,0.08
KAT_TEE_2,5/22/23,36.8875,51.025,65.1375,0.71
KAT_TEE_2,5/31/23,43.4125,59.0875,74.7625,0
KAT_TEE_2,6/5/23,49.7,65.225,80.75,0
KAT_TEE_2,6/12/23,44.425,56.475,68.5375,0.12
LET_NOB,4/17/23,46.9875,59.9625,72.925,0.33
LET_NOB,4/24/23,38.125,48.9625,59.7625,0.66
LET_NOB,5/1/23,36.0375,44.6125,53.15,0.84
LET_NOB,5/8/23,37.8125,46.525,55.2375,1.23
LET_NOB,5/16/23,44.9125,56.5125,68.0875,0
LET_NOB,6/1/23,47.1,60.7,74.275,0
LET_TAB,4/17/23,46.3625,60.1625,73.9625,0.52
LET_TAB,4/24/23,38.5,49.675,60.85,0.88
LET_TAB,5/1/23,35.7,44.675,53.6375,0.58
LET_TAB,5/8/23,37.55,46.6125,55.7125,1.28
LET_TAB,5/16/23,43.4875,56.3375,69.2125,0
LET_TAB,5/23/23,41.9625,54.4,66.8625,0.68
LET_TAB,6/1/23,46.25,61.0125,75.7625,0
LET_TAB,6/6/23,52.05,65.675,79.2625,0
MIL_CHA,4/10/23,30.85,41.05,51.2375,1.93
MIL_CHA,4/18/23,43.925,58.2125,72.5125,0.39
MIL_CHA,4/27/23,36.5125,46.2125,55.875,1.74
MIL_CHA,5/4/23,38.7375,45.4625,52.175,2.54
MIL_CHA,5/11/23,38.85,49.4875,60.15,0.38
MIL_CHA,5/18/23,39.6875,53.2875,66.8875,0
MIL_CHA,5/26/23,43.875,55.85,67.825,0.27
MIL_MCC,4/10/23,30.025,41.0125,52.0125,0.67
MIL_MCC,4/18/23,42.6,57.6375,72.625,0.36
MIL_MCC,4/27/23,35.8625,46.0875,56.3,1.54
MIL_MCC,5/4/23,38.1,45.2375,52.3875,2.56
MIL_MCC,5/11/23,37.6875,48.95,60.2,0.49
MIL_MCC,5/18/23,38.2375,52.5875,66.9125,0
MIL_MCC,5/26/23,42.5375,55.1375,67.775,0.2
MIL_YOD,4/10/23,29.9125,40.525,51.175,1.58
MIL_YOD,4/18/23,42.975,57.6,72.2125,0.38
MIL_YOD,4/27/23,35.4625,45.575,55.7,1.56
MIL_YOD,5/4/23,37.4125,44.65,51.9,2.62
MIL_YOD,5/11/23,37.55,48.5625,59.575,0.4
MIL_YOD,5/18/23,38.225,52.2625,66.35,0
MIL_YOD,5/26/23,41.8375,54.6,67.3375,0.26
POV_DUN,3/13/23,21.85,27.7125,33.575,0.88
POV_DUN,3/21/23,22.15,30.4125,38.725,2.1
POV_DUN,3/28/23,29.2875,39.8125,50.3625,0.79
POV_DUN,4/4/23,26.025,37.7,49.35,0.92
POV_DUN,4/11/23,32.5,44.775,57.075,0.77
POV_DUN,4/18/23,43.675,58.3125,72.95,0.65
POV_DUN,4/25/23,37.0625,47.425,57.725,0.8
POV_DUN,5/2/23,36.8375,44.7875,52.7125,2.76
POV_DUN,5/9/23,37.475,47.2875,57.0875,0.54
POV_DUN,5/16/23,38.8125,53.0875,67.35,0
POV_DUN,5/23/23,39.425,52.8875,66.325,0.16
POV_DUN,5/30/23,41.6125,56.9625,72.325,0
POV_DUN,6/6/23,49.7875,64.5625,79.35,0.06
SEA_HOO,4/21/23,43.9875,55.5375,67.1125,0.28
SEA_HOO,4/28/23,38.7,48.875,59.0375,1.01
SEA_HOO,5/5/23,39.8625,46.55,53.275,1.95
SEA_HOO,5/17/23,45.8875,58.075,70.2625,0
SEA_HOO,5/24/23,45.25,56.5375,67.8375,0.59
SEA_HOO,5/31/23,47.7,60.975,74.25,0.01
SMI_CAN,4/12/23,30.175,42.7875,55.3875,0.47
SMI_CAN,4/17/23,39.5875,55.4625,71.3,0.19
SMI_CAN,4/24/23,37.1625,47.75,58.275,1.52
SMI_CAN,5/1/23,34.55,43.025,51.5,2.09
SMI_CAN,5/9/23,36.8125,46.3875,55.9375,0.76
SMI_CAN,5/15/23,37.1125,52.0625,67.0375,0.09
SMI_CAN,5/22/23,35.9,49.5875,63.325,0.09
SMI_CAN,5/31/23,40.4875,56.875,73.225,0.02
SMI_COB,4/12/23,32.3125,44.75,57.2,0.4
SMI_COB,4/17/23,41.9875,57.6,73.225,0.19
SMI_COB,4/24/23,39.2625,49.3875,59.5125,1.95
SMI_COB,5/1/23,36.275,44.9375,53.6125,1.8
SMI_COB,5/9/23,38.825,48.625,58.425,0.63
SMI_COB,5/15/23,40.25,55.2125,70.2125,0.07
SMI_COB,5/23/23,41.025,53.7875,66.5625,0.02
SMI_COB,5/30/23,42.3375,58.45,74.525,0.16
SMI_CRO,4/12/23,33.05,45.3,57.55,0.96
SMI_CRO,4/17/23,43.0625,58.4875,73.9,0.17
SMI_CRO,4/24/23,39.8,49.975,60.15,1.84
SMI_CRO,5/1/23,36.6625,45.4375,54.2375,1.83
SMI_CRO,5/9/23,39.3,49.1375,59,0.96
SMI_CRO,5/15/23,40.95,55.7125,70.4125,0.09
SMI_CRO,5/24/23,42.475,55.15,67.825,0.07
SMI_CRO,5/30/23,43.275,59.0625,74.825,0.02
SMI_DOU,4/12/23,33.5875,44.9875,56.375,0.98
SMI_DOU,4/17/23,43.775,58.8125,73.825,0.11
SMI_DOU,4/24/23,40.15,50.0125,59.8625,2.42
SMI_DOU,5/1/23,36.35,45.075,53.7875,2.19
SMI_DOU,5/9/23,39.9875,49.775,59.5375,0.67
SMI_DOU,5/15/23,41.3875,56.15,70.9,0.07
SMI_DOU,5/23/23,42.125,54.7875,67.475,0.12
SMI_DOU,5/30/23,44.0375,59.55,75.05,0.01
SMI_DUR,4/13/23,37.9875,49.425,60.9,1.35
SMI_DUR,4/18/23,47.9625,61.9625,76.025,0.51
SMI_DUR,4/25/23,39.0375,48.7875,58.525,1.3
SMI_DUR,5/2/23,39.3375,47.225,55.1375,2.51
SMI_DUR,5/8/23,41.1625,49.55,57.9375,2.46
SMI_DUR,5/15/23,44.85,57.35,69.8375,0.11
SMI_DUR,5/22/23,43.6,55.4125,67.2375,0.25
SMI_DUR,5/31/23,48.175,61.925,75.675,0.12
SMI_HOF,4/13/23,33.3625,47.2,61.075,0.15
SMI_HOF,4/18/23,43.0375,58.7125,74.4,0.46
SMI_HOF,4/25/23,36.825,48.0125,59.2,1.39
SMI_HOF,5/2/23,36.6875,45.4625,54.2125,4.06
SMI_HOF,5/8/23,38.6375,48.1,57.55,3.79
SMI_HOF,5/15/23,39.025,54.45,69.875,0.15
SMI_HOF,5/22/23,37.6625,51.9,66.125,0.05
SMI_HOF,5/31/23,42.7625,59.5,76.2625,0
SMI_HOL,4/12/23,36.5,47.3125,58.1125,1.09
SMI_HOL,4/17/23,48.3875,62.3625,76.35,0.05
SMI_HOL,4/24/23,43.0875,52.2875,61.475,1.91
SMI_HOL,5/1/23,39.2125,48.1125,57.0125,1.59
SMI_HOL,5/9/23,42.15,52.025,61.9125,0.6
SMI_HOL,5/15/23,44.4625,58.8,73.1875,0.02
SMI_HOL,5/23/23,45.25,57.05,68.7875,0.05
SMI_HOL,5/30/23,45.8375,61.2375,76.65,0.02
SMI_JOH,4/12/23,34.875,45.8375,56.8125,1.44
SMI_JOH,4/18/23,45.4125,59.6625,73.9125,0.37
SMI_JOH,4/25/23,38.3625,47.6125,56.8875,1.53
SMI_JOH,5/1/23,37.8375,45.625,53.4125,2.38
SMI_JOH,5/8/23,40.275,48.5,56.7125,2.16
SMI_JOH,5/15/23,42.4125,55.4625,68.55,0.1
SMI_JOH,5/22/23,41.4625,53.5,65.5375,0.2
SMI_JOH,5/31/23,46.05,60.45,74.85,0.07
SMI_JOH_2,4/12/23,35.7375,46.575,57.4125,1.26
SMI_JOH_2,4/18/23,46.8125,61.1,75.3875,0.38
SMI_JOH_2,4/25/23,39.075,48.4625,57.875,1.38
SMI_JOH_2,5/2/23,38.7625,46.65,54.5375,2.39
SMI_JOH_2,5/8/23,41.025,49.325,57.6125,2.17
SMI_JOH_2,5/15/23,43.5125,56.55,69.5625,0.12
SMI_JOH_2,5/22/23,42.775,54.7625,66.725,0.22
SMI_JOH_2,5/31/23,47.25,61.3875,75.5125,0.11
SMI_KEL,4/12/23,34.0625,45.8875,57.7375,0.56
SMI_KEL,4/17/23,44.4375,59.475,74.55,0.05
SMI_KEL,4/24/23,40.775,50.675,60.575,2.09
SMI_KEL,5/1/23,37.2625,46.0375,54.775,2.26
SMI_KEL,5/9/23,40.2125,50.1625,60.1125,0.54
SMI_KEL,5/15/23,42.0875,56.8375,71.55,0.07
SMI_KEL,5/24/23,43.4375,56.025,68.6375,0.08
SMI_KEL,5/30/23,44.2375,59.9125,75.6125,0
SMI_LAT,4/13/23,31.8125,46.5125,61.1875,0.27
SMI_LAT,4/18/23,41.4375,58.2875,75.1125,0.47
SMI_LAT,4/25/23,36.5,47.5625,58.575,1.35
SMI_LAT,5/2/23,36.225,45.4125,54.6125,3.14
SMI_LAT,5/8/23,38.425,48.525,58.6125,2.79
SMI_LAT,5/15/23,37.4375,54.0125,70.575,0.11
SMI_LAT,5/22/23,36.9875,51.85,66.7375,0.07
SMI_LAT,5/31/23,41.5375,59.2375,76.975,0.02
SMI_MCC,4/12/23,31.1,42.1625,53.225,1.97
SMI_MCC,4/17/23,41.3875,56.0375,70.7125,0.07
SMI_MCC,4/24/23,37.4125,47.3375,57.2625,2.3
SMI_MCC,5/1/23,34.0125,42.55,51.125,2.21
SMI_MCC,5/9/23,37.1375,46.85,56.55,0.88
SMI_MCC,5/15/23,38.75,53.2125,67.7125,0.05
SMI_MCC,5/23/23,38.825,51.725,64.65,0.19
SMI_MCC,5/30/23,41.2625,56.5625,71.8375,0.02
STA_COL,4/12/23,36.825,47.2375,57.6875,0.65
STA_COL,4/20/23,46.2125,57.225,68.225,0.28
STA_COL,4/26/23,38.3625,47.175,56.0125,0.97
STA_COL,5/3/23,38.7625,46.475,54.2125,1.53
STA_COL,5/8/23,39.8625,47.95,56.025,1.21
STA_COL,5/16/23,45.4875,56.7125,67.95,0
STA_COL,5/23/23,45.025,55.025,65.0625,0.69
STA_COL,5/30/23,45.35,57.8875,70.4125,0.02
STA_COL,6/6/23,52.825,65.3125,77.8,0.02
STA_HEM,4/12/23,36.1125,46.75,57.3875,1.14
STA_HEM,4/20/23,45.475,56.9125,68.35,0.4
STA_HEM,4/26/23,38.2,47.0625,55.9,1.32
STA_HEM,5/3/23,38.35,45.7625,53.1625,1.63
STA_HEM,5/8/23,39.375,47.5,55.6625,1.49
STA_HEM,5/16/23,45.5125,56.9625,68.4,0
STA_HEM,5/23/23,43.9625,54.9875,66.0125,0.91
STA_HEM,5/31/23,46.65,59.8125,72.975,0.03
STA_HEM,6/6/23,53.775,65.925,78.0875,0
STA_HEM_2,4/12/23,36.475,46.925,57.375,1.42
STA_HEM_2,4/20/23,45.75,57.025,68.325,0.39
STA_HEM_2,4/26/23,38.2625,47.0875,55.875,1.28
STA_HEM_2,5/3/23,38.575,45.7875,52.9875,1.89
STA_HEM_2,5/8/23,39.725,47.55,55.3625,1.66
STA_HEM_2,5/16/23,45.8375,57,68.175,0
STA_HEM_2,5/23/23,44.1,55.025,65.9375,0.9
STA_HEM_2,5/31/23,47.1,60.0125,72.925,0.03
STA_HEM_2,6/6/23,54.275,66.15,78.0375,0
STA_SWE,4/12/23,34.675,45.7875,56.925,0.71
STA_SWE,4/20/23,44.225,55.6,66.975,0.8
STA_SWE,4/26/23,36.2875,45.525,54.7125,0.5
STA_SWE,5/3/23,35.9625,44.45,52.9375,1.05
STA_SWE,5/8/23,37.5625,46.0125,54.4375,1.33
STA_SWE,5/18/23,42.8,54.85,66.875,0
STA_SWE,5/26/23,43.7375,55.1875,66.6375,0.77
STA_SWE,6/1/23,47.2,60.575,73.875,0
STA_SWE,6/6/23,53.075,65.175,77.2125,0.01
STA_WIL,4/12/23,35.1375,46.5,57.9,0.87
STA_WIL,4/20/23,45.5,57.225,68.9375,0.43
STA_WIL,4/26/23,38.7625,47.6375,56.525,1.55
STA_WIL,5/3/23,38.8125,46.375,53.9625,1.51
STA_WIL,5/8/23,39.975,48.1875,56.3875,1.61
STA_WIL,5/16/23,45.975,57.4875,68.975,0
STA_WIL,5/31/23,47.4625,60.3875,73.3125,0.04
STA_WIL,6/6/23,54.0625,66.325,78.6,0
WIS_COO,4/12/23,35.2875,47.95,60.5625,0.03
WIS_COO,4/19/23,48.4,60.1125,71.8625,0.23
WIS_COO,4/28/23,38.1,48.35,58.625,1.89
WIS_COO,5/3/23,38.4875,46.525,54.6125,2.09
WIS_COO,5/10/23,39.7375,50.8125,61.9,0.73
WIS_COO,5/17/23,42.8125,57.6625,72.5125,0
WIS_COO,5/24/23,42.075,54.3625,66.65,0.76
WIS_COO,5/31/23,43.05,58.25,73.4625,0.03
WIS_COO_2,4/12/23,35.55,48.4125,61.275,0.03
WIS_COO_2,4/19/23,48.575,60.5,72.4375,0.21
WIS_COO_2,4/28/23,38.5375,48.85,59.2125,1.83
WIS_COO_2,5/3/23,38.45,46.725,55.0125,1.97
WIS_COO_2,5/10/23,39.4375,50.9625,62.5,0.67
WIS_COO_2,5/17/23,42.7625,57.925,73.1125,0
WIS_COO_2,5/24/23,42.1125,54.5625,67.05,0.76
WIS_COO_2,5/31/23,42.7875,58.1875,73.6,0.06
WIS_HIG,4/14/23,39.2375,54.4,69.6,0
WIS_HIG,4/21/23,47.4375,59.25,71.1,1.01
WIS_HIG,4/28/23,40.75,51.7125,62.6875,2.31
WIS_HIG,5/5/23,42.6625,49.6625,56.7,3.64
WIS_HIG,5/12/23,43.1,57.0375,70.9625,0.15
WIS_HIG,5/19/23,44.3625,59.425,74.5375,0
WIS_HIG,6/5/23,49.1875,64.825,80.4625,0
WIS_KEN,4/14/23,40.1,54.7625,69.4375,0
WIS_KEN,4/21/23,48.15,59.575,71.0125,1.08
WIS_KEN,4/28/23,41.625,52.125,62.6125,2.25
WIS_KEN,5/5/23,43.6,50.125,56.6625,3.09
WIS_KEN,5/12/23,43.675,57.35,71,0.13
WIS_KEN,5/19/23,45.125,59.825,74.475,0
WIS_KEN,5/26/23,45.0625,57.825,70.6125,0.57
WIS_KEN,6/2/23,47.125,63.15,79.1875,0
WIS_MEG,4/14/23,38.5625,53.8125,69.1375,0.01
WIS_MEG,4/21/23,46.8125,58.6375,70.4875,0.34
WIS_MEG,4/28/23,39.9,51.05,62.175,2.25
WIS_MEG,5/5/23,41.675,49.3,56.925,3.45
WIS_MEG,5/12/23,42.35,56.525,70.7375,0.1
WIS_MEG,5/19/23,43.3125,58.8125,74.3375,0
WIS_MEG,5/27/23,44,57.7875,71.575,0.61
WIS_MEG,6/2/23,46.4375,62.9375,79.4875,0
ZUE_REE,4/19/23,47.8125,59.8875,72.0125,0.39
ZUE_REE,4/26/23,38.575,47.5625,56.5125,1.15
ZUE_REE,5/2/23,38.375,45.95,53.475,1.94
ZUE_REE,5/17/23,45.525,57.7375,69.975,0
ZUE_REE,5/23/23,44.3,55.475,66.65,0.73
