record_id,collection_date,min_temp_f_2_week,ave_temp_f_2_week,max_temp_f_2_week,rain_inches_2_week
SMI_DUR,5/15/23,42.80666667,53.02666667,63.23333333,4.92
SMI_DUR,5/31/23,46.34666667,59.28666667,72.22666667,0.74
SMI_HOF,4/18/23,37.46,52.09333333,66.72666667,1.32
SMI_HOF,5/2/23,37.12,47.12,57.10666667,10.9
SMI_HOF,5/15/23,38.59333333,50.86,63.12666667,7.58
SMI_HOF,5/31/23,41.2,56.62666667,72.05333333,0.1
SMI_HOF,6/14/23,48.18,61.37333333,74.59333333,2.84
SMI_HOL,4/17/23,41.62666667,53.70666667,65.78,2.36
SMI_HOL,5/1/23,41.2,50.44,59.67333333,6.3
SMI_HOL,5/15/23,43.14,54.62,66.13333333,3.12
SMI_HOL,5/30/23,45.62666667,59.16666667,72.68666667,0.14
SMI_HOL,6/12/23,51.07333333,63.84666667,76.63333333,0.9
SMI_JOH,4/18/23,39.88,52.42666667,64.98666667,1.96
SMI_JOH,5/1/23,38.89333333,48.07333333,57.26,8
SMI_JOH,5/15/23,41.09333333,51.55333333,62.02666667,4.32
SMI_JOH,5/31/23,44.39333333,57.71333333,71.02666667,0.54
SMI_JOH_2,4/18/23,40.88666667,53.46666667,66.04666667,5.31
SMI_JOH_2,5/15/23,42.02666667,52.5,62.96,4.34
SMI_JOH_2,5/31/23,45.54,58.73333333,71.91333333,0.66
SMI_JOH_2,6/13/23,52.37333333,64.44,76.48,3.02
SMI_KEL,4/17/23,38.59333333,51.61333333,64.67333333,1.3
SMI_KEL,5/1/23,39.09333333,48.54666667,57.98666667,8.14
SMI_KEL,5/15/23,41.03333333,52.74,64.42,4
SMI_KEL,5/30/23,43.32666667,57.48,71.66,0.16
SMI_KEL,6/12/23,49.49333333,62.82,76.16666667,2.04
SMI_LAT,4/18/23,36.38,51.58,66.75333333,2.46
SMI_LAT,5/2/23,36.6,46.80666667,56.99333333,8.76
SMI_LAT,5/15/23,37.66666667,50.84,64.00666667,5.58
SMI_LAT,5/26/23,38.68666667,54.39333333,70.13333333,0.18
SMI_LAT,5/31/23,40.32,56.52,72.76,0.18
SMI_MCC,4/17/23,35.20666667,47.86666667,60.54666667,4.2
SMI_MCC,5/1/23,35.68666667,45.05333333,54.44,8.54
SMI_MCC,5/15/23,37.94666667,49.37333333,60.82666667,4.42
SMI_MCC,5/30/23,39.93333333,54.08666667,68.24,0.42
STA_COL,4/20/23,41.72,52.66,63.61333333,1.56
STA_COL,5/3/23,38.70666667,47.1,55.52,4.26
STA_COL,5/16/23,42.71333333,52.54666667,62.37333333,1.48
STA_COL,6/13/23,53.02,63.46,73.89333333,0.94
STA_HEM,4/20/23,40.93333333,52.21333333,63.5,3
STA_HEM,5/3/23,38.44,46.72,54.98666667,5.86
STA_HEM,5/15/23,42.06666667,51.76666667,61.48666667,2.98
STA_HEM,5/31/23,45.12,57.28,69.44666667,1.88
STA_HEM_2,4/20/23,41.26,52.36,63.47333333,3.6
STA_HEM_2,5/3/23,38.59333333,46.74666667,54.88,6.3
STA_HEM_2,5/15/23,42.39333333,51.8,61.20666667,3.32
STA_HEM_2,5/31/23,45.4,57.39333333,69.38,1.86
STA_SWE,4/20/23,39.54666667,50.93333333,62.33333333,3.02
STA_SWE,5/3/23,36.44,45.3,54.13333333,2.9
STA_SWE,5/12/23,39.67333333,49.07333333,58.45333333,3.02
STA_SWE,5/26/23,43.30666667,55.04,66.76,1.54
STA_WIL,4/20/23,40.39333333,52.23333333,64.08,2.5
STA_WIL,5/3/23,38.95333333,47.31333333,55.69333333,6.1
STA_WIL,5/15/23,42.62666667,52.4,62.15333333,1.61
STA_WIL,5/16/23,43.01333333,53.08,63.12666667,0.71
STA_WIL,6/13/23,53.92666667,64.22,74.50666667,4.74
WIS_COO,4/19/23,41.61333333,53.75333333,65.88,0.52
WIS_COO,4/27/23,42.88666667,53.67333333,64.47333333,3.9
WIS_COO,5/3/23,38.27333333,47.10666667,55.96,7.4
WIS_COO,5/17/23,41.72,54.58,67.44666667,1.46
WIS_COO,5/31/23,42.42666667,56.21333333,70.01333333,1.58
WIS_COO_2,4/19/23,41.86,54.18666667,66.52,0.48
WIS_COO_2,4/27/23,43.26,54.17333333,65.12,3.72
WIS_COO_2,5/3/23,38.58666667,47.55333333,56.54,7.08
WIS_COO_2,5/17/23,41.57333333,54.8,68.05333333,1.34
WIS_COO_2,5/31/23,42.34666667,56.31333333,70.30666667,1.64
WIS_HIG,4/21/23,42.7,55.84,69.02,2.02
WIS_HIG,5/5/23,41.97333333,50.86,59.76666667,11.64
WIS_HIG,5/19/23,43.30666667,57.72666667,72.16666667,0.3
WIS_KEN,4/21/23,43.51333333,56.2,68.9,1.08
WIS_KEN,5/5/23,42.89333333,51.3,59.7,10.54
WIS_KEN,5/19/23,43.98,58.08666667,72.16,0.26
WIS_KEN,5/31/23,44.67333333,58.99333333,73.32,0.57
WIS_KEN,6/2/23,46.48666667,60.96,75.45333333,0.57
WIS_MEG,4/21/23,42.00666667,55.21333333,68.46666667,0.7
WIS_MEG,5/5/23,41.02666667,50.33333333,59.63333333,11.04
WIS_MEG,5/17/23,43.34666667,57.25333333,71.18666667,1.08
WIS_MEG,6/2/23,45.52,60.56,75.62,0.61
ZUE_REE,4/26/23,43.73333333,54.70666667,65.68666667,1.54
ZUE_REE,5/9/23,39.30666667,47.48666667,55.63333333,4.98
ZUE_REE,5/25/23,45.55333333,57.23333333,68.92,1.52
