Site_ID,Corn,Open Water,Sweet Corn,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grass/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Barley,Broccoli,Greens,Plums,Squash,Dbl Crop WinWht/Corn,Dbl Crop Triticale/Corn,Pumpkins,Spring Wheat,Winter Wheat,Blueberries,Cabbage,Dbl Crop WinWht/Soybeans,Rye,Oats,Millet,Speltz,Alfalfa,Othe rHay/Non Alfalfa,Buckwheat,Sorghum,Sugarbeets,Dry Beans,Potatoes,Other Crops,Misc Vegs & Fruits,Onions,Soybeans,Peas,Tomatoes,Hops,Herbs,Clover/Wildflowers,Sod/Grass Seed,Sunflower,Fallow/Idle Cropland,Cherries,Peaches,Apples,Grapes,Christmas Trees,Pears,Total,Ag,Ag_Prop,Nat,Nat_Prop,Semi_Nat,Semi_Nat_Prop,Dev,Dev_Prop,Other,Other_Prop
GAB_ELL,3664,33,4,113,371,146,44,17,3452,411,552,23,1910,393,25,2,0,5,0,0,0,0,0,0,3,2,3,1,0,0,6,29,0,0,872,1100,0,8,0,0,0,1,1,0,625,0,0,0,0,29,1,1,11,0,0,3,2,0,0,15863,5262,0.331715312,4873,0.307192839,1910,0.120405976,691,0.043560487,33,0.002080313
GAB_OOM,1004,1186,5,1200,1286,638,82,37,3916,156,467,25,2400,800,97,1,0,2,0,0,0,0,0,0,1,0,5,0,0,0,2,5,0,0,261,268,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,1,3,0,0,1,0,0,0,15862,1301,0.082019922,5498,0.34661455,2400,0.151305006,3243,0.204450889,1186,0.07476989
GAB_HER,1346,41,1,734,1320,714,96,29,3470,348,1554,41,2367,838,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,296,505,0,0,0,0,0,0,0,0,17,0,0,0,0,2,1,0,5,0,0,1,0,0,0,15865,1677,0.105704381,6406,0.40378191,2367,0.149196344,2893,0.182351087,41,0.002584305
GAB_DEL,1211,10,69,453,575,337,37,18,3098,763,4273,16,1327,417,15,0,0,1,0,0,0,0,0,0,7,0,5,0,0,0,74,4,0,0,360,477,0,7,0,0,0,0,0,0,286,0,0,0,0,0,9,0,9,0,0,3,3,0,0,15864,2039,0.128530005,8600,0.542107917,1327,0.083648512,1420,0.089510842,10,0.000630358
GAB_ALL,331,1421,1,1095,1122,928,337,30,2822,154,2724,23,1187,1242,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,129,161,0,1,0,0,0,0,0,0,101,0,0,0,0,1,6,0,3,0,0,0,0,0,0,15866,575,0.036241019,7037,0.443527039,1187,0.074814068,3512,0.221353838,1421,0.089562587
SEA_HOO_1,3385,20,7,662,204,65,9,2,1483,44,184,0,1018,238,15,3,0,1,0,0,0,0,0,0,2,0,1781,0,5,0,4,15,0,1,2035,442,1,0,2,34,3,1,0,0,1624,0,0,0,0,400,3,0,17,0,0,3,152,2,0,15867,9464,0.596458058,1966,0.12390496,1018,0.064158316,942,0.059368501,20,0.001260478
ZUE_REE,1284,4199,8,361,312,72,5,3,1872,11,170,4,948,222,20,0,0,0,0,0,0,0,0,0,1,0,744,1,160,0,1,63,0,99,511,161,0,0,0,5,0,0,0,1,2233,1,0,0,0,10,0,0,32,2,0,255,96,1,0,15868,5476,0.345097051,2302,0.145071843,948,0.059742879,753,0.047453995,4199,0.26462062
ZUE_PED,3976,22,21,618,306,80,27,11,2395,9,184,2,1381,1246,14,5,0,0,0,26,0,0,0,0,0,0,613,1,41,0,11,2,0,3,1405,139,0,0,0,9,1,0,0,1,1125,0,0,18,1,13,0,0,90,0,0,26,38,1,3,15864,7340,0.462682804,3861,0.243381241,1381,0.087052446,1042,0.065683308,22,0.001386788
MUL_LET,3407,0,3,513,453,82,4,8,2103,4,178,8,1953,472,15,0,0,0,0,0,0,1,0,5,0,0,1536,0,1,0,1,3,0,0,2615,204,0,0,2,4,0,0,0,1,246,5,0,0,0,2,0,0,23,1,0,1,6,3,0,15863,7843,0.49442098,2788,0.175754901,1953,0.123116687,1060,0.066822165,0,0
POW_LET,2365,11,0,569,596,50,4,4,3796,159,1078,5,1665,90,6,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,1162,502,0,0,0,33,122,0,0,0,954,0,0,0,0,4,0,0,645,0,0,0,5,1,0,15860,4680,0.295081967,5138,0.323959647,1665,0.104981084,1223,0.077112232,11,0.000693569
PAN_LET,2905,18,0,848,393,122,32,6,3616,271,1479,6,851,302,57,1,1,0,0,0,0,0,0,3,0,0,100,0,2,0,0,3,0,0,2615,136,1,0,0,10,5,0,0,3,49,0,0,0,0,1,0,0,12,0,3,2,0,3,0,15856,5707,0.359926842,5737,0.36181887,851,0.053670535,1401,0.088357719,18,0.001135217
WIS_BRU,479,368,15,561,191,61,5,5,5433,264,1495,3,1995,1917,36,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,3,36,0,0,117,629,0,3,0,0,0,0,1,1,13,0,0,0,0,1,3,0,203,0,0,12,0,0,0,15862,696,0.043878452,9153,0.577039465,1995,0.125772286,823,0.051885008,368,0.023200101
WIS_WAL,1590,128,264,818,390,96,11,6,5300,442,1733,3,1384,1019,25,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,256,0,0,0,127,228,0,0,0,0,0,0,0,1,12,0,0,0,0,1,2,0,20,0,0,6,0,0,0,15865,2262,0.142578002,8528,0.537535455,1384,0.087236054,1321,0.083265049,128,0.008068074
EPN_TRIAL,104,223,8,2047,1094,581,176,3,4813,133,678,1,1203,2170,38,0,0,0,0,0,0,0,0,0,3,0,20,2,0,0,3,0,0,0,81,320,0,1,0,0,0,0,1,3,28,0,1,0,0,4,5,0,114,0,0,8,0,0,1,15867,273,0.017205521,7836,0.493855171,1203,0.075817735,3901,0.245856179,223,0.014054327
WIS_COO_2,1268,94,2,308,263,51,11,2,4686,90,255,9,3733,559,18,0,0,7,0,0,0,0,0,0,2,0,259,0,0,0,3,11,0,0,745,774,0,0,0,0,0,0,0,0,565,0,0,0,0,4,0,1,129,0,0,17,0,0,1,15867,2885,0.181823911,5619,0.354131216,3733,0.235268167,635,0.040020168,94,0.005924245
WIS_KEN,73,3172,6,821,1011,918,559,22,3907,9,77,11,1854,364,219,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,20,46,0,1,0,0,0,0,42,0,12,0,1,0,0,1,1,1,71,0,2,634,0,0,2,15867,806,0.050797252,4609,0.290477091,1854,0.116846285,3331,0.209932564,3172,0.199911767
WIS_COO_1,1060,41,2,304,372,106,27,7,6417,142,217,16,2492,1120,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,497,444,0,0,0,0,0,0,2,1,281,0,0,0,0,1,0,0,283,0,0,5,0,0,0,15859,1854,0.116905227,7936,0.500409862,2492,0.15713475,816,0.051453433,41,0.002585283
SMI_HOL,2600,571,0,449,227,81,20,42,1675,445,1983,5,1151,859,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1238,1796,0,0,0,3,0,0,0,0,678,0,0,0,0,1,0,0,3,0,0,6,0,0,0,15866,4528,0.285390142,5040,0.317660406,1151,0.072545065,819,0.051619816,571,0.035988907
SMI_KEL,2932,218,0,362,318,209,12,1,1706,247,337,4,2123,149,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,782,2704,0,0,0,2,0,0,0,0,1754,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15873,5476,0.344988345,2448,0.154224154,2123,0.133749134,902,0.056826057,218,0.013734014
SMI_DOU,845,309,0,982,769,898,261,3,3789,102,192,4,2180,189,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,669,2474,0,0,0,1,0,0,0,0,160,0,0,0,0,0,0,0,4,0,0,16,0,0,0,15867,1697,0.106951535,4293,0.270561543,2180,0.137392072,2913,0.18358858,309,0.019474381
SMI_DUR,1489,194,4,873,350,132,15,35,4065,252,137,66,2746,1962,47,5,0,0,0,0,0,0,0,0,0,0,29,1,0,0,3,6,0,0,638,514,0,1,0,2,0,0,2,0,194,0,0,0,0,2,0,0,57,0,0,13,1,30,0,15865,2420,0.152537031,6564,0.413740939,2746,0.173085408,1405,0.088559723,194,0.012228175
SMI_JOH_1,2018,9,1,741,319,97,8,2,3499,231,418,10,3456,326,4,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,2,0,0,0,1362,974,0,0,0,12,0,0,0,0,346,0,0,0,0,2,0,0,7,0,0,0,2,2,0,15871,3770,0.237540168,4490,0.282905929,3456,0.217755655,1167,0.073530338,9,0.000567072
SMI_JOH_2,985,135,3,1067,1104,624,330,27,3783,301,241,28,2316,632,23,2,0,0,0,0,0,0,0,0,1,0,398,1,0,0,1,2,2,0,956,352,0,2,0,14,0,0,0,0,513,0,0,0,0,0,0,0,18,0,0,0,1,0,0,15862,2881,0.181629051,5035,0.317425293,2316,0.14600933,3152,0.198713907,135,0.008510907
SMI_MCC,2254,12,0,442,168,30,4,0,3753,60,106,4,3189,228,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,100,0,0,594,2639,1,0,0,1,0,0,0,0,262,0,0,0,0,0,0,0,14,0,0,0,0,0,0,15866,3214,0.202571537,4154,0.261817723,3189,0.20099584,644,0.040589941,12,0.000756334
SMI_CAN,1774,45,0,447,234,92,17,16,3264,173,357,8,2294,1208,45,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,2275,1530,0,0,0,1,0,0,0,0,75,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15867,4134,0.260540745,5071,0.319594126,2294,0.144576795,806,0.050797252,45,0.002836075
SMI_HOF,1600,327,0,558,172,32,4,79,4987,234,2307,6,2360,302,46,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,75,0,0,404,274,0,2,0,3,0,0,0,0,85,0,0,0,0,1,0,0,4,0,0,0,0,0,0,15866,2174,0.137022564,7961,0.50176478,2360,0.148745746,845,0.05325854,327,0.02061011
SMI_CRO,1807,24,0,421,241,64,6,1,1819,126,428,5,2963,306,6,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,99,182,0,0,469,4046,0,0,0,3,0,0,0,0,821,0,0,0,0,2,0,0,1,0,0,0,0,0,0,15868,3411,0.214960928,2691,0.169586589,2963,0.186728006,733,0.046193597,24,0.001512478
DEG_MCM_W7,2375,9,11,475,180,32,3,2,6020,130,663,15,1496,99,4,0,0,0,0,0,0,1,0,0,0,3,8,0,0,0,4,14,0,0,1440,696,0,0,0,1,1,0,0,0,163,0,0,0,0,15,0,0,6,0,0,1,0,0,0,15867,4037,0.254427428,6933,0.436944602,1496,0.094283734,692,0.043612529,9,0.000567215
DEG_DIE_SH,1554,3,1,437,121,37,1,4,7018,247,1373,17,1821,68,8,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,2,0,0,118,664,1,3,0,3,0,0,0,0,303,0,0,0,0,6,0,0,4,0,0,0,0,0,1,15865,2042,0.128710999,8735,0.550583044,1821,0.114780964,600,0.037819099,3,0.000189095
DEG_EVA_PGREEN,802,55,2,581,387,135,40,18,5575,361,712,13,3416,122,16,1,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,2,0,0,680,821,0,2,0,1,0,0,0,0,108,0,0,0,0,2,0,0,6,0,0,0,0,1,0,15870,1612,0.101575299,6817,0.429552615,3416,0.215248897,1161,0.0731569,55,0.003465658
DEG_DIE_100,1505,29,7,497,493,176,53,143,4623,388,762,23,2996,541,38,21,0,1,0,0,0,0,0,0,0,1,55,1,0,1,18,16,0,0,513,584,0,0,0,6,0,2,0,0,341,0,0,0,0,8,0,0,17,0,0,1,1,4,0,15865,2502,0.157705641,6518,0.410841475,2996,0.188843366,1362,0.085849354,29,0.001827923
DEG_STR_1,649,39,0,374,52,16,3,2,8512,192,604,8,1183,128,10,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,3,0,0,461,1547,0,2,0,0,0,0,0,0,60,0,0,0,0,11,0,0,2,0,0,2,1,0,0,15867,1195,0.075313544,9456,0.595953867,1183,0.074557257,447,0.028171677,39,0.002457932
DEG_DIE_ERSWC,1881,24,9,640,289,79,24,15,5486,227,456,17,2528,320,16,0,0,3,0,0,0,0,0,0,0,0,12,2,0,0,1,16,0,0,457,1053,0,0,0,4,0,0,0,0,293,0,0,0,0,5,0,0,6,0,0,2,3,1,0,15869,2689,0.169449871,6537,0.41193522,2528,0.159304304,1047,0.065977692,24,0.001512383
DEG_HAI_ACROSSROAD,1655,24,1,496,377,93,9,4,2870,211,648,14,3684,796,86,5,0,0,0,0,0,0,0,0,0,0,20,2,0,0,26,16,0,0,1145,1344,0,0,0,1,0,0,0,0,324,0,0,0,0,5,0,0,3,0,0,1,1,2,1,15864,3205,0.202029753,4629,0.291792738,3684,0.232223903,979,0.061712052,24,0.001512859
DEG_MCM_CH,2002,25,1,1325,1331,458,73,17,2758,50,127,11,3201,246,9,3,0,1,0,0,0,0,0,0,1,0,112,3,0,0,1,4,0,0,1120,922,0,1,0,3,0,0,0,0,47,0,0,0,0,2,0,0,8,0,0,0,0,3,3,15868,3307,0.208406857,3218,0.202798084,3201,0.201726746,3204,0.201915805,25,0.001575498
GORHAM,4244,1,43,711,335,92,17,2,2448,2,150,4,1461,913,6,21,0,0,0,0,0,0,0,0,0,0,226,0,3,0,3,8,0,0,1699,268,0,1,0,82,0,0,0,3,1022,0,0,1,0,39,0,0,11,0,0,5,40,1,0,15862,7441,0.469108561,3525,0.222229227,1461,0.092106922,1157,0.072941621,1,6.30E-05
WICKHAM,3740,25,10,532,277,74,23,16,2725,4,103,3,1158,925,13,0,0,0,0,25,0,1,0,0,0,28,363,0,446,0,4,50,0,0,874,138,0,0,0,9,45,0,0,0,1891,0,0,4,0,8,0,0,305,0,0,4,35,2,4,15864,7543,0.475479072,3789,0.238842663,1158,0.072995461,922,0.058119012,25,0.001575895
ONE_OAK_1,2701,2,0,520,233,100,23,13,1371,628,89,19,2507,2497,63,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,4,3,0,0,790,2189,0,0,0,1,0,0,0,0,52,0,0,0,1,1,0,0,65,0,0,0,0,0,0,15878,3559,0.224146618,4680,0.294747449,2507,0.157891422,889,0.055989419,2,0.00012596
ONE_ADO_1,986,19,1,1415,137,75,24,43,5652,889,151,29,1494,1303,35,6,0,5,0,0,0,0,0,0,0,0,3,0,0,0,1,11,0,0,470,1015,0,1,0,1,0,0,0,0,37,0,0,0,2,2,0,0,66,0,0,0,1,0,0,15874,1527,0.096195036,8102,0.510394356,1494,0.094116165,1694,0.106715384,19,0.001196926
ONE_AKI_1,1993,18,0,360,102,29,6,9,2030,777,43,29,1429,4966,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1058,439,0,23,0,0,0,0,0,0,186,0,0,0,0,0,0,0,233,0,0,0,0,0,0,15872,3277,0.206464214,7979,0.502709173,1429,0.090032762,506,0.03188004,18,0.001134073
ONE_MCK_1,1288,1431,0,1203,617,311,67,15,2542,884,109,67,1994,2015,108,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,832,309,0,4,0,1,0,0,0,0,46,0,0,0,1,4,0,0,23,0,0,1,0,1,0,15880,2185,0.137594458,5740,0.361460957,1994,0.125566751,2213,0.139357683,1431,0.09011335
ONE_ORT_1,287,820,0,908,714,458,323,11,5352,99,81,40,1845,2617,78,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,1,1,1,0,86,102,0,8,0,1,0,0,0,0,14,0,0,0,0,0,0,0,24,0,0,0,0,0,0,15878,406,0.025569971,8278,0.521350296,1845,0.116198514,2414,0.152034261,820,0.051643784
ONE_STA_1,4538,8,0,523,240,121,71,16,3632,260,161,24,1067,1495,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,969,682,5,1,0,2,0,0,0,0,10,0,0,0,2,1,0,0,15,0,0,0,0,0,0,15875,5532,0.348472441,5616,0.35376378,1067,0.067212598,971,0.061165354,8,0.000503937
ONE_HUN_1,583,12,0,842,51,19,2,1,7274,592,165,21,2654,841,34,14,0,2,0,0,0,0,0,0,0,0,3,0,0,0,43,0,0,0,305,284,0,2,0,0,0,0,0,0,40,0,0,0,0,1,0,0,90,0,0,0,0,0,0,15875,993,0.062551181,8928,0.562393701,2654,0.167181102,915,0.057637795,12,0.000755906
ONE_CHA_1,1700,9,0,255,137,46,3,2,2019,985,54,20,4138,3013,22,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,20,0,0,690,600,0,26,0,0,0,0,0,1,28,0,0,0,0,1,0,0,93,0,0,0,0,0,0,15868,2472,0.155785228,6115,0.385366776,4138,0.260776405,443,0.027917822,9,0.000567179
PED1,3370,138,6,644,209,48,10,23,1480,4,102,1,1141,856,22,5,0,2,0,0,0,0,0,1,0,0,880,0,301,0,103,10,0,7,1623,348,0,0,0,27,1,0,0,2,2315,2,0,0,0,7,0,0,109,0,0,43,23,2,0,15865,8730,0.550267885,2488,0.156823196,1141,0.071919319,934,0.05887173,138,0.008698393
PED2,3186,133,6,612,198,48,10,22,1611,1,77,1,1099,1147,20,5,0,2,0,0,0,0,0,1,0,0,844,0,284,0,103,10,0,7,1416,365,0,0,0,27,1,0,0,2,2443,2,0,0,0,7,0,0,111,0,0,41,22,2,0,15866,8411,0.530127316,2879,0.181457204,1099,0.069267616,890,0.056094794,133,0.008382705
PED3,3819,21,21,607,284,72,27,10,2384,9,172,2,1371,1491,14,5,0,0,0,26,0,1,0,0,0,0,556,1,33,0,11,2,0,3,1285,136,0,0,0,9,1,0,0,1,1218,0,0,18,1,13,0,0,190,0,0,7,41,1,3,15866,7076,0.445985125,4082,0.257279718,1371,0.086411194,1000,0.063027858,21,0.001323585
GAT1,2217,16,3,508,259,121,53,33,1587,6,113,2,1781,1372,21,8,0,0,0,0,0,0,1,0,0,0,879,0,353,0,85,6,0,6,2268,369,0,3,0,164,4,0,0,2,1408,2,0,0,0,18,0,2,123,0,0,23,47,7,2,15872,7508,0.473034274,3134,0.197454637,1781,0.112210181,974,0.061365927,16,0.001008065
GAT2,2919,12,7,599,445,205,45,7,1438,7,138,6,2703,871,11,12,0,0,0,0,0,0,1,1,0,0,138,0,3,0,0,5,0,0,1572,461,0,2,0,8,4,0,0,0,1798,0,0,0,0,20,0,0,61,0,0,278,86,6,2,15871,6862,0.43236091,2478,0.156133829,2703,0.170310629,1301,0.081973411,12,0.000756096
GAT3,2063,20,3,531,300,125,52,31,1549,6,102,3,1973,1352,17,8,0,0,0,0,0,0,1,0,0,0,830,0,340,0,76,6,0,6,2256,398,0,3,0,164,3,0,0,2,1424,2,0,0,0,21,0,2,104,0,0,33,55,8,2,15871,7308,0.460462479,3060,0.192804486,1973,0.124314788,1039,0.065465314,20,0.00126016
MUS1,2593,19,327,259,378,83,35,11,2188,41,164,13,1362,362,13,5,0,2,29,0,0,1,0,23,5,0,196,1,0,0,8,10,0,0,2599,445,0,0,0,2,0,2,0,1,2677,0,0,0,0,1,0,3,4,0,0,1,6,0,0,15869,8492,0.535131388,2792,0.175940513,1362,0.085827714,766,0.048270212,19,0.001197303
MUS2,2636,19,359,254,375,87,39,12,2186,40,159,13,1340,356,13,5,0,2,29,0,0,0,0,23,5,0,201,1,0,0,8,10,0,0,2620,431,0,0,0,2,0,2,0,1,2616,0,0,0,0,0,0,3,4,0,0,1,7,0,0,15859,8531,0.53792799,2779,0.17523173,1340,0.084494609,767,0.048363705,19,0.001198058
WES,356,50,0,1326,1158,476,193,2,3902,106,1548,38,3224,113,21,1,0,7,0,0,0,0,0,2,1,222,22,0,0,0,0,6,0,0,131,295,38,0,0,5,0,0,0,0,586,0,0,0,0,23,0,0,5,0,0,0,2,1,0,15860,1403,0.088461538,5730,0.361286255,3224,0.203278689,3155,0.198928121,50,0.003152585
FRE1,1785,58,18,585,549,141,11,149,2467,281,767,29,2624,1096,38,5,0,0,0,0,0,0,0,0,0,2,16,2,0,0,4,25,0,0,1541,1372,0,0,0,18,0,1,0,0,239,0,0,0,0,23,0,0,7,0,0,0,6,1,1,15861,3687,0.23245697,4827,0.304331379,2624,0.165437236,1435,0.090473488,58,0.003656768
FRE2,1019,66,16,676,758,191,17,174,2361,255,792,30,3192,1336,65,6,0,0,0,0,0,0,0,0,0,3,18,2,0,0,4,28,0,0,1200,1380,0,0,0,20,0,1,0,0,210,0,0,0,0,24,0,0,11,0,0,0,5,1,2,15863,2559,0.161318792,5013,0.316018408,3192,0.201222972,1816,0.114480237,66,0.004160625
MUD,866,38,0,751,234,35,3,12,4089,208,1893,25,3513,211,10,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,56,0,0,351,661,0,1,0,0,0,0,0,0,398,0,0,0,0,5,0,0,0,0,0,2,488,5,0,15867,2184,0.137644167,6448,0.406378017,3513,0.221402912,1035,0.065229722,38,0.002394908
REM1,2274,9,16,564,353,68,7,1,2888,26,283,40,3330,260,11,20,0,1,0,0,0,3,0,0,0,4,814,0,5,0,8,297,0,0,693,705,0,12,0,2,0,0,0,0,1111,0,0,0,0,23,0,0,22,0,0,0,15,1,0,15866,5299,0.333984621,3509,0.221164755,3330,0.209882768,993,0.062586663,9,0.000567251
REM2,2248,10,20,971,488,115,10,1,2695,39,371,35,3009,235,11,20,0,1,0,0,0,3,0,0,0,1,871,0,5,0,12,273,0,0,607,564,1,11,0,2,0,1,0,0,1168,0,0,0,0,21,0,0,20,0,0,1,15,1,0,15856,5282,0.333123108,3387,0.21360999,3009,0.189770434,1585,0.099962159,10,0.000630676
