,Name,Corn,Sorghum,Soybeans,Sunflower,Sweet Corn,Barley,Spring Wheat,Winter Wheat,Rye,Oats,Millet,Speltz,Alfalfa,Other Hay/Non Alfalfa,Buckwheat,Sugarbeets,Dry Beans,Potatoes,Other Crops,Misc Vegs & Fruits,Onions,Cucumbers,Peas,Hops,Clover/Wildflowers,Sod/Grass Seed,Fallow/Idle Cropland,Cherries,Peaches,Apples,Grapes,Christmas Trees,Pears,Open Water,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grassland/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Greens,Squash,Dbl Crop Oats/Corn,Dbl Crop Triticale/Corn,Pumpkins,Blueberries,Cabbage,Total,Ag,Nat,Semi_Nat,Dev,Other,Ag_Prop,Nat_Prop,Semi_Nat_Prop,Dev_Prop,Other_Prop,Corn_Prop,Soybean_Prop,Wheat_Prop,Forest_Prop,Buffer
10,SMI_HOL,643,0,2,0,0,0,0,0,0,0,0,0,388,2651,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,7,0,0,0,0,243,33,2,5,0,986,72,672,0,148,99,0,0,0,0,0,0,0,0,0,0,6463,1040,1829,148,283,0,0.16091598328949405,0.2829955129196967,0.022899582237351074,0.04378771468358347,0.0,0.09948940120686987,0.00030945381401825775,0.0,0.267677549125793,1000
11,DIP_PAT,2424,0,290,0,4,0,0,306,1,0,0,0,1696,48,0,0,2,0,0,0,0,0,0,0,0,0,223,0,0,0,1,0,0,2,230,43,0,0,1,828,1,9,14,119,199,23,0,0,0,0,0,0,0,2,0,6466,4726,1075,119,274,2,0.7309000927930714,0.16625425301577482,0.01840395917104856,0.04237550262913702,0.0003093102381688834,0.37488400866068666,0.04484998453448809,0.04732446643983916,0.12960098979276213,1000
12,MIL_YOD,993,0,818,0,0,2,2,1,0,0,0,0,945,218,0,0,14,0,0,0,0,0,0,0,1,2,193,0,0,0,0,2,0,0,226,22,4,0,3,1958,0,3,30,1017,8,16,0,0,0,0,0,0,0,0,0,6478,2780,2018,1017,255,0,0.4291447977770917,0.31151589996912626,0.15699289904291447,0.039364001234949056,0.0,0.15328805186786046,0.1262735412164248,0.00015436863229391788,0.302716887928373,1000
13,MIL_CHA,2556,0,297,0,0,1,0,151,0,0,0,0,1387,103,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,332,9,2,0,2,1089,2,22,8,445,17,0,0,0,0,0,0,0,0,0,0,6493,4393,1140,445,345,0,0.676574772832281,0.17557369474819035,0.06853534575696904,0.05313414446326813,0.0,0.39365470506699524,0.0457415678422917,0.023255813953488372,0.17141537039889113,1000
14,MIL_MCC,2439,0,296,0,0,0,0,84,0,9,0,0,367,233,0,0,6,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0,2,207,25,0,0,0,1610,76,75,15,553,425,20,0,0,0,0,0,0,0,0,0,6471,3204,2221,553,232,2,0.4951321279554937,0.34322361304280635,0.08545819811466543,0.03585226394683975,0.0003090712409210323,0.3769123783031989,0.04574254365631278,0.012980992118683357,0.2721372276309689,1000
15,KAT_SAU,496,13,53,0,0,14,0,0,0,9,2,0,118,1343,0,0,196,0,0,0,0,0,0,0,5,0,124,0,0,0,0,0,0,2,395,20,2,0,2,2331,168,621,13,353,10,0,0,0,0,0,0,0,0,0,0,6290,906,3145,353,419,2,0.1440381558028617,0.5,0.056120826709062,0.06661367249602544,0.0003179650238473768,0.07885532591414944,0.008426073131955486,0.0,0.4960254372019078,1000
16,KAT_SAU_2,664,42,14,1,0,76,0,4,11,72,0,0,289,2208,0,0,4,0,0,0,0,0,0,0,33,0,79,0,0,0,0,0,0,6,466,27,2,0,3,1476,66,228,13,496,7,4,0,0,0,0,0,0,0,0,0,6291,1210,1797,496,498,6,0.1923382610077889,0.28564616118264186,0.07884279128914322,0.07916070577014783,0.0009537434430138292,0.10554760769353044,0.0022254013670322684,0.0006358289620092195,0.28135431568907965,1000
17,KAT_TEE,782,0,62,0,0,0,0,0,0,0,0,0,380,961,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,2,0,0,15,292,61,3,0,1,2468,55,504,0,468,214,24,0,0,0,0,0,0,0,0,0,6347,1226,3266,468,357,15,0.19316212383803372,0.5145738144005042,0.07373562312903734,0.05624704584843233,0.002363321254135812,0.12320781471561368,0.00976839451709469,0.0,0.4769182290846069,1000
18,KAT_TEE_2,469,0,3,0,0,0,2,8,0,0,0,0,178,321,0,0,16,99,0,0,0,0,0,0,0,0,206,0,0,2,0,0,0,0,96,0,0,0,0,3293,472,1032,2,144,4,5,1,0,0,0,0,0,1,0,0,6354,779,4808,144,96,0,0.12259993704752911,0.7566887000314763,0.0226628895184136,0.015108593012275733,0.0,0.0738117721120554,0.00047214353163361664,0.0012590494176896443,0.7549575070821529,1000
19,KAT_HAB_2,1066,0,178,0,0,0,0,2,0,3,0,0,266,1814,0,0,14,4,0,0,0,0,0,0,0,0,267,0,0,20,0,0,0,0,267,22,0,0,8,1511,279,405,0,222,25,16,2,0,0,0,0,0,0,0,0,6391,1555,2244,222,297,0,0.24331090596150837,0.35111876075731496,0.03473634798936004,0.04647160068846816,0.0,0.16679705836332342,0.027851666405883272,0.00031294007197621654,0.34345172899389764,1000
20,KAT_HAB,1354,0,444,0,1,2,0,0,0,0,0,0,25,930,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,8,66,0,0,0,1000,20,0,0,1,1189,111,671,5,425,30,27,0,0,0,0,0,0,0,0,0,6377,1901,2034,425,1021,0,0.2981025560608437,0.3189587580366944,0.06664575819350792,0.1601066332131096,0.0,0.2123255449270817,0.06962521561862944,0.0,0.30907950446918614,1000
21,KAT_BAR,767,1,138,0,1,3,0,7,2,9,0,0,151,366,0,0,114,0,0,0,0,0,0,0,5,0,61,0,0,1,25,11,0,243,321,168,127,10,37,1817,110,1154,19,423,140,61,0,0,0,0,0,0,0,0,0,6292,1235,3338,423,663,243,0.1962809917355372,0.5305149396058487,0.06722822631913541,0.10537190082644628,0.03862047043865226,0.12190082644628099,0.021932612841703752,0.0011125238397965672,0.4896694214876033,1000
22,SMI_LAT,1682,0,17,0,4,0,0,5,0,205,0,0,1071,313,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,55,544,46,6,0,2,1543,33,157,13,457,227,8,0,0,0,0,0,0,0,0,0,6417,2997,1983,457,598,55,0.4670406732117812,0.30902290790088827,0.0712170796322269,0.0931899641577061,0.00857098332554153,0.2621162537011064,0.002649213027894655,0.0007791803023219573,0.2700638927847904,1000
23,SMI_DUR,1409,0,89,0,2,14,0,10,3,0,0,0,168,237,1,0,20,0,0,0,0,0,0,0,6,0,186,0,0,0,4,9,0,2,348,112,2,0,3,2063,102,92,101,692,796,22,0,0,0,0,0,3,0,0,0,6496,1738,3179,692,465,2,0.26754926108374383,0.489378078817734,0.10652709359605911,0.07158251231527094,0.0003078817733990148,0.2169027093596059,0.013700738916256158,0.001539408866995074,0.3474445812807882,1000
24,SMI_HOF,1393,0,41,0,6,0,0,2,3,0,0,0,143,253,0,0,0,0,0,0,0,0,0,0,5,0,53,0,0,0,0,0,0,148,274,107,4,0,27,2186,91,524,7,709,309,60,2,0,0,0,0,0,0,0,0,6347,1595,3204,709,412,148,0.2512998266897747,0.5048054198834094,0.11170631794548605,0.06491255711359697,0.02331810304080668,0.2194737671340791,0.006459744761304553,0.00031510950055144165,0.441310855522294,1000
25,SMI_JOH,1759,0,54,0,0,2,0,0,0,0,0,0,543,295,0,0,7,0,2,0,0,0,0,0,11,0,68,0,0,0,0,3,0,2,237,87,28,3,3,1821,276,307,58,753,161,6,0,0,0,0,0,0,0,0,0,6486,2381,2632,753,358,2,0.36709836571076165,0.4057971014492754,0.11609620721554116,0.05519580635214308,0.0003083564600678384,0.2711995066296639,0.008325624421831638,0.0,0.3706444650015418,1000
26,SMI_JOH_2,389,0,476,0,0,734,0,12,2,35,0,0,430,75,3,0,13,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,159,247,44,0,0,0,2599,224,92,68,354,329,23,0,0,0,0,0,0,0,0,0,6497,2094,3335,354,291,159,0.3223026012005541,0.5133138371556103,0.05448668616284439,0.04478990303216869,0.024472833615514854,0.05987378790210866,0.07326458365399414,0.0018470063106048947,0.448668616284439,1000
27,GAB_ALL,50,0,2,0,0,0,0,0,0,0,0,0,34,93,0,0,0,0,0,0,0,0,0,0,0,3,78,0,0,0,0,0,0,669,433,588,216,35,37,1517,60,1397,3,66,1168,20,0,0,0,0,0,0,0,0,0,6469,89,4202,66,1309,669,0.013757922399134334,0.6495594373164322,0.010202504251043437,0.20234966764569484,0.10341629309012212,0.007729169887154119,0.0003091667954861648,0.0,0.45973102488792705,1000
28,KAT_JEF,654,0,12,0,0,3,0,0,0,0,0,0,82,1598,0,0,0,0,2,0,0,0,0,0,0,0,72,0,0,0,2,0,0,3,268,135,13,1,16,1818,267,533,1,559,276,16,0,0,0,0,0,0,0,0,0,6331,755,2927,559,433,3,0.11925446217027326,0.4623282261885958,0.08829568788501027,0.06839361870162691,0.000473858790080556,0.10330121623756121,0.001895435160322224,0.0,0.41352077081029853,1000
29,KAT_JEF_2,829,0,8,0,0,1,0,0,0,1,0,0,77,1127,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,1,0,18,123,46,6,0,7,1552,61,293,10,445,1502,202,0,0,0,0,0,0,0,0,0,6340,918,3627,445,182,18,0.144794952681388,0.5720820189274448,0.07018927444794952,0.028706624605678233,0.0028391167192429023,0.13075709779179812,0.0012618296529968455,0.0,0.3006309148264984,1000
30,STA_WIL,639,0,26,0,0,0,0,451,0,9,0,0,1560,136,0,0,268,0,0,0,0,0,0,0,1,0,391,0,0,2,2,0,0,12,286,20,0,0,0,1618,12,83,15,486,454,13,0,0,0,0,0,0,0,0,0,6484,2958,2195,486,306,12,0.4561998766193708,0.33852560148056754,0.07495373226403455,0.04719309068476249,0.001850709438618137,0.0985502776064158,0.004009870450339297,0.06955582973473165,0.2641887723627391,1000
31,STA_HEM_2,890,0,225,0,10,0,0,454,8,33,0,0,691,133,0,0,16,0,0,0,2,0,12,2,4,0,978,0,2,12,73,0,0,17,239,118,40,22,149,664,6,83,20,547,443,32,12,0,0,0,0,0,0,1,518,6456,2965,1397,547,568,17,0.4592627013630731,0.21638785625774473,0.084727385377943,0.08798017348203221,0.0026332094175960346,0.1378562577447336,0.03485130111524164,0.07032218091697645,0.11663568773234201,1000
32,STA_HEM,1601,0,739,0,0,0,0,15,0,1,0,0,632,179,0,0,2,0,0,0,0,0,1,0,20,0,440,0,0,0,166,18,0,73,329,55,1,0,1,1017,1,103,10,704,283,23,0,0,0,47,0,0,0,0,7,6468,3249,1438,704,386,73,0.5023191094619666,0.22232529375386517,0.10884353741496598,0.059678416821273964,0.011286332714904144,0.24752628324056897,0.11425479282622139,0.002319109461966605,0.1733147804576376,1000
33,STA_SWE,677,0,96,0,0,0,0,630,0,4,0,7,1646,153,0,2,94,0,0,0,0,0,27,0,6,0,323,0,0,2,0,0,0,14,406,52,0,0,2,1454,0,103,19,302,355,48,0,0,0,18,0,0,0,0,2,6442,3211,1981,302,460,14,0.49844768705371,0.30751319466004345,0.04687985097795715,0.07140639552933871,0.002173238124805961,0.10509158646383111,0.014902204284383732,0.09779571561626824,0.24169512573734864,1000
34,STA_COL,1338,0,299,0,56,0,0,225,0,4,0,0,691,49,0,0,24,0,0,0,0,0,2,0,5,0,978,0,0,23,0,48,0,13,184,160,75,0,35,950,2,142,45,592,172,7,0,0,0,6,0,0,0,0,393,6518,3114,1353,592,454,13,0.47775391224301933,0.207579011966861,0.09082540656643143,0.06965326787358085,0.0019944768333844736,0.20527769254372508,0.0458729671678429,0.03451979134703897,0.16784289659404725,1000
35,WIS_COO_2,642,0,27,0,0,1,0,0,3,0,0,0,366,509,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,6,0,1,0,46,292,110,20,0,11,2446,36,78,9,451,1069,26,0,0,0,0,0,0,0,0,0,6248,1046,3675,451,433,46,0.1674135723431498,0.5881882202304738,0.0721830985915493,0.0693021766965429,0.00736235595390525,0.10275288092189501,0.004321382842509603,0.0,0.40973111395646605,1000
36,WIS_COO,1485,1,65,0,0,0,0,5,0,0,0,0,875,598,0,0,0,0,0,0,0,0,0,0,2,0,128,0,0,3,0,0,0,17,163,24,0,0,1,1736,11,68,3,971,90,7,1,0,0,0,0,0,0,0,0,6254,2437,1916,971,188,17,0.38967061080908216,0.30636392708666454,0.15526063319475536,0.030060761112887753,0.002718260313399424,0.2374480332587144,0.010393348257115445,0.0007994883274704189,0.29021426287176205,1000
37,LET_NOB,1995,0,75,0,2,0,0,7,0,0,0,0,2297,37,0,0,245,1,0,0,0,1,5,0,0,0,343,0,0,3,0,0,0,3,178,51,10,6,6,985,1,42,12,112,37,1,0,0,0,0,0,0,0,0,0,6455,4631,1084,112,251,3,0.717428350116189,0.16793183578621224,0.01735089078233927,0.03888458559256391,0.00046475600309837337,0.3090627420604183,0.011618900077459334,0.0010844306738962044,0.1592563903950426,1000
38,LET_TAB,1897,0,52,0,0,0,0,4,0,2,0,0,2270,32,0,0,47,45,0,0,4,0,2,0,0,0,122,0,0,0,5,0,0,12,266,16,4,0,2,1312,12,150,4,115,33,5,0,0,0,0,0,0,0,0,0,6413,4328,1518,115,288,12,0.6748791517230626,0.2367066895368782,0.017932324964915015,0.04490877904256978,0.0018711991267737408,0.2958053952908155,0.008108529549352877,0.0006237330422579137,0.22984562607204118,1000
39,WIS_HIG,41,0,7,0,0,5,0,0,4,0,0,0,16,95,0,0,0,0,0,0,0,0,0,0,0,0,185,10,16,423,0,0,0,20,489,410,296,112,26,3368,0,55,10,335,302,8,0,0,0,0,0,0,0,0,0,6233,522,3769,335,1333,20,0.08374779399967913,0.6046847424995989,0.053746189635809405,0.21386170383442965,0.0032087277394513077,0.00657789186587518,0.0011230547088079577,0.0,0.5491737526070913,1000
40,WIS_MEG,323,0,22,0,497,10,0,0,42,0,0,0,58,636,0,0,0,2,0,0,0,0,0,0,10,5,81,0,0,22,0,0,1,86,631,722,243,29,30,1842,7,54,8,696,198,28,2,0,0,0,0,0,0,0,0,6285,994,2167,696,1655,86,0.15815433571996818,0.3447891805887033,0.11073985680190931,0.26332537788385046,0.013683373110580748,0.05139220365950676,0.0035003977724741447,0.0,0.3027844073190135,1000
41,WIS_KEN,15,1,0,0,0,0,0,0,0,0,0,0,43,129,0,0,0,0,0,0,1,0,0,0,0,0,44,0,6,340,0,0,2,1507,874,431,363,86,12,1840,4,38,5,203,162,101,2,0,0,0,0,0,0,0,0,6209,410,2162,203,1766,1507,0.06603317764535352,0.3482042196811081,0.03269447576099211,0.28442583346754713,0.24271219197938476,0.002415847962634885,0.0,0.0,0.3031083910452569,1000
42,ZUE_REE,822,0,488,0,2,0,0,273,3,14,0,0,784,123,4,0,9,0,0,2,2,0,0,0,5,0,1079,1,0,3,35,0,0,978,182,122,9,0,2,891,1,62,32,357,108,29,4,0,0,6,0,0,0,0,5,6437,2462,1125,357,315,978,0.3824763088395215,0.17477085598881467,0.05546061830045052,0.048935839676868105,0.1519341308062762,0.12769923877582726,0.07581171353114805,0.042411061053285695,0.14820568587851485,1000
43,DEG_PER_STRIP,1203,0,338,0,0,11,0,33,8,19,0,0,1003,380,5,0,5,0,0,0,0,0,0,0,1,0,217,0,0,0,0,0,0,1,336,33,3,0,3,1896,83,225,16,553,21,6,8,0,0,0,6,0,0,3,0,6416,2643,2250,553,375,1,0.41193890274314215,0.3506857855361596,0.08619077306733167,0.05844763092269327,0.00015586034912718204,0.1875,0.05268079800498753,0.005143391521197007,0.34351620947630923,1000
44,DEG_FOU_WOOD,1930,0,17,0,0,0,0,2,0,0,0,0,956,865,0,0,2,0,0,0,0,0,0,0,0,0,29,0,0,0,5,4,0,2,345,22,0,0,9,1126,78,189,20,694,95,6,0,0,0,0,0,0,0,0,0,6396,2916,1523,694,376,2,0.45590994371482174,0.23811757348342713,0.108505315822389,0.058786741713570984,0.00031269543464665416,0.30175109443402126,0.0026579111944965606,0.00031269543464665416,0.2177923702313946,1000
45,DEG_DIE_HILL,1495,0,99,0,19,0,0,0,0,0,0,0,537,295,0,0,0,0,0,0,1,0,0,0,5,0,62,0,0,1,0,2,0,62,658,604,206,76,35,921,83,200,41,921,77,5,0,0,0,0,0,0,0,0,0,6405,2159,1362,921,1579,62,0.3370804059328649,0.2126463700234192,0.14379391100702577,0.24652615144418424,0.009679937548790008,0.23341139734582358,0.015456674473067917,0.0,0.18797814207650274,1000
46,DEG_DIE_SWC,1346,1,166,0,2,0,0,52,0,2,0,0,422,468,0,0,0,0,0,0,0,0,0,0,18,2,107,0,0,1,5,11,0,3,392,64,6,0,8,1749,62,158,55,1057,219,24,7,0,0,0,0,0,0,0,0,6407,2035,2275,1057,470,3,0.3176213516466365,0.3550803808334634,0.16497580771031684,0.07335726549086936,0.00046823786483533636,0.21008272202278758,0.025909161854221943,0.008116122990479164,0.3073201186202591,1000
47,DEG_YOU_BOCES,795,0,13,0,0,0,0,4,0,0,0,0,332,331,0,0,0,0,0,0,0,0,0,0,1,0,57,0,0,2,1,4,0,21,688,606,132,25,18,1320,115,253,67,1376,223,21,0,0,0,0,0,0,0,0,0,6405,1152,2017,1376,1469,21,0.17985948477751756,0.3149102263856362,0.21483216237314598,0.22935206869633099,0.003278688524590164,0.12412177985948478,0.002029664324746292,0.000624512099921936,0.263544106167057,1000
48,DEG_YOU_OSHEA,1727,0,48,0,0,0,0,0,0,0,0,0,1017,105,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,83,616,391,55,2,0,1694,84,224,25,185,126,20,0,0,0,0,0,0,0,0,0,6411,2792,2173,185,1064,83,0.43550148182810794,0.33894868195289346,0.028856652628295117,0.16596474808922165,0.012946498206208079,0.2693807518327874,0.007487131492746842,0.0,0.31227577600998285,1000
49,DEG_YOU_JONES,1397,0,45,0,3,0,0,2,0,8,0,0,1084,683,2,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,1,0,0,92,365,181,16,0,2,1238,26,109,49,870,105,8,0,1,0,0,0,0,0,0,0,6420,2543,1537,870,564,92,0.39610591900311526,0.2394080996884735,0.13551401869158877,0.08785046728971962,0.014330218068535825,0.217601246105919,0.007009345794392523,0.00031152647975077883,0.21386292834890966,1000
50,DEG_VIL,1876,1,88,0,1,7,0,21,0,157,0,0,803,364,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,5,0,2,0,207,340,194,36,0,15,1273,7,66,53,605,202,15,0,0,0,2,0,0,0,0,0,6416,2963,1631,605,585,207,0.4618142144638404,0.2542082294264339,0.09429551122194514,0.0911783042394015,0.032263092269326686,0.29239401496259354,0.01371571072319202,0.003273067331670823,0.20978802992518703,1000
51,SEA_HOO,1802,0,1059,0,26,0,0,750,45,68,0,0,471,65,5,0,10,0,0,0,0,0,3,0,176,0,573,0,0,0,71,0,0,1,283,43,5,2,1,525,3,101,9,164,131,10,3,0,0,0,0,0,0,0,1,6406,4490,780,164,334,1,0.7009054011863878,0.12176084920387137,0.025600999063378083,0.052138620043709026,0.00015610365282547612,0.28129878239150796,0.1653137683421792,0.11707773961910709,0.09818919762722447,1000
52,MIL_HUM,1718,0,393,0,0,59,0,390,0,34,0,0,1029,189,0,0,319,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,4,233,39,27,14,0,1281,4,31,38,424,65,4,0,0,0,0,0,0,0,0,0,6495,3942,1423,424,313,4,0.6069284064665127,0.2190916089299461,0.06528098537336413,0.048190916089299464,0.0006158583525789069,0.2645111624326405,0.0605080831408776,0.06004618937644342,0.20261739799846035,1000
53,ONE_TER,980,0,29,0,0,0,0,0,0,10,0,0,848,397,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,76,804,896,366,71,12,769,80,24,14,1073,337,18,0,0,0,0,0,0,0,0,0,6839,1867,1254,1073,2149,76,0.27299312765024125,0.18336014037139933,0.15689428278988157,0.3142272262026612,0.011112735780084808,0.14329580348004095,0.00424038602134815,0.0,0.1276502412633426,1000
54,ONE_ADO,1652,0,10,0,0,0,0,3,0,0,0,0,636,100,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,0,0,0,2,264,3,0,0,2,3113,220,78,8,325,386,16,5,0,0,0,0,0,0,0,0,6847,2308,3823,325,269,2,0.3370819336935884,0.5583467211917628,0.04746604352271067,0.039287279100335915,0.0002920987293705272,0.2412735504600555,0.0014604936468526361,0.00043814809405579085,0.4981743829414342,1000
55,ONE_STA,3365,0,9,0,0,0,0,0,2,2,0,0,312,168,29,0,2,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0,453,89,26,30,40,1486,58,96,19,270,367,7,0,0,3,0,0,0,0,0,0,6880,3727,2073,270,638,0,0.5417151162790698,0.3013081395348837,0.03924418604651163,0.09273255813953489,0.0,0.4890988372093023,0.001308139534883721,0.0,0.23837209302325582,1000
