,Name,Corn,Sorghum,Soybeans,Sunflower,Sweet Corn,Barley,Spring Wheat,Winter Wheat,Rye,Oats,Millet,Speltz,Alfalfa,Other Hay/Non Alfalfa,Buckwheat,Sugarbeets,Dry Beans,Potatoes,Other Crops,Misc Vegs & Fruits,Onions,Cucumbers,Peas,Hops,Clover/Wildflowers,Sod/Grass Seed,Fallow/Idle Cropland,Cherries,Peaches,Apples,Grapes,Christmas Trees,Pears,Aquaculture,Open Water,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grassland/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Greens,Strawberries,Squash,Dbl Crop WinWht/Corn,Dbl Crop Oats/Corn,Dbl Crop Triticale/Corn,Pumpkins,Blueberries,Cabbage,Turnips,Total,Ag,Nat,Semi_Nat,Dev,Other,Ag_Prop,Nat_Prop,Semi_Nat_Prop,Dev_Prop,Other_Prop,Corn_Prop,Soybean_Prop,Wheat_Prop,Forest_Prop,Total_Nat_Prop,Buffer
15,KAT_SAU,3231,46,145,1,0,101,0,11,13,134,3,2,859,10039,0,0,231,0,0,0,0,0,0,0,68,0,473,2,0,2,2,0,0,0,11,2946,423,74,8,9,23551,3383,5447,73,5213,112,8,2,0,0,0,0,0,0,0,0,0,0,0,56623,4853,32583,5213,3460,11,0.08570722144711514,0.5754375430478781,0.09206506190064108,0.06110591102555499,0.00019426734719107076,0.05706161807039542,0.002560796849336842,0.00019426734719107076,0.5718700881267329,0.6675026049485192,3000
16,KAT_SAU_2,4067,46,203,1,0,171,0,20,13,307,3,2,801,12054,0,0,333,0,0,0,0,0,0,0,127,0,425,2,0,6,2,3,0,2,9,2813,125,13,2,12,21835,2597,4431,53,6059,80,11,0,0,0,0,0,0,0,0,0,0,0,0,56628,6107,29019,6059,2965,11,0.1078441760259942,0.5124496715405806,0.10699653881472063,0.05235925690471145,0.00019425019425019425,0.07181959454686727,0.003584799039344494,0.0003531821713639895,0.5096948506039415,0.6194462103553012,3000
17,KAT_TEE,2850,0,107,0,0,0,6,8,0,1,0,0,1891,5232,0,0,24,105,0,0,0,0,0,0,6,0,704,0,0,2,4,3,0,0,64,2009,186,17,0,6,29534,3437,7108,14,3144,555,98,1,0,0,3,0,0,0,0,1,5,0,0,57125,5017,40752,3144,2218,64,0.08782494529540481,0.713382932166302,0.055037199124726474,0.03882713347921225,0.0011203501094091905,0.04989059080962801,0.0018730853391684902,0.0001400437636761488,0.701601750547046,0.7684201312910285,3000
18,KAT_TEE_2,3857,0,131,0,0,4,7,14,0,94,0,0,2122,5359,0,0,19,101,0,0,0,0,4,0,7,0,663,0,0,3,3,7,0,0,104,2063,212,24,0,18,29251,2986,7233,13,2125,584,129,1,0,0,0,0,0,0,0,1,2,0,0,57141,6377,40214,2125,2317,104,0.1116011270366287,0.7037678724558548,0.03718870863303057,0.04054881783657969,0.0018200591519224375,0.06749969374004655,0.002292574508671532,0.0002450079627587897,0.690747449292102,0.7409565810888854,3000
19,KAT_HAB_2,7209,0,816,0,2,8,0,18,0,9,0,0,1388,11944,0,0,32,19,0,0,0,0,4,0,24,0,1636,0,0,55,63,14,0,0,366,2381,156,8,3,44,14863,4935,7503,34,2798,993,190,6,0,0,3,0,0,0,0,0,0,0,0,57524,9670,28562,2798,2592,366,0.16810374800083444,0.49652319032056186,0.04864056741533968,0.04505945344551839,0.00636256171337181,0.12532160489534802,0.014185383492107642,0.0003129128711494333,0.4746019052917043,0.5451637577359015,3000
20,KAT_HAB,9780,0,1588,0,31,50,0,37,4,104,0,0,1393,6559,0,23,1287,16,0,0,0,0,1,0,37,0,1655,0,0,79,510,4,1,0,68,4716,1487,301,68,216,13673,2136,7903,57,2808,623,132,6,0,0,7,0,0,0,0,1,0,86,0,57447,15045,24740,2808,6788,68,0.2618935714658729,0.4306578237331801,0.048879837067209775,0.11816108761118944,0.0011836997580378435,0.17024387696485457,0.027642870820060228,0.0006440719271676501,0.41276306856754924,0.4795376608003899,3000
21,KAT_BAR,2216,5,237,0,1,10,0,168,13,139,0,0,1026,3286,0,0,863,30,0,0,0,0,0,0,17,0,292,0,0,1,64,11,0,0,730,2620,644,364,32,109,24808,1303,13938,58,2910,498,212,4,0,0,0,0,0,0,0,0,0,0,0,56609,4805,40926,2910,3769,730,0.0848804960341995,0.7229592467628823,0.051405253581585965,0.06657951915773111,0.012895475984384109,0.03914571887862354,0.004186613436026073,0.0029677259799678495,0.7074670105460262,0.7743645003444682,3000
22,SMI_LAT,10450,0,661,0,11,25,0,10,9,224,0,0,7545,4291,3,0,107,0,0,0,0,0,0,0,8,0,369,0,0,2,0,49,0,0,260,3552,1197,500,128,41,14693,889,1801,177,8073,2557,142,4,0,0,0,0,0,0,0,0,0,0,0,57778,19108,20300,8073,5418,260,0.3307141126380283,0.3513448025199903,0.13972446259822077,0.09377271625878363,0.00449998269237426,0.18086468898196545,0.01144034061407456,0.00017307625739901,0.3008584582366991,0.49106926511821103,3000
23,SMI_DUR,4184,1,528,0,6,27,0,343,16,2,0,0,1786,2136,4,0,26,0,0,9,0,0,0,0,8,25,1506,0,0,6,6,178,0,0,1260,3254,1020,255,33,199,21564,1150,708,937,5940,10924,418,14,0,0,0,0,0,0,3,0,0,0,0,58476,7172,35900,5940,4761,1260,0.12264860797592174,0.6139270811957043,0.10158013544018059,0.08141801764826595,0.021547301457008002,0.07155072166358849,0.009029345372460496,0.005865654285518845,0.4005403926397154,0.7155072166358849,3000
24,SMI_HOF,5167,0,190,0,8,3,0,16,3,10,0,0,1435,2903,0,0,16,0,0,0,0,0,0,0,24,0,289,0,0,0,2,0,0,0,826,2099,327,13,0,186,22001,1586,13406,77,5077,1258,226,7,0,0,0,0,0,0,0,0,0,0,0,57155,6881,38740,5077,2625,826,0.12039191671769749,0.6778059662321757,0.08882862391741755,0.04592774035517452,0.014451928965094916,0.09040328930102354,0.0033242935876126325,0.0002799405126410638,0.6472399615081795,0.7666345901495932,3000
25,SMI_JOH,7974,0,1629,0,5,20,0,291,59,261,0,0,6873,5293,1,0,22,0,4,0,3,0,0,0,12,0,642,0,0,0,0,10,0,0,37,2748,733,209,45,40,17855,732,1144,468,10212,961,68,6,0,0,0,0,0,3,8,0,0,0,0,58368,17181,21268,10212,3775,37,0.2943564967105263,0.36437774122807015,0.17495888157894737,0.06467584978070176,0.0006339089912280702,0.13661595394736842,0.027909128289473683,0.004985608552631579,0.33804481907894735,0.5393366228070176,3000
26,SMI_JOH_2,2235,1,994,0,2,1809,0,75,8,56,0,0,4739,2092,15,0,179,0,0,0,0,0,0,0,3,0,1058,0,0,0,0,0,0,0,279,4929,3440,1261,659,90,22493,907,740,691,7917,1661,141,8,0,0,0,0,0,0,0,0,0,0,0,58482,10124,26723,7917,10379,279,0.17311309462740673,0.45694401696248416,0.1353749871755412,0.17747341062207175,0.0047706986765158515,0.03821688724735816,0.01699668273998837,0.001282445880783831,0.41277658082828905,0.5923190041380253,3000
27,GAB_ALL,2915,4,28,0,0,0,0,6,15,5,0,0,1110,2073,0,0,0,0,0,0,0,0,0,0,0,40,527,0,0,2,0,0,0,0,4264,5008,5038,3449,1219,168,12753,940,11260,61,1529,5515,280,0,0,0,0,0,0,0,1,1,6,0,0,58217,4133,30977,1529,14882,4264,0.07099300891492176,0.5320954360410189,0.026263806104746035,0.2556297988560043,0.07324321074600203,0.05007128501983957,0.0004809591700018895,0.00010306267928611917,0.4286205060377553,0.5583592421457649,3000
28,KAT_JEF,4633,0,60,0,0,5,0,13,3,5,0,0,351,11007,0,0,134,0,3,0,0,0,0,0,23,0,455,0,0,1,21,1,0,0,75,1733,398,34,3,62,17144,1707,3773,34,6773,7866,629,12,0,0,0,0,0,0,0,0,0,0,0,56958,5265,31215,6773,2230,75,0.0924365321816075,0.5480353945012114,0.11891218090522841,0.03915165560588504,0.0013167597176867165,0.08134063696056744,0.0010534077741493732,0.00022823835106569753,0.397204958039257,0.6669475754064398,3000
29,KAT_JEF_2,2933,0,35,0,0,4,1,14,0,22,0,0,346,10929,0,0,9,0,0,0,0,0,0,0,2,0,423,0,0,1,19,4,0,0,77,1706,392,116,14,26,17811,1141,3669,43,4350,12191,732,2,0,0,0,0,0,0,0,0,0,0,0,57012,3392,35613,4350,2254,77,0.05949624640426577,0.6246579667438434,0.07629972637339508,0.03953553637830632,0.0013505928576440047,0.05144530975934891,0.0006139058443836385,0.0002455623377534554,0.39677611730863677,0.7009576931172385,3000
30,STA_WIL,10776,0,1803,0,4,0,0,3534,4,43,0,0,10184,1080,0,0,509,1,0,1,2,0,2,0,10,0,2573,0,0,90,62,3,0,0,101,3228,785,112,7,86,11016,68,772,137,5744,4763,89,785,0,0,0,2,0,0,0,0,0,6,0,58382,27821,16931,5744,4218,101,0.47653386317700663,0.2900037682847453,0.0983864889863314,0.07224829570758111,0.0017299852694323593,0.18457743825151587,0.030882806344421226,0.06053235586310849,0.20307629063752528,0.3883902572710767,3000
31,STA_HEM_2,8928,0,2208,0,57,3,0,1760,232,83,0,0,9184,1308,4,0,177,6,0,63,7,0,21,36,56,3,9158,0,6,135,307,13,11,0,133,2366,762,142,129,658,8617,18,630,133,4317,4212,167,227,9,0,0,36,0,0,0,0,1,1777,0,58100,25350,14435,4317,4057,133,0.43631669535283996,0.24845094664371772,0.07430292598967297,0.06982788296041308,0.0022891566265060242,0.15366609294320138,0.03800344234079174,0.030292598967297763,0.15946643717728054,0.3227538726333907,3000
32,STA_HEM,12279,0,4550,0,12,9,0,793,27,65,0,1,8803,1026,0,0,44,7,0,3,0,2,13,0,44,0,6457,0,0,110,371,27,1,0,1016,2418,486,40,4,52,9453,254,929,90,4203,3585,167,203,2,0,0,86,0,0,0,0,2,564,0,58198,28018,14530,4203,3000,1016,0.4814254785387814,0.24966493693941372,0.07221897659713392,0.051548163167119146,0.017457644592597684,0.21098663184301866,0.07818138080346404,0.01362589779717516,0.18275542114849308,0.32188391353654766,3000
33,STA_SWE,8342,0,1616,0,8,0,0,2304,1,19,0,15,10934,779,1,27,478,1,0,1,0,11,52,0,19,5,2455,0,0,31,8,5,1,0,103,2322,388,30,12,12,22006,67,1338,131,2184,1884,181,2,2,6,0,188,0,0,0,1,2,5,0,57977,24085,25619,2184,2764,103,0.41542335753833415,0.44188212567052454,0.03767011056108457,0.04767407765148248,0.0017765665695016989,0.14388464391051625,0.02787312210014316,0.03973989685564965,0.4037980578505269,0.4795522362316091,3000
34,STA_COL,3838,3,1292,0,959,0,3,2550,5,18,0,0,4533,386,0,15,573,2,0,0,5,0,359,0,11,3,5196,5,0,420,0,87,0,0,456,4482,1393,407,35,116,12750,284,2304,319,7197,7663,160,5,0,34,0,46,0,0,0,1,4,778,5,58702,15554,23596,7197,6433,456,0.2649654185547341,0.40196245443085415,0.12260229634424721,0.10958740758406868,0.007768048788797656,0.0653810773057136,0.022009471568260025,0.04343974651630268,0.26128581649688254,0.5245647507751013,3000
35,WIS_COO_2,3747,13,328,60,0,14,0,114,6,49,0,0,3088,3309,0,0,0,0,0,0,3,0,0,0,15,0,1194,0,0,54,0,1,3,0,147,2028,631,140,40,52,30271,838,1037,30,5546,3363,128,0,0,0,0,0,0,0,0,0,0,0,0,56249,7495,35719,5546,2891,147,0.13324681327668048,0.635015733613042,0.09859730839659371,0.05139646927056481,0.0026133797934185495,0.06661451759142385,0.0058312147771515934,0.002026702696936834,0.5714946043485217,0.7336130420096357,3000
36,WIS_COO,5977,14,1481,50,8,10,1,501,10,41,0,0,4965,6260,0,0,0,0,2,0,5,0,0,0,20,4,1009,0,0,46,0,0,0,0,355,1883,522,82,37,33,22338,206,839,32,7301,2057,139,6,0,0,0,0,74,0,0,0,0,0,0,56308,13215,25644,7301,2557,355,0.23469134048447823,0.4554237408538751,0.12966185977125808,0.045410954038502524,0.006304610357320451,0.10614832705832208,0.02630176884279321,0.008897492363429708,0.4152695886907722,0.5850856006251332,3000
37,LET_NOB,19711,0,5109,0,54,0,0,1681,0,134,0,0,11942,521,0,39,530,5,0,0,0,1,348,0,0,0,2661,2,0,4,0,1,0,0,37,2023,412,45,6,34,9349,5,292,68,1667,1088,46,21,0,0,0,0,0,0,255,0,0,2,0,58093,39839,10882,1667,2520,37,0.6857796980703355,0.18732033119308694,0.028695367772365,0.04337872032775033,0.0006369097825899851,0.33930077634138367,0.08794519133114144,0.028936360663074725,0.16604410169899989,0.21601569896545195,3000
38,LET_TAB,17013,0,212,0,0,0,0,9,0,11,0,0,12688,362,0,0,70,146,0,0,4,0,2,0,5,0,313,0,0,0,17,0,0,0,412,3014,475,74,22,29,15304,1320,4103,34,787,1037,222,0,0,0,0,0,0,0,0,0,0,0,0,57685,30177,22049,787,3614,412,0.5231342636733987,0.38223108260379646,0.013643061454450897,0.06265060240963856,0.0071422380168154635,0.29492935771864437,0.0036751321834098986,0.00015601976250325043,0.3593135130449857,0.39587414405824733,3000
39,WIS_HIG,73,4,20,0,2,5,0,0,9,0,0,0,66,333,0,0,0,2,0,0,0,0,0,0,1,2,949,17,20,674,0,4,0,0,6991,3428,2112,1319,370,168,31964,381,1216,63,891,4460,535,0,0,0,0,0,0,0,0,0,0,0,0,56079,899,38787,891,7397,6991,0.016030956329463792,0.6916492804793238,0.015888300433317286,0.1319032079744646,0.12466342124502934,0.0013017350523368818,0.000356639740366269,0.0,0.5984593163216178,0.7075375809126411,3000
40,WIS_MEG,1345,7,201,0,695,816,0,38,361,11,0,0,866,4414,0,0,0,2,0,0,2,0,0,0,158,23,821,11,0,180,0,0,7,0,290,4602,4424,2175,395,165,24582,342,765,74,5633,2986,131,9,0,0,0,0,0,0,0,0,0,0,0,56531,4732,29045,5633,11761,290,0.08370628504714228,0.5137888945888097,0.0996444428720525,0.20804514337266278,0.005129928711680317,0.023792255576586298,0.0035555712794749783,0.0006721975553236277,0.45442323680812297,0.6134333374608623,3000
41,WIS_KEN,303,4,68,0,30,9,0,4,0,3,0,0,198,683,0,0,0,23,0,0,1,0,0,0,2,0,1475,13,42,6928,4,3,32,0,9074,6219,3682,3173,2384,187,15513,44,252,116,2991,1743,723,8,0,0,0,0,0,0,0,1,0,0,0,55935,7676,18578,2991,15645,9074,0.13723071422186467,0.3321355144363994,0.05347278090640922,0.27969965138106734,0.16222401001162062,0.005417001877178868,0.00121569679091803,7.151157593635469e-05,0.28263162599445785,0.3856082953428086,3000
42,ZUE_REE,6619,0,3160,0,9,0,0,1308,24,81,0,3,4837,620,8,0,157,0,0,3,2,0,3,0,15,6,5300,4,0,974,383,3,0,0,21279,1307,772,59,0,15,6774,100,674,143,2354,774,126,19,0,0,0,15,0,0,0,0,0,18,0,57948,17651,8606,2354,2153,21279,0.30460067646855804,0.1485124594464002,0.04062262718299165,0.03715400013805481,0.3672085317871195,0.11422309656933803,0.05453164906467868,0.022571961068544213,0.13025471112031475,0.18913508662939185,3000
43,DEG_PER_STRIP,7552,0,1361,0,8,38,0,54,12,47,0,0,5584,4746,14,0,10,0,2,0,1,0,0,0,69,0,881,1,0,2,8,3,0,0,57,2381,232,15,0,50,25274,449,1654,325,6171,634,77,16,0,0,0,0,0,7,0,0,3,6,0,57744,14798,28463,6171,2678,57,0.25626904959822666,0.49291701302299806,0.10686824605153782,0.046377112773621505,0.000987115544472153,0.13078415073427543,0.023569548351343863,0.0009351620947630922,0.4741098642283181,0.5997852590745358,3000
44,DEG_FOU_WOOD,11991,0,523,0,17,4,0,27,1,1,0,0,8009,6721,5,0,4,0,0,0,0,0,0,0,43,0,280,1,0,2,35,18,0,0,44,2630,498,28,2,45,15228,561,1507,328,7651,1243,119,1,0,0,0,1,0,0,3,0,0,0,0,57571,20686,19031,7651,3203,44,0.35931284848274303,0.33056573622136143,0.1328967709437043,0.05563564989317538,0.0007642736794566709,0.2082819475082941,0.00908443487172361,0.0004689861214847753,0.3004290354518768,0.46346250716506576,3000
45,DEG_DIE_HILL,4181,3,773,0,57,2,0,18,11,8,0,0,2597,3516,0,0,11,0,0,0,13,0,0,0,61,0,821,0,0,10,3,14,0,0,1292,4813,5416,4128,1265,602,17499,539,1692,434,6408,1258,169,0,2,0,0,0,0,0,0,0,0,1,0,57617,7765,22193,6408,16224,1292,0.1347692521304476,0.38518145686169014,0.11121717548640159,0.28158356040751864,0.022423937379592827,0.07256538868736657,0.013416179252651128,0.0003124077963101168,0.3424336567332558,0.49639863234809173,3000
46,DEG_DIE_SWC,7453,1,537,0,11,4,0,252,1,7,0,0,3524,5507,3,0,1,0,0,1,4,0,0,0,101,4,441,0,0,12,12,23,0,0,62,2761,375,152,13,101,25953,692,1757,469,6180,1150,102,10,0,0,0,0,0,0,0,0,0,0,0,57676,11961,30224,6180,3402,62,0.20738262015396353,0.524030792704071,0.10715028781468895,0.058984673000901586,0.0010749705250017339,0.12922186004577293,0.009310631805256953,0.004369235037103822,0.49244052985643944,0.63118108051876,3000
47,DEG_YOU_BOCES,6355,1,374,0,38,2,0,16,3,9,0,0,3698,2421,0,0,0,0,0,0,5,0,0,0,88,3,584,0,0,6,13,15,0,0,148,7233,7260,4825,1381,163,13783,433,1342,360,6024,948,109,3,0,0,0,0,0,0,0,0,0,1,0,57644,10630,17138,6024,20862,148,0.18440774408438,0.2973076122406495,0.10450350426757338,0.3619110401776421,0.002567483172576504,0.11024564568732219,0.006488099368537922,0.0002775657483866491,0.2698979945874679,0.4018111165082229,3000
48,DEG_YOU_OSHEA,9135,1,354,0,6,0,0,29,3,50,0,0,5479,3142,0,0,0,0,0,0,1,0,0,0,77,2,413,0,0,5,10,28,0,0,1163,6172,4170,1357,171,226,15251,474,1408,428,6504,1509,122,3,0,0,0,0,0,0,0,0,2,0,0,57695,15185,19418,6504,12096,1163,0.26319438426206776,0.3365629603951816,0.11273073923216917,0.20965421613658028,0.020157725972787935,0.15833261114481323,0.006135713666695554,0.0005026432099835341,0.2969581419533755,0.4492936996273508,3000
49,DEG_YOU_JONES,6154,1,490,0,4,8,0,265,3,273,0,0,6204,3993,2,0,10,0,0,0,0,0,0,0,17,0,1287,0,0,7,2,2,0,0,2246,2705,1025,170,22,155,22894,1080,2044,461,4889,1215,123,5,1,0,0,2,0,0,0,0,0,0,0,57759,13450,27972,4889,4077,2246,0.23286414238473657,0.4842881628837064,0.08464481725791652,0.07058640211915027,0.03888571478038055,0.10654616596547724,0.008483526376841704,0.004588029571149085,0.4504579372911581,0.568932980141623,3000
50,DEG_VIL,6233,1,356,0,4,12,0,68,3,282,0,0,6439,3487,2,0,2,0,0,0,0,0,0,0,32,0,1169,0,0,8,3,2,0,0,2167,2423,994,159,22,154,24162,639,2206,473,4956,1205,112,1,1,0,0,2,0,0,0,0,0,0,0,57779,13451,28951,4956,3752,2167,0.23280084459751813,0.5010644005607574,0.08577510860347184,0.06493708786929507,0.037504975856279966,0.10787656414960453,0.006161408124058914,0.0011768981810000173,0.46741895844510983,0.5868395091642292,3000
