,Name,Corn,Sorghum,Soybeans,Sunflower,Sweet Corn,Barley,Spring Wheat,Winter Wheat,Rye,Oats,Millet,Speltz,Alfalfa,Other Hay/Non Alfalfa,Buckwheat,Sugarbeets,Dry Beans,Potatoes,Other Crops,Misc Vegs & Fruits,Onions,Cucumbers,Peas,Hops,Clover/Wildflowers,Sod/Grass Seed,Fallow/Idle Cropland,Cherries,Peaches,Apples,Grapes,Christmas Trees,Pears,Open Water,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grassland/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Greens,Strawberries,Squash,Dbl Crop Oats/Corn,Dbl Crop Triticale/Corn,Pumpkins,Blueberries,Cabbage,Total,Ag,Nat,Semi_Nat,Dev,Other,Ag_Prop,Nat_Prop,Semi_Nat_Prop,Dev_Prop,Other_Prop,Corn_Prop,Soybean_Prop,Wheat_Prop,Forest_Prop,Total_Nat_Prop,Buffer
10,SMI_HOL,3399,0,19,0,0,0,0,0,0,2,0,0,1278,8725,0,0,0,0,0,0,0,0,0,0,0,0,1454,0,0,17,0,0,0,636,1054,289,23,7,57,4004,358,2324,9,870,1278,42,0,0,0,0,0,0,0,8,0,0,25853,4723,8072,870,1430,636,0.18268672881290374,0.3122268208718524,0.03365180056473137,0.0553127296638688,0.024600626619734653,0.13147410358565736,0.0007349243801493057,0.0,0.25861602135148726,0.34587862143658377,2000
11,DIP_PAT,9219,0,2261,0,10,0,0,961,1,4,0,0,4862,295,0,0,13,0,0,0,4,0,0,0,4,2,1600,1,0,7,11,8,0,7,793,295,122,15,26,3217,10,48,72,1327,611,48,0,0,0,0,0,0,0,0,2,0,25856,17370,4032,1327,1251,7,0.6717976485148515,0.15594059405940594,0.051322710396039604,0.04838335396039604,0.000270730198019802,0.3565516707920792,0.08744585396039604,0.03716738861386139,0.12666305693069307,0.20726330445544555,2000
12,MIL_YOD,4175,3,1242,0,0,7,2,31,4,9,0,0,4299,1197,0,0,53,0,0,0,0,0,0,0,4,2,558,0,0,2,0,5,0,1,957,118,20,0,16,8142,207,243,223,3796,548,69,0,0,0,0,0,0,0,0,0,0,25933,9838,9448,3796,1111,1,0.3793622025990051,0.36432344888751783,0.14637720279180966,0.04284116762426252,3.8560906952531526e-05,0.16099178652681911,0.04789264643504415,0.0011953881155284773,0.3313153125361509,0.5107006516793275,2000
13,MIL_CHA,7525,0,2058,0,2,13,0,308,0,23,0,0,5138,478,0,0,17,0,0,0,0,0,0,0,0,0,406,0,0,0,1,2,0,0,1116,71,5,0,9,6400,136,185,92,1851,113,12,0,0,0,0,0,0,0,0,0,0,25961,15087,6947,1851,1201,0,0.5811409421825046,0.26759369823966717,0.07129925657717345,0.0462617002426717,0.0,0.2898578637186549,0.07927275528677633,0.011863949770810062,0.2588883324987481,0.3388929548168406,2000
14,MIL_MCC,5590,0,555,0,0,2,0,499,0,37,0,0,2432,1312,0,0,176,0,0,0,0,0,0,0,2,0,352,0,0,1,0,11,0,51,1374,808,281,50,25,7126,413,540,150,2948,1058,70,7,0,0,0,0,0,0,0,1,0,25871,9313,9382,2948,2538,51,0.35997835414170304,0.3626454331104325,0.11394998260600672,0.09810212206717947,0.0019713192377565614,0.2160720497854741,0.021452591704997873,0.019288005875304395,0.31228015925167174,0.47659541571643926,2000
15,KAT_SAU,1506,46,105,1,0,90,0,7,10,65,3,0,457,4854,0,0,198,0,0,0,0,0,0,0,38,0,264,0,0,0,0,0,0,6,1187,43,2,0,4,11590,769,2028,41,1820,28,5,2,0,0,0,0,0,0,0,0,0,25169,2528,14465,1820,1236,6,0.10044101871349677,0.5747149270928523,0.07231117644721681,0.04910802971909889,0.00023838849378203346,0.059835511939290396,0.0041717986411855855,0.00027811990941237235,0.5716158766736859,0.6470261035400692,2000
16,KAT_SAU_2,2528,46,107,1,0,103,0,6,13,159,2,2,517,6448,0,0,218,0,0,0,0,0,0,0,43,0,251,2,0,2,2,1,0,9,1290,40,2,0,9,9232,546,1305,31,2214,29,8,0,0,0,0,0,0,0,0,0,0,25166,3752,11160,2214,1341,9,0.14909004212032106,0.44345545577366285,0.08797584041961376,0.05328617976635143,0.0003576253675594055,0.10045299213224192,0.004251768258761821,0.00023841691170627038,0.4403957720734324,0.5314312961932766,2000
17,KAT_TEE,1381,0,83,0,0,0,0,0,0,1,0,0,999,2007,0,0,6,12,0,0,0,0,0,0,4,0,431,0,0,0,2,3,0,17,940,105,10,0,4,13514,1226,2900,8,1240,433,63,0,0,0,0,0,0,0,0,0,0,25389,2491,18148,1240,1059,17,0.09811335617787231,0.7147977470558116,0.04884004884004884,0.04171097719484816,0.0006695813147426051,0.05439363503879633,0.003269132301390366,0.0,0.6947890818858561,0.7636377958958604,2000
18,KAT_TEE_2,1843,0,83,0,0,2,4,10,0,63,0,0,1129,2184,0,0,16,101,0,0,0,0,0,0,4,0,351,0,0,2,2,0,0,46,863,96,15,0,0,13069,1344,3148,7,746,222,46,1,0,0,0,0,0,0,1,2,0,25400,3263,17836,746,974,46,0.12846456692913386,0.7022047244094488,0.02937007874015748,0.03834645669291339,0.0018110236220472442,0.07255905511811024,0.003267716535433071,0.0003937007874015748,0.6913779527559055,0.7315748031496063,2000
19,KAT_HAB_2,3938,0,312,0,0,4,0,9,0,3,0,0,812,6096,0,0,30,14,0,0,0,0,0,0,1,0,995,0,0,29,22,2,0,5,1070,71,0,0,10,5960,1851,2656,4,1151,448,68,3,0,0,3,0,0,0,0,0,0,25567,5182,10997,1151,1151,5,0.20268314624320413,0.4301247702116009,0.045018969765713616,0.045018969765713616,0.0001955645949857238,0.15402667501075606,0.012203230727109163,0.0003520162709743028,0.40939492314311415,0.4751437399773145,2000
20,KAT_HAB,3963,0,1010,0,13,3,0,2,0,4,0,0,569,3026,0,1,68,2,0,0,0,0,0,0,15,0,418,0,0,39,220,0,1,23,2712,558,107,22,4,6357,713,3807,35,1468,293,68,2,0,0,0,0,0,0,1,0,4,25528,5917,11277,1468,3403,23,0.2317847069884049,0.4417502350360389,0.05750548417424005,0.13330460670636166,0.0009009714822939517,0.15524130366656222,0.039564399874647445,7.834534628643058e-05,0.42608116577875277,0.49925571921027895,2000
21,KAT_BAR,1344,5,196,0,1,3,0,25,2,34,0,0,591,1461,0,0,735,20,0,0,0,0,0,0,6,0,164,0,0,1,45,11,0,478,924,396,230,20,50,11283,467,5150,31,1061,289,133,0,0,0,0,0,0,0,0,0,0,25156,3019,17403,1061,1620,478,0.12001113054539672,0.6918031483542694,0.042176816664016535,0.06439815550961997,0.019001431070122435,0.05342661790427731,0.007791381777707108,0.0009937986961361107,0.6718079185880108,0.7339799650182859,2000
22,SMI_LAT,5841,0,57,0,4,0,0,8,0,216,0,0,4572,1530,0,0,47,0,0,0,0,0,0,0,7,0,103,0,0,2,0,0,0,182,1603,204,19,0,13,6040,315,711,76,2755,1279,91,2,0,0,0,0,0,0,0,0,0,25677,10756,8525,2755,1839,182,0.4188962885072244,0.33200919110487986,0.10729446586439226,0.0716205164154691,0.007088055458192156,0.22747984577637576,0.0022198855006425986,0.0003115628772831717,0.2751879113603614,0.4393036569692721,2000
23,SMI_DUR,2657,1,365,0,4,23,0,249,14,0,0,0,757,1095,4,0,25,0,0,9,0,0,0,0,6,13,790,0,0,0,6,169,0,398,1518,431,70,13,86,8684,459,303,492,3405,3782,157,8,0,0,0,0,0,3,0,0,0,25996,4313,13963,3405,2118,398,0.16591014002154178,0.537121095553162,0.1309816894906909,0.08147407293429758,0.0153100476996461,0.10220803200492383,0.014040621634097554,0.009578396676411756,0.36336359439913835,0.6681027850438529,2000
24,SMI_HOF,3245,0,154,0,8,2,0,9,3,4,0,0,805,1446,0,0,11,0,0,0,0,0,0,0,22,0,193,0,0,0,0,0,0,567,944,228,13,0,118,9149,539,4208,30,2968,605,125,5,0,0,0,0,0,0,0,0,0,25401,4268,14774,2968,1303,567,0.16802488091020037,0.5816306444628164,0.11684579347269793,0.051297193023896695,0.022321955828510688,0.12775087594976575,0.006062753434904138,0.00035431675918270935,0.5470650761781032,0.6984764379355144,2000
25,SMI_JOH,3662,0,592,0,4,7,0,243,52,34,0,0,3322,1860,0,0,12,0,4,0,3,0,0,0,11,0,251,0,0,0,0,8,0,21,1293,363,63,3,22,7487,535,716,221,4559,553,36,4,0,0,0,0,0,0,0,0,0,25941,7958,9570,4559,1744,21,0.3067730619482672,0.368914074245403,0.17574495971627924,0.06722948228672758,0.0008095293165259628,0.14116649319609884,0.022821016923017617,0.009367410662657569,0.33684129370494587,0.5446590339616822,2000
26,SMI_JOH_2,1306,0,900,0,0,1766,0,70,7,55,0,0,1999,569,3,0,81,0,0,0,0,0,0,0,2,0,690,0,0,0,0,0,0,237,1719,972,217,158,54,9897,641,334,313,3058,859,86,3,0,0,0,0,0,0,0,0,0,25996,6192,12184,3058,3120,237,0.23819049084474533,0.46868749038313584,0.11763348207416525,0.12001846437913526,0.009116787198030466,0.050238498230497,0.03462071087859671,0.0026927219572241883,0.41821818741344824,0.5863209724573011,2000
27,GAB_ALL,542,1,7,0,0,0,0,0,0,0,0,0,277,583,0,0,0,0,0,0,0,0,0,0,0,3,259,0,0,2,0,0,0,2668,2112,2195,1327,443,70,5958,377,5224,30,615,3080,95,0,0,0,0,0,0,0,1,0,0,25869,833,14834,615,6147,2668,0.032200703544783334,0.5734276547218679,0.023773628667517106,0.23762031775484171,0.10313502647957014,0.020951718272836213,0.00027059414743515407,0.0,0.44682825002899224,0.5972012833893849,2000
28,KAT_JEF,1475,0,25,0,0,3,0,0,0,4,0,0,170,5572,0,0,114,0,2,0,0,0,0,0,7,0,188,0,0,1,6,1,0,22,846,233,23,3,30,7309,924,1950,12,2666,3539,195,0,0,0,0,0,0,0,0,0,0,25320,1808,13959,2666,1135,22,0.07140600315955767,0.5513033175355451,0.10529225908372827,0.044826224328594,0.0008688783570300158,0.05825434439178515,0.0009873617693522906,0.0,0.402172195892575,0.6565955766192734,2000
29,KAT_JEF_2,1874,0,17,0,0,1,0,2,0,1,0,0,194,3615,0,0,3,0,0,0,0,0,0,0,2,0,105,0,0,1,12,1,0,53,465,120,8,0,15,6694,638,1982,29,1260,7781,462,0,0,0,0,0,0,0,0,0,0,25335,2108,17601,1260,608,53,0.08320505229919084,0.6947306098283008,0.0497335701598579,0.02399842115650286,0.0020919676337083086,0.07396881784093151,0.0006710084862837971,7.894217485691731e-05,0.36763370830866393,0.7444641799881587,2000
30,STA_WIL,3297,0,997,0,3,0,0,1614,4,11,0,0,7558,533,0,0,495,0,0,0,0,0,0,0,5,0,1021,0,0,10,26,0,0,16,1212,135,1,0,2,4226,24,246,41,1984,1954,35,502,0,0,0,0,0,0,0,0,0,25952,14522,6528,1984,1350,16,0.5595715166461159,0.25154130702836003,0.07644882860665844,0.05201911220715166,0.0006165228113440197,0.12704223181257707,0.03841707768187423,0.06219173859432799,0.17324290998766953,0.32799013563501844,2000
31,STA_HEM_2,3008,0,818,0,28,0,0,1259,60,58,0,0,4030,836,4,0,53,2,0,4,2,0,20,3,19,0,4057,0,2,18,143,0,4,59,935,318,83,95,542,4062,7,291,79,1872,2070,84,43,0,0,0,1,0,0,0,1,853,25823,10433,7135,1872,1973,59,0.4040196723850831,0.2763040700151028,0.07249351353444604,0.07640475545056732,0.0022847848816946134,0.11648530379893893,0.03167718700383379,0.04875498586531387,0.1688417302404833,0.3487975835495489,2000
32,STA_HEM,5097,0,2831,0,8,9,0,392,1,58,0,1,3404,506,0,0,34,2,0,1,0,2,13,0,36,0,2854,0,0,17,221,27,1,144,1153,281,18,4,26,4318,49,413,34,1819,1454,74,198,0,0,0,86,0,0,0,0,279,25865,12718,6368,1819,1482,144,0.4917069398801469,0.24620143050454282,0.07032669630775179,0.057297506282621306,0.005567369031509763,0.19706166634448097,0.10945292866808429,0.015155615696887685,0.18480572201817128,0.3165281268122946,2000
33,STA_SWE,2713,0,329,0,1,0,0,1246,1,12,0,12,4317,437,1,7,370,0,0,1,0,2,35,0,12,1,1148,0,0,12,1,1,1,34,1141,184,5,0,7,10632,49,618,74,1142,920,98,2,2,3,0,188,0,0,1,0,4,25764,9275,12398,1142,1337,34,0.35999844744604875,0.48121409718987734,0.04432541530818196,0.051894115820524764,0.001319670858562335,0.10530197174351809,0.012769756249029653,0.04836205558143145,0.4385576773792889,0.5255395124980593,2000
34,STA_COL,2430,3,763,0,170,0,0,857,2,12,0,0,3137,203,0,0,102,2,0,0,0,0,82,0,7,3,3137,0,0,101,0,67,0,48,1016,544,182,22,62,5362,134,904,207,3693,2005,57,0,0,7,0,21,0,0,0,0,744,26086,8510,8731,3693,1826,48,0.32622862838304073,0.3347006056888753,0.14157019090699993,0.06999923330522119,0.0018400674691405351,0.09315341562523959,0.029249405811546423,0.03285287127194664,0.24534232921873803,0.47627079659587523,2000
35,WIS_COO_2,2209,1,71,0,0,13,0,3,3,0,0,0,1737,1562,0,0,0,0,0,0,3,0,0,0,5,0,733,0,0,30,0,1,0,78,927,280,94,32,17,12680,201,307,22,2116,1813,57,0,0,0,0,0,0,0,0,0,0,24995,4076,15097,2116,1350,78,0.16307261452290459,0.604000800160032,0.08465693138627725,0.05401080216043209,0.003120624124824965,0.08837767553510702,0.0028405681136227244,0.0001200240048009602,0.527625525105021,0.6886577315463093,2000
36,WIS_COO,2480,8,496,2,6,3,1,244,3,8,0,0,2588,2737,0,0,0,0,0,0,0,0,0,0,8,0,420,0,0,16,0,0,0,178,793,203,10,5,11,9434,120,488,9,3767,949,35,6,0,0,0,0,0,0,0,0,0,25028,5869,11046,3767,1022,178,0.23449736295349208,0.4413456928240371,0.1505114272015343,0.040834265622502794,0.007112034521336103,0.09908902029726706,0.019817804059453412,0.009749081029247243,0.4012306217036919,0.5918571200255713,2000
37,LET_NOB,7395,0,1786,0,19,0,0,793,0,124,0,0,6289,315,0,3,421,1,0,0,0,1,6,0,0,0,1331,0,0,4,0,0,0,18,908,111,14,6,19,4704,3,167,38,874,449,19,0,0,0,0,0,0,0,0,0,0,25818,16842,5399,874,1058,18,0.6523355798280269,0.20911766984274538,0.03385235107289488,0.04097916182508327,0.0006971880083662561,0.2864280734371369,0.06917654349678519,0.030715005035246726,0.18878301959872956,0.24297002091564027,2000
38,LET_TAB,9288,0,135,0,0,0,0,5,0,4,0,0,7957,194,0,0,50,50,0,0,4,0,2,0,3,0,188,0,0,0,7,0,0,20,1167,97,15,11,2,4376,299,1220,16,402,109,18,0,0,0,0,0,0,0,0,0,0,25639,17505,6040,402,1292,20,0.6827489371660361,0.2355786107102461,0.015679238659854128,0.05039198096649635,0.0007800616248683646,0.36226061858886854,0.005265415967861461,0.00019501540621709115,0.22992316392995046,0.2512578493701002,2000
39,WIS_HIG,67,2,20,0,2,5,0,0,9,0,0,0,57,207,0,0,0,2,0,0,0,0,0,0,1,2,861,17,20,575,0,4,0,248,1558,1021,636,173,116,15875,164,764,53,678,1723,65,0,0,0,0,0,0,0,0,0,0,24925,783,18760,678,3504,248,0.031414242728184556,0.7526579739217653,0.02720160481444333,0.14058174523570713,0.009949849548645938,0.0026880641925777333,0.0008024072216649949,0.0,0.6741424272818456,0.7798595787362086,2000
40,WIS_MEG,880,2,145,0,653,228,0,18,298,0,0,0,308,2217,0,0,0,2,0,0,2,0,0,0,53,15,299,8,0,86,0,0,2,199,2626,2627,1324,242,86,8499,107,317,37,2753,1012,72,7,0,0,0,0,0,0,0,0,0,25124,2707,10130,2753,6905,199,0.107745581913708,0.40320012736825345,0.10957650055723611,0.27483680942525074,0.007920713262219391,0.03502626970227671,0.00577137398503423,0.0007164464257283871,0.3551584142652444,0.5127766279254895,2000
41,WIS_KEN,164,4,38,0,23,7,0,3,0,3,0,0,94,358,0,0,0,16,0,0,1,0,0,0,2,0,526,8,21,2132,0,1,5,5679,2232,1303,1114,766,80,7823,12,109,35,1257,635,404,5,0,0,0,0,0,0,1,0,0,24861,2528,9098,1257,5495,5679,0.10168537066087446,0.3659547081774667,0.05056111982623386,0.22102892079964603,0.22843007119584893,0.0065966775270504,0.001528498451389727,0.00012067093037287318,0.3195366236273682,0.4165158280037006,2000
42,ZUE_REE,2773,0,1471,0,2,0,0,601,3,27,0,0,1258,299,4,0,147,0,0,3,2,0,0,0,12,3,3579,4,0,871,266,0,0,8172,602,396,35,0,6,3523,15,275,74,862,372,68,13,0,0,0,6,0,0,0,0,12,25756,7478,4333,862,1039,8172,0.29034011492467776,0.16823264482062433,0.033467929802764404,0.04034011492467775,0.31728529274732103,0.10766423357664233,0.057112905730703524,0.023334368690790495,0.14804317440596365,0.20170057462338875,2000
43,DEG_PER_STRIP,3199,0,760,0,1,11,0,35,8,27,0,0,2300,1629,7,0,6,0,0,0,1,0,0,0,20,0,402,0,0,0,3,0,0,5,1058,156,7,0,15,11830,297,858,166,2515,295,36,8,0,0,0,0,6,0,0,3,0,25664,6395,13497,2515,1236,5,0.24918173316708228,0.525911783042394,0.0979971945137157,0.04816084788029925,0.00019482543640897756,0.12464931421446385,0.02961346633416459,0.001363778054862843,0.5059616583541147,0.6239089775561097,2000
44,DEG_FOU_WOOD,6834,0,261,0,5,2,0,7,0,0,0,0,3360,3244,3,0,4,0,0,0,0,0,0,0,18,0,132,0,0,2,13,15,0,9,1251,195,7,0,15,5435,346,657,110,3181,444,35,1,0,0,0,1,0,1,0,0,0,25588,10527,7042,3181,1468,9,0.41140378302329217,0.27520712834141003,0.12431608566515555,0.057370642488666565,0.0003517273722057214,0.26707831796154446,0.010200093793965921,0.00027356573393778335,0.25160231358449275,0.3995232140065656,2000
45,DEG_DIE_HILL,2567,1,355,0,48,2,0,7,8,8,0,0,1416,1444,0,0,7,0,0,0,8,0,0,0,13,0,656,0,0,6,2,4,0,1067,2226,2916,1877,662,241,5974,215,514,173,2659,445,78,0,2,0,0,0,0,0,0,0,1,25602,4455,7640,2659,7922,1067,0.1740098429810171,0.29841418639168815,0.10385907350988204,0.3094289508632138,0.04167643152878681,0.10026560424966799,0.013866104210608547,0.00027341613936411217,0.2618154831653777,0.4022732599015702,2000
46,DEG_DIE_SWC,3695,1,326,0,11,4,0,74,1,4,0,0,963,1955,3,0,1,0,0,1,3,0,0,0,83,4,256,0,0,8,10,14,0,30,1311,176,55,5,32,11111,473,938,183,3303,550,49,7,0,0,0,0,0,0,0,0,0,25640,5213,13336,3303,1579,30,0.2033151326053042,0.5201248049921997,0.12882215288611545,0.06158346333853354,0.001170046801872075,0.14411076443057722,0.012714508580343214,0.0028861154446177847,0.4883775351014041,0.6489469578783151,2000
47,DEG_YOU_BOCES,3211,1,89,0,6,0,0,14,0,6,0,0,2361,1155,0,0,0,0,0,0,1,0,0,0,53,0,148,0,0,2,6,10,0,54,2613,2792,1452,318,97,6504,242,781,198,2923,539,42,0,0,0,0,0,0,0,0,0,0,25618,5760,8403,2923,7272,54,0.224841908033414,0.3280115543758295,0.114099461316262,0.2838629088921852,0.002107892887813256,0.1253415567179327,0.0034741197595440708,0.0005464907486923258,0.2938168475290811,0.44211101569209155,2000
48,DEG_YOU_OSHEA,3970,0,134,0,0,0,0,3,0,8,0,0,2623,930,0,0,0,0,0,0,0,0,0,0,8,0,112,0,0,0,3,1,0,524,3018,2710,733,101,6,7405,281,614,138,1618,654,47,0,0,0,0,0,0,0,0,0,0,25641,6750,9145,1618,6568,524,0.26325026325026324,0.35665535665535664,0.06310206310206311,0.2561522561522562,0.020436020436020438,0.15483015483015483,0.005226005226005226,0.000117000117000117,0.3237003237003237,0.41975741975741976,2000
49,DEG_YOU_JONES,3660,1,165,0,4,8,0,39,0,179,0,0,3596,2186,2,0,0,0,0,0,0,0,0,0,3,0,589,0,0,5,2,2,0,1044,1232,632,78,22,93,7900,91,371,216,2927,556,64,1,1,0,0,2,0,0,0,0,0,25671,7670,9291,2927,2057,1044,0.29878072533208677,0.3619259086128316,0.11401971095789022,0.08012932881461571,0.04066845857192941,0.14257333177515485,0.006427486268552063,0.0015192240271123057,0.3257372131977718,0.4759456195707218,2000
50,DEG_VIL,4173,1,189,0,4,7,0,38,0,248,0,0,3423,1692,2,0,0,0,0,0,0,0,0,0,4,0,347,0,0,7,2,2,0,736,994,672,88,22,28,8458,209,784,210,2817,475,37,1,1,0,0,2,0,0,0,0,0,25673,8104,10201,2817,1804,736,0.3156623690258248,0.39734351263973827,0.10972617146418416,0.07026837533595606,0.02866825069138784,0.16254430724886068,0.007361819810696062,0.0014801542476531764,0.3681299419623729,0.5070696841039224,2000
51,SEA_HOO,6059,0,3275,0,41,15,0,1940,56,574,3,8,3536,859,5,0,27,0,1,0,0,0,6,0,470,2,1555,0,0,2,385,0,0,34,1183,236,25,2,7,3025,93,428,31,1255,398,69,8,0,0,0,0,0,0,0,0,11,25624,16424,4051,1255,1453,34,0.6409615985014049,0.15809397439900094,0.048977521073993134,0.0567046518888542,0.001326881049016547,0.23645800811738996,0.12780986575085856,0.07571027162035592,0.13838588822978456,0.20707149547299408,2000
52,MIL_HUM,4752,0,1418,0,0,160,0,648,3,153,0,0,1601,804,0,0,446,0,0,0,0,0,0,0,0,0,628,0,0,2,0,0,0,4,2190,955,43,15,3,7503,369,613,200,3025,435,10,0,0,0,0,0,0,0,0,0,0,25980,9183,9133,3025,3206,4,0.35346420323325634,0.35153964588144726,0.11643571978444958,0.12340261739799846,0.00015396458814472672,0.18290993071593534,0.05458044649730562,0.024942263279445726,0.32659738260200155,0.4679753656658968,2000
53,ONE_TER,3360,0,95,0,1,0,0,0,0,10,0,0,1460,1747,0,0,0,0,0,0,0,0,0,0,4,0,154,0,0,0,0,0,0,654,3292,3146,1408,378,69,4753,663,114,77,3899,1928,141,0,0,0,0,0,0,0,0,0,0,27353,4930,7745,3899,8293,654,0.18023617153511498,0.28314992870983074,0.14254377947574307,0.30318429422732424,0.0239096260008043,0.12283844550871933,0.003473110810514386,0.0,0.20217160823310057,0.42569370818557384,2000
