,Name,Corn,Sorghum,Soybeans,Sweet Corn,Barley,Winter Wheat,Rye,Oats,Speltz,Alfalfa,Other Hay/Non Alflafa,Buckwheat,Sugarbeets,Dry Beans,Potatoes,Misc Vegs & Fruits,Onions,Peas,Clover/Wildflowers,Sod/Grass Seed,Fallow/Idle Cropland,Peaches,Apples,Grapes,Christmas Trees,Pears,OpenWater,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grassland/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Squash,Dbl Crop Triticale/Corn,Pumpkins,Blueberries,Cabbage,Total,Ag,Nat,Semi_Nat,Dev,Other,Ag_Prop,Nat_Prop,Semi_Nat_Prop,Dev_Prop,Other_Prop,Corn_Prop,Soybean_Prop,Wheat_Prop,Forest_Prop,Buffer
11,DIP_PAT,814,0,24,3,0,2,0,0,0,67,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,2,493,0,7,4,34,64,8,0,0,0,0,0,0,1618,996,578,34,11,0.0,0.61557478368356,0.3572311495673671,0.021013597033374538,0.006798516687268232,0.0,0.5030902348578492,0.014833127317676144,0.0012360939431396785,0.30902348578491967,500
12,MIL_YOD,294,0,184,0,0,5,0,3,0,343,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,623,0,3,3,102,0,1,0,0,0,0,0,0,1622,890,630,102,0,0.0,0.5487053020961775,0.3884093711467324,0.06288532675709001,0.0,0.0,0.1812577065351418,0.11344019728729964,0.0030826140567200987,0.38594327990135635,500
13,MIL_CHA,796,0,48,0,0,0,0,0,0,364,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,125,22,15,0,0,103,0,2,2,123,6,0,0,0,0,0,0,0,1624,1226,113,123,162,0.0,0.7549261083743842,0.06958128078817734,0.07573891625615764,0.09975369458128079,0.0,0.49014778325123154,0.029556650246305417,0.0,0.06465517241379311,500
14,MIL_MCC,555,0,367,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,353,42,52,0,68,142,2,0,0,0,0,0,0,1617,948,591,68,10,0.0,0.5862708719851577,0.3654916512059369,0.042053184910327765,0.006184291898577613,0.0,0.3432282003710575,0.22696351267779838,0.0,0.2764378478664193,500
15,KAT_SAU,268,0,45,0,0,2,0,52,0,140,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,12,6,2,0,365,26,84,0,163,1,0,0,0,0,0,0,0,1574,863,476,163,72,0.0,0.548284625158831,0.30241423125794153,0.10355781448538755,0.045743329097839895,0.0,0.17026683608640406,0.028589580686149935,0.0012706480304955528,0.3017789072426938,500
16,KAT_SAU_2,309,0,0,0,0,87,0,19,0,17,392,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,95,12,8,0,0,121,9,53,1,244,1,0,0,0,0,0,0,0,1578,1034,185,244,115,0.0,0.6552598225602028,0.11723700887198986,0.15462610899873258,0.07287705956907478,0.0,0.1958174904942966,0.0,0.055133079847908745,0.11596958174904944,500
17,KAT_TEE,372,0,0,0,0,0,0,0,0,25,115,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,93,20,11,0,0,500,8,131,0,226,74,8,0,0,0,0,0,0,1587,514,721,226,124,0.0,0.3238815374921235,0.4543163201008192,0.14240705734089476,0.07813484562066793,0.0,0.23440453686200377,0.0,0.0,0.40264650283553877,500
18,KAT_TEE_2,522,0,0,0,0,0,0,0,0,40,137,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,59,0,2,0,0,481,29,147,0,152,8,0,0,0,0,0,0,0,1587,701,665,152,61,0.0,0.4417139256458727,0.4190296156269691,0.09577819785759294,0.03843730308758664,0.0,0.32892249527410206,0.0,0.0,0.41398865784499056,500
19,KAT_HAB_2,729,0,106,3,0,8,0,1,0,23,220,0,0,5,4,0,0,0,0,0,16,0,3,3,0,0,0,80,17,13,7,3,107,42,64,0,134,4,0,0,0,0,0,0,9,1601,1114,220,134,120,0.0,0.6958151155527795,0.13741411617738913,0.08369768894440974,0.07495315427857589,0.0,0.45534041224234856,0.06620861961274203,0.004996876951905059,0.1330418488444722,500
20,KAT_HAB,390,0,309,0,0,6,0,0,0,15,188,0,0,2,0,0,0,0,0,0,1,0,0,40,0,0,0,145,24,2,4,2,231,0,35,1,179,8,4,10,0,0,0,0,0,1596,960,281,179,177,0.0,0.6015037593984962,0.17606516290726817,0.11215538847117794,0.11090225563909774,0.0,0.24436090225563908,0.19360902255639098,0.0037593984962406013,0.16666666666666666,500
21,KAT_BAR,515,0,9,0,0,0,0,0,0,10,26,0,0,31,0,0,0,0,3,0,0,0,0,4,8,0,43,92,83,76,3,10,216,1,171,0,234,28,6,0,0,0,0,0,0,1569,606,432,234,264,0.0,0.3862332695984704,0.27533460803059273,0.1491395793499044,0.1682600382409178,0.0,0.3282345442957298,0.0057361376673040155,0.0,0.2472912683237731,500
22,SMI_LAT,293,0,87,0,0,0,0,0,0,395,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,38,7,1,0,398,0,6,0,165,1,2,0,0,0,0,0,0,1606,865,407,165,169,0.0,0.5386052303860523,0.2534246575342466,0.10273972602739725,0.10523038605230386,0.0,0.18244084682440848,0.05417185554171856,0.0,0.25155666251556663,500
23,SMI_DUR,538,0,16,2,0,4,0,0,0,39,72,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,2,76,27,15,3,0,413,23,12,5,186,173,0,0,0,0,0,0,0,1626,671,626,186,121,0.0,0.41266912669126693,0.3849938499384994,0.11439114391143912,0.07441574415744158,0.0,0.33087330873308735,0.00984009840098401,0.0024600246002460025,0.27552275522755226,500
24,SMI_HOF,121,0,0,0,0,0,0,0,0,163,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,59,70,3,0,0,462,51,306,1,108,151,12,0,0,0,0,0,0,1587,310,983,108,132,0.0,0.1953371140516698,0.6194076874606175,0.06805293005671077,0.0831758034026465,0.0,0.07624448645242596,0.0,0.0,0.5160680529300568,500
25,SMI_JOH,447,0,6,0,0,33,0,0,0,181,110,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,19,22,12,0,355,9,23,0,293,48,3,0,0,0,0,0,0,1624,780,438,293,113,0.0,0.4802955665024631,0.2697044334975369,0.18041871921182265,0.06958128078817734,0.0,0.2752463054187192,0.003694581280788177,0.020320197044334975,0.23830049261083744,500
26,SMI_JOH_2,38,1,79,0,0,491,0,0,0,54,20,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,96,60,24,11,0,0,389,32,44,3,186,91,4,0,0,0,0,0,0,1629,687,563,186,95,0.0,0.42173112338858193,0.3456108041743401,0.1141804788213628,0.05831798649478207,0.0,0.02332719459791283,0.048496009821976674,0.3014119091467158,0.285451197053407,500
27,GAB_ALL,10,0,0,0,0,0,0,0,0,5,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,122,161,60,11,6,319,10,292,3,235,326,3,0,0,0,0,0,0,1618,49,959,235,360,0.0,0.030284301606922127,0.592707045735476,0.14524103831891225,0.22249690976514216,0.0,0.006180469715698393,0.0,0.0,0.3838071693448702,500
28,KAT_JEF,50,0,10,0,0,0,0,0,0,4,371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54,21,4,2,0,360,116,248,0,321,20,0,0,0,0,0,0,0,1582,435,744,321,81,0.0,0.274968394437421,0.47029077117572693,0.20290771175726927,0.05120101137800253,0.0,0.0316055625790139,0.006321112515802781,0.0,0.45764854614412137,500
29,KAT_JEF_2,236,0,5,0,0,0,0,0,0,60,338,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,77,33,9,5,0,228,8,91,0,282,161,44,0,0,0,0,0,0,1582,641,532,282,124,0.0,0.4051833122629583,0.336283185840708,0.17825537294563842,0.07838179519595449,0.0,0.14917825537294563,0.0031605562579013905,0.0,0.20670037926675094,500
30,STA_WIL,207,0,12,0,0,7,0,0,0,695,34,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,3,156,23,10,0,0,133,0,20,0,254,60,1,0,0,0,0,0,0,1628,956,214,254,189,0.0,0.5872235872235873,0.13144963144963145,0.15601965601965603,0.1160933660933661,0.0,0.12714987714987716,0.007371007371007371,0.0042997542997543,0.09398034398034398,500
31,STA_HEM_2,540,0,9,0,0,339,0,0,0,224,16,0,0,1,0,0,0,0,7,0,11,0,2,5,0,0,0,43,38,18,1,3,97,0,14,0,126,93,0,0,0,0,0,0,27,1614,1170,207,126,103,0.0,0.724907063197026,0.12825278810408922,0.07806691449814127,0.06381660470879802,0.0,0.3345724907063197,0.0055762081784386614,0.2100371747211896,0.0687732342007435,500
32,STA_HEM,597,0,51,0,0,0,0,0,0,25,47,0,0,0,0,0,0,0,3,0,0,0,0,121,0,0,6,102,22,15,1,0,207,0,29,1,248,73,3,0,0,0,0,0,66,1617,910,313,248,140,0.0,0.5627705627705628,0.19356833642547927,0.1533704390847248,0.08658008658008658,0.0,0.3692022263450835,0.03153988868274583,0.0,0.14594928880643165,500
33,STA_SWE,509,2,70,0,0,20,0,0,0,446,28,0,0,1,0,0,0,0,0,0,2,0,0,4,0,0,10,111,54,2,0,0,84,0,0,8,180,45,31,0,1,0,0,0,0,1608,1081,168,180,167,0.0,0.6722636815920398,0.1044776119402985,0.11194029850746269,0.10385572139303482,0.0,0.31654228855721395,0.043532338308457715,0.012437810945273632,0.05223880597014925,500
34,STA_COL,898,0,166,3,0,174,0,0,0,66,12,0,0,0,0,0,0,0,4,0,24,0,4,4,0,0,0,39,54,2,0,0,34,0,16,0,125,13,0,0,0,0,0,0,0,1638,1331,63,125,95,0.0,0.8125763125763126,0.038461538461538464,0.07631257631257632,0.057997557997558,0.0,0.5482295482295483,0.10134310134310134,0.10622710622710622,0.030525030525030524,500
35,WIS_COO_2,147,0,216,4,0,0,0,0,0,58,68,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,36,82,26,0,0,434,3,36,6,195,224,3,0,0,0,0,0,0,1557,493,706,195,144,0.0,0.3166345536287733,0.45343609505459215,0.1252408477842004,0.09248554913294797,0.0,0.09441233140655106,0.13872832369942195,0.0,0.3037893384714194,500
36,WIS_COO,93,0,29,0,0,310,3,6,0,235,137,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,2,33,3,0,0,0,144,0,0,0,537,25,1,0,0,0,0,0,0,1565,817,170,537,36,0.0,0.5220447284345048,0.10862619808306709,0.34313099041533546,0.023003194888178913,0.0,0.05942492012779553,0.01853035143769968,0.19808306709265175,0.09201277955271565,500
37,LET_NOB,723,0,77,11,0,7,0,3,0,305,20,0,2,17,0,0,0,17,0,0,9,0,3,0,0,0,3,73,11,25,14,16,166,0,6,0,97,6,0,0,0,1,0,0,1,1613,1187,194,97,139,0.0,0.735895846249225,0.12027278363298202,0.06013639181649101,0.08617482951022938,0.0,0.4482331060136392,0.04773713577185369,0.0043397396156230625,0.10663360198388097,500
38,LET_TAB,614,0,1,0,0,0,0,0,0,316,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,5,9,0,0,368,8,63,0,60,12,0,0,0,0,0,0,0,1605,938,451,60,156,0.0,0.584423676012461,0.2809968847352025,0.037383177570093455,0.09719626168224299,0.0,0.3825545171339564,0.0006230529595015577,0.0,0.2735202492211838,500
39,WIS_HIG,2,0,0,4,0,0,0,0,0,5,12,0,0,0,0,2,0,0,0,0,5,1,49,0,0,0,4,117,124,161,28,0,729,2,21,0,179,106,3,0,0,0,0,0,0,1554,75,861,179,430,0.0,0.04826254826254826,0.5540540540540541,0.11518661518661519,0.2767052767052767,0.0,0.001287001287001287,0.0,0.0,0.4839124839124839,500
40,WIS_MEG,91,2,16,76,13,4,2,13,0,27,134,0,0,0,0,0,0,4,0,0,1,0,14,0,0,0,24,119,247,90,6,2,310,1,4,0,346,21,5,0,0,0,0,0,0,1572,396,343,346,464,0.0,0.25190839694656486,0.21819338422391857,0.22010178117048346,0.2951653944020356,0.0,0.05788804071246819,0.010178117048346057,0.002544529262086514,0.20038167938931298,500
41,WIS_KEN,8,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,6,1,138,0,0,0,76,169,202,128,37,1,368,4,36,2,282,57,29,0,0,0,0,0,0,1551,154,497,282,537,0.0,0.09929078014184398,0.32043842682140555,0.18181818181818182,0.34622823984526113,0.0,0.0051579626047711154,0.0,0.0,0.26305609284332687,500
42,ZUE_REE,103,0,321,11,0,189,2,32,10,170,66,0,0,1,0,0,1,1,1,0,34,0,2,22,0,0,0,64,20,9,0,0,236,2,27,0,266,14,0,0,0,0,2,0,4,1610,938,279,266,93,0.0,0.5826086956521739,0.17329192546583852,0.16521739130434782,0.0577639751552795,0.0,0.06397515527950311,0.19937888198757764,0.11739130434782609,0.16459627329192547,500
43,DEG_PER_STRIP,312,0,212,0,0,110,0,0,0,315,96,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,66,13,2,3,0,166,0,0,0,302,0,0,0,0,0,0,6,0,1606,1053,166,302,84,0.0,0.6556662515566625,0.10336239103362391,0.18804483188044832,0.052303860523038606,0.0,0.19427148194271482,0.1320049813200498,0.0684931506849315,0.10336239103362391,500
44,DEG_FOU_WOOD,705,0,12,0,0,0,0,0,0,95,269,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,106,50,1,0,0,51,0,7,0,300,0,0,0,0,0,0,0,0,1601,1086,58,300,157,0.0,0.6783260462211118,0.03622735790131168,0.18738288569643974,0.09806371018113678,0.0,0.44034978138663333,0.007495315427857589,0.0,0.03622735790131168,500
45,DEG_DIE_HILL,449,0,376,0,0,0,0,0,0,32,96,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,35,60,4,0,0,180,4,10,0,339,2,0,0,0,0,0,3,0,1592,956,196,339,99,0.0,0.6005025125628141,0.12311557788944724,0.2129396984924623,0.062185929648241205,0.0,0.28203517587939697,0.23618090452261306,0.0,0.12185929648241206,500
46,DEG_DIE_SWC,549,0,179,3,2,2,0,18,0,77,80,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,4,59,60,10,0,2,146,26,42,3,275,55,4,0,0,0,0,0,0,1602,916,278,275,131,0.0,0.5717852684144819,0.1735330836454432,0.17166042446941324,0.08177278401997504,0.0,0.34269662921348315,0.11173533083645443,0.0012484394506866417,0.13358302122347065,500
47,DEG_YOU_BOCES,529,0,4,0,0,0,0,2,0,63,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67,123,43,24,0,50,2,2,3,636,5,0,0,0,0,0,0,0,1605,650,62,636,257,0.0,0.40498442367601245,0.038629283489096576,0.39626168224299063,0.1601246105919003,0.0,0.329595015576324,0.0024922118380062306,0.0,0.03364485981308411,500
48,DEG_YOU_OSHEA,698,0,98,0,0,0,0,0,0,286,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,25,19,1,0,266,6,35,0,45,20,1,0,0,0,0,0,0,1603,1109,328,45,121,0.0,0.6918278228321897,0.20461634435433562,0.028072364316905803,0.07548346849656894,0.0,0.43543356207111666,0.0611353711790393,0.0,0.1915159076731129,500
49,DEG_YOU_JONES,386,0,35,1,1,3,0,0,0,172,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,59,121,20,4,1,234,17,40,1,360,9,0,0,0,0,0,0,0,1605,732,302,360,205,0.0,0.45607476635514016,0.1881619937694704,0.22429906542056074,0.1277258566978193,0.0,0.24049844236760123,0.021806853582554516,0.001869158878504673,0.18130841121495328,500
50,DEG_VIL,817,0,40,0,4,5,0,27,0,24,29,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,41,75,93,38,0,4,126,0,5,0,241,22,3,0,0,0,0,0,0,1605,949,160,241,210,0.0,0.5912772585669782,0.09968847352024922,0.1501557632398754,0.1308411214953271,0.0,0.5090342679127726,0.024922118380062305,0.003115264797507788,0.08161993769470405,500
51,SEA_HOO,294,0,213,6,0,223,0,1,0,134,34,0,1,23,0,0,0,0,241,0,5,0,0,26,0,0,0,90,16,12,0,0,166,0,10,0,47,60,0,0,0,0,1,0,0,1603,1197,236,47,118,0.0,0.7467248908296943,0.1472239550842171,0.029320024953212728,0.07361197754210855,0.0,0.18340611353711792,0.13287585776668745,0.13911416094822207,0.10979413599500935,500
52,MIL_HUM,416,0,474,0,0,139,0,0,0,195,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,52,37,23,0,119,0,7,1,77,4,0,1,0,0,0,0,0,1623,1256,131,77,159,0.0,0.773875539125077,0.0807147258163894,0.0474430067775724,0.09796672828096119,0.0,0.2563154651879236,0.2920517560073937,0.08564386937769562,0.07763401109057301,500
53,ONE_TER,492,0,5,0,0,0,0,0,0,59,198,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,141,166,192,103,0,0,0,0,0,337,0,0,0,0,0,0,0,0,1708,754,0,337,602,0.0,0.4414519906323185,0.0,0.19730679156908665,0.3524590163934426,0.0,0.28805620608899296,0.002927400468384075,0.0,0.0,500
54,ONE_ADO,34,2,0,0,0,0,0,0,0,19,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,5,0,0,1113,32,18,0,107,72,0,0,0,0,0,0,0,1702,262,1235,107,98,0.0,0.15393654524089306,0.7256169212690952,0.06286721504112809,0.057579318448883664,0.0,0.0199764982373678,0.0,0.0,0.6833137485311398,500
55,ONE_STA,1308,0,10,0,0,0,0,0,0,34,37,7,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,70,36,15,6,8,124,2,3,0,40,16,1,0,0,0,0,0,0,1724,1399,154,40,135,0.0,0.8114849187935035,0.08932714617169374,0.02320185614849188,0.07830626450116009,0.0,0.7587006960556845,0.00580046403712297,0.0,0.07482598607888631,500
