field_id,collection_date,number_seeds,scm_seeds,seed_type,scm_larvae_sum,scm_pupae_sum
DIP_CUR,5/1/24,10,0,corn,0,0
DIP_CUR,5/14/24,10,0,lima,0,0
DIP_CUR,5/14/24,9,0,soy,0,0
DIP_CUR,5/14/24,9,0,corn,0,0
DIP_CUR,5/14/24,8,0,soy,0,0
DIP_CUR,5/14/24,10,0,lima,0,3
DIP_CUR,5/1/24,7,0,lima,0,0
DIP_CUR,5/14/24,10,0,corn,0,0
DIP_FLE,4/17/24,9,0,corn,0,0
DIP_FLE,4/17/24,10,0,soy,0,0
DIP_FLE,4/17/24,9,0,corn,0,0
DIP_FLE,4/17/24,7,0,lima,0,0
DIP_FLE,5/1/24,9,0,lima,0,0
DIP_FLE,4/17/24,10,0,soy,0,0
DIP_FLE,5/14/24,8,0,corn,0,0
DIP_FLE,5/1/24,10,1,corn,1,0
DIP_FLE,4/17/24,9,0,lima,0,0
DIP_FLE,5/14/24,8,0,lima,0,0
DIP_FLE,5/14/24,9,0,lima,0,0
DIP_FLE,5/1/24,10,0,corn,0,0
DIP_FLE,5/1/24,9,0,soy,0,0
DIP_FLE,5/1/24,10,0,lima,0,0
DIP_FLE,5/1/24,10,0,soy,0,0
DIP_FLE,5/14/24,8,0,corn,0,0
DIP_PAT,4/16/24,10,0,corn,0,0
DIP_PAT,4/16/24,10,0,soy,0,0
DIP_PAT,4/16/24,7,0,lima,0,0
DIP_PAT,4/16/24,9,0,corn,0,0
DIP_PAT,4/16/24,10,0,soy,0,0
DIP_PAT,4/16/24,9,0,lima,0,0
DIP_PAT,5/1/24,8,0,lima,0,1
DIP_PAT,5/14/24,9,0,soy,0,0
DIP_PAT,5/14/24,11,0,lima,0,0
DIP_PAT,5/14/24,10,0,lima,0,0
DIP_PAT,5/14/24,10,0,corn,0,0
DIP_PAT,5/1/24,9,0,lima,0,0
DIP_PAT,5/1/24,10,0,corn,0,0
DIP_PAT,5/14/24,10,0,corn,1,0
DIP_PAT,5/14/24,10,0,soy,0,0
DIP_PAT,5/1/24,9,0,soy,0,0
DIP_PAT,5/1/24,10,0,corn,0,0
DIP_PAT,5/1/24,10,0,soy,0,0
GAB_ALL,4/16/24,10,0,corn,0,0
GAB_ALL,4/16/24,10,0,lima,0,0
GAB_ALL,4/16/24,10,0,soy,0,0
GAB_ALL,4/16/24,10,0,corn,0,0
GAB_ALL,4/16/24,10,0,lima,0,0
GAB_ALL,4/16/24,10,0,soy,0,0
GAB_ALL,4/29/24,10,0,corn,0,0
GAB_ALL,4/29/24,10,0,soy,0,0
GAB_ALL,4/29/24,9,0,lima,0,0
GAB_ALL,5/13/24,10,0,soy,0,0
GAB_ALL,4/29/24,10,0,soy,0,0
GAB_ALL,4/29/24,10,0,lima,0,0
GAB_ALL,5/13/24,10,0,corn,0,0
GAB_ALL,5/14/24,10,0,soy,0,0
GAB_ALL,5/13/24,10,0,lima,0,0
GAB_ALL,5/13/24,10,0,lima,0,0
GAB_ALL,5/13/24,10,0,corn,0,0
GAB_ALL,4/29/24,10,0,corn,0,0
GAB_HEN,4/16/24,10,0,corn,0,0
GAB_HEN,4/16/24,10,0,soy,0,0
GAB_HEN,4/16/24,10,0,corn,0,0
GAB_HEN,4/16/24,10,0,soy,0,0
GAB_HEN,5/13/24,10,0,corn,0,0
GAB_HEN,5/13/24,10,0,soy,0,1
GAB_HEN,4/26/24,10,0,corn,0,0
GAB_HEN,4/16/24,10,0,lima,0,0
GAB_HEN,4/16/24,10,0,lima,0,0
GAB_HEN,5/13/24,10,0,soy,0,0
GAB_HEN,5/13/24,10,0,corn,0,0
GAB_HEN,5/13/24,10,0,lima,0,0
GAB_HEN,5/13/24,10,0,lima,0,0
GAB_HEN,4/26/24,10,0,soy,0,0
GAB_HEN,4/26/24,10,0,soy,0,0
GAB_HEN,4/26/24,10,0,lima,0,0
GAB_HEN,4/26/24,10,0,lima,0,0
GAB_HEN,4/26/24,10,0,corn,0,0
GAB_STE,4/16/24,10,0,lima,0,0
GAB_STE,4/16/24,8,0,corn,0,0
GAB_STE,4/16/24,10,0,soy,0,0
GAB_STE,4/16/24,10,0,corn,0,0
GAB_STE,4/16/24,10,0,lima,0,0
GAB_STE,4/16/24,10,0,soy,0,0
GAB_STE,4/29/24,10,0,corn,0,0
GAB_STE,4/29/24,10,0,lima,0,0
GAB_STE,5/13/24,10,0,lima,0,0
GAB_STE,5/13/24,10,0,lima,0,0
GAB_STE,4/29/24,10,0,corn,0,0
GAB_STE,5/14/24,10,0,corn,0,0
GAB_STE,5/13/24,10,0,soy,0,0
GAB_STE,5/13/24,10,0,soy,0,0
GAB_STE,5/13/24,10,0,corn,0,0
GAB_STE,4/29/24,10,0,lima,0,0
GAB_STE,4/29/24,10,0,soy,0,0
GAB_STE,4/29/24,10,0,soy,0,0
GRS_ORC_IN,4/15/24,8,0,lima,0,0
HUN_PLE_9,4/22/24,20,0,corn,0,0
HUN_PLE_9,4/22/24,20,0,lima,0,0
HUN_PLE_9,4/22/24,20,0,soy,0,0
HUN_PLE_9,5/6/24,10,0,lima,0,0
HUN_PLE_9,5/6/24,10,0,corn,0,0
HUN_PLE_9,5/6/24,10,0,corn,0,0
HUN_PLE_9,5/6/24,10,0,soy,0,0
HUN_PLE_9,5/6/24,9,0,soy,0,0
HUN_PLE_9,5/6/24,9,0,lima,0,0
HUN_PLE_9,5/20/24,9,0,corn,0,0
HUN_PLE_9,5/20/24,9,0,corn,0,0
HUN_PLE_9,5/20/24,9,0,corn,0,0
HUN_PLE_9,5/20/24,10,0,soy,0,0
HUN_PLE_9,5/20/24,10,0,soy,0,0
HUN_PLE_9,5/20/24,10,0,lima,0,0
KAT_TEE,4/15/24,8,0,soy,0,0
KAT_TEE,4/15/24,10,0,corn,0,0
KAT_TEE,4/15/24,10,0,corn,0,0
KAT_TEE,4/15/24,10,0,lima,0,0
KAT_TEE,4/15/24,10,0,soy,0,0
KAT_TEE,4/29/24,8,0,lima,0,0
KAT_TEE,4/29/24,8,0,lima,0,0
KAT_TEE,4/29/24,10,0,soy,0,0
KAT_TEE,5/13/24,10,0,soy,0,0
KAT_TEE,4/29/24,10,0,corn,0,0
KAT_TEE,4/15/24,10,0,lima,0,0
KAT_TEE,5/13/24,8,0,lima,0,0
KAT_TEE,5/13/24,10,0,corn,0,0
KAT_TEE,5/13/24,10,0,corn,0,0
KAT_TEE,4/29/24,10,0,corn,0,0
KAT_TEE,5/13/24,8,0,soy,0,0
KAT_TEE_2,4/15/24,10,0,lima,0,0
KAT_TEE_2,4/13/24,10,0,corn,0,0
KAT_TEE_2,4/15/24,11,0,soy,0,0
KAT_TEE_2,4/15/24,10,0,lima,0,0
KAT_TEE_2,4/15/24,10,0,soy,0,0
KAT_TEE_2,4/29/24,8,0,lima,0,0
KAT_TEE_2,4/29/24,10,0,soy,0,0
KAT_TEE_2,4/29/24,10,0,corn,0,0
KAT_TEE_2,4/29/24,10,0,soy,0,0
KAT_TEE_2,4/29/24,10,0,corn,0,0
KAT_TEE_2,5/13/24,1,0,corn,0,0
KAT_TEE_2,5/13/24,10,0,lima,0,0
KAT_TEE_2,5/13/24,10,0,lima,0,0
KAT_TEE_2,4/15/24,10,0,corn,0,0
KAT_TEE_2,5/13/24,8,0,soy,0,0
KAT_TEE_2,5/13/24,10,0,corn,0,0
KAT_TEE_2,4/29/24,10,0,soy,0,0
KAT_TEE_2,5/13/24,7,0,soy,0,0
POV_DUN,4/16/24,10,0,soy,0,0
POV_DUN,4/16/24,10,0,corn,0,0
POV_DUN,5/1/24,9,0,lima,0,0
POV_DUN,5/1/24,10,0,lima,0,1
POV_DUN,5/1/24,10,0,soy,0,0
POV_DUN,5/1/24,10,0,soy,0,0
POV_DUN,4/16/24,10,0,lima,0,0
POV_DUN,5/1/24,10,0,corn,0,0
POV_DUN,5/14/24,1,0,corn,0,0
POV_DUN,4/16/24,10,0,soy,0,0
POV_DUN,4/16/24,10,0,corn,0,0
POV_DUN,4/16/24,10,0,lima,0,0
POV_DUN,5/14/24,9,0,lima,0,0
POV_DUN,5/14/24,9,0,soy,0,0
POV_DUN,5/14/24,0,0,corn,0,0
POV_DUN,5/14/24,9,0,soy,0,0
POV_DUN,5/14/24,10,0,lima,0,0
POV_DUN,5/1/24,10,0,corn,0,0
POV_DUN,5/14/24,7,0,lima,0,0
SEA_HOO,4/23/24,20,0,corn,0,0
SEA_HOO,4/23/24,20,0,soy,0,0
SEA_HOO,4/23/24,20,0,lima,0,0
SEA_HOO,5/7/24,11,0,soy,0,0
SEA_HOO,5/7/24,9,0,lima,0,0
SEA_HOO,5/7/24,8,0,lima,0,0
SEA_HOO,5/7/24,10,0,soy,0,0
SEA_HOO,5/7/24,0,0,corn,0,0
SEA_HOO,5/7/24,10,0,corn,0,0
SEA_HOO,5/21/24,10,0,corn,0,0
SEA_HOO,5/21/24,7,0,lima,0,0
SEA_HOO,5/21/24,10,0,soy,0,0
SEA_HOO,5/21/24,10,0,soy,0,0
SEA_HOO,5/21/24,8,0,corn,0,0
SEA_HOO,5/21/24,5,1,lima,1,0
SMI_CAN_2,4/22/24,10,0,soy,0,0
SMI_CAN_2,4/22/24,10,0,soy,0,0
SMI_CAN_2,4/22/24,10,0,lima,0,0
SMI_CAN_2,4/22/24,9,0,lima,0,0
SMI_CAN_2,4/22/24,10,0,corn,0,0
SMI_CAN_2,4/22/24,10,0,corn,0,0
SMI_CAN_2,5/7/24,9,0,lima,0,0
SMI_CAN_2,5/7/24,10,0,soy,0,0
SMI_CAN_2,5/7/24,10,0,soy,0,0
SMI_CAN_2,5/7/24,8,0,lima,0,0
SMI_CAN_2,5/7/24,10,0,corn,0,0
SMI_CAN_2,5/7/24,9,0,corn,0,0
SMI_CAN_2,5/20/24,14,0,soy,0,0
SMI_CAN_2,5/20/24,9,0,corn,0,0
SMI_CAN_2,5/20/24,10,0,corn,0,0
SMI_CAN_2,5/20/24,5,0,lima,0,0
SMI_CAN_2,5/20/24,6,0,soy,0,0
SMI_CAN_2,5/20/24,9,0,lima,0,0
SMI_COB,4/29/24,7,0,lima,0,0
SMI_COB,4/29/24,9,0,soy,0,0
SMI_COB,4/19/24,10,0,corn,1,0
SMI_COB,4/29/24,8,8,lima,61,0
SMI_COB,4/29/24,10,0,soy,0,0
SMI_COB,4/29/24,9,0,corn,0,0
SMI_COB,5/30/24,6,0,corn,0,0
SMI_COB,5/13/24,10,0,corn,0,0
SMI_COB,5/13/24,10,0,corn,0,0
SMI_COB,5/30/24,10,0,corn,0,0
SMI_COB,5/30/24,8,0,lima,0,0
SMI_COB,5/30/24,10,0,soy,0,0
SMI_COB,5/30/24,9,0,lima,0,0
SMI_COB,5/30/24,11,0,soy,0,0
SMI_COB,5/13/24,10,0,soy,0,0
SMI_COB,5/13/24,9,0,lima,0,0
SMI_COB,5/13/24,11,0,soy,0,0
SMI_COB,5/13/24,5,0,lima,0,0
SMI_DOU_3,5/7/24,9,0,lima,0,0
SMI_DOU_3,5/7/24,10,0,corn,0,0
SMI_DOU_3,5/7/24,10,0,lima,0,0
SMI_DOU_3,5/7/24,10,0,corn,0,0
SMI_DOU_3,5/7/24,10,0,soy,0,0
SMI_DOU_3,5/7/24,10,1,soy,1,0
SMI_DOU_3,4/22/24,10,0,corn,0,0
SMI_DOU_3,4/22/24,10,0,soy,0,0
SMI_DOU_3,4/22/24,10,0,soy,0,0
SMI_DOU_3,4/22/24,10,0,lima,0,0
SMI_DOU_3,4/22/24,10,0,corn,0,0
SMI_DOU_3,4/22/24,10,0,lima,0,0
SMI_DOU_3,5/20/24,8,0,soy,0,0
SMI_DOU_3,5/20/24,1,0,lima,0,0
SMI_DOU_3,5/20/24,8,0,corn,0,0
SMI_DOU_3,5/20/24,10,0,soy,0,0
SMI_DOU_3,5/20/24,8,0,lima,0,0
SMI_JOH,4/22/24,10,0,soy,0,0
SMI_JOH,4/22/24,9,0,lima,0,0
SMI_JOH,4/22/24,10,0,corn,0,0
SMI_JOH,4/22/24,10,0,lima,0,0
SMI_JOH,4/22/24,9,0,corn,0,0
SMI_JOH,4/22/24,9,0,soy,0,0
SMI_JOH,5/6/24,10,0,corn,0,0
SMI_JOH,5/6/24,4,0,soy,0,0
SMI_JOH,5/6/24,9,0,soy,0,0
SMI_JOH,5/6/24,9,0,corn,0,0
SMI_JOH,5/6/24,9,0,lima,0,0
SMI_JOH,5/6/24,6,0,lima,0,0
SMI_JOH,5/20/24,1,0,corn,0,0
SMI_JOH,5/20/24,7,0,lima,0,0
SMI_JOH,5/20/24,0,0,corn,0,0
SMI_JOH,5/20/24,2,0,soy,0,0
SMI_JOH,5/20/24,9,0,lima,0,0
SMI_JOH,5/20/24,0,0,soy,0,0
SMI_KEL,4/22/24,10,0,soy,0,0
SMI_KEL,4/22/24,9,0,soy,0,0
SMI_KEL,4/22/24,10,0,lima,0,0
SMI_KEL,4/22/24,9,0,lima,0,0
SMI_KEL,4/22/24,10,0,corn,0,0
SMI_KEL,4/22/24,10,0,corn,0,0
SMI_KEL,5/7/24,6,0,corn,0,0
SMI_KEL,5/7/24,9,0,lima,0,0
SMI_KEL,5/7/24,9,0,soy,0,0
SMI_KEL,5/7/24,8,0,lima,0,0
SMI_KEL,5/7/24,9,0,soy,0,0
SMI_KEL,5/7/24,9,0,corn,0,0
SMI_KEL,5/30/24,3,0,corn,0,0
SMI_KEL,5/20/24,2,0,corn,0,0
SMI_KEL,5/20/24,3,0,soy,0,0
SMI_KEL,5/20/24,3,0,corn,0,0
SMI_KEL,5/20/24,9,0,lima,0,0
SMI_KEL,5/20/24,0,0,soy,0,0
SMI_LAT,5/31/24,14,0,soy,0,0
SMI_LAT,5/1/24,10,0,soy,0,0
SMI_LAT,5/1/24,10,0,corn,0,0
SMI_LAT,5/1/24,8,0,lima,0,0
SMI_LAT,5/1/24,9,0,soy,0,0
SMI_LAT,5/1/24,10,0,corn,0,0
SMI_LAT,5/1/24,10,0,lima,0,0
SMI_LAT,5/31/24,18,0,lima,0,0
SMI_LAT,5/31/24,8,0,soy,0,0
SMI_LAT,5/13/24,10,0,corn,0,0
SMI_LAT,5/31/24,10,0,corn,0,0
SMI_LAT,5/31/24,10,0,corn,0,0
SMI_LAT,5/13/24,10,0,soy,0,0
SMI_LAT,5/13/24,10,0,lima,0,0
SMI_LAT,5/13/24,9,0,lima,0,0
SMI_LAT,5/13/24,7,0,lima,0,0
SMI_LAT,5/13/24,10,0,corn,0,0
SMI_LAT_2,6/11/24,9,0,lima,0,0
SMI_LAT_2,6/11/24,10,0,corn,0,0
SMI_LAT_2,6/11/24,10,0,soy,0,1
SMI_LAT_2,6/11/24,10,0,lima,1,0
SMI_LAT_2,6/11/24,9,0,soy,0,0
SMI_LAT_2,6/11/24,9,1,corn,1,0
SMI_LAT_2,5/31/24,19,0,lima,0,0
SMI_LAT_2,5/31/24,9,0,soy,0,0
SMI_LAT_2,5/31/24,10,0,soy,0,0
SMI_LAT_2,5/31/24,10,0,corn,0,0
SMI_LAT_2,5/13/24,10,0,soy,0,0
SMI_LAT_2,5/13/24,10,5,corn,8,1
SMI_LAT_2,5/13/24,9,3,lima,6,0
SMI_LAT_2,5/13/24,10,2,soy,3,0
SMI_LAT_2,5/13/24,10,0,lima,0,0
SMI_LAT_2,5/13/24,10,0,corn,1,0
SMI_LAT_2,5/31/24,9,0,corn,0,0
SMI_MCC,4/22/24,10,0,corn,0,0
SMI_MCC,4/22/24,10,0,soy,0,0
SMI_MCC,4/22/24,10,0,lima,0,0
SMI_MCC,4/22/24,10,0,soy,0,0
SMI_MCC,4/22/24,10,0,corn,0,0
SMI_MCC,4/22/24,10,0,lima,0,0
SMI_MCC,5/7/24,10,0,soy,0,0
SMI_MCC,5/7/24,10,0,lima,0,0
SMI_MCC,5/7/24,9,0,lima,0,0
SMI_MCC,5/7/24,10,0,corn,0,0
SMI_MCC,5/7/24,9,0,corn,0,0
SMI_MCC,5/7/24,10,0,soy,0,0
SMI_MCC,5/20/24,6,0,soy,0,0
SMI_MCC,5/20/24,7,0,soy,0,0
SMI_MCC,5/20/24,10,0,corn,0,0
SMI_MCC,5/20/24,8,0,corn,0,0
SMI_MCC,5/20/24,7,0,lima,0,0
SMI_MCC,5/20/24,8,0,lima,0,0
SMI_DOU_3,5/20/24,10,0,corn,0,0
STA_AYR,4/17/24,20,0,soy,0,0
STA_AYR,4/17/24,10,0,lima,0,0
STA_AYR,4/17/24,9,0,corn,0,0
STA_AYR,4/17/24,10,0,corn,0,0
STA_AYR,5/1/24,10,0,corn,0,0
STA_AYR,5/1/24,9,2,lima,3,0
STA_AYR,4/17/24,8,0,lima,0,0
STA_AYR,5/14/24,9,0,soy,0,0
STA_AYR,5/14/24,10,0,lima,0,0
STA_AYR,5/14/24,10,0,corn,0,0
STA_AYR,5/14/24,9,0,corn,0,0
STA_AYR,5/14/24,8,0,soy,0,0
STA_AYR,5/14/24,10,0,lima,0,0
STA_AYR,5/1/24,8,0,soy,0,0
STA_AYR,5/1/24,6,0,lima,0,0
STA_AYR,5/1/24,9,0,soy,0,0
STA_AYR,5/1/24,10,0,corn,0,0
STA_BRA,4/17/24,10,0,soy,0,0
STA_BRA,4/17/24,10,0,lima,0,0
STA_BRA,4/17/24,10,0,corn,0,0
STA_BRA,5/1/24,9,0,corn,0,0
STA_BRA,5/1/24,10,0,corn,0,0
STA_BRA,5/1/24,9,0,soy,0,0
STA_BRA,5/1/24,10,0,lima,0,0
STA_BRA,4/17/24,10,0,soy,0,0
STA_BRA,5/14/24,0,0,soy,0,0
STA_BRA,5/14/24,0,0,soy,0,0
STA_BRA,5/14/24,10,0,lima,0,0
STA_BRA,5/14/24,12,0,corn,0,0
STA_BRA,5/14/24,8,0,corn,0,0
STA_BRA,5/1/24,4,0,lima,0,0
STA_BRA,4/17/24,0,0,lima,0,0
STA_BRA,4/17/24,10,0,corn,0,0
STA_BRA,5/14/24,9,1,lima,2,2
STA_FRE,4/17/24,10,0,corn,0,0
STA_FRE,4/17/24,10,0,lima,0,0
STA_FRE,4/17/24,10,0,soy,0,0
STA_FRE,4/17/24,8,0,corn,0,0
STA_FRE,5/1/24,10,0,soy,0,0
STA_FRE,5/1/24,9,0,lima,0,0
STA_FRE,5/1/24,10,0,corn,0,0
STA_FRE,5/1/24,10,0,soy,0,0
STA_FRE,4/17/24,8,0,lima,0,0
STA_FRE,5/14/24,0,0,corn,0,0
STA_FRE,5/14/24,5,0,corn,0,0
STA_FRE,5/14/24,8,0,lima,0,0
STA_FRE,4/17/24,10,0,soy,0,0
STA_FRE,5/14/24,9,0,lima,0,0
STA_FRE,5/14/24,8,0,lima,0,0
STA_FRE,5/14/24,8,0,soy,0,0
STA_FRE,5/1/24,10,1,lima,1,0
STA_FRE,5/1/24,10,0,corn,0,0
STA_HEM,4/17/24,10,0,soy,0,0
STA_HEM,4/17/24,9,0,soy,0,0
STA_HEM,4/17/24,8,0,corn,0,0
STA_HEM,4/17/24,9,0,lima,0,0
STA_HEM,4/17/24,10,0,lima,0,0
STA_HEM,4/17/24,8,0,corn,0,0
STA_HEM,5/1/24,7,0,soy,0,0
STA_HEM,5/1/24,8,0,corn,0,0
STA_HEM,5/1/24,7,0,lima,0,0
STA_HEM,5/1/24,5,0,lima,0,0
STA_HEM,5/1/24,7,0,soy,0,0
STA_HEM,5/14/24,8,0,soy,0,0
STA_HEM,5/14/24,10,0,lima,0,0
STA_HEM,5/14/24,10,0,corn,0,0
STA_HEM,5/14/24,10,0,corn,0,0
STA_HEM,5/14/24,7,0,soy,0,0
STA_HEM,5/1/24,9,0,corn,0,0
STA_HEM,5/14/24,9,0,lima,0,0
STA_MAC,4/17/24,10,0,corn,0,0
STA_MAC,4/17/24,10,0,corn,0,0
STA_MAC,4/17/24,10,0,lima,0,0
STA_MAC,4/17/24,10,0,lima,0,0
STA_MAC,4/17/24,9,0,soy,0,0
STA_MAC,5/1/24,9,0,lima,0,0
STA_MAC,5/1/24,10,0,soy,0,0
STA_MAC,5/14/24,10,0,lima,0,0
STA_MAC,5/14/24,10,0,soy,0,0
STA_MAC,5/14/24,10,0,soy,0,1
STA_MAC,5/14/24,10,0,corn,0,0
STA_MAC,5/1/24,10,0,corn,0,0
STA_MAC,5/1/24,8,2,lima,6,0
STA_MAC,4/17/24,10,0,soy,0,0
STA_MAC,5/14/24,10,0,corn,0,0
STA_MAC,5/14/24,9,0,soy,0,0
STA_MAC,5/1/24,10,0,corn,0,0
STA_MAC,5/1/24,10,0,soy,0,0
STA_NOB,4/17/24,10,0,corn,0,0
STA_NOB,4/17/24,10,0,lima,0,0
STA_NOB,4/17/24,10,0,soy,0,0
STA_NOB,4/17/24,10,0,corn,0,0
STA_NOB,5/1/24,10,0,lima,0,0
STA_NOB,5/1/24,7,0,corn,0,0
STA_NOB,5/1/24,4,1,lima,0,1
STA_NOB,4/17/24,10,0,lima,0,0
STA_NOB,5/1/24,10,0,soy,0,0
STA_NOB,5/14/24,10,0,lima,0,0
STA_NOB,5/14/24,10,0,soy,0,0
STA_NOB,5/14/24,10,0,corn,0,0
STA_NOB,4/17/24,9,0,soy,0,0
STA_NOB,5/14/24,10,0,soy,0,0
STA_NOB,5/14/24,10,0,lima,0,0
STA_NOB,5/14/24,9,0,corn,0,0
STA_NOB,5/1/24,10,0,corn,0,0
STA_NOB,5/1/24,9,0,soy,0,0
STA_PAN,4/17/24,10,0,corn,0,0
STA_PAN,4/17/24,10,0,corn,0,0
STA_PAN,4/17/24,10,0,soy,0,0
STA_PAN,4/17/24,8,0,lima,0,0
STA_PAN,4/17/24,10,0,soy,0,0
STA_PAN,4/17/24,9,0,lima,0,0
STA_PAN,5/1/24,10,0,corn,0,0
STA_PAN,5/1/24,6,0,lima,0,0
STA_PAN,5/1/24,9,0,lima,0,0
STA_PAN,5/1/24,11,0,corn,2,0
STA_PAN,5/14/24,9,0,corn,0,0
STA_PAN,5/14/24,7,0,lima,0,0
STA_PAN,5/14/24,5,0,soy,0,0
STA_PAN,5/14/24,4,0,soy,0,0
STA_PAN,5/14/24,9,0,corn,0,0
STA_PAN,5/1/24,10,0,soy,0,0
STA_PAN,5/14/24,6,0,lima,0,0
STA_PAN,5/1/24,6,0,soy,0,0
STA_SWE,4/17/24,10,0,lima,0,0
STA_SWE,4/17/24,10,0,soy,0,0
STA_SWE,4/17/24,10,0,corn,0,0
STA_SWE,4/17/24,10,0,soy,0,0
STA_SWE,5/1/24,10,0,corn,0,0
STA_SWE,5/1/24,8,0,lima,0,0
STA_SWE,5/1/24,10,0,soy,0,0
STA_SWE,5/1/24,9,1,lima,1,0
STA_SWE,5/1/24,10,0,corn,0,0
STA_SWE,5/14/24,10,0,corn,0,0
STA_SWE,5/14/24,7,0,lima,0,0
STA_SWE,4/17/24,10,0,corn,0,0
STA_SWE,4/17/24,10,0,lima,0,0
STA_SWE,5/14/24,10,0,corn,0,0
STA_SWE,5/14/24,6,0,soy,0,0
STA_SWE,5/14/24,7,0,soy,0,0
STA_SWE,5/14/24,10,0,lima,0,0
STA_SWE,5/1/24,10,0,soy,0,0
STA_THO,4/17/24,10,0,lima,0,0
STA_THO,4/17/24,10,0,soy,0,0
STA_THO,4/17/24,10,0,corn,0,0
STA_THO,4/17/24,10,0,lima,0,0
STA_THO,5/1/24,10,0,corn,0,0
STA_THO,4/17/24,9,0,corn,0,0
STA_THO,5/14/24,8,0,lima,0,0
STA_THO,5/1/24,9,0,soy,0,0
STA_THO,5/1/24,10,0,lima,1,0
STA_THO,5/1/24,10,0,soy,0,0
STA_THO,4/17/24,10,0,soy,0,0
STA_THO,5/14/24,9,0,lima,0,0
STA_THO,5/14/24,8,0,soy,0,0
STA_THO,5/14/24,8,0,soy,0,0
STA_THO,5/14/24,9,0,corn,0,0
STA_THO,5/14/24,10,0,corn,0,0
STA_THO,5/1/24,10,1,lima,2,0
STA_WAT,4/17/24,9,0,corn,0,0
STA_WAT,4/17/24,10,0,corn,0,0
STA_WAT,4/17/24,7,0,lima,0,0
STA_WAT,4/17/24,3,0,lima,0,0
STA_WAT,5/1/24,4,0,lima,0,0
STA_WAT,4/17/24,10,0,soy,0,0
STA_WAT,5/14/24,10,0,corn,0,0
STA_WAT,5/14/24,9,0,lima,0,0
STA_WAT,5/14/24,9,0,corn,0,0
STA_WAT,5/14/24,10,0,lima,0,0
STA_WAT,5/1/24,11,0,corn,0,0
STA_WAT,5/1/24,5,0,lima,0,0
STA_WAT,5/1/24,8,1,soy,1,0
STA_WAT,5/1/24,10,0,corn,0,0
STA_WAT,4/17/24,10,0,soy,0,0
STA_WAT,5/14/24,10,0,soy,0,0
STA_WAT,5/14/24,8,0,soy,0,0
STA_WAT,5/1/24,10,0,soy,0,0
WIS_COO,4/16/24,10,0,corn,0,0
WIS_COO,4/16/24,10,0,corn,0,0
WIS_COO,4/17/24,10,0,soy,0,0
WIS_COO,4/16/24,10,0,lima,0,0
WIS_COO,4/16/24,10,0,soy,0,0
WIS_COO,4/16/24,10,0,lima,0,0
WIS_COO,4/30/24,10,0,lima,0,0
WIS_COO,4/30/24,10,0,corn,0,0
WIS_COO,4/30/24,10,0,soy,0,0
