record_id,date,tempMaxF,tempMinF,tempMeanF,gddFahrenheitSimple,gddFahrenheitSimpleCumsum
DEG_DIE_100,6/10/22,61,49,55,16,1063.5
DEG_DIE_100,6/11/22,69,46,57.5,18.5,1082
DEG_DIE_100,6/12/22,70,51,60.5,21.5,1103.5
DEG_DIE_100,6/13/22,72,56,64,25,1128.5
DEG_DIE_100,6/14/22,72,51,61.5,22.5,1151
DEG_DIE_100,6/15/22,75,52,63.5,24.5,1175.5
DEG_DIE_100,6/16/22,81,61,71,32,1207.5
DEG_DIE_100,6/17/22,79,65,72,33,1240.5
DEG_DIE_100,6/18/22,75,48,61.5,22.5,1263
DEG_DIE_100,6/19/22,60,44,52,13,1276
DEG_DIE_100,6/20/22,61,40,50.5,11.5,1287.5
DEG_DIE_100,6/21/22,72,49,60.5,21.5,1309
DEG_DIE_100,6/22/22,79,57,68,29,1338
DEG_DIE_100,6/23/22,81,61,71,32,1370
DEG_DIE_100,6/24/22,71,55,63,24,1394
DEG_DIE_100,6/25/22,79,52,65.5,26.5,1420.5
DEG_DIE_100,6/26/22,84,59,71.5,32.5,1453
DEG_DIE_100,6/27/22,87,61,74,35,1488
DEG_DIE_100,6/28/22,72,48,60,21,1509
DEG_DIE_100,6/29/22,71,49,60,21,1530
DEG_DIE_100,6/30/22,75,51,63,24,1554
DEG_DIE_ERSWC,1/1/22,47,32,39.5,0.5,0.5
DEG_DIE_ERSWC,1/2/22,51,32,41.5,2.5,3
DEG_DIE_ERSWC,1/3/22,30,15,22.5,0,3
DEG_DIE_ERSWC,1/4/22,16,9,12.5,0,3
DEG_DIE_ERSWC,1/5/22,30,14,22,0,3
DEG_DIE_ERSWC,1/6/22,36,25,30.5,0,3
DEG_DIE_ERSWC,1/7/22,26,21,23.5,0,3
DEG_DIE_ERSWC,1/8/22,23,5,14,0,3
DEG_DIE_ERSWC,1/9/22,26,2,14,0,3
DEG_DIE_ERSWC,1/10/22,34,16,25,0,3
DEG_DIE_ERSWC,1/11/22,17,0,8.5,0,3
DEG_DIE_ERSWC,1/12/22,17,-2,7.5,0,3
DEG_DIE_ERSWC,1/13/22,32,16,24,0,3
DEG_DIE_ERSWC,1/14/22,39,27,33,0,3
DEG_DIE_ERSWC,1/15/22,26,-8,9,0,3
DEG_DIE_ERSWC,1/16/22,1,-10,-4.5,0,3
DEG_DIE_ERSWC,1/17/22,28,-7,10.5,0,3
DEG_DIE_ERSWC,1/18/22,31,19,25,0,3
DEG_DIE_ERSWC,1/19/22,27,0,13.5,0,3
DEG_DIE_ERSWC,1/20/22,39,19,29,0,3
DEG_DIE_ERSWC,1/21/22,15,-4,5.5,0,3
DEG_DIE_ERSWC,1/22/22,11,-18,-3.5,0,3
DEG_DIE_ERSWC,1/23/22,20,-17,1.5,0,3
DEG_DIE_ERSWC,1/24/22,24,0,12,0,3
DEG_DIE_ERSWC,1/25/22,25,-2,11.5,0,3
DEG_DIE_ERSWC,1/26/22,24,-6,9,0,3
DEG_DIE_ERSWC,1/27/22,15,-13,1,0,3
DEG_DIE_ERSWC,1/28/22,24,-9,7.5,0,3
DEG_DIE_ERSWC,1/29/22,24,1,12.5,0,3
DEG_DIE_ERSWC,1/30/22,10,-9,0.5,0,3
DEG_DIE_ERSWC,1/31/22,16,-9,3.5,0,3
DEG_DIE_ERSWC,2/1/22,25,-3,11,0,3
DEG_DIE_ERSWC,2/2/22,32,6,19,0,3
DEG_DIE_ERSWC,2/3/22,37,27,32,0,3
DEG_DIE_ERSWC,2/4/22,34,16,25,0,3
DEG_DIE_ERSWC,2/5/22,16,9,12.5,0,3
DEG_DIE_ERSWC,2/6/22,13,-9,2,0,3
DEG_DIE_ERSWC,2/7/22,26,2,14,0,3
DEG_DIE_ERSWC,2/8/22,35,12,23.5,0,3
DEG_DIE_ERSWC,2/9/22,30,6,18,0,3
DEG_DIE_ERSWC,2/10/22,44,11,27.5,0,3
DEG_DIE_ERSWC,2/11/22,39,21,30,0,3
DEG_DIE_ERSWC,2/12/22,47,23,35,0,3
DEG_DIE_ERSWC,2/13/22,39,15,27,0,3
DEG_DIE_ERSWC,2/14/22,16,-3,6.5,0,3
DEG_DIE_ERSWC,2/15/22,11,-4,3.5,0,3
DEG_DIE_ERSWC,2/16/22,24,-2,11,0,3
DEG_DIE_ERSWC,2/17/22,45,24,34.5,0,3
DEG_DIE_ERSWC,2/18/22,51,23,37,0,3
DEG_DIE_ERSWC,2/19/22,21,9,15,0,3
DEG_DIE_ERSWC,2/20/22,27,4,15.5,0,3
DEG_DIE_ERSWC,2/21/22,35,6,20.5,0,3
DEG_DIE_ERSWC,2/22/22,51,27,39,0,3
DEG_DIE_ERSWC,2/23/22,54,37,45.5,6.5,9.5
DEG_DIE_ERSWC,2/24/22,44,11,27.5,0,9.5
DEG_DIE_ERSWC,2/25/22,25,11,18,0,9.5
DEG_DIE_ERSWC,2/26/22,33,14,23.5,0,9.5
DEG_DIE_ERSWC,2/27/22,24,14,19,0,9.5
DEG_DIE_ERSWC,2/28/22,31,3,17,0,9.5
DEG_DIE_ERSWC,3/1/22,28,3,15.5,0,9.5
DEG_DIE_ERSWC,3/2/22,39,28,33.5,0,9.5
DEG_DIE_ERSWC,3/3/22,35,21,28,0,9.5
DEG_DIE_ERSWC,3/4/22,21,2,11.5,0,9.5
DEG_DIE_ERSWC,3/5/22,28,8,18,0,9.5
DEG_DIE_ERSWC,3/6/22,44,18,31,0,9.5
DEG_DIE_ERSWC,3/7/22,67,32,49.5,10.5,20
DEG_DIE_ERSWC,3/8/22,55,26,40.5,1.5,21.5
DEG_DIE_ERSWC,3/9/22,31,22,26.5,0,21.5
DEG_DIE_ERSWC,3/10/22,32,14,23,0,21.5
DEG_DIE_ERSWC,3/11/22,40,17,28.5,0,21.5
DEG_DIE_ERSWC,3/12/22,47,23,35,0,21.5
DEG_DIE_ERSWC,3/13/22,22,13,17.5,0,21.5
DEG_DIE_ERSWC,3/14/22,30,16,23,0,21.5
DEG_DIE_ERSWC,3/15/22,45,28,36.5,0,21.5
DEG_DIE_ERSWC,3/16/22,49,30,39.5,0.5,22
DEG_DIE_ERSWC,3/17/22,58,32,45,6,28
DEG_DIE_ERSWC,3/18/22,62,35,48.5,9.5,37.5
DEG_DIE_ERSWC,3/19/22,69,37,53,14,51.5
DEG_DIE_ERSWC,3/20/22,66,42,54,15,66.5
DEG_DIE_ERSWC,3/21/22,42,30,36,0,66.5
DEG_DIE_ERSWC,3/22/22,50,25,37.5,0,66.5
DEG_DIE_ERSWC,3/23/22,42,26,34,0,66.5
DEG_DIE_ERSWC,3/24/22,42,31,36.5,0,66.5
DEG_DIE_ERSWC,3/25/22,54,35,44.5,5.5,72
DEG_DIE_ERSWC,3/26/22,44,35,39.5,0.5,72.5
DEG_DIE_ERSWC,3/27/22,42,29,35.5,0,72.5
DEG_DIE_ERSWC,3/28/22,29,13,21,0,72.5
DEG_DIE_ERSWC,3/29/22,17,14,15.5,0,72.5
DEG_DIE_ERSWC,3/30/22,28,13,20.5,0,72.5
DEG_DIE_ERSWC,3/31/22,49,18,33.5,0,72.5
DEG_DIE_ERSWC,4/1/22,64,36,50,11,83.5
DEG_DIE_ERSWC,4/2/22,38,29,33.5,0,83.5
DEG_DIE_ERSWC,4/3/22,42,29,35.5,0,83.5
DEG_DIE_ERSWC,4/4/22,37,32,34.5,0,83.5
DEG_DIE_ERSWC,4/5/22,41,31,36,0,83.5
DEG_DIE_ERSWC,4/6/22,60,35,47.5,8.5,92
DEG_DIE_ERSWC,4/7/22,59,44,51.5,12.5,104.5
DEG_DIE_ERSWC,4/8/22,48,40,44,5,109.5
DEG_DIE_ERSWC,4/9/22,51,37,44,5,114.5
DEG_DIE_ERSWC,4/10/22,46,32,39,0,114.5
DEG_DIE_ERSWC,4/11/22,36,26,31,0,114.5
DEG_DIE_ERSWC,4/12/22,60,32,46,7,121.5
DEG_DIE_ERSWC,4/13/22,59,36,47.5,8.5,130
DEG_DIE_ERSWC,4/14/22,74,47,60.5,21.5,151.5
DEG_DIE_ERSWC,4/15/22,71,32,51.5,12.5,164
DEG_DIE_ERSWC,4/16/22,59,37,48,9,173
DEG_DIE_ERSWC,4/17/22,42,28,35,0,173
DEG_DIE_ERSWC,4/18/22,40,23,31.5,0,173
DEG_DIE_ERSWC,4/19/22,49,30,39.5,0.5,173.5
DEG_DIE_ERSWC,4/20/22,35,31,33,0,173.5
DEG_DIE_ERSWC,4/21/22,47,33,40,1,174.5
DEG_DIE_ERSWC,4/22/22,51,39,45,6,180.5
DEG_DIE_ERSWC,4/23/22,53,32,42.5,3.5,184
DEG_DIE_ERSWC,4/24/22,59,39,49,10,194
DEG_DIE_ERSWC,4/25/22,78,48,63,24,218
DEG_DIE_ERSWC,4/26/22,72,50,61,22,240
DEG_DIE_ERSWC,4/27/22,53,33,43,4,244
DEG_DIE_ERSWC,4/28/22,37,31,34,0,244
DEG_DIE_ERSWC,4/29/22,43,29,36,0,244
DEG_DIE_ERSWC,4/30/22,49,26,37.5,0,244
DEG_DIE_ERSWC,5/1/22,55,30,42.5,3.5,247.5
DEG_DIE_ERSWC,5/2/22,67,42,54.5,15.5,263
DEG_DIE_ERSWC,5/3/22,60,44,52,13,276
DEG_DIE_ERSWC,5/4/22,64,49,56.5,17.5,293.5
DEG_DIE_ERSWC,5/5/22,55,39,47,8,301.5
DEG_DIE_ERSWC,5/6/22,61,42,51.5,12.5,314
DEG_DIE_ERSWC,5/7/22,57,44,50.5,11.5,325.5
DEG_DIE_ERSWC,5/8/22,56,31,43.5,4.5,330
DEG_DIE_ERSWC,5/9/22,62,31,46.5,7.5,337.5
DEG_DIE_ERSWC,5/10/22,71,35,53,14,351.5
DEG_DIE_ERSWC,5/11/22,74,38,56,17,368.5
DEG_DIE_ERSWC,5/12/22,78,42,60,21,389.5
DEG_DIE_ERSWC,5/13/22,82,53,67.5,28.5,418
DEG_DIE_ERSWC,5/14/22,78,60,69,30,448
DEG_DIE_ERSWC,5/15/22,78,59,68.5,29.5,477.5
DEG_DIE_ERSWC,5/16/22,77,55,66,27,504.5
DEG_DIE_ERSWC,5/17/22,71,45,58,19,523.5
DEG_DIE_ERSWC,5/18/22,58,41,49.5,10.5,534
DEG_DIE_ERSWC,5/19/22,59,46,52.5,13.5,547.5
DEG_DIE_ERSWC,5/20/22,64,48,56,17,564.5
DEG_DIE_ERSWC,5/21/22,78,59,68.5,29.5,594
DEG_DIE_ERSWC,5/22/22,87,57,72,33,627
DEG_DIE_ERSWC,5/23/22,79,46,62.5,23.5,650.5
DEG_DIE_ERSWC,5/24/22,60,41,50.5,11.5,662
DEG_DIE_ERSWC,5/25/22,67,49,58,19,681
DEG_DIE_ERSWC,5/26/22,71,55,63,24,705
DEG_DIE_ERSWC,5/27/22,74,58,66,27,732
DEG_DIE_ERSWC,5/28/22,70,59,64.5,25.5,757.5
DEG_DIE_ERSWC,5/29/22,66,48,57,18,775.5
DEG_DIE_ERSWC,5/30/22,74,51,62.5,23.5,799
DEG_DIE_ERSWC,5/31/22,84,57,70.5,31.5,830.5
DEG_DIE_ERSWC,6/1/22,84,60,72,33,863.5
DEG_DIE_ERSWC,6/2/22,77,59,68,29,892.5
DEG_DIE_ERSWC,6/3/22,71,52,61.5,22.5,915
DEG_DIE_ERSWC,6/4/22,69,48,58.5,19.5,934.5
DEG_DIE_ERSWC,6/5/22,65,39,52,13,947.5
DEG_DIE_ERSWC,6/6/22,72,50,61,22,969.5
DEG_DIE_ERSWC,6/7/22,77,58,67.5,28.5,998
DEG_DIE_ERSWC,6/8/22,67,51,59,20,1018
DEG_DIE_ERSWC,6/9/22,70,55,62.5,23.5,1041.5
DEG_DIE_ERSWC,6/10/22,61,49,55,16,1057.5
DEG_DIE_ERSWC,6/11/22,68,47,57.5,18.5,1076
DEG_DIE_ERSWC,6/12/22,69,52,60.5,21.5,1097.5
DEG_DIE_ERSWC,6/13/22,72,56,64,25,1122.5
DEG_DIE_ERSWC,6/14/22,72,51,61.5,22.5,1145
DEG_DIE_ERSWC,6/15/22,75,52,63.5,24.5,1169.5
DEG_DIE_ERSWC,6/16/22,81,61,71,32,1201.5
DEG_DIE_ERSWC,6/17/22,78,65,71.5,32.5,1234
DEG_DIE_ERSWC,6/18/22,75,49,62,23,1257
DEG_DIE_ERSWC,6/19/22,59,44,51.5,12.5,1269.5
DEG_DIE_ERSWC,6/20/22,61,41,51,12,1281.5
DEG_DIE_ERSWC,6/21/22,71,49,60,21,1302.5
DEG_DIE_ERSWC,6/22/22,77,56,66.5,27.5,1330
DEG_DIE_ERSWC,6/23/22,81,60,70.5,31.5,1361.5
DEG_DIE_ERSWC,6/24/22,71,55,63,24,1385.5
DEG_DIE_ERSWC,6/25/22,79,52,65.5,26.5,1412
DEG_DIE_ERSWC,6/26/22,84,59,71.5,32.5,1444.5
DEG_DIE_ERSWC,6/27/22,86,61,73.5,34.5,1479
DEG_DIE_ERSWC,6/28/22,71,49,60,21,1500
DEG_DIE_ERSWC,6/29/22,70,50,60,21,1521
DEG_DIE_ERSWC,6/30/22,74,51,62.5,23.5,1544.5
DEG_DIE_SH,1/1/22,47,33,40,1,1
DEG_DIE_SH,1/2/22,50,32,41,2,3
DEG_DIE_SH,1/3/22,30,16,23,0,3
DEG_DIE_SH,1/4/22,16,9,12.5,0,3
DEG_DIE_SH,1/5/22,30,15,22.5,0,3
DEG_DIE_SH,1/6/22,36,25,30.5,0,3
DEG_DIE_SH,1/7/22,26,21,23.5,0,3
DEG_DIE_SH,1/8/22,22,6,14,0,3
DEG_DIE_SH,1/9/22,26,3,14.5,0,3
DEG_DIE_SH,1/10/22,34,16,25,0,3
DEG_DIE_SH,1/11/22,17,0,8.5,0,3
DEG_DIE_SH,1/12/22,17,-1,8,0,3
DEG_DIE_SH,1/13/22,32,17,24.5,0,3
DEG_DIE_SH,1/14/22,39,27,33,0,3
DEG_DIE_SH,1/15/22,26,-7,9.5,0,3
DEG_DIE_SH,1/16/22,1,-9,-4,0,3
DEG_DIE_SH,1/17/22,28,-6,11,0,3
DEG_DIE_SH,1/18/22,31,20,25.5,0,3
DEG_DIE_SH,1/19/22,27,1,14,0,3
DEG_DIE_SH,1/20/22,39,19,29,0,3
DEG_DIE_SH,1/21/22,15,-3,6,0,3
DEG_DIE_SH,1/22/22,11,-17,-3,0,3
DEG_DIE_SH,1/23/22,20,-15,2.5,0,3
DEG_DIE_SH,1/24/22,24,0,12,0,3
DEG_DIE_SH,1/25/22,24,-3,10.5,0,3
DEG_DIE_SH,1/26/22,24,-5,9.5,0,3
DEG_DIE_SH,1/27/22,15,-12,1.5,0,3
DEG_DIE_SH,1/28/22,24,-8,8,0,3
DEG_DIE_SH,1/29/22,24,1,12.5,0,3
DEG_DIE_SH,1/30/22,9,-8,0.5,0,3
DEG_DIE_SH,1/31/22,16,-8,4,0,3
DEG_DIE_SH,2/1/22,25,-3,11,0,3
DEG_DIE_SH,2/2/22,32,5,18.5,0,3
DEG_DIE_SH,2/3/22,38,27,32.5,0,3
DEG_DIE_SH,2/4/22,34,16,25,0,3
DEG_DIE_SH,2/5/22,16,8,12,0,3
DEG_DIE_SH,2/6/22,13,-9,2,0,3
DEG_DIE_SH,2/7/22,26,2,14,0,3
DEG_DIE_SH,2/8/22,35,13,24,0,3
DEG_DIE_SH,2/9/22,30,5,17.5,0,3
DEG_DIE_SH,2/10/22,44,10,27,0,3
DEG_DIE_SH,2/11/22,39,21,30,0,3
DEG_DIE_SH,2/12/22,47,23,35,0,3
DEG_DIE_SH,2/13/22,39,15,27,0,3
DEG_DIE_SH,2/14/22,16,-2,7,0,3
DEG_DIE_SH,2/15/22,11,-4,3.5,0,3
DEG_DIE_SH,2/16/22,24,-2,11,0,3
DEG_DIE_SH,2/17/22,45,24,34.5,0,3
DEG_DIE_SH,2/18/22,51,23,37,0,3
DEG_DIE_SH,2/19/22,21,9,15,0,3
DEG_DIE_SH,2/20/22,27,4,15.5,0,3
DEG_DIE_SH,2/21/22,35,6,20.5,0,3
DEG_DIE_SH,2/22/22,51,27,39,0,3
DEG_DIE_SH,2/23/22,54,36,45,6,9
DEG_DIE_SH,2/24/22,44,11,27.5,0,9
DEG_DIE_SH,2/25/22,25,11,18,0,9
DEG_DIE_SH,2/26/22,33,13,23,0,9
DEG_DIE_SH,2/27/22,24,14,19,0,9
DEG_DIE_SH,2/28/22,31,3,17,0,9
DEG_DIE_SH,3/1/22,28,3,15.5,0,9
DEG_DIE_SH,3/2/22,39,28,33.5,0,9
DEG_DIE_SH,3/3/22,35,22,28.5,0,9
DEG_DIE_SH,3/4/22,21,2,11.5,0,9
DEG_DIE_SH,3/5/22,28,8,18,0,9
DEG_DIE_SH,3/6/22,44,18,31,0,9
DEG_DIE_SH,3/7/22,67,32,49.5,10.5,19.5
DEG_DIE_SH,3/8/22,55,26,40.5,1.5,21
DEG_DIE_SH,3/9/22,31,22,26.5,0,21
DEG_DIE_SH,3/10/22,32,15,23.5,0,21
DEG_DIE_SH,3/11/22,40,18,29,0,21
DEG_DIE_SH,3/12/22,47,23,35,0,21
DEG_DIE_SH,3/13/22,22,13,17.5,0,21
DEG_DIE_SH,3/14/22,30,16,23,0,21
DEG_DIE_SH,3/15/22,46,27,36.5,0,21
DEG_DIE_SH,3/16/22,49,30,39.5,0.5,21.5
DEG_DIE_SH,3/17/22,58,32,45,6,27.5
DEG_DIE_SH,3/18/22,62,35,48.5,9.5,37
DEG_DIE_SH,3/19/22,68,37,52.5,13.5,50.5
DEG_DIE_SH,3/20/22,66,42,54,15,65.5
DEG_DIE_SH,3/21/22,42,30,36,0,65.5
DEG_DIE_SH,3/22/22,50,26,38,0,65.5
DEG_DIE_SH,3/23/22,42,26,34,0,65.5
DEG_DIE_SH,3/24/22,42,30,36,0,65.5
DEG_DIE_SH,3/25/22,54,35,44.5,5.5,71
DEG_DIE_SH,3/26/22,45,35,40,1,72
DEG_DIE_SH,3/27/22,42,29,35.5,0,72
DEG_DIE_SH,3/28/22,29,14,21.5,0,72
DEG_DIE_SH,3/29/22,17,14,15.5,0,72
DEG_DIE_SH,3/30/22,28,13,20.5,0,72
DEG_DIE_SH,3/31/22,49,18,33.5,0,72
DEG_DIE_SH,4/1/22,63,37,50,11,83
DEG_DIE_SH,4/2/22,39,29,34,0,83
DEG_DIE_SH,4/3/22,42,29,35.5,0,83
DEG_DIE_SH,4/4/22,37,32,34.5,0,83
DEG_DIE_SH,4/5/22,41,31,36,0,83
DEG_DIE_SH,4/6/22,60,35,47.5,8.5,91.5
DEG_DIE_SH,4/7/22,59,44,51.5,12.5,104
