Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmean (degrees F)
CER_DEL_1,-74.968,42.2073,1299,4/27/25,0.67,52.3
CER_DEL_1,-74.968,42.2073,1299,4/28/25,0.02,42.5
CER_DEL_1,-74.968,42.2073,1299,4/29/25,0,55.4
CER_DEL_1,-74.968,42.2073,1299,4/30/25,0.3,60.7
CER_DEL_1,-74.968,42.2073,1299,5/1/25,0,47.4
CER_DEL_1,-74.968,42.2073,1299,5/2/25,0.16,59.6
CER_DEL_1,-74.968,42.2073,1299,5/3/25,0.04,63.5
CER_DEL_1,-74.968,42.2073,1299,5/4/25,0.22,59.4
CER_DEL_1,-74.968,42.2073,1299,5/5/25,1.19,57.9
CER_DEL_1,-74.968,42.2073,1299,5/6/25,0.28,59.8
CER_DEL_1,-74.968,42.2073,1299,5/7/25,0.54,58.4
CER_DEL_1,-74.968,42.2073,1299,5/8/25,0.1,55.5
CER_DEL_1,-74.968,42.2073,1299,5/9/25,0.26,51.2
CER_DEL_1,-74.968,42.2073,1299,5/10/25,1.24,45.3
CER_DEL_1,-74.968,42.2073,1299,5/11/25,0,51.7
CER_DEL_1,-74.968,42.2073,1299,5/12/25,0,49
CER_DEL_1,-74.968,42.2073,1299,5/13/25,0,62
CER_DEL_1,-74.968,42.2073,1299,5/14/25,0.04,64.8
CER_DEL_1,-74.968,42.2073,1299,5/15/25,0.08,61.3
CER_DEL_1,-74.968,42.2073,1299,5/16/25,0,66.8
CER_DEL_1,-74.968,42.2073,1299,5/17/25,0.04,68.8
CER_DEL_1,-74.968,42.2073,1299,5/18/25,0.18,65.5
CER_DEL_1,-74.968,42.2073,1299,5/19/25,0.06,50
CER_DEL_1,-74.968,42.2073,1299,5/20/25,0,46.6
CER_DEL_1,-74.968,42.2073,1299,5/21/25,0,46.9
CER_DEL_1,-74.968,42.2073,1299,5/22/25,0.4,46
CER_DEL_1,-74.968,42.2073,1299,5/23/25,0.34,45.5
CER_DEL_1,-74.968,42.2073,1299,5/24/25,0.19,47.1
CER_DEL_1,-74.968,42.2073,1299,5/25/25,0.31,48.6
CER_DEL_1,-74.968,42.2073,1299,5/26/25,0.03,49.7
CER_DEL_1,-74.968,42.2073,1299,5/27/25,0,54.6
CER_DEL_1,-74.968,42.2073,1299,5/28/25,0,57.9
CER_DEL_1,-74.968,42.2073,1299,5/29/25,0,59.1
CER_DEL_1,-74.968,42.2073,1299,5/30/25,0,59.2
CER_DEL_1,-74.968,42.2073,1299,5/31/25,0.89,61.6
CER_DEL_1,-74.968,42.2073,1299,6/1/25,0.93,48.4
CER_DEL_1,-74.968,42.2073,1299,6/2/25,0.05,47.6
CER_DEL_1,-74.968,42.2073,1299,6/3/25,0,52.1
CER_DEL_1,-74.968,42.2073,1299,6/4/25,0,60.6
CER_DEL_1,-74.968,42.2073,1299,6/5/25,0,71.7
CER_DEL_1,-74.968,42.2073,1299,6/6/25,0.19,74.4
CER_DEL_1,-74.968,42.2073,1299,6/7/25,0.38,67.3
CER_DEL_1,-74.968,42.2073,1299,6/8/25,0.64,63.9
CER_DEL_1,-74.968,42.2073,1299,6/9/25,0.14,66.1
CER_DEL_1,-74.968,42.2073,1299,6/10/25,0.48,63.8
CER_DEL_1,-74.968,42.2073,1299,6/11/25,0.12,63.5
CER_DEL_1,-74.968,42.2073,1299,6/12/25,0,64.2
CER_DEL_1,-74.968,42.2073,1299,6/13/25,0.01,63.3
CER_DEL_1,-74.968,42.2073,1299,6/14/25,0.34,65.4
CER_DEL_1,-74.968,42.2073,1299,6/15/25,0,59.5
CER_DEL_1,-74.968,42.2073,1299,6/16/25,0,62.3
CER_DEL_1,-74.968,42.2073,1299,6/17/25,0.11,64
CER_DEL_1,-74.968,42.2073,1299,6/18/25,0.22,64.7
CER_DEL_1,-74.968,42.2073,1299,6/19/25,0.02,71.8
CER_DEL_1,-74.968,42.2073,1299,6/20/25,0.48,71.3
CER_DEL_1,-74.968,42.2073,1299,6/21/25,0,66.2
CER_DEL_1,-74.968,42.2073,1299,6/22/25,1.33,71.8
CER_DEL_1,-74.968,42.2073,1299,6/23/25,0.23,74.2
CER_DEL_1,-74.968,42.2073,1299,6/24/25,0,77
CER_DEL_1,-74.968,42.2073,1299,6/25/25,0,78.9
CER_DEL_1,-74.968,42.2073,1299,6/26/25,0,75.9
CER_DEL_1,-74.968,42.2073,1299,6/27/25,0.13,65.3
CER_DEL_1,-74.968,42.2073,1299,6/28/25,0,62.3
CER_DEL_1,-74.968,42.2073,1299,6/29/25,0,71.3
CER_DEL_1,-74.968,42.2073,1299,6/30/25,0,67.4
,,,,,,
CER_DEL_2,-74.9876,42.1954,1299,1/1/25,0.5,38.6
CER_DEL_2,-74.9876,42.1954,1299,1/2/25,0.13,34.8
CER_DEL_2,-74.9876,42.1954,1299,1/3/25,0.03,29.6
CER_DEL_2,-74.9876,42.1954,1299,1/4/25,0,23.6
CER_DEL_2,-74.9876,42.1954,1299,1/5/25,0,21.8
CER_DEL_2,-74.9876,42.1954,1299,1/6/25,0,21.8
CER_DEL_2,-74.9876,42.1954,1299,1/7/25,0,15.7
CER_DEL_2,-74.9876,42.1954,1299,1/8/25,0.05,17.6
CER_DEL_2,-74.9876,42.1954,1299,1/9/25,0,15
CER_DEL_2,-74.9876,42.1954,1299,1/10/25,0.01,18.3
CER_DEL_2,-74.9876,42.1954,1299,1/11/25,0.13,22.5
CER_DEL_2,-74.9876,42.1954,1299,1/12/25,0.01,23.3
CER_DEL_2,-74.9876,42.1954,1299,1/13/25,0,22.8
CER_DEL_2,-74.9876,42.1954,1299,1/14/25,0.04,26
CER_DEL_2,-74.9876,42.1954,1299,1/15/25,0,18.1
CER_DEL_2,-74.9876,42.1954,1299,1/16/25,0,15.4
CER_DEL_2,-74.9876,42.1954,1299,1/17/25,0.04,17.3
CER_DEL_2,-74.9876,42.1954,1299,1/18/25,0,26.9
CER_DEL_2,-74.9876,42.1954,1299,1/19/25,0.07,28.5
CER_DEL_2,-74.9876,42.1954,1299,1/20/25,0.19,14.6
CER_DEL_2,-74.9876,42.1954,1299,1/21/25,0,3.1
CER_DEL_2,-74.9876,42.1954,1299,1/22/25,0,-1.3
CER_DEL_2,-74.9876,42.1954,1299,1/23/25,0,-0.4
CER_DEL_2,-74.9876,42.1954,1299,1/24/25,0,15
CER_DEL_2,-74.9876,42.1954,1299,1/25/25,0,14.7
CER_DEL_2,-74.9876,42.1954,1299,1/26/25,0.02,18.4
CER_DEL_2,-74.9876,42.1954,1299,1/27/25,0,19.5
CER_DEL_2,-74.9876,42.1954,1299,1/28/25,0.02,23.5
CER_DEL_2,-74.9876,42.1954,1299,1/29/25,0.09,24.1
CER_DEL_2,-74.9876,42.1954,1299,1/30/25,0.09,26
CER_DEL_2,-74.9876,42.1954,1299,1/31/25,0,23.1
CER_DEL_2,-74.9876,42.1954,1299,2/1/25,0.52,28
CER_DEL_2,-74.9876,42.1954,1299,2/2/25,0,12
CER_DEL_2,-74.9876,42.1954,1299,2/3/25,0.13,13
CER_DEL_2,-74.9876,42.1954,1299,2/4/25,0.01,33.4
CER_DEL_2,-74.9876,42.1954,1299,2/5/25,0.01,23.7
CER_DEL_2,-74.9876,42.1954,1299,2/6/25,0.06,16.5
CER_DEL_2,-74.9876,42.1954,1299,2/7/25,0.11,29
CER_DEL_2,-74.9876,42.1954,1299,2/8/25,0,20.2
CER_DEL_2,-74.9876,42.1954,1299,2/9/25,0.32,20.8
CER_DEL_2,-74.9876,42.1954,1299,2/10/25,0,22.2
CER_DEL_2,-74.9876,42.1954,1299,2/11/25,0,18.6
CER_DEL_2,-74.9876,42.1954,1299,2/12/25,0,19.7
CER_DEL_2,-74.9876,42.1954,1299,2/13/25,0.14,24.1
CER_DEL_2,-74.9876,42.1954,1299,2/14/25,0.13,30
CER_DEL_2,-74.9876,42.1954,1299,2/15/25,0,20.4
CER_DEL_2,-74.9876,42.1954,1299,2/16/25,0.55,23.8
CER_DEL_2,-74.9876,42.1954,1299,2/17/25,0.45,27.5
CER_DEL_2,-74.9876,42.1954,1299,2/18/25,0,14.9
CER_DEL_2,-74.9876,42.1954,1299,2/19/25,0,11.5
CER_DEL_2,-74.9876,42.1954,1299,2/20/25,0,14.7
CER_DEL_2,-74.9876,42.1954,1299,2/21/25,0.06,14.7
CER_DEL_2,-74.9876,42.1954,1299,2/22/25,0,17.1
CER_DEL_2,-74.9876,42.1954,1299,2/23/25,0,25.2
CER_DEL_2,-74.9876,42.1954,1299,2/24/25,0,28.4
CER_DEL_2,-74.9876,42.1954,1299,2/25/25,0,35.6
CER_DEL_2,-74.9876,42.1954,1299,2/26/25,0.1,39.1
CER_DEL_2,-74.9876,42.1954,1299,2/27/25,0.15,36.6
CER_DEL_2,-74.9876,42.1954,1299,2/28/25,0.23,38.5
CER_DEL_2,-74.9876,42.1954,1299,3/1/25,0.01,34.6
CER_DEL_2,-74.9876,42.1954,1299,3/2/25,0.05,27.9
CER_DEL_2,-74.9876,42.1954,1299,3/3/25,0,14.5
CER_DEL_2,-74.9876,42.1954,1299,3/4/25,0,22
CER_DEL_2,-74.9876,42.1954,1299,3/5/25,0.01,35
CER_DEL_2,-74.9876,42.1954,1299,3/6/25,0.87,44.2
CER_DEL_2,-74.9876,42.1954,1299,3/7/25,0.03,32.6
CER_DEL_2,-74.9876,42.1954,1299,3/8/25,0.02,29.6
CER_DEL_2,-74.9876,42.1954,1299,3/9/25,0,25.8
CER_DEL_2,-74.9876,42.1954,1299,3/10/25,0,33.5
CER_DEL_2,-74.9876,42.1954,1299,3/11/25,0,42.6
CER_DEL_2,-74.9876,42.1954,1299,3/12/25,0,45.6
CER_DEL_2,-74.9876,42.1954,1299,3/13/25,0,37
CER_DEL_2,-74.9876,42.1954,1299,3/14/25,0,40
CER_DEL_2,-74.9876,42.1954,1299,3/15/25,0,44.6
CER_DEL_2,-74.9876,42.1954,1299,3/16/25,0,50.2
CER_DEL_2,-74.9876,42.1954,1299,3/17/25,0.87,55
CER_DEL_2,-74.9876,42.1954,1299,3/18/25,0.05,33.9
CER_DEL_2,-74.9876,42.1954,1299,3/19/25,0,41.3
CER_DEL_2,-74.9876,42.1954,1299,3/20/25,0,50.8
CER_DEL_2,-74.9876,42.1954,1299,3/21/25,0.27,47
CER_DEL_2,-74.9876,42.1954,1299,3/22/25,0,32.6
CER_DEL_2,-74.9876,42.1954,1299,3/23/25,0.05,36.6
CER_DEL_2,-74.9876,42.1954,1299,3/24/25,0,29.4
CER_DEL_2,-74.9876,42.1954,1299,3/25/25,0.01,39.7
CER_DEL_2,-74.9876,42.1954,1299,3/26/25,0,33.3
CER_DEL_2,-74.9876,42.1954,1299,3/27/25,0.05,29.9
CER_DEL_2,-74.9876,42.1954,1299,3/28/25,0,34.2
CER_DEL_2,-74.9876,42.1954,1299,3/29/25,0.11,45
CER_DEL_2,-74.9876,42.1954,1299,3/30/25,0.16,54.2
CER_DEL_2,-74.9876,42.1954,1299,3/31/25,0.02,48.4
CER_DEL_2,-74.9876,42.1954,1299,4/1/25,0,51.5
CER_DEL_2,-74.9876,42.1954,1299,4/2/25,0,32.8
CER_DEL_2,-74.9876,42.1954,1299,4/3/25,0.15,35
CER_DEL_2,-74.9876,42.1954,1299,4/4/25,0.02,55.7
CER_DEL_2,-74.9876,42.1954,1299,4/5/25,0.02,48.1
CER_DEL_2,-74.9876,42.1954,1299,4/6/25,0.45,42.5
CER_DEL_2,-74.9876,42.1954,1299,4/7/25,0.05,38.9
CER_DEL_2,-74.9876,42.1954,1299,4/8/25,0.04,31
CER_DEL_2,-74.9876,42.1954,1299,4/9/25,0.02,25.4
CER_DEL_2,-74.9876,42.1954,1299,4/10/25,0,32.6
CER_DEL_2,-74.9876,42.1954,1299,4/11/25,0.13,37.2
CER_DEL_2,-74.9876,42.1954,1299,4/12/25,0.3,40.5
CER_DEL_2,-74.9876,42.1954,1299,4/13/25,0.12,36
CER_DEL_2,-74.9876,42.1954,1299,4/14/25,0,41.8
CER_DEL_2,-74.9876,42.1954,1299,4/15/25,0.02,47.9
CER_DEL_2,-74.9876,42.1954,1299,4/16/25,0.14,45.5
CER_DEL_2,-74.9876,42.1954,1299,4/17/25,0.01,31.6
CER_DEL_2,-74.9876,42.1954,1299,4/18/25,0,39.4
CER_DEL_2,-74.9876,42.1954,1299,4/19/25,0,53.6
CER_DEL_2,-74.9876,42.1954,1299,4/20/25,0.21,57.7
CER_DEL_2,-74.9876,42.1954,1299,4/21/25,0,43.4
CER_DEL_2,-74.9876,42.1954,1299,4/22/25,0,48.8
CER_DEL_2,-74.9876,42.1954,1299,4/23/25,0,51
CER_DEL_2,-74.9876,42.1954,1299,4/24/25,0,54.8
CER_DEL_2,-74.9876,42.1954,1299,4/25/25,0,62
CER_DEL_2,-74.9876,42.1954,1299,4/26/25,0.43,63.3
CER_DEL_2,-74.9876,42.1954,1299,4/27/25,0.69,52.7
CER_DEL_2,-74.9876,42.1954,1299,4/28/25,0.02,42.7
CER_DEL_2,-74.9876,42.1954,1299,4/29/25,0,55.7
CER_DEL_2,-74.9876,42.1954,1299,4/30/25,0.3,60.7
CER_DEL_2,-74.9876,42.1954,1299,5/1/25,0,47.4
CER_DEL_2,-74.9876,42.1954,1299,5/2/25,0.16,60
CER_DEL_2,-74.9876,42.1954,1299,5/3/25,0.04,63.5
CER_DEL_2,-74.9876,42.1954,1299,5/4/25,0.2,59.3
CER_DEL_2,-74.9876,42.1954,1299,5/5/25,1.4,57.8
CER_DEL_2,-74.9876,42.1954,1299,5/6/25,0.3,59.8
CER_DEL_2,-74.9876,42.1954,1299,5/7/25,0.61,58.4
CER_DEL_2,-74.9876,42.1954,1299,5/8/25,0.11,55.4
CER_DEL_2,-74.9876,42.1954,1299,5/9/25,0.29,51.2
CER_DEL_2,-74.9876,42.1954,1299,5/10/25,1.23,45
CER_DEL_2,-74.9876,42.1954,1299,5/11/25,0,51.6
CER_DEL_2,-74.9876,42.1954,1299,5/12/25,0,49.7
CER_DEL_2,-74.9876,42.1954,1299,5/13/25,0,62
CER_DEL_2,-74.9876,42.1954,1299,5/14/25,0.04,64.6
CER_DEL_2,-74.9876,42.1954,1299,5/15/25,0.09,61.2
CER_DEL_2,-74.9876,42.1954,1299,5/16/25,0,66.6
CER_DEL_2,-74.9876,42.1954,1299,5/17/25,0.05,68.4
CER_DEL_2,-74.9876,42.1954,1299,5/18/25,0.19,65.5
CER_DEL_2,-74.9876,42.1954,1299,5/19/25,0.09,50.1
CER_DEL_2,-74.9876,42.1954,1299,5/20/25,0,46.7
CER_DEL_2,-74.9876,42.1954,1299,5/21/25,0,47
CER_DEL_2,-74.9876,42.1954,1299,5/22/25,0.42,46
CER_DEL_2,-74.9876,42.1954,1299,5/23/25,0.34,45.5
CER_DEL_2,-74.9876,42.1954,1299,5/24/25,0.2,47.1
CER_DEL_2,-74.9876,42.1954,1299,5/25/25,0.24,48.4
CER_DEL_2,-74.9876,42.1954,1299,5/26/25,0.04,49.6
CER_DEL_2,-74.9876,42.1954,1299,5/27/25,0,54.8
CER_DEL_2,-74.9876,42.1954,1299,5/28/25,0,57.9
CER_DEL_2,-74.9876,42.1954,1299,5/29/25,0,59
CER_DEL_2,-74.9876,42.1954,1299,5/30/25,0,59.1
CER_DEL_2,-74.9876,42.1954,1299,5/31/25,0.98,61.4
CER_DEL_2,-74.9876,42.1954,1299,6/1/25,0.87,48.4
CER_DEL_2,-74.9876,42.1954,1299,6/2/25,0.04,48.3
CER_DEL_2,-74.9876,42.1954,1299,6/3/25,0,52.4
CER_DEL_2,-74.9876,42.1954,1299,6/4/25,0,61.1
CER_DEL_2,-74.9876,42.1954,1299,6/5/25,0,71.4
CER_DEL_2,-74.9876,42.1954,1299,6/6/25,0.09,74.2
CER_DEL_2,-74.9876,42.1954,1299,6/7/25,0.37,67.2
CER_DEL_2,-74.9876,42.1954,1299,6/8/25,0.57,63.8
CER_DEL_2,-74.9876,42.1954,1299,6/9/25,0.14,66.2
CER_DEL_2,-74.9876,42.1954,1299,6/10/25,0.45,63.7
CER_DEL_2,-74.9876,42.1954,1299,6/11/25,0.09,63.5
CER_DEL_2,-74.9876,42.1954,1299,6/12/25,0,64.3
CER_DEL_2,-74.9876,42.1954,1299,6/13/25,0.01,63.4
CER_DEL_2,-74.9876,42.1954,1299,6/14/25,0.36,65.6
CER_DEL_2,-74.9876,42.1954,1299,6/15/25,0,60.2
CER_DEL_2,-74.9876,42.1954,1299,6/16/25,0,62.6
CER_DEL_2,-74.9876,42.1954,1299,6/17/25,0.13,63.6
CER_DEL_2,-74.9876,42.1954,1299,6/18/25,0.24,64.4
CER_DEL_2,-74.9876,42.1954,1299,6/19/25,0.02,71.8
CER_DEL_2,-74.9876,42.1954,1299,6/20/25,0.56,71.2
CER_DEL_2,-74.9876,42.1954,1299,6/21/25,0,66.2
CER_DEL_2,-74.9876,42.1954,1299,6/22/25,1.43,71.8
CER_DEL_2,-74.9876,42.1954,1299,6/23/25,0.21,74.2
CER_DEL_2,-74.9876,42.1954,1299,6/24/25,0,77.6
CER_DEL_2,-74.9876,42.1954,1299,6/25/25,0,79
CER_DEL_2,-74.9876,42.1954,1299,6/26/25,0,76.1
CER_DEL_2,-74.9876,42.1954,1299,6/27/25,0.18,65.4
CER_DEL_2,-74.9876,42.1954,1299,6/28/25,0,62.1
CER_DEL_2,-74.9876,42.1954,1299,6/29/25,0,71.2
CER_DEL_2,-74.9876,42.1954,1299,6/30/25,0,67.6
,,,,,,
CHO_GEN,-77.0281,42.8754,666,1/1/25,0,41.2
CHO_GEN,-77.0281,42.8754,666,1/2/25,0.07,37.2
CHO_GEN,-77.0281,42.8754,666,1/3/25,0,30.4
CHO_GEN,-77.0281,42.8754,666,1/4/25,0.01,27.4
CHO_GEN,-77.0281,42.8754,666,1/5/25,0,23.7
CHO_GEN,-77.0281,42.8754,666,1/6/25,0.01,21.6
CHO_GEN,-77.0281,42.8754,666,1/7/25,0.02,16.1
CHO_GEN,-77.0281,42.8754,666,1/8/25,0,19.3
CHO_GEN,-77.0281,42.8754,666,1/9/25,0,15.9
CHO_GEN,-77.0281,42.8754,666,1/10/25,0,18.3
CHO_GEN,-77.0281,42.8754,666,1/11/25,0.08,22
CHO_GEN,-77.0281,42.8754,666,1/12/25,0,25.3
CHO_GEN,-77.0281,42.8754,666,1/13/25,0,31.7
CHO_GEN,-77.0281,42.8754,666,1/14/25,0,25.8
CHO_GEN,-77.0281,42.8754,666,1/15/25,0,20
CHO_GEN,-77.0281,42.8754,666,1/16/25,0,20.8
CHO_GEN,-77.0281,42.8754,666,1/17/25,0,23.9
CHO_GEN,-77.0281,42.8754,666,1/18/25,0,33
CHO_GEN,-77.0281,42.8754,666,1/19/25,0,27.5
CHO_GEN,-77.0281,42.8754,666,1/20/25,0,16.2
CHO_GEN,-77.0281,42.8754,666,1/21/25,0.01,9.5
CHO_GEN,-77.0281,42.8754,666,1/22/25,0,6.5
CHO_GEN,-77.0281,42.8754,666,1/23/25,0,8.6
CHO_GEN,-77.0281,42.8754,666,1/24/25,0.01,21.7
CHO_GEN,-77.0281,42.8754,666,1/25/25,0,16.5
CHO_GEN,-77.0281,42.8754,666,1/26/25,0,22.7
CHO_GEN,-77.0281,42.8754,666,1/27/25,0,27.1
CHO_GEN,-77.0281,42.8754,666,1/28/25,0.01,29.8
CHO_GEN,-77.0281,42.8754,666,1/29/25,0,27.7
CHO_GEN,-77.0281,42.8754,666,1/30/25,0,26.4
CHO_GEN,-77.0281,42.8754,666,1/31/25,0,26.9
CHO_GEN,-77.0281,42.8754,666,2/1/25,0.39,24.7
