,Name,Corn,Sorghum,Soybeans,Sunflower,Barley,Spring Wheat,Winter Wheat,Rye,Oats,Millet,Speltz,Alfalfa,Other Hay/Non Alfalfa,Buckwheat,Sugarbeets,Dry Beans,Potatoes,Other Crops,Misc Vegs & Fruits,Onions,Cucumbers,Peas,Clover/Wildflowers,Sod/Grass Seed,Fallow/Idle Cropland,Cherries,Peaches,Apples,Grapes,Christmas Trees,Pears,Open Water,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grassland/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Plums,Squash,Dbl Crop WinWht/Corn,Pumpkins,Blueberries,Cabbage,Total,Ag,Nat,Semi_Nat,Dev,Other,Ag_Prop,Nat_Prop,Semi_Nat_Prop,Dev_Prop,Other_Prop,Corn_Prop,Soybean_Prop,Wheat_Prop,Forest_Prop,Buffer
10,SMI_HOL,4850,0,345,0,0,0,0,2,0,0,0,1159,9087,0,0,0,0,0,0,0,0,0,0,0,41,0,0,17,0,0,0,704,974,159,13,2,19,4623,402,964,365,1152,946,28,0,0,0,0,0,1,0,0,25853,6374,7347,1152,1167,704,0.24654778942482497,0.28418365373457627,0.04455962557536843,0.04513982903338104,0.027230882296058485,0.1875991180907438,0.013344679534290024,0.0,0.231655900669168,2000
11,DIP_PAT,8907,1,2687,0,0,0,2050,9,38,0,0,5320,330,0,0,36,0,0,0,0,0,0,20,0,36,0,0,8,12,11,0,4,447,80,25,2,32,2359,18,75,949,1744,568,64,22,0,0,0,0,0,2,0,25856,19123,4065,1744,586,4,0.7395962252475248,0.15721689356435645,0.06745049504950495,0.02266398514851485,0.0001547029702970297,0.34448483910891087,0.1039217202970297,0.07928527227722772,0.09483292079207921,2000
12,MIL_YOD,3989,0,1931,0,14,2,70,0,146,0,0,4306,1270,3,0,29,0,0,0,0,0,0,10,2,73,0,0,1,0,5,0,11,455,56,18,0,2,6171,313,86,3047,3663,192,29,39,0,0,0,0,0,0,0,25933,10547,9840,3663,531,11,0.40670188562834997,0.3794393244129102,0.14124860216712298,0.02047584159179424,0.0004241699764778468,0.15381945783364825,0.07446111132533838,0.0026992634866772067,0.2533451586781321,2000
13,MIL_CHA,8547,0,1136,0,7,0,687,0,27,0,0,5505,469,6,0,37,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,367,13,1,0,0,5429,152,43,1564,1897,52,12,1,0,0,0,0,0,0,0,25961,15956,7252,1897,381,0,0.6146142290358615,0.2793420900581642,0.07307114517930742,0.014675859943761797,0.0,0.3292246061399792,0.04375794460922153,0.026462771079696468,0.2166326412695967,2000
14,MIL_MCC,4906,1,1249,0,0,0,18,30,191,0,0,2867,1519,0,0,308,0,0,0,0,0,0,0,0,37,0,0,0,1,9,0,71,1356,792,286,48,16,5250,491,155,1948,3391,773,156,1,0,0,0,0,0,1,0,25871,9582,8789,3391,2498,71,0.3703760967879092,0.3397240153067141,0.13107340265161765,0.09655598933168412,0.0027443856055042325,0.18963318000850374,0.04827799466584206,0.0006957597309729041,0.22789996521201344,2000
15,KAT_SAU,1680,0,40,0,0,0,125,5,100,0,0,382,5357,0,0,193,0,0,0,0,0,0,28,0,40,0,0,0,0,0,0,2,896,15,8,0,4,11057,1144,709,802,2544,25,11,2,0,0,0,0,0,0,0,25169,2555,13752,2544,923,2,0.1015137669355159,0.5463864277484207,0.10107672136358219,0.03667209662680281,7.946283126067782e-05,0.06674877825896937,0.0015892566252135563,0.004966426953792364,0.5129325757876753,2000
16,KAT_SAU_2,2910,0,53,0,0,0,135,10,184,0,0,573,6545,5,0,210,0,0,0,0,0,0,50,0,31,0,0,2,2,1,0,5,1029,25,8,1,3,8629,784,328,593,2981,23,16,30,0,0,0,0,0,0,0,25166,4165,10376,2981,1066,5,0.1655010728761027,0.41230231264404354,0.11845346896606533,0.042358737979814036,0.0001986807597552253,0.11563220217754112,0.0021060160534053882,0.005364380513391083,0.38706985615512995,2000
17,KAT_TEE,1662,8,97,0,0,0,12,0,7,0,0,1072,2156,0,0,5,0,0,0,0,0,0,0,0,41,0,0,0,1,3,0,17,620,65,5,0,4,16034,1602,105,396,1136,269,71,0,0,0,0,0,0,1,0,25389,2868,18481,1136,694,17,0.11296230651069361,0.7279136633975344,0.04474378667927055,0.02733467249596282,0.0006695813147426051,0.06546142030012998,0.003820552207648982,0.0004726456339359565,0.6987671826381504,2000
18,KAT_TEE_2,2188,0,78,0,0,0,3,2,7,0,0,1219,2408,0,0,0,0,0,0,0,0,18,4,0,21,0,0,0,0,0,0,34,543,54,7,0,7,15147,2092,162,535,668,111,90,0,0,0,0,0,0,2,0,25400,3521,18144,668,611,34,0.1386220472440945,0.7143307086614173,0.026299212598425197,0.02405511811023622,0.0013385826771653542,0.08614173228346457,0.0030708661417322832,0.00011811023622047244,0.6850787401574803,2000
19,KAT_HAB_2,3788,0,692,0,0,0,16,6,13,0,0,921,6723,6,0,9,6,0,0,0,2,0,4,0,57,0,0,0,15,8,0,1,810,15,0,0,3,7581,2456,392,179,1377,397,85,2,0,0,3,0,0,0,0,25567,5491,11093,1377,828,1,0.21476903821332186,0.4338796104353268,0.05385848945906833,0.03238549692963586,3.9112918997144755e-05,0.14815973716118433,0.02706613994602417,0.0006258067039543161,0.40790863222122264,2000
20,KAT_HAB,3163,0,1735,0,0,0,68,35,1,0,0,553,3585,0,0,13,0,0,0,0,12,0,4,0,58,0,0,2,97,2,0,23,2821,528,96,18,5,8776,920,544,210,1838,329,86,1,0,0,0,0,0,5,0,25528,5691,10870,1838,3468,23,0.22293168285803824,0.42580695706675026,0.07199937323722971,0.13585083046067065,0.0009009714822939517,0.12390316515198997,0.06796458790347853,0.00266374177373864,0.4011281729865246,2000
21,KAT_BAR,2193,0,148,0,0,0,53,0,1,0,0,548,1649,0,0,38,2,0,0,0,0,0,6,0,2,0,0,1,34,27,0,463,915,110,24,2,50,12130,1041,3741,260,1264,330,124,0,0,0,0,0,0,0,0,25156,3051,17676,1264,1101,463,0.12128319287645095,0.7026554301160757,0.050246462076641754,0.043766894577834316,0.01840515185244077,0.08717602162505962,0.005883288281125775,0.0021068532358085547,0.6722849419621562,2000
22,SMI_LAT,5715,0,378,0,2,0,1,2,56,0,0,4686,1810,2,0,3,0,0,0,0,0,0,6,0,36,0,0,2,0,0,0,244,1213,130,24,3,0,4317,436,220,2333,2936,1027,91,2,0,0,0,0,2,0,0,25677,10857,8424,2936,1370,244,0.4228297698329244,0.3280757097791798,0.11434357596292402,0.053355142734743156,0.009502667757136736,0.22257273045916579,0.014721345951629864,3.8945359660396464e-05,0.1936752735911516,2000
23,SMI_DUR,3260,0,191,0,6,0,9,3,44,0,0,908,1234,0,0,64,0,0,14,2,0,0,1,13,352,0,0,2,0,459,0,419,1558,376,66,14,60,7180,506,117,3703,2568,2573,288,6,0,0,0,0,0,0,0,25996,4982,14427,2568,2074,419,0.19164486844129866,0.5549699953839052,0.09878442837359594,0.07978150484689953,0.016117864286813357,0.12540390829358364,0.007347284197568857,0.00034620710878596707,0.30016156331743343,2000
24,SMI_HOF,3178,0,153,0,0,0,0,3,54,0,0,745,1635,0,0,5,0,0,0,0,0,0,3,1,38,0,0,0,0,0,0,578,1368,157,42,2,73,8386,881,4002,404,2971,545,177,0,0,0,0,0,0,0,0,25401,4142,14468,2971,1642,578,0.16306444628164246,0.5695838746506043,0.11696389905909216,0.06464312428644542,0.022755009645289554,0.1251131845202945,0.006023384906106059,0.0,0.5223810086217078,2000
25,SMI_JOH,4145,0,437,0,46,0,23,0,22,0,0,3400,2019,2,0,18,0,0,0,0,0,0,21,7,51,0,0,6,0,0,0,22,1004,270,50,6,6,5067,667,174,3825,4429,175,48,1,0,0,0,0,0,0,0,25941,8128,9962,4429,1336,22,0.3133263945106203,0.38402528815388765,0.1707335877568328,0.0515014841370803,0.0008480783315986276,0.159785667476196,0.01684591958675456,0.0008866273466712926,0.2277475810493042,2000
26,SMI_JOH_2,2133,0,536,0,2,0,24,3,81,0,0,2281,556,6,0,1879,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,309,1527,874,222,119,39,6854,688,94,4495,2845,236,88,0,0,0,0,0,0,0,0,25996,6945,12494,2845,2781,309,0.26715648561317124,0.4806124019079858,0.10943991383289736,0.10697799661486382,0.011886444068318203,0.0820510847822742,0.020618556701030927,0.0009232189567625788,0.2937374980766272,2000
27,GAB_ALL,714,0,11,0,0,0,0,2,0,0,0,312,550,0,0,0,0,0,0,0,0,0,0,3,114,0,0,0,0,0,0,2729,2390,2207,1208,417,12,10430,340,201,1010,921,2176,122,0,0,0,0,0,0,0,0,25869,1042,14291,921,6234,2729,0.0402798716610615,0.5524372801422552,0.03560245854111098,0.2409834164443929,0.10549306119293363,0.027600603038385713,0.00042521937454095636,0.0,0.42409834164443927,2000
28,KAT_JEF,1540,0,63,0,0,0,14,0,17,0,0,130,6202,0,0,15,0,0,0,0,0,0,5,0,83,0,0,0,0,1,0,20,1100,238,21,3,3,8837,1096,99,332,2139,3211,151,0,0,0,0,0,0,0,0,25320,1785,13729,2139,1365,20,0.07049763033175356,0.5422195892575039,0.08447867298578199,0.05390995260663507,0.0007898894154818325,0.060821484992101105,0.0024881516587677726,0.0005529225908372828,0.3962085308056872,2000
29,KAT_JEF_2,1758,0,18,0,0,0,7,0,7,0,0,162,4111,0,0,0,0,0,0,0,3,0,4,0,52,0,0,0,7,1,0,45,464,75,4,2,3,8872,875,67,141,960,7411,286,0,0,0,0,0,0,0,0,25335,1967,17655,960,548,45,0.07763962897177817,0.6968620485494376,0.037892243931320305,0.021630155910795344,0.0017761989342806395,0.06939017169923031,0.0007104795737122557,0.0002762976119992106,0.38736925202289324,2000
30,STA_WIL,4839,0,651,4,0,0,2401,10,13,0,0,7341,458,0,0,239,0,0,0,0,0,0,5,0,21,0,0,7,26,0,0,16,975,57,0,0,2,3465,15,267,458,2671,1926,80,1,0,0,0,0,0,0,4,25952,15541,6213,2671,1034,16,0.5988363131935882,0.23940351418002467,0.10292077681874229,0.03984278668310728,0.0006165228113440197,0.18645961775585695,0.025084771886559803,0.09251695437731196,0.14438193588162762,2000
31,STA_HEM_2,6963,0,843,1,0,0,1831,286,13,0,0,3089,597,3,0,79,0,0,13,2,0,0,10,0,562,0,0,9,48,0,0,62,1265,288,67,34,621,3205,38,269,381,2657,2234,127,8,0,0,6,0,0,0,212,25823,13416,6875,2657,2275,62,0.5195368469968633,0.26623552646865195,0.1028927700112303,0.08809975603144483,0.0024009603841536613,0.2696433412074507,0.03264531619099253,0.07090578166750572,0.13600278821205902,2000
32,STA_HEM,6597,0,2626,5,0,0,627,12,33,0,0,3780,453,0,0,130,0,62,4,0,0,0,35,0,107,0,0,16,210,17,0,320,1067,115,22,4,27,3525,68,404,399,2736,1409,60,8,0,0,0,0,0,0,987,25865,15149,5892,2736,1235,320,0.5856949545718152,0.22779818287260778,0.10578001159868548,0.047747921902184416,0.012371931181132804,0.25505509375604096,0.10152716025517108,0.02424125265803209,0.15453315290933695,2000
33,STA_SWE,2970,5,902,0,0,0,830,3,3,0,0,4254,492,4,8,699,2,0,0,0,26,216,5,1,64,0,0,12,0,1,1,13,779,82,12,2,7,9183,54,206,939,2718,959,294,9,0,0,7,0,0,0,2,25764,9960,11642,2718,882,13,0.38658593386120166,0.451870827511256,0.10549604098742431,0.03423381462505822,0.0005045800341561869,0.11527713088029809,0.03501009160068312,0.03221549448843347,0.3665191740412979,2000
34,STA_COL,2996,0,1923,0,1,0,2183,7,2,0,0,2977,231,7,0,62,2,0,0,0,0,0,6,3,319,0,0,60,0,78,0,37,1065,436,124,4,52,4885,175,224,485,5408,1817,103,2,0,0,61,0,0,0,351,26086,10721,7741,5408,1681,37,0.4109867361803266,0.2967492141378517,0.20731426818983362,0.06444069615885915,0.0014183853407958291,0.11485087786552174,0.07371770298244269,0.08368473510695393,0.20256076056122058,2000
35,WIS_COO_2,1368,0,776,0,0,0,10,0,7,0,0,1952,1308,0,0,0,0,0,0,0,0,0,4,4,694,0,0,25,0,0,0,76,1346,180,76,26,11,10821,341,63,1024,3038,1436,387,0,0,0,0,22,0,0,0,24995,4168,14083,3038,1639,76,0.16675335067013403,0.5634326865373075,0.12154430886177235,0.06557311462292459,0.003040608121624325,0.05473094618923785,0.03104620924184837,0.00040008001600320064,0.4490898179635927,2000
36,WIS_COO,1923,0,788,13,0,0,127,3,10,0,0,3246,2552,0,0,0,0,0,2,0,0,0,16,2,168,0,0,11,0,0,0,171,591,82,2,0,6,8139,262,25,833,5128,760,163,5,0,0,0,0,0,0,0,25028,6146,10188,5128,681,171,0.2455649672366949,0.4070640882211923,0.20489052261467156,0.027209525331628577,0.006832347770497044,0.07683394598050183,0.031484737094454214,0.005074316765222951,0.3366629375099888,2000
37,LET_NOB,9416,0,1774,0,0,0,69,0,0,0,0,6737,323,0,0,289,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,14,776,74,6,3,17,3930,3,53,202,1378,667,43,5,0,0,0,0,0,0,5,25818,18295,4915,1378,876,14,0.7086141451700364,0.1903710589511194,0.05337361530715005,0.033929816407157795,0.0005422573398404214,0.36470679370981485,0.06871175149120769,0.0026725540320706484,0.15438841118599428,2000
38,LET_TAB,9118,0,198,0,0,0,853,3,46,0,1,7462,177,3,0,82,103,0,0,1,0,29,3,0,20,0,0,1,7,0,0,2,606,34,9,11,0,4201,375,1148,179,787,131,41,0,8,0,0,0,0,0,0,25639,17918,6075,787,660,2,0.6988572097195679,0.23694371855376575,0.030695424938570148,0.02574203362065603,7.800616248683646e-05,0.3556300947774874,0.00772261008619681,0.03326962830063575,0.22325363703732595,2000
39,WIS_HIG,57,0,10,0,0,0,0,13,0,0,0,56,188,0,0,0,0,0,0,0,0,0,0,4,880,0,0,602,0,31,5,238,2017,867,620,176,45,14844,863,362,348,983,1561,153,0,0,2,0,0,0,0,0,24925,780,18176,983,3725,238,0.0312938816449348,0.7292276830491474,0.039438314944834504,0.14944834503510532,0.00954864593781344,0.0022868605817452357,0.00040120361083249747,0.0,0.6446940822467402,2000
40,WIS_MEG,810,705,412,3,243,0,148,30,3,0,0,620,2400,0,0,0,0,0,0,0,0,0,5,94,126,5,0,53,0,0,1,221,2744,2619,1165,182,106,6257,410,57,1256,3577,758,110,4,0,0,0,0,0,0,0,25124,3136,8954,3577,6816,221,0.1248208883935679,0.3563922942206655,0.1423738258239134,0.27129437987581595,0.008796370004776309,0.03224008915777742,0.01639866263333864,0.005890781722655628,0.26763254258875974,2000
41,WIS_KEN,285,0,49,2,0,0,3,2,0,0,0,121,178,0,0,0,0,0,0,0,0,0,1,0,575,0,2,2293,1,43,2,5597,2883,1067,974,686,35,6772,170,62,287,1683,485,598,0,0,5,0,0,0,0,0,24861,2809,8409,1683,5645,5597,0.11298821447246692,0.3382406178351635,0.06769639193918185,0.2270624673182897,0.22513173243232373,0.011463738385422952,0.0019709585294235953,0.00012067093037287318,0.28172639877720124,2000
42,ZUE_REE,3719,0,2911,0,0,0,815,18,239,0,204,1576,224,4,0,8,0,0,0,2,0,0,9,0,160,3,0,841,316,0,0,8167,1356,262,23,0,7,2325,17,395,473,1112,427,122,16,0,0,0,0,0,0,5,25756,10686,3766,1112,1648,8167,0.4148936170212766,0.14621835688771548,0.04317440596365895,0.06398509085261686,0.31709116322410313,0.1443935393694673,0.11302220841745612,0.03164311228451623,0.10626650100947352,2000
43,DEG_PER_STRIP,3316,0,606,0,13,0,47,9,29,0,0,2429,1977,26,0,13,0,0,2,0,0,0,76,0,192,0,0,0,5,2,0,6,944,112,11,0,3,10984,471,675,1384,2007,278,36,8,0,0,0,0,0,3,0,25664,6584,13831,2007,1070,6,0.25654613466334164,0.5389261221945137,0.07820293017456359,0.0416926433915212,0.00023379052369077306,0.12920822942643392,0.02361284289276808,0.001831359102244389,0.47264650872817954,2000
44,DEG_FOU_WOOD,6426,0,68,0,7,0,115,18,11,0,0,3933,3581,2,0,6,0,0,0,0,0,0,14,0,24,0,0,7,8,0,0,1,1151,117,3,3,6,4570,402,460,1378,2777,435,58,7,0,0,0,0,0,0,0,25588,10622,7309,2777,1280,1,0.4151164608410192,0.28564170705017977,0.10852743473503204,0.05002344849148038,3.908081913396905e-05,0.2511333437548851,0.002657495701109895,0.004494294200406441,0.21228700953571986,2000
45,DEG_DIE_HILL,2884,2,562,0,0,0,20,6,45,0,0,1248,1754,0,0,5,0,0,12,3,0,0,11,0,34,0,0,3,12,6,0,958,2417,2945,1813,597,214,5240,313,275,1324,2359,462,70,7,1,0,0,0,0,0,0,25602,4827,7898,2359,7986,958,0.18853995781579563,0.3084915240996797,0.09214123896570581,0.3119287555659714,0.03741895164440278,0.11264744941801422,0.02195141004609015,0.0007811889696117491,0.22763846574486368,2000
46,DEG_DIE_SWC,3047,0,139,0,0,0,6,0,22,0,0,1513,2645,3,0,6,0,0,8,2,0,0,50,0,46,4,0,9,2,33,0,19,1111,105,55,5,24,10261,624,576,1590,3076,555,101,0,0,0,0,0,0,3,0,25640,4847,13731,3076,1300,19,0.1890405616224649,0.5355304212168487,0.11996879875195007,0.05070202808112324,0.0007410296411856475,0.1188377535101404,0.005421216848673947,0.000234009360374415,0.446996879875195,2000
47,DEG_YOU_BOCES,3270,2,413,0,0,0,4,3,21,0,0,1749,1508,0,0,0,0,0,1,0,0,0,37,0,20,0,0,4,6,10,0,38,2626,2711,1380,294,73,5693,361,414,1674,2659,567,73,7,0,0,0,0,0,0,0,25618,5527,8855,2659,7084,38,0.21574674057303458,0.345655398547896,0.10379420719806386,0.2765243188383168,0.001483332032164884,0.12764462487313608,0.01612147708642361,0.00015614021391209307,0.25247872589585446,2000
48,DEG_YOU_OSHEA,3975,0,85,0,0,2,0,0,18,0,0,2063,1809,0,0,0,0,0,0,0,0,0,3,0,38,0,0,2,1,13,0,518,3150,2713,606,84,1,6577,323,407,1148,1360,635,102,4,0,0,0,0,0,4,0,25641,6170,9193,1360,6554,518,0.24063024063024063,0.3585273585273585,0.05304005304005304,0.2556062556062556,0.020202020202020204,0.15502515502515501,0.003315003315003315,0.0,0.28497328497328495,2000
49,DEG_YOU_JONES,3587,0,96,2,4,0,177,11,147,2,0,3563,2299,5,0,12,0,0,0,0,0,0,2,0,49,5,0,3,4,24,0,1063,2110,681,64,3,97,6636,112,224,1804,2407,375,76,10,0,0,0,0,17,0,0,25671,7671,9324,2407,2955,1063,0.29881967979432045,0.363211405866542,0.09376339059639281,0.11511043590043239,0.04140859335436874,0.13972965603209847,0.003739628374430291,0.006894939815355849,0.2715905106929999,2000
50,DEG_VIL,3751,0,118,2,4,0,38,11,207,2,0,3627,1842,2,0,12,0,0,0,0,0,0,9,0,51,5,0,3,4,17,0,747,1950,654,64,3,10,7401,388,531,1470,2275,380,73,5,0,0,0,0,17,0,0,25673,7834,10253,2275,2681,747,0.3051454835819733,0.3993689868733689,0.08861449772134149,0.10442877731468858,0.029096716394655865,0.14610680481439645,0.004596268453238811,0.0014801542476531764,0.324075877380906,2000
51,SEA_HOO,6582,0,3653,2,0,0,1827,112,599,0,27,3990,919,1,0,74,53,0,0,0,0,0,370,0,95,0,0,0,333,1,0,34,987,75,3,12,7,2648,93,339,335,1825,528,71,21,0,0,0,0,0,0,8,25624,17653,4021,1825,1084,34,0.6889244458320325,0.15692319700280988,0.07122229160162348,0.04230408991570403,0.001326881049016547,0.25686856072432096,0.14256166094286607,0.07130034342803622,0.12019981267561661,2000
52,MIL_HUM,3676,0,1743,0,238,0,1600,1,0,0,0,2027,1013,4,0,417,0,0,0,0,0,0,0,0,27,0,0,1,0,0,0,4,1962,864,44,20,0,6155,522,144,2213,3060,210,13,22,0,0,0,0,0,0,0,25980,9729,9257,3060,2890,4,0.37448036951501157,0.3563125481139338,0.11778290993071594,0.11123941493456505,0.00015396458814472672,0.14149345650500386,0.06709006928406466,0.061585835257890686,0.26254811393379524,2000
53,ONE_TER,3306,152,53,0,0,0,0,0,0,0,0,1614,3516,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,829,3537,3137,1213,351,18,5256,675,32,437,2055,1088,83,0,0,0,0,0,0,0,0,27353,5125,7589,2055,8256,829,0.1873651884619603,0.27744671516835445,0.07512887069060066,0.3018316089642818,0.03030746170438343,0.12086425620590063,0.0019376302416553943,0.0,0.2180016817168135,2000
54,ONE_ADO,1556,0,30,0,3,0,1,0,10,0,0,3334,1200,12,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,110,2531,118,23,22,40,13085,1945,149,793,990,1276,123,0,0,0,0,0,0,0,0,27409,4946,17411,990,2734,110,0.18045167645663834,0.6352293042431318,0.036119522784486845,0.09974825787150206,0.004013280309387427,0.056769674194607614,0.0010945309934692984,3.6484366448976617e-05,0.553796198329016,2000
55,ONE_STA,8357,6,9,0,10,0,0,4,20,0,0,2244,2625,0,0,3,0,0,0,0,0,0,5,0,142,0,0,0,0,0,0,42,1011,221,42,37,38,8347,530,139,886,951,1667,191,0,0,0,0,0,0,0,0,27527,10658,11798,951,1349,42,0.3871834925709304,0.42859737712064516,0.034547898426998944,0.049006430050495875,0.0015257746939368619,0.30359283612453225,0.00032695172012932756,0.0,0.3275329676317797,2000
