Year,What is the Trap Name?,Which pest are you recording for?,Crop,Other Crop,State or Province,Date trap was checked?,How many moths were in the trap this week?,Latitude,Longitude,,,,,,,
2019,Clevenger4,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.319,-84.428,,,,,,,
2019,Clevenger5,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.356,-84.547,,,,,,,
2019,Custer1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.106,-84.690,,,,,,,
2019,Custer2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,1,40.096,-84.691,,,,,,,
2019,Custer3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.122,-84.711,,,,,,,
2019,Dehaas1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.724,-81.216,,,,,,,
2019,Dehaas2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.729,-81.214,,,,,,,
2019,Gahler1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,2,41.356,-83.122,,,,,,,
2019,Gahler2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.366,-83.154,,,,,,,
2019,Gastier,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.375,-82.589,,,,,,,
2019,Hartschuh1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.827,-82.993,,,,,,,
2019,Hartschuh2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.818,-82.983,,,,,,,
2019,Holden1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.601,-83.876,,,,,,,
2019,Holden2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.868,-80.780,,,,,,,
2019,Holden3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.890,-80.804,,,,,,,
2019,Holden4,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.904,-80.801,,,,,,,
2019,Karhoff1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.551,-84.522,,,,,,,
2019,Karhoff2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.562,-84.512,,,,,,,
2019,Karhoff3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.566,-84.557,,,,,,,
2019,Lentz1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.027,-83.677,,,,,,,
2019,Lentz2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.014,-83.685,,,,,,,
2019,Lentz3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.037,-83.660,,,,,,,
2019,Lewandowski1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.759,-81.954,,,,,,,
2019,Lewandowski2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.781,-81.992,,,,,,,
2019,Lokai-Minnich1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.459,-82.234,,,,,,,
2019,Lokai-Minnich2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,4,39.891,-83.677,,,,,,,
2019,Marrison1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,1,40.274,-81.954,,,,,,,
2019,Marrison2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,2,40.282,-81.968,,,,,,,
2019,Noggle1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.078,-84.690,,,,,,,
2019,Noggle2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.083,-84.725,,,,,,,
2019,Noggle3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.099,-84.730,,,,,,,
2019,Noggle4,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.060,-84.695,,,,,,,
2019,Ober1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.464,-81.208,,,,,,,
2019,Ober2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,1,41.474,-81.188,,,,,,,
2019,Ober3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.501,-81.172,,,,,,,
2019,Raudenbush,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.759,-81.954,,,,,,,
2019,raudenbush.3@osu.edu,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.566,-84.557,,,,,,,
2019,Richer1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.572,-84.144,,,,,,,
2019,Richer1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.689,-83.379,,,,,,,
2019,Richer2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.561,-84.153,,,,,,,
2019,Richer2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.686,-83.405,,,,,,,
2019,Richer3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.535,-84.133,,,,,,,
2019,Ruff1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.366,-84.017,,,,,,,
2019,Ruff2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.379,-84.051,,,,,,,
2019,Ruff3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.345,-83.956,,,,,,,
2019,Ruff4,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.403,-83.981,,,,,,,
2019,Schroeder1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.770,-84.144,,,,,,,
2019,Schroeder2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.781,-84.144,,,,,,,
2019,Stachler1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.578,-84.354,,,,,,,
2019,Stachler2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.585,-84.356,,,,,,,
2019,Stachler3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.580,-84.366,,,,,,,
2019,Stachler4,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.572,-84.355,,,,,,,
2019,Sunderman,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.412,-82.128,,,,,,,
2019,Sunderman1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.127,-82.648,,,,,,,
2019,Sunderman2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.148,-82.647,,,,,,,
2019,Sundermeier1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.348,-83.677,,,,,,,
2019,Sundermeier2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,41.399,-83.647,,,,,,,
2019,Sundermeier3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,1,41.337,-83.614,,,,,,,
2019,Young1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.871,-84.564,,,,,,,
2019,Young10,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.970,-84.576,,,,,,,
2019,Young2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.922,-84.569,,,,,,,
2019,Young3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.916,-84.514,,,,,,,
2019,Young4,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.848,-84.512,,,,,,,
2019,Young5,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.838,-84.563,,,,,,,
2019,Young6,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.848,-84.636,,,,,,,
2019,Young7,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.866,-84.650,,,,,,,
2019,Young8,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.908,-84.665,,,,,,,
2019,Young9,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.934,-84.622,,,,,,,
2019,Zoller1,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.398,-81.428,,,,,,,
2019,Zoller2,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.405,-81.405,,,,,,,
2019,Zoller3,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.417,-81.408,,,,,,,
2019,Zoller4,Western Bean Cutworm (WBC),Field Corn,,OH,6/26/19,0,40.419,-81.392,,,,,,,
2019,Beaton Farm ,Western Bean Cutworm (WBC),Field Corn,,NS,6/27/19,0,46.059,-61.414,,,,,,,
2019,Verschurens,Western Bean Cutworm (WBC),Field Corn,,NS,6/27/19,0,46.194,-60.274,,,,,,,
2019,Chicoutimi,Western Bean Cutworm (WBC),Sweet Corn,,QC,6/28/19,0,48.394,-71.000,,,,,,,
2019,Jim Big Field,Western Bean Cutworm (WBC),Field Corn,,NS,6/28/19,0,45.431,-63.536,,,,,,,
2019,Jonquiere (Sag),Western Bean Cutworm (WBC),Sweet Corn,,QC,6/28/19,0,48.429,-71.320,,,,,,,
2019,Laval-Ouest,Western Bean Cutworm (WBC),Sweet Corn,,QC,6/28/19,0,45.532,-73.841,,,,,,,
2019,Metab-Lac à la Croix (LSJ),Western Bean Cutworm (WBC),Sweet Corn,,QC,6/28/19,0,48.430,-71.851,,,,,,,
2019,Nicolet,Western Bean Cutworm (WBC),Sweet Corn,,QC,6/28/19,0,46.216,-72.577,,,,,,,
2019,Overmars,Western Bean Cutworm (WBC),Field Corn,,NS,6/28/19,0,45.543,-61.910,,,,,,,
2019,Swinkles,Western Bean Cutworm (WBC),Field Corn,,NS,6/28/19,0,45.598,-61.755,,,,,,,
2019,Valleyfield,Western Bean Cutworm (WBC),Sweet Corn,,QC,6/28/19,0,45.254,-74.101,,,,,,,
2019,WBC - RT - HCREEK,Western Bean Cutworm (WBC),Field Corn,,ON,6/28/19,0,42.708,-81.892,,,,,,,
2019,WBC - RT - RT,Western Bean Cutworm (WBC),Field Corn,,ON,6/28/19,0,42.450,-81.890,,,,,,,
2019,WBC - RT - SLOANS,Western Bean Cutworm (WBC),Field Corn,,ON,6/28/19,0,42.640,-81.870,,,,,,,
2019,Wyoming,Western Bean Cutworm (WBC),Field Corn,,ON,6/28/19,0,42.987,-82.187,,,,,,,
2019,Béarn,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,47.276,-79.323,,,,,,,
2019,Château-Richer,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,47.028,-71.037,,,,,,,
2019,Clarendon,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.611,-76.513,,,,,,,
2019,Compton,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.193,-71.874,,,,,,,
2019,Gatineau,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.564,-75.362,,,,,,,
2019,Kamouraska,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,47.591,-69.772,,,,,,,
2019,La Conception,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.170,-74.725,,,,,,,
2019,La Pocatière,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,47.391,-70.019,,,,,,,
2019,L'Assomption,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.901,-73.458,,,,,,,
2019,Laval,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.533,-73.837,,,,,,,
2019,Lochaber-Partie-Ouest,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.593,-75.300,,,,,,,
2019,Louiseville_2,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.253,-72.985,,,,,,,
2019,Métabetchouan - Lac-à-la-Croix,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,48.431,-71.848,,,,,,,
2019,Mirabel_1,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.594,-74.035,,,,,,,
2019,Mirabel_3,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.594,-74.035,,,,,,,
2019,Mont-Laurier,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.450,-75.498,,,,,,,
2019,Neuville,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.720,-71.641,,,,,,,
2019,Nicolet_3,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.216,-72.571,,,,,,,
2019,Oka,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.490,-74.067501,,,,,,,
2019,Pierreville,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.072,-72.816,,,,,,,
2019,Pont-Rouge,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,46.757,-71.670,,,,,,,
2019,Princeville,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.180,-71.857,,,,,,,
2019,Saguenay (Chicoutimi),Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,48.395,-71.001,,,,,,,
2019,Saguenay (Jonquière),Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,48.372,-71.247,,,,,,,
2019,Saint-Alexis,Western Bean Cutworm (WBC),Snap Beans,,QC,6/29/19,0,45.934,-73.548,,,,,,,
2019,Saint-Amable,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.671,-73.296,,,,,,,
2019,Saint-Antoine-de-Tilly,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.647,-71.572,,,,,,,
2019,Saint-Antoine-sur-Richelieu,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.803,-73.155,,,,,,,
2019,Saint-Arsène,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,47.888,-69.411,,,,,,,
2019,Saint-Bonaventure,Western Bean Cutworm (WBC),Dry Beans,,QC,6/29/19,0,45.925,-72.702,,,,,,,
2019,Saint-Bruno-de-Guigues,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,47.426,-79.472,,,,,,,
2019,Saint-Edmond-de-Grantham,Western Bean Cutworm (WBC),Dry Beans,,QC,6/29/19,0,45.879,-72.655,,,,,,,
2019,Sainte-Geneviève-de-Berthier,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,46.090,-73.216,,,,,,,
2019,Sainte-Pétronille,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.861,-71.117,,,,,,,
2019,Saint-Georges,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,46.093,-70.662,,,,,,,
2019,Saint-Germain-de-Grantham_1,Western Bean Cutworm (WBC),Dry Beans,,QC,6/29/19,0,45.830,-72.647,,,,,,,
2019,Saint-Germain-de-Grantham_2,Western Bean Cutworm (WBC),Dry Beans,,QC,6/29/19,0,45.822,-72.634,,,,,,,
2019,Saint-Gervais,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.716,-70.849,,,,,,,
2019,Saint-Henri_3,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.705,-71.028,,,,,,,
2019,Saint-Jacques_1,Western Bean Cutworm (WBC),Snap Beans,,QC,6/29/19,0,45.991,-73.600,,,,,,,
2019,Saint-Lambert-de-Lauzon,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,46.554,-71.179,,,,,,,
2019,Saint-Luc-de-Vincennes,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,46.490,-72.400,,,,,,,
2019,Saint-Mathieu-de-Beloeil_1,Western Bean Cutworm (WBC),Snap Beans,,QC,6/29/19,0,45.579,-73.246,,,,,,,
2019,Saint-Nazaire-d'Acton,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.738,-72.593,,,,,,,
2019,Saint-Paul-d'Abbotsford_3,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.430,-72.870,,,,,,,
2019,Saint-Polycarpe_2,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.317,-74.281,,,,,,,
2019,Saint-Rémi_2,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.244,-73.635,,,,,,,
2019,Saint-Siméon,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,48.114,-65.547,,,,,,,
2019,Salaberry-de-Valleyfield,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,45.256,-74.102,,,,,,,
2019,Shawville,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.611,-76.513,,,,,,,
2019,Sherbrooke,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.368,-71.856,,,,,,,
2019,Stanstead-Est,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.049,-72.073,,,,,,,
2019,Tingwick,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.868,-71.965,,,,,,,
2019,Trois-Rivières,Western Bean Cutworm (WBC),Sweet corn,,QC,6/29/19,0,46.343,-72.542,,,,,,,
2019,Valcourt,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.486,-72.346,,,,,,,
2019,Varennes,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.734,-73.398,,,,,,,
2019,Verchères,Western Bean Cutworm (WBC),Field Corn,,QC,6/29/19,0,45.741,-73.360,,,,,,,
2019,Chicoutimi,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/1/19,0,48.394,-71.000,,,,,,,
2019,Clear Creek,Western Bean Cutworm (WBC),Field Corn,,ON,7/1/19,0,42.580,-80.572,,,,,,,
2019,Gates,Western Bean Cutworm (WBC),Field Corn,,ON,7/1/19,0,42.615,-80.502,,,,,,,
2019,Jonquiere (Sag),Western Bean Cutworm (WBC),Sweet Corn,,QC,7/1/19,0,48.429,-71.320,,,,,,,
2019,Laval-Ouest,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/1/19,0,45.532,-73.841,,,,,,,
2019,Metab-Lac à la Croix (LSJ),Western Bean Cutworm (WBC),Sweet Corn,,QC,7/1/19,0,48.430,-71.851,,,,,,,
2019,MSUCrops WBC,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,42.708,-84.467,,,,,,,
2019,MSUCrops WBC,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,42.708,-84.467,,,,,,,
2019,MSUEnt WBC,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,42.690,-84.495,,,,,,,
2019,MSUEnt WBC,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,42.690,-84.495,,,,,,,
2019,MSUSoils WBC,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,42.715,-84.463,,,,,,,
2019,MSUSoils WBC,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,42.715,-84.463,,,,,,,
2019,Nicolet,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/1/19,0,46.216,-72.577,,,,,,,
2019,SEMich WBC1,Western Bean Cutworm (WBC),Sweet Corn,,MI,7/1/19,0,42.190,-84.050,,,,,,,
2019,SEMich WBC2,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,41.980,-83.866,,,,,,,
2019,SEMich WBC2,Western Bean Cutworm (WBC),Field Corn,,MI,7/1/19,0,41.980,-83.866,,,,,,,
2019,SEMich WBC3,Western Bean Cutworm (WBC),Soybeans,,MI,7/1/19,0,41.794,-84.180,,,,,,,
2019,Trois-Rivières,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/1/19,0,46.384,-72.637,,,,,,,
2019,Valleyfield,Western Bean Cutworm (WBC),Sweet Corn,,QC,7/1/19,0,45.254,-74.101,,,,,,,
2019,Alexandria,Western Bean Cutworm (WBC),Field Corn,,ON,7/2/19,0,45.191,-74.527,,,,,,,
2019,Augusta,Western Bean Cutworm (WBC),Field Corn,,ON,7/2/19,0,44.722,-75.610,,,,,,,
2019,Merivale,Western Bean Cutworm (WBC),Field Corn,,ON,7/2/19,0,45.312,-75.711,,,,,,,
2019,Morrisburg,Western Bean Cutworm (WBC),Field Corn,,ON,7/2/19,0,44.922,-75.206,,,,,,,
2019,Pugwash-kouwenberg,Western Bean Cutworm (WBC),Field Corn,,NS,7/2/19,1,45.828,-63.612,,,,,,,
