,Site_ID,Corn,OpenWater,SweetCorn,Developed/OpenSpace,Developed/LowIntensity,Developed/MedIntensity,Developed/HighIntensity,Barren,DeciduousForest,EvergreenForest,MixedForest,Shrubland,Grass/Pasture,WoodyWetlands,HerbaceousWetlands,Triticale,Carrots,Barley,Greens,Strawberries,Squash,DblCropWinWht/Corn,Dbl Crop Triticale/Corn,Pumpkins,SpringWheat,WinterWheat,Blueberries,Cabbage,Rye,Oats,Speltz,Alfalfa,OtherHay/NonAlfalfa,Buckwheat,Sorghum,Sugarbeets,DryBeans,Potatoes,OtherCrops,MiscVegs&Fruits,Onions,Soybeans,Cucumbers,Peas,Tomatoes,Hops,Clover/Wildflowers,Sod/GrassSeed,Sunflower,Fallow/IdleCropland,Cherries,Peaches,Apples,Grapes,ChristmasTrees,Pears,Total,Ag,Ag_Prop,Nat,Nat_Prop,Semi_Nat,Semi_Nat_Prop,Dev,Dev_Prop,Other,Other_Prop
85,LET_NOB,1305,2,9,97,31,16,11,7,470,0,20,0,138,37,1,0,0,0,0,0,0,0,1,0,0,3,0,1,0,2,0,1026,23,0,0,1,11,1,0,0,0,234,0,10,0,0,0,0,0,6,0,0,1,0,0,0,4464,2582,0.578405017921147,7,0.0015681003584229391,138,0.030913978494623656,7,0.0015681003584229391,0.0,0.0
86,LET_TAB,1156,6,2,158,17,11,7,5,662,7,84,1,110,23,0,0,0,0,0,0,0,0,2,0,0,13,0,3,0,0,0,1100,29,1,0,0,12,4,0,0,6,24,0,6,0,0,1,0,0,10,0,1,0,0,1,0,4462,2304,0.5163603765127746,6,0.001344688480502017,110,0.024652622142536978,5,0.0011205737337516809,0.0,0.0
87,WIS_COO_2,238,20,1,65,159,44,5,3,1156,24,59,5,553,639,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,160,0,0,0,0,0,0,1,1,139,0,0,0,0,0,0,0,57,0,0,1,0,0,0,4474,513,0.11466249441215914,8,0.001788109074653554,553,0.12360303978542692,3,0.0006705409029950827,0.0,0.0
88,WIS_HIG,10,11,2,214,267,238,113,6,1613,3,30,2,494,203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,0,48,0,4,172,0,0,0,4467,197,0.044101186478621,8,0.0017909111260353706,494,0.11058876203268413,6,0.001343183344526528,0.0,0.0
89,WIS_MEG_1,128,48,80,278,474,207,33,4,805,5,18,0,819,115,3,0,0,8,0,0,0,0,0,1,0,3,0,0,8,13,0,51,281,0,1,0,0,0,0,0,0,59,0,3,0,0,0,0,0,5,0,0,13,0,0,1,4464,286,0.06406810035842293,4,0.0008960573476702509,819,0.18346774193548387,4,0.0008960573476702509,0.0,0.0
90,WIS_KEN,7,851,0,307,377,301,90,3,859,2,28,2,332,93,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,135,0,0,0,4469,154,0.034459610651152384,5,0.0011188185276348177,332,0.07428955023495189,3,0.0006712911165808906,0.0,0.0
91,WIS_COO_1,419,11,0,71,35,5,0,0,811,10,26,2,1077,65,3,0,0,0,0,0,0,0,0,0,0,259,0,0,2,7,0,251,195,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,15,0,0,9,0,0,0,4464,879,0.19690860215053763,2,0.00044802867383512545,1077,0.24126344086021506,0,0.0,0.0,0.0
92,DEG_PER_STRIP,667,0,0,157,62,8,1,0,937,39,129,1,453,21,0,0,0,0,0,0,0,0,19,0,1,90,2,0,0,10,0,481,217,0,0,0,0,0,0,0,0,171,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4470,1351,0.3022371364653244,1,0.00022371364653243848,453,0.10134228187919463,0,0.0,0.0,0.0
93,DEG_FOU_WOOD,1074,0,0,173,83,7,0,2,478,31,99,1,586,62,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,352,490,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4464,1446,0.3239247311827957,3,0.0006720430107526882,586,0.13127240143369176,2,0.00044802867383512545,0.0,0.0
94,DEG_DIE_HILL,420,31,11,203,412,191,55,17,393,59,88,7,731,42,8,1,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,368,177,0,0,0,0,0,0,0,0,236,0,0,0,0,2,0,0,7,0,0,0,0,0,0,4469,1033,0.23114790780935332,24,0.005370328932647125,731,0.16357126874021033,17,0.00380398299395838,0.0,0.0
95,DEG_DIE_SWC,871,2,2,222,86,16,3,2,786,25,80,5,796,127,5,0,0,2,0,0,0,0,0,0,0,5,0,0,0,10,0,84,150,0,0,0,1,0,0,0,0,183,0,0,0,0,2,0,0,0,0,0,2,3,0,0,4470,1157,0.2588366890380313,7,0.0015659955257270694,796,0.17807606263982104,2,0.00044742729306487697,0.0,0.0
96,DEG_YOU_BOCES,409,6,0,272,444,148,26,5,569,57,104,7,999,116,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,106,152,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,3,0,0,0,2,1,0,4462,545,0.12214253697893321,12,0.002689376961004034,999,0.22389063200358583,5,0.0011205737337516809,0.0,0.0
97,DEG_YOU_OSHEA,951,40,0,220,280,86,3,0,869,21,116,4,170,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,86,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468,1487,0.33281110116383167,4,0.0008952551477170994,170,0.03804834377797672,0,0.0,0.0,0.0
98,DEG_YOU_JONES,817,46,6,143,217,39,3,6,561,18,54,2,688,60,7,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,396,350,0,1,0,2,0,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4467,1254,0.2807253190060443,8,0.0017909111260353706,688,0.15401835683904186,6,0.001343183344526528,0.0,0.0
99,DEG_VIL,998,105,0,137,211,60,1,3,590,2,33,5,514,87,10,0,0,3,0,0,0,0,0,0,0,3,0,0,0,93,0,324,223,0,1,0,0,0,0,0,0,49,0,0,0,0,1,0,0,7,0,0,0,0,2,0,4462,1469,0.32922456297624386,8,0.0017929179740026895,514,0.11519497982967279,3,0.0006723442402510085,0.0,0.0
100,ZUE_REE,254,517,6,88,93,21,1,0,392,2,44,0,395,67,11,0,0,0,0,0,0,0,0,1,0,303,0,4,1,29,72,302,80,0,0,0,1,0,0,0,1,726,0,1,0,0,1,0,0,21,0,0,1,29,0,0,4464,1422,0.3185483870967742,0,0.0,395,0.08848566308243727,0,0.0,0.0,0.0
101,GAB_ALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0
