Name,Corn,Sorghum,Soybeans,Sweet Corn,Barley,Winter Wheat,Dbl Crop WinWht/Soybeans,Rye,Oats,Speltz,Alfalfa,Other Hay/Non Alfalfa,Buckwheat,Dry Beans,Potatoes,Misc Vegs & Fruits,Onions,Peas,Clover/Wildflowers,Sod/Grass Seed,Fallow/Idle Cropland,Peaches,Apples,Grapes,Christmas Trees,Pears,Open Water,Developed/Open Space,Developed/Low Intensity,Developed/Med Intensity,Developed/High Intensity,Barren,Deciduous Forest,Evergreen Forest,Mixed Forest,Shrubland,Grassland/Pasture,Woody Wetlands,Herbaceous Wetlands,Triticale,Carrots,Dbl Crop Triticale/Corn,Pumpkins,Blueberries,Cabbage,Total,Ag,Nat,Semi_Nat,Dev,Other,Ag_Prop,Nat_Prop,Semi_Nat_Prop,Dev_Prop,Other_Prop,Corn_Prop,Soybean_Prop,Buffer
KAT_HAB_2,720,0,43,0,0,14,0,0,4,0,21,251,0,9,2,0,2,8,0,0,40,0,0,0,0,0,0,79,17,13,7,4,117,48,49,0,148,5,0,0,0,0,0,0,0,1601,823,223,148,120,0,0.514053716,0.139287945,0.092442224,0.074953154,0,0.449718926,0.026858214,500
KAT_HAB,712,0,18,0,0,0,0,0,4,0,5,191,0,0,3,0,0,0,0,0,2,0,0,26,0,0,0,145,24,2,4,2,236,0,34,0,184,4,0,0,0,0,0,0,0,1596,768,276,184,177,0,0.481203008,0.172932331,0.115288221,0.110902256,0,0.446115288,0.011278195,500
KAT_BAR,536,0,3,0,0,2,0,0,1,0,17,27,0,0,0,0,0,0,4,0,0,0,0,7,0,0,47,92,83,76,3,3,233,13,143,0,244,30,5,0,0,0,0,0,0,1569,570,427,244,257,47,0.363288719,0.272147865,0.155513066,0.163798598,0.029955386,0.341618866,0.001912046,500
SMI_LAT,325,0,4,0,0,0,0,0,26,3,410,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,38,7,1,0,397,0,4,0,158,3,2,0,0,0,0,0,0,1606,768,406,158,172,0,0.478206725,0.252801993,0.098381071,0.107098381,0,0.202366127,0.00249066,500
SMI_DUR,585,0,19,0,0,0,0,0,0,0,30,67,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,73,27,15,3,2,410,28,23,7,167,168,0,0,0,0,0,0,0,1626,634,638,167,120,0,0.389913899,0.392373924,0.102706027,0.073800738,0,0.359778598,0.011685117,500
SMI_HOF,126,0,0,0,0,0,0,0,0,0,168,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,58,70,3,0,0,475,39,264,8,92,187,23,0,0,0,0,0,0,1587,295,996,92,131,56,0.185885318,0.627599244,0.057971014,0.082545684,0.035286704,0.079395085,0,500
SMI_JOH,526,0,86,0,0,0,0,0,0,0,84,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,19,22,12,0,388,13,7,0,271,36,0,0,0,0,0,0,0,1624,696,444,271,110,0,0.428571429,0.273399015,0.166871921,0.06773399,0,0.323891626,0.052955665,500
SMI_JOH_2,36,0,38,0,4,75,0,0,0,0,57,11,0,476,0,0,0,0,0,0,0,0,0,0,0,0,96,60,24,11,0,0,410,43,24,7,170,81,6,0,0,0,0,0,0,1629,686,571,170,95,96,0.42111725,0.350521793,0.104358502,0.058317986,0.05893186,0.022099448,0.023327195,500
GAB_ALL,3,0,3,0,0,0,0,0,0,0,16,24,0,0,0,0,0,0,2,3,0,0,0,0,0,0,20,122,161,60,11,2,256,54,315,4,169,389,4,0,0,0,0,0,0,1618,27,1024,169,356,20,0.016687268,0.632880099,0.104449938,0.220024722,0.012360939,0.001854141,0.001854141,500
KAT_JEF,111,0,3,0,0,0,0,0,0,0,50,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,21,4,2,3,326,110,274,0,314,15,3,0,0,0,0,0,0,1582,164,731,314,84,0,0.103666245,0.462073325,0.198482933,0.053097345,0,0.070164349,0.001896334,500
KAT_JEF_2,207,0,2,0,0,0,0,0,0,0,89,341,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,77,33,9,5,5,252,8,76,0,268,167,36,0,0,0,0,0,0,1582,303,544,268,129,2,0.191529709,0.343868521,0.169405815,0.081542351,0.001264223,0.130847029,0.001264223,500
STA_WIL,123,0,22,0,0,11,0,0,0,0,772,26,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,156,23,10,0,0,136,0,17,0,255,60,5,8,0,0,0,0,0,1628,940,218,255,189,0,0.577395577,0.133906634,0.156633907,0.116093366,0,0.075552826,0.013513514,500
STA_HEM_2,489,0,21,0,0,194,0,3,12,0,402,19,0,35,0,0,0,2,0,0,0,0,2,5,0,0,1,43,38,18,1,4,122,0,7,0,114,79,1,0,0,0,0,0,2,1614,1167,213,114,104,1,0.723048327,0.13197026,0.07063197,0.064436183,0.000619579,0.302973978,0.013011152,500
STA_HEM,144,0,17,0,0,161,0,2,0,0,49,34,0,3,0,0,0,0,0,0,0,0,0,73,0,0,4,102,22,15,1,0,222,7,21,0,296,62,5,0,0,0,0,0,377,1617,826,317,296,140,4,0.510822511,0.196042053,0.18305504,0.086580087,0.002473717,0.089053803,0.010513296,500
STA_SWE,153,0,5,0,0,8,0,0,0,0,872,44,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,107,36,2,0,0,85,0,7,1,222,38,15,0,0,0,0,0,0,1608,1039,146,222,145,10,0.646144279,0.09079602,0.138059701,0.090174129,0.006218905,0.095149254,0.003109453,500
STA_COL,267,0,347,0,0,455,0,7,2,0,68,16,0,2,0,0,0,160,0,0,0,0,1,2,2,0,0,39,54,2,0,0,50,0,16,0,136,2,0,0,0,10,0,0,0,1638,1323,68,136,95,0,0.807692308,0.041514042,0.083028083,0.057997558,0,0.163003663,0.211843712,500
WIS_COO_2,348,0,18,0,0,0,0,0,0,0,88,58,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,36,77,26,0,0,446,1,38,3,182,211,7,0,0,0,0,0,0,1557,454,706,182,139,4,0.291586384,0.453436095,0.116891458,0.089274245,0.002569043,0.223506744,0.011560694,500
WIS_COO,600,0,15,0,0,0,0,1,0,0,254,90,0,0,0,0,0,0,0,0,7,0,5,0,0,0,6,33,3,0,0,0,136,0,0,0,400,13,0,2,0,0,0,0,0,1565,877,149,400,36,6,0.560383387,0.095207668,0.255591054,0.023003195,0.003833866,0.383386581,0.009584665,500
LET_NOB,781,1,21,6,0,38,0,0,0,0,249,22,0,69,0,0,0,6,0,0,2,0,3,0,0,0,3,71,11,25,14,5,161,0,4,0,116,5,0,0,0,0,0,0,0,1613,1174,175,116,126,3,0.72783633,0.10849349,0.071915685,0.078115313,0.001859888,0.484190949,0.013019219,500
LET_TAB,482,0,0,0,0,0,0,0,0,0,461,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,135,5,9,0,0,364,7,74,0,56,9,0,0,0,0,0,0,0,1605,944,454,56,149,0,0.588161994,0.282866044,0.034890966,0.092834891,0,0.300311526,0,500
WIS_HIG,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,5,0,0,0,0,11,1,29,0,0,0,6,117,124,161,28,1,726,0,22,0,229,77,3,0,0,0,0,0,0,1554,45,829,229,431,6,0.028957529,0.533462033,0.147361647,0.277348777,0.003861004,0.001930502,0,500
WIS_MEG,59,7,10,74,0,3,0,102,22,0,38,76,0,0,0,0,0,4,0,0,9,0,12,0,0,0,28,119,247,90,6,4,282,0,8,5,326,34,0,0,0,0,7,0,0,1572,338,333,326,466,28,0.215012723,0.211832061,0.207379135,0.296437659,0.017811705,0.037531807,0.006361323,500
WIS_KEN,5,0,1,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,17,1,91,0,0,0,76,169,202,128,37,4,431,4,5,4,298,41,22,0,0,0,0,0,0,1551,103,511,298,540,76,0.066408769,0.329464861,0.192134107,0.348162476,0.049000645,0.003223727,0.000644745,500
ZUE_REE,206,0,289,12,0,149,0,3,7,0,189,44,0,52,0,0,0,0,0,0,2,0,0,13,0,0,0,63,20,9,0,0,231,0,26,0,250,29,1,0,1,0,0,0,14,1610,935,287,250,92,0,0.580745342,0.17826087,0.155279503,0.057142857,0,0.127950311,0.179503106,500
DEG_PER_STRIP,249,0,245,0,0,107,0,0,0,0,365,111,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,61,13,2,3,0,167,0,0,3,273,0,0,0,0,0,0,3,0,1606,973,170,273,79,0,0.605853051,0.105853051,0.169987547,0.049190535,0,0.155043587,0.152552927,500
DEG_FOU_WOOD,709,0,7,0,0,32,0,18,0,0,202,113,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,108,46,1,0,0,69,0,1,1,286,2,0,0,0,0,0,0,0,1601,973,73,286,155,0,0.607745159,0.045596502,0.178638351,0.096814491,0,0.44284822,0.004372267,500
DEG_DIE_HILL,842,0,9,0,0,0,0,0,0,0,61,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,58,4,0,0,184,0,8,0,321,7,0,0,0,0,0,0,0,1592,912,199,321,91,0,0.572864322,0.125,0.201633166,0.057160804,0,0.528894472,0.005653266,500
DEG_DIE_SWC,578,0,28,0,4,87,0,4,2,0,101,128,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,59,58,10,0,2,135,33,27,5,262,71,0,0,0,0,0,0,0,1602,808,273,262,129,4,0.504369538,0.170411985,0.163545568,0.080524345,0.002496879,0.360799001,0.017478152,500
DEG_YOU_BOCES,534,0,18,0,0,1,0,0,0,0,35,45,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,67,123,43,24,0,45,2,0,0,657,6,2,0,0,0,0,0,0,1605,589,55,657,257,0,0.366978193,0.034267913,0.409345794,0.160124611,0,0.33271028,0.011214953,500
DEG_YOU_OSHEA,813,0,14,0,0,0,0,0,0,0,269,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67,25,19,1,0,269,16,21,2,41,23,3,0,0,0,0,0,0,1603,1096,334,41,112,0,0.683718029,0.208359326,0.025577043,0.069868996,0,0.507174049,0.008733624,500
DEG_YOU_JONES,89,0,12,2,0,3,0,0,0,0,389,220,0,0,0,0,0,0,1,0,11,0,0,0,0,0,5,57,121,20,4,0,226,17,46,6,356,18,2,0,0,0,0,0,0,1605,496,315,356,202,5,0.309034268,0.196261682,0.221806854,0.125856698,0.003115265,0.055451713,0.007476636,500
DEG_VIL,815,0,43,3,0,4,0,0,45,0,51,27,0,0,0,0,0,1,0,0,0,0,0,0,3,0,44,69,93,38,0,3,125,0,3,1,213,23,1,0,0,0,0,0,0,1605,965,156,213,203,44,0.601246106,0.097196262,0.13271028,0.126479751,0.02741433,0.507788162,0.026791277,500
SEA_HOO,329,0,280,2,0,330,0,4,1,0,157,18,0,18,4,0,0,0,48,1,0,0,0,24,0,0,0,77,13,12,0,0,184,0,10,0,52,39,0,0,0,0,0,0,0,1603,1198,233,52,102,0,0.747348721,0.145352464,0.032439177,0.063630692,0,0.205240175,0.174672489,500
MIL_HUM,486,0,374,0,10,127,0,1,0,0,209,27,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52,37,23,0,120,0,10,0,73,2,0,0,0,0,0,0,0,1623,1231,132,73,160,0,0.758471965,0.081330869,0.044978435,0.098582871,0,0.299445471,0.230437461,500
ONE_TER,479,0,9,0,0,0,0,0,0,0,74,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,166,192,103,2,0,0,0,0,339,2,0,0,0,0,0,0,0,1708,562,4,339,604,0,0.329039813,0.00234192,0.198477752,0.353629977,0,0.280444965,0.005269321,500
ONE_ADO,39,0,0,0,0,0,0,0,0,0,225,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,5,5,0,0,1117,34,13,0,104,70,0,0,0,0,0,0,0,1702,264,1234,104,98,0,0.155111633,0.725029377,0.061104583,0.057579318,0,0.022914219,0,500
ONE_STA,1357,0,21,0,0,0,0,1,0,0,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,36,15,6,9,131,2,8,0,28,15,1,0,0,0,0,0,0,1724,1403,166,28,118,0,0.813805104,0.096287703,0.016241299,0.068445476,0,0.78712297,0.012180974,500
