,field_id,collection_date,total_scm,number_seeds,scm_seeds,seed_type,wireworms,total_phorids,scm_larvae_sum,scm_pupae_sum,week,week_before,two_weeks_before
1127,GAB_ALL,2024-05-13,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1128,GAB_ALL,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1129,GAB_ALL,2024-04-29,0.0,10,0.0,corn,0.0,1.0,0.0,0.0,18,17,16
1130,GAB_HEN,2024-04-16,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1131,GAB_HEN,2024-04-16,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1132,GAB_HEN,2024-04-16,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1133,GAB_HEN,2024-04-16,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1134,GAB_HEN,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1135,GAB_HEN,2024-05-13,1.0,10,0.0,soy,0.0,0.0,0.0,1.0,20,19,18
1136,GAB_HEN,2024-04-26,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1137,GAB_HEN,2024-04-16,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1138,GAB_HEN,2024-04-16,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1139,GAB_HEN,2024-05-13,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1140,GAB_HEN,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1141,GAB_HEN,2024-05-13,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1142,GAB_HEN,2024-05-13,0.0,10,0.0,lima,0.0,22.0,0.0,0.0,20,19,18
1143,GAB_HEN,2024-04-26,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1144,GAB_HEN,2024-04-26,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1145,GAB_HEN,2024-04-26,0.0,10,0.0,lima,0.0,15.0,0.0,0.0,17,16,15
1146,GAB_HEN,2024-04-26,0.0,10,0.0,lima,1.0,23.0,0.0,0.0,17,16,15
1147,GAB_HEN,2024-04-26,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1148,GAB_STE,2024-04-16,0.0,10,0.0,lima,0.0,1.0,0.0,0.0,16,15,14
1149,GAB_STE,2024-04-16,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1150,GAB_STE,2024-04-16,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1151,GAB_STE,2024-04-16,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1152,GAB_STE,2024-04-16,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1153,GAB_STE,2024-04-16,0.0,10,0.0,soy,0.0,1.0,0.0,0.0,16,15,14
1154,GAB_STE,2024-04-29,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1155,GAB_STE,2024-04-29,0.0,10,0.0,lima,0.0,32.0,0.0,0.0,18,17,16
1156,GAB_STE,2024-05-13,0.0,10,0.0,lima,1.0,153.0,0.0,0.0,20,19,18
1157,GAB_STE,2024-05-13,0.0,10,0.0,lima,0.0,93.0,0.0,0.0,20,19,18
1158,GAB_STE,2024-04-29,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1159,GAB_STE,2024-05-14,0.0,10,0.0,corn,0.0,5.0,0.0,0.0,20,19,18
1160,GAB_STE,2024-05-13,0.0,10,0.0,soy,2.0,0.0,0.0,0.0,20,19,18
1161,GAB_STE,2024-05-13,0.0,10,0.0,soy,1.0,0.0,0.0,0.0,20,19,18
1162,GAB_STE,2024-05-13,0.0,10,0.0,corn,1.0,0.0,0.0,0.0,20,19,18
1163,GAB_STE,2024-04-29,0.0,10,0.0,lima,0.0,58.0,0.0,0.0,18,17,16
1164,GAB_STE,2024-04-29,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1165,GAB_STE,2024-04-29,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1188,GRS_ORC_IN,2024-04-15,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1196,HUN_PLE_9,2024-04-22,0.0,20,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1197,HUN_PLE_9,2024-04-22,0.0,20,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1198,HUN_PLE_9,2024-04-22,0.0,20,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1199,HUN_PLE_9,2024-05-06,0.0,10,0.0,lima,0.0,4.0,0.0,0.0,19,18,17
1200,HUN_PLE_9,2024-05-06,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1201,HUN_PLE_9,2024-05-06,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1202,HUN_PLE_9,2024-05-06,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1203,HUN_PLE_9,2024-05-06,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1204,HUN_PLE_9,2024-05-06,0.0,9,0.0,lima,0.0,8.0,0.0,0.0,19,18,17
1205,HUN_PLE_9,2024-05-20,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1206,HUN_PLE_9,2024-05-20,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1207,HUN_PLE_9,2024-05-20,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1208,HUN_PLE_9,2024-05-20,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1209,HUN_PLE_9,2024-05-20,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1210,HUN_PLE_9,2024-05-20,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1257,KAT_TEE,2024-04-15,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1258,KAT_TEE,2024-04-15,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1259,KAT_TEE,2024-04-15,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1260,KAT_TEE,2024-04-15,0.0,10,0.0,lima,0.0,14.0,0.0,0.0,16,15,14
1261,KAT_TEE,2024-04-15,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1262,KAT_TEE,2024-04-29,0.0,8,0.0,lima,0.0,11.0,0.0,0.0,18,17,16
1263,KAT_TEE,2024-04-29,0.0,8,0.0,lima,0.0,5.0,0.0,0.0,18,17,16
1264,KAT_TEE,2024-04-29,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1265,KAT_TEE,2024-05-13,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1266,KAT_TEE,2024-04-29,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1267,KAT_TEE,2024-04-15,0.0,10,0.0,lima,0.0,6.0,0.0,0.0,16,15,14
1268,KAT_TEE,2024-05-13,0.0,8,0.0,lima,0.0,2.0,0.0,0.0,20,19,18
1269,KAT_TEE,2024-05-13,0.0,10,0.0,corn,0.0,2.0,0.0,0.0,20,19,18
1270,KAT_TEE,2024-05-13,0.0,10,0.0,corn,0.0,1.0,0.0,0.0,20,19,18
1271,KAT_TEE,2024-04-29,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1272,KAT_TEE,2024-05-13,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1273,KAT_TEE_2,2024-04-15,0.0,10,0.0,lima,0.0,6.0,0.0,0.0,16,15,14
1274,KAT_TEE_2,2024-04-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,15,14,13
1275,KAT_TEE_2,2024-04-15,0.0,11,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1276,KAT_TEE_2,2024-04-15,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1277,KAT_TEE_2,2024-04-15,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1278,KAT_TEE_2,2024-04-29,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,18,17,16
1279,KAT_TEE_2,2024-04-29,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1280,KAT_TEE_2,2024-04-29,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1281,KAT_TEE_2,2024-04-29,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1282,KAT_TEE_2,2024-04-29,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1283,KAT_TEE_2,2024-05-13,0.0,1,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1284,KAT_TEE_2,2024-05-13,0.0,10,0.0,lima,0.0,25.0,0.0,0.0,20,19,18
1285,KAT_TEE_2,2024-05-13,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1286,KAT_TEE_2,2024-04-15,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1287,KAT_TEE_2,2024-05-13,0.0,8,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1288,KAT_TEE_2,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1289,KAT_TEE_2,2024-04-29,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1290,KAT_TEE_2,2024-05-13,0.0,7,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1318,POV_DUN,2024-04-16,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1319,POV_DUN,2024-04-16,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1320,POV_DUN,2024-05-01,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,18,17,16
1321,POV_DUN,2024-05-01,1.0,10,0.0,lima,0.0,0.0,0.0,1.0,18,17,16
1322,POV_DUN,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1323,POV_DUN,2024-05-01,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1324,POV_DUN,2024-04-16,0.0,10,0.0,lima,0.0,1.0,0.0,0.0,16,15,14
1325,POV_DUN,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1326,POV_DUN,2024-05-14,0.0,1,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1327,POV_DUN,2024-04-16,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,16,15,14
1328,POV_DUN,2024-04-16,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,16,15,14
1329,POV_DUN,2024-04-16,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,16,15,14
1330,POV_DUN,2024-05-14,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1331,POV_DUN,2024-05-14,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1332,POV_DUN,2024-05-14,0.0,0,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1333,POV_DUN,2024-05-14,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,20,19,18
1334,POV_DUN,2024-05-14,0.0,10,0.0,lima,0.0,9.0,0.0,0.0,20,19,18
1335,POV_DUN,2024-05-01,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1336,POV_DUN,2024-05-14,0.0,7,0.0,lima,0.0,0.0,0.0,0.0,20,19,18
1337,SEA_HOO,2024-04-23,0.0,20,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1338,SEA_HOO,2024-04-23,0.0,20,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1339,SEA_HOO,2024-04-23,0.0,20,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1340,SEA_HOO,2024-05-07,0.0,11,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1341,SEA_HOO,2024-05-07,0.0,9,0.0,lima,0.0,4.0,0.0,0.0,19,18,17
1342,SEA_HOO,2024-05-07,0.0,8,0.0,lima,0.0,14.0,0.0,0.0,19,18,17
1343,SEA_HOO,2024-05-07,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1344,SEA_HOO,2024-05-07,0.0,0,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1345,SEA_HOO,2024-05-07,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1346,SEA_HOO,2024-05-21,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1347,SEA_HOO,2024-05-21,0.0,7,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1348,SEA_HOO,2024-05-21,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1349,SEA_HOO,2024-05-21,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1350,SEA_HOO,2024-05-21,0.0,8,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1351,SEA_HOO,2024-05-21,1.0,5,1.0,lima,0.0,0.0,1.0,0.0,21,20,19
1352,SMI_CAN_2,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1353,SMI_CAN_2,2024-04-22,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,17,16,15
1354,SMI_CAN_2,2024-04-22,0.0,10,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1355,SMI_CAN_2,2024-04-22,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,17,16,15
1356,SMI_CAN_2,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1357,SMI_CAN_2,2024-04-22,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,17,16,15
1358,SMI_CAN_2,2024-05-07,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1359,SMI_CAN_2,2024-05-07,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1360,SMI_CAN_2,2024-05-07,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,19,18,17
1361,SMI_CAN_2,2024-05-07,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,19,18,17
1362,SMI_CAN_2,2024-05-07,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1363,SMI_CAN_2,2024-05-07,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,19,18,17
1364,SMI_CAN_2,2024-05-20,0.0,14,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1365,SMI_CAN_2,2024-05-20,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1366,SMI_CAN_2,2024-05-20,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,21,20,19
1367,SMI_CAN_2,2024-05-20,0.0,5,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1368,SMI_CAN_2,2024-05-20,0.0,6,0.0,soy,0.0,0.0,0.0,0.0,21,20,19
1369,SMI_CAN_2,2024-05-20,0.0,9,0.0,lima,0.0,0.0,0.0,0.0,21,20,19
1370,SMI_COB,2024-04-29,0.0,7,0.0,lima,0.0,12.0,0.0,0.0,18,17,16
1371,SMI_COB,2024-04-29,0.0,9,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1372,SMI_COB,2024-04-19,1.0,10,0.0,corn,0.0,0.0,1.0,0.0,16,15,14
1373,SMI_COB,2024-04-29,61.0,8,8.0,lima,0.0,0.0,61.0,0.0,18,17,16
1374,SMI_COB,2024-04-29,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,18,17,16
1375,SMI_COB,2024-04-29,0.0,9,0.0,corn,0.0,0.0,0.0,0.0,18,17,16
1376,SMI_COB,2024-05-30,0.0,6,0.0,corn,0.0,0.0,0.0,0.0,22,21,20
1377,SMI_COB,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1378,SMI_COB,2024-05-13,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,20,19,18
1379,SMI_COB,2024-05-30,0.0,10,0.0,corn,0.0,0.0,0.0,0.0,22,21,20
1380,SMI_COB,2024-05-30,0.0,8,0.0,lima,0.0,0.0,0.0,0.0,22,21,20
1381,SMI_COB,2024-05-30,0.0,10,0.0,soy,0.0,0.0,0.0,0.0,22,21,20
